"Site recode"	"Site Description"	"Histology"	"Histology Description"	"Histology/Behavior"	"Histology/Behavior Description"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"987"	"OTHER MYELOID LEUKEMIAS"	"9870/3"	"Acute basophilic leukemia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"987"	"OTHER MYELOID LEUKEMIAS"	"9871/3"	"Ac. myelomonocytic leuk. w abn. mar. eosinophils"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"987"	"OTHER MYELOID LEUKEMIAS"	"9872/3"	"Acute myeloid leukemia, minimal differentiation"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"987"	"OTHER MYELOID LEUKEMIAS"	"9873/3"	"Acute myeloid leukemia without maturation"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"987"	"OTHER MYELOID LEUKEMIAS"	"9874/3"	"Acute myeloid leukemia with maturation"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"987"	"OTHER MYELOID LEUKEMIAS"	"9875/3"	"Chronic myelogenous leukemia, BCR/ABL positive"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"987"	"OTHER MYELOID LEUKEMIAS"	"9876/3"	"Atypical chronic myeloid leuk., BCR/ABL negative"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"989"	"MONOCYTIC/OTHER LEUKEMIA, NOS"	"9891/3"	"Acute monocytic leukemia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"989"	"MONOCYTIC/OTHER LEUKEMIA, NOS"	"9895/3"	"Acute myeloid leuk. with multilineage dysplasia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"989"	"MONOCYTIC/OTHER LEUKEMIA, NOS"	"9896/3"	"Acute myeloid leukemia, t(8;21)(q22;q22)"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"989"	"MONOCYTIC/OTHER LEUKEMIA, NOS"	"9897/3"	"Acute myeloid leukemia, 11q23 abnormalities"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"989"	"MONOCYTIC/OTHER LEUKEMIA, NOS"	"9898/3"	"Myeloid leukemia associated with Down Syndrome"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"991"	"MEGAKARYOBLASTIC LEUKEMIA"	"9910/3"	"Acute megakaryoblastic leukemia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"991"	"MEGAKARYOBLASTIC LEUKEMIA"	"9911/3"	"Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13);RBM15-MLK1"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"992"	"THERAPY RELATED AC. MYEL. LEUK."	"9920/3"	"Therapy-related acute myeloid leukemia, NOS"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"993"	"MYELOID SARCOMA"	"9930/3"	"Myeloid sarcoma"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"993"	"MYELOID SARCOMA"	"9931/3"	"Acute panmyelosis with myelofibrosis"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"994"	"OTHER LEUKEMIAS"	"9940/3"	"Hairy cell leukemia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"994"	"OTHER LEUKEMIAS"	"9945/3"	"Chronic myelomonocytic leukemia, NOS"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"994"	"OTHER LEUKEMIAS"	"9946/3"	"Juvenile myelomonocytic leukemia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"994"	"OTHER LEUKEMIAS"	"9948/3"	"Aggressive NK-cell leukemia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"995"	"POLYCYTHEMIA VERA"	"9950/3"	"Polycythemia vera"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9960/3"	"Chronic myeloproliferative disease, NOS"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9961/3"	"Myelosclerosis with myeloid metaplasia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9962/3"	"Essential thrombocythemia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9963/3"	"Chronic neutrophilic leukemia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9964/3"	"Hypereosinophilic syndrome"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9965/3"	"Myeloid and lymphoid neoplasms with PDGFRB rearrangement"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9966/3"	"Myeloid and lymphoid neoplasms with PDGFRB re arrangement"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9967/3"	"Myeloid and lymphoid neoplasm with FGFR1 abnormalities"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"997"	"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS"	"9971/3"	"Polymorphic PTLD"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"997"	"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS"	"9975/3"	"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"998"	"REFRACTORY ANEMIA"	"9980/3"	"Refractory anemia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"998"	"REFRACTORY ANEMIA"	"9982/3"	"Refractory anemia with sideroblasts"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"998"	"REFRACTORY ANEMIA"	"9983/3"	"Refractory anemia with excess blasts"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"998"	"REFRACTORY ANEMIA"	"9984/3"	"Refract. anemia with excess blasts in transformation"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"998"	"REFRACTORY ANEMIA"	"9985/3"	"Refractory cytopenia with multilineage dysplasia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"998"	"REFRACTORY ANEMIA"	"9986/3"	"Myelodysplastic syndr. with 5q deletion syndrome"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"998"	"REFRACTORY ANEMIA"	"9987/3"	"Therapy-related myelodysplastic syndrome, NOS"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"998"	"REFRACTORY ANEMIA"	"9989/3"	"Myelodysplastic syndrome, NOS"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"999"	"MYELODYSPLASTIC SYNDROMES"	"9991/3"	"Refractory neutropenia"
"C420, C421, C424"	"BLOOD, BONE MARROW, & HEMATOPOIETIC SYS"	"999"	"MYELODYSPLASTIC SYNDROMES"	"9992/3"	"Refractory thrombocytopenia"
"C422"	"SPLEEN"	"912"	"BLOOD VESSEL TUMORS"	"9120/3"	"Hemangiosarcoma"
"C422"	"SPLEEN"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9590/3"	"Malignant lymphoma, NOS"
"C422"	"SPLEEN"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9591/3"	"Malignant lymphoma, non-Hodgkin"
"C422"	"SPLEEN"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9596/3"	"Composite Hodgkin and non-Hodgkin lymphoma"
"C422"	"SPLEEN"	"965"	"HODGKIN LYMPHOMA"	"9650/3"	"Hodgkin lymphoma, NOS"
"C422"	"SPLEEN"	"965"	"HODGKIN LYMPHOMA"	"9651/3"	"Hodgkin lymphoma, lymphocyte-rich"
"C422"	"SPLEEN"	"965"	"HODGKIN LYMPHOMA"	"9652/3"	"Hodgkin lymphoma, mixed cellularity, NOS"
"C422"	"SPLEEN"	"965"	"HODGKIN LYMPHOMA"	"9653/3"	"Hodgkin lymphoma, lymphocytic deplet., NOS"
"C422"	"SPLEEN"	"965"	"HODGKIN LYMPHOMA"	"9654/3"	"Hodgkin lymph., lymphocyt. deplet., diffuse fibrosis"
"C422"	"SPLEEN"	"965"	"HODGKIN LYMPHOMA"	"9655/3"	"Hodgkin lymphoma, lymphocyt. deplet., reticular"
"C422"	"SPLEEN"	"965"	"HODGKIN LYMPHOMA"	"9659/3"	"Hodgkin lymph., nodular lymphocyte predom."
"C422"	"SPLEEN"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9661/3"	"Hodgkin granuloma [obs]"
"C422"	"SPLEEN"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9662/3"	"Hodgkin sarcoma [obs]"
"C422"	"SPLEEN"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9663/3"	"Hodgkin lymphoma, nodular sclerosis, NOS"
"C422"	"SPLEEN"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9664/3"	"Hodgkin lymphoma, nod. scler., cellular phase"
"C422"	"SPLEEN"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9665/3"	"Hodgkin lymphoma, nod. scler., grade 1"
"C422"	"SPLEEN"	"966"	"HODGKIN LYMPHOMA, NOD. SCLER."	"9667/3"	"Hodgkin lymphoma, nod. scler., grade 2"
"C422"	"SPLEEN"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9670/3"	"ML, small B lymphocytic, NOS"
"C422"	"SPLEEN"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9671/3"	"ML, lymphoplasmacytic"
"C422"	"SPLEEN"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9673/3"	"Mantle cell lymphoma"
"C422"	"SPLEEN"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9675/3"	"ML, mixed sm. and lg. cell, diffuse"
"C422"	"SPLEEN"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9678/3"	"Primary effusion lymphoma"
"C422"	"SPLEEN"	"967"	"ML, SMALL B-CELL LYMPHOCYTIC"	"9679/3"	"Mediastinal large B-cell lymphoma"
"C422"	"SPLEEN"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9680/3"	"ML, large B-cell, diffuse"
"C422"	"SPLEEN"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9684/3"	"ML, large B-cell, diffuse, immunoblastic, NOS"
"C422"	"SPLEEN"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9687/3"	"Burkitt lymphoma, NOS"
"C422"	"SPLEEN"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9688/3"	"T-cell histiocyte rich large B-cell lymphoma"
"C422"	"SPLEEN"	"968"	"ML, LARGE B-CELL, DIFFUSE"	"9689/3"	"Splenic marginal zone B-cell lymphoma"
"C422"	"SPLEEN"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9690/3"	"Follicular lymphoma, NOS"
"C422"	"SPLEEN"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9691/3"	"Follicular lymphoma, grade 2"
"C422"	"SPLEEN"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9695/3"	"Follicular lymphoma, grade 1"
"C422"	"SPLEEN"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9698/3"	"Follicular lymphoma, grade 3"
"C422"	"SPLEEN"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9699/3"	"Marginal zone B-cell lymphoma, NOS"
"C422"	"SPLEEN"	"970"	"T-CELL LYMPHOMAS"	"9701/3"	"Sezary syndrome"
"C422"	"SPLEEN"	"970"	"T-CELL LYMPHOMAS"	"9702/3"	"Mature T-cell lymphoma, NOS"
"C422"	"SPLEEN"	"970"	"T-CELL LYMPHOMAS"	"9705/3"	"Angioimmunoblastic T-cell lymphoma"
"C422"	"SPLEEN"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9712/3"	"Intravascular large B-cell lymphoma"
"C422"	"SPLEEN"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9714/3"	"Anaplastic large cell lymphoma, T-cell and Null cell type"
"C422"	"SPLEEN"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9716/3"	"Hepatosplenic gamma-delta cell lymphoma"
"C422"	"SPLEEN"	"971"	"OTHER SPEC. NON-HODGKIN LYMPHOMA"	"9719/3"	"NK/T-cell lymphoma, nasal and nasal-type"
"C422"	"SPLEEN"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9724/3"	"SystemicEBV pos. T-cell lymphoproliferative disease of childhood"
"C422"	"SPLEEN"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9727/3"	"Precursor cell lymphoblastic lymphoma, NOS"
"C422"	"SPLEEN"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9728/3"	"Precursor B-cell lymphoblastic lymphoma"
"C422"	"SPLEEN"	"972"	"PRECURS. CELL LYMPHOBLASTIC LYMPH."	"9729/3"	"Precursor T-cell lymphoblastic lymphoma"
"C422"	"SPLEEN"	"973"	"PLASMA CELL TUMORS"	"9731/3"	"Plasmacytoma, NOS"
"C422"	"SPLEEN"	"973"	"PLASMA CELL TUMORS"	"9734/3"	"Plasmacytoma, extramedullary"
"C422"	"SPLEEN"	"973"	"PLASMA CELL TUMORS"	"9735/3"	"Plasmablastic lymphoma"
"C422"	"SPLEEN"	"973"	"PLASMA CELL TUMORS"	"9737/3"	"ALK positive large B-cell lymphoma"
"C422"	"SPLEEN"	"973"	"PLASMA CELL TUMORS"	"9738/3"	"Lrg B-cell lymphoma in HHV8-assoc. multicentric Castleman DZ"
"C422"	"SPLEEN"	"974"	"MAST CELL TUMORS"	"9740/3"	"Mast cell sarcoma"
"C422"	"SPLEEN"	"974"	"MAST CELL TUMORS"	"9741/3"	"Malignant mastocytosis"
"C422"	"SPLEEN"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9750/3"	"Malignant histiocytosis"
"C422"	"SPLEEN"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9751/3"	"Langerhans cell histiocytosis, NOS"
"C422"	"SPLEEN"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9754/3"	"Langerhans cell histiocytosis, disseminated"
"C422"	"SPLEEN"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9755/3"	"Histiocytic sarcoma"
"C422"	"SPLEEN"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9756/3"	"Langerhans cell sarcoma"
"C422"	"SPLEEN"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9757/3"	"Interdigitating dendritic cell sarcoma"
"C422"	"SPLEEN"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9758/3"	"Follicular dendritic cell sarcoma"
"C422"	"SPLEEN"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9759/3"	"Fibroblastic reticular cell tumor"
"C422"	"SPLEEN"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9811/3"	"B lymphoblastic leukemia/lymphoma, NOS"
"C422"	"SPLEEN"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9812/3"	"Leukemia/lymphoma with t(9;22)(q34;q11.2);BCR-ABL1"
"C422"	"SPLEEN"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9813/3"	"Leukemia/lymphoma with t(v;11q23);MLL rearranged"
"C422"	"SPLEEN"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9814/3"	"Leukemia/lymphoma with t(12;21)(p13;q22);TEL-AML1(ETV6-RUNX1)"
"C422"	"SPLEEN"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9815/3"	"B lymphoblastic leukemia/lymphoma with hyperdiploidy"
"C422"	"SPLEEN"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9816/3"	"Leukemia/lymphoma with hypodiploidy (hypodiploid ALL)"
"C422"	"SPLEEN"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9817/3"	"B lymphblastic leukemia/lymphoma with t(5;14)(q31;q32);IL3-IGH"
"C422"	"SPLEEN"	"981"	"PRECURSOR LYMPHOID NEOPLASMS"	"9818/3"	"Leukemia/lymphoma with t(1;19)(q23;p13.3); E2A PBX1 (TCF3 PBX1)"
"C422"	"SPLEEN"	"982"	"LYMPHOID LEUKEMIA, NOS"	"9823/3"	"Chronic lymphocytic leukemia/small lymphocytic lymphoma"
"C422"	"SPLEEN"	"983"	"PROLYMPH/PRECURS LEUKEMIA"	"9831/3"	"T-cell large granular lymphocytic leukemia"
"C422"	"SPLEEN"	"983"	"PROLYMPH/PRECURS LEUKEMIA"	"9837/3"	"T lymphoblastic leukemia/lymphoma"
"C422"	"SPLEEN"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9965/3"	"Myeloid and lymphoid neoplasms with PDGFRB rearrangement"
"C422"	"SPLEEN"	"996"	"CHRONIC MYELOPROLIFERATIVE DIS."	"9967/3"	"Myeloid and lymphoid neoplasm with FGFR1 abnormalities"
"C422"	"SPLEEN"	"997"	"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS"	"9971/3"	"Polymorphic PTLD"
"C422"	"SPLEEN"	"997"	"MYELOPLASTIC/MYELOPROLIFERATIVE NEOPLASMS"	"9975/3"	"Myelodysplastic/Myeloproliferative neoplasm, unclassifiable"
"C423"	"RETICULO-ENDOTHELIAL"	"959"	"MALIGNANT LYMPHOMA, NOS"	"9590/3"	"Malignant lymphoma, NOS"
"C423"	"RETICULO-ENDOTHELIAL"	"969"	"FOLLIC. & MARGINAL LYMPH, NOS"	"9699/3"	"Marginal zone B-cell lymphoma, NOS"
"C423"	"RETICULO-ENDOTHELIAL"	"974"	"MAST CELL TUMORS"	"9740/3"	"Mast cell sarcoma"
"C423"	"RETICULO-ENDOTHELIAL"	"974"	"MAST CELL TUMORS"	"9741/3"	"Malignant mastocytosis"
"C423"	"RETICULO-ENDOTHELIAL"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9750/3"	"Malignant histiocytosis"
"C423"	"RETICULO-ENDOTHELIAL"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9754/3"	"Langerhans cell histiocytosis, disseminated"
"C423"	"RETICULO-ENDOTHELIAL"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9755/3"	"Histiocytic sarcoma"
"C423"	"RETICULO-ENDOTHELIAL"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9756/3"	"Langerhans cell sarcoma"
"C423"	"RETICULO-ENDOTHELIAL"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9757/3"	"Interdigitating dendritic cell sarcoma"
"C423"	"RETICULO-ENDOTHELIAL"	"975"	"NEOPLASMS OF HISTIOCYTES AND ACCESSORY LYMPHOID CELLS"	"9758/3"	"Follicular dendritic cell sarcoma"
"C423"	"RETICULO-ENDOTHELIAL"	"982"	"LYMPHOID LEUKEMIA, NOS"	"9823/3"	"Chronic lymphocytic leukemia/small lymphocytic lymphoma"
"C440-C449"	"SKIN"	"810"	"TRICHILEMMOCARCINOMA"	"8102/3"	"Trichilemmocarcinoma"
"C440-C449"	"SKIN"	"811"	"PILOMATRIX CARCINOMA"	"8110/3"	"Pilomatrix carcinoma"
"C440-C449"	"SKIN"	"814"	"ADENOCARCINOMA, NOS"	"8140/2"	"Adenocarcinoma in situ"
"C440-C449"	"SKIN"	"814"	"ADENOCARCINOMA, NOS"	"8140/3"	"Adenocarcinoma, NOS"
"C440-C449"	"SKIN"	"814"	"ADENOCARCINOMA, NOS"	"8141/3"	"Scirrhous adenocarcinoma"
"C440-C449"	"SKIN"	"814"	"ADENOCARCINOMA, NOS"	"8143/3"	"Superficial spreading adenocarcinoma"
"C440-C449"	"SKIN"	"814"	"ADENOCARCINOMA, NOS"	"8147/3"	"Basal cell adenocarcinoma"
"C440-C449"	"SKIN"	"819"	"TRABECULAR ADENOCARCINOMA"	"8190/3"	"Trabecular adenocarcinoma"
"C440-C449"	"SKIN"	"820"	"ADENOID CYSTIC & CRIBRIFORM CA."	"8200/3"	"Adenoid cystic carcinoma"
"C440-C449"	"SKIN"	"820"	"ADENOID CYSTIC & CRIBRIFORM CA."	"8201/2"	"Cribriform carcinoma in situ"
"C440-C449"	"SKIN"	"820"	"ADENOID CYSTIC & CRIBRIFORM CA."	"8201/3"	"Cribriform carcinoma"
"C440-C449"	"SKIN"	"823"	"SOLID CARCINOMA, NOS"	"8230/2"	"Duct carcinoma in situ, solid type"
"C440-C449"	"SKIN"	"823"	"SOLID CARCINOMA, NOS"	"8230/3"	"Solid carcinoma, NOS"
"C440-C449"	"SKIN"	"823"	"SOLID CARCINOMA, NOS"	"8231/3"	"Carcinoma simplex"
"C440-C449"	"SKIN"	"824"	"CARCINOID TUMOR, MALIGNANT"	"8247/3"	"Merkel cell carcinoma"
"C440-C449"	"SKIN"	"825"	"BRONCHIOLO-ALVEOLAR ADENOCA."	"8255/3"	"Adenocarcinoma with mixed subtypes"
"C440-C449"	"SKIN"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8260/3"	"Papillary adenocarcinoma, NOS"
"C440-C449"	"SKIN"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8261/2"	"Adenocarcinoma in situ in villous adenoma"
"C440-C449"	"SKIN"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8261/3"	"Adenocarcinoma in villous adenoma"
"C440-C449"	"SKIN"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8262/3"	"Villous adenocarcinoma"
"C440-C449"	"SKIN"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8263/2"	"Adenocarcinoma in situ in tubulovillous adenoma"
"C440-C449"	"SKIN"	"826"	"PAPILLARY ADENOCARCINOMA, NOS"	"8263/3"	"Adenocarcinoma in tubulovillous adenoma"
"C440-C449"	"SKIN"	"831"	"CLEAR CELL ADENOCARCINOMA, NOS"	"8310/3"	"Clear cell adenocarcinoma, NOS"
"C440-C449"	"SKIN"	"839"	"SKIN APPENDAGE CARCINOMA"	"8390/3"	"Skin appendage carcinoma"
"C440-C449"	"SKIN"	"840"	"SWEAT GLAND ADENOCARCINOMA"	"8400/3"	"Sweat gland adenocarcinoma"
"C440-C449"	"SKIN"	"840"	"SWEAT GLAND ADENOCARCINOMA"	"8401/3"	"Apocrine adenocarcinoma"
"C440-C449"	"SKIN"	"840"	"SWEAT GLAND ADENOCARCINOMA"	"8402/3"	"Nodular hidradenoma, malignant"
"C440-C449"	"SKIN"	"840"	"SWEAT GLAND ADENOCARCINOMA"	"8403/3"	"Malignant eccrine spiradenoma"
"C440-C449"	"SKIN"	"840"	"SWEAT GLAND ADENOCARCINOMA"	"8407/3"	"Sclerosing sweat duct carcinoma"
"C440-C449"	"SKIN"	"840"	"SWEAT GLAND ADENOCARCINOMA"	"8408/3"	"Eccrine papillary adenocarcinoma"
"C440-C449"	"SKIN"	"840"	"SWEAT GLAND ADENOCARCINOMA"	"8409/3"	"Eccrine poroma, malignant"
"C440-C449"	"SKIN"	"841"	"SEBACEOUS/ECCRINE ADENOCA."	"8410/3"	"Sebaceous adenocarcinoma"
"C440-C449"	"SKIN"	"841"	"SEBACEOUS/ECCRINE ADENOCA."	"8413/3"	"Eccrine adenocarcinoma"
"C440-C449"	"SKIN"	"842"	"CERUMINOUS ADENOCARCINOMA"	"8420/3"	"Ceruminous adenocarcinoma"
"C440-C449"	"SKIN"	"843"	"MUCOEPIDERMOID CARCINOMA"	"8430/3"	"Mucoepidermoid carcinoma"
"C440-C449"	"SKIN"	"844"	"CYSTADENOCARCINOMA, NOS"	"8440/3"	"Cystadenocarcinoma, NOS"
"C440-C449"	"SKIN"	"848"	"MUCINOUS ADENOCARCINOMA"	"8480/3"	"Mucinous adenocarcinoma"
"C440-C449"	"SKIN"	"848"	"MUCINOUS ADENOCARCINOMA"	"8481/3"	"Mucin-producing adenocarcinoma"
"C440-C449"	"SKIN"	"854"	"PAGET DISEASE, EXTRAMAMMARY"	"8542/3"	"Paget disease, extramammary"
"C440-C449"	"SKIN"	"856"	"ADENOSQUAMOUS CARCINOMA"	"8560/3"	"Adenosquamous carcinoma"
"C440-C449"	"SKIN"	"856"	"ADENOSQUAMOUS CARCINOMA"	"8562/3"	"Epithelial-myoepithelial carcinoma"
"C440-C449"	"SKIN"	"857"	"ADENOCA. WITH METAPLASIA"	"8570/3"	"Adenocarcinoma with squamous metaplasia"
"C440-C449"	"SKIN"	"857"	"ADENOCA. WITH METAPLASIA"	"8571/3"	"Adenocarcinoma w cartilag. & oss. metaplas."
"C440-C449"	"SKIN"	"857"	"ADENOCA. WITH METAPLASIA"	"8572/3"	"Adenocarcinoma with spindle cell mataplasia"
"C440-C449"	"SKIN"	"857"	"ADENOCA. WITH METAPLASIA"	"8573/3"	"Adenocarcinoma with apocrine metaplasia"
"C440-C449"	"SKIN"	"857"	"ADENOCA. WITH METAPLASIA"	"8574/3"	"Adenocarcinoma with neuroendocrine differen."
"C440-C449"	"SKIN"	"857"	"ADENOCA. WITH METAPLASIA"	"8575/3"	"Metaplastic carcinoma, NOS"
"C440-C449"	"SKIN"	"872"	"NEVI & MELANOMAS"	"8720/2"	"Melanoma in situ"
"C440-C449"	"SKIN"	"872"	"NEVI & MELANOMAS"	"8720/3"	"Malignant melanoma, NOS"
"C440-C449"	"SKIN"	"872"	"NEVI & MELANOMAS"	"8721/3"	"Nodular melanoma"
"C440-C449"	"SKIN"	"872"	"NEVI & MELANOMAS"	"8722/3"	"Balloon cell melanoma"
"C440-C449"	"SKIN"	"872"	"NEVI & MELANOMAS"	"8723/3"	"Malignant melanoma, regressing"
"C440-C449"	"SKIN"	"873"	"AMELANOTIC MELANOMA"	"8730/3"	"Amelanotic melanoma"
"C440-C449"	"SKIN"	"874"	"MAL. MEL. IN JUNCT. NEVUS"	"8740/3"	"Mal. melanoma in junctional nevus"
