"code"	"str"	"relationship_id"	"snomed_id"	"snomed_code"	"snomed_name"	"precedence"
"9261/3"	"Adamantinoma of long bones"	"Maps to"	"4211371"	"56763007"	"Adamantinoma of long bones"	
"8290/3"	"Oxyphilic adenocarcinoma"	"Maps to"	"4212379"	"57596004"	"Oxyphilic adenocarcinoma"	
"8741/2"	"Precancerous melanosis, NOS"	"Maps to"	"4191584"	"38969003"	"Precancerous melanosis"	
"9667/3"	"Hodgkin lymphoma, nodular sclerosis, grade 2"	"Maps to"	"4195472"	"43985008"	"Hodgkin lymphoma, nodular sclerosis, grade 2"	
"9042/3"	"Synovial sarcoma, epithelioid cell"	"Maps to"	"4207078"	"56422000"	"Synovial sarcoma, epithelioid cell"	
"8691/1"	"Aortic body tumor"	"Maps to"	"4205591"	"53320004"	"Aortic body tumor"	
"9150/0"	"Hemangiopericytoma, benign"	"Maps to"	"4202656"	"53880006"	"Hemangiopericytoma, benign"	
"9652/3"	"Hodgkin lymphoma, mixed cellularity, NOS"	"Maps to"	"4216428"	"41529000"	"Hodgkin lymphoma, mixed cellularity"	
"8161/3"	"Bile duct cystadenocarcinoma"	"Maps to"	"4174515"	"50422007"	"Bile duct cystadenocarcinoma"	
"9521/3"	"Olfactory neurocytoma"	"Maps to"	"4186932"	"46710009"	"Esthesioneurocytoma"	
"9532/0"	"Fibrous meningioma"	"Maps to"	"4176436"	"511008"	"Fibrous meningioma"	
"8010/0"	"Epithelial tumor, benign"	"Maps to"	"4175486"	"42535003"	"Epithelial tumor, benign"	
"9430/3"	"Astroblastoma"	"Maps to"	"4172159"	"48952003"	"Astroblastoma"	
"8330/0"	"Follicular adenoma"	"Maps to"	"4204525"	"55021007"	"Follicular adenoma"	
"8671/0"	"Adrenal rest tumor"	"Maps to"	"4184292"	"54292009"	"Adrenal rest tumor"	
"8093/3"	"Basal cell carcinoma, fibroepithelial"	"Maps to"	"4184630"	"43369006"	"Basal cell carcinoma, fibroepithelial"	
"9442/3"	"Gliosarcoma"	"Maps to"	"4148715"	"35262004"	"Gliosarcoma"	
"8031/3"	"Giant cell carcinoma"	"Maps to"	"4175678"	"42596004"	"Giant cell carcinoma"	
"9140/3"	"Kaposi sarcoma"	"Maps to"	"4177966"	"49937004"	"Kaposi's sarcoma"	
"8760/0"	"Compound nevus"	"Maps to"	"4171355"	"49409001"	"Compound nevus"	
"8621/1"	"Granulosa cell-theca cell tumor"	"Maps to"	"4150367"	"31296004"	"Granulosa cell-theca cell tumor"	
"8250/1"	"Pulmonary adenomatosis"	"Maps to"	"4138853"	"32434004"	"Pulmonary adenomatosis"	
"9764/3"	"Immunoproliferative small intestinal disease"	"Maps to"	"4099925"	"27461004"	"Immunoproliferative small intestinal disease"	
"9282/0"	"Complex odontoma"	"Maps to"	"4104034"	"29020002"	"Complex odontoma"	
"9866/3"	"Acute promyelocytic leukemia, t(15;17)(q22;q11-12)"	"Maps to"	"4103718"	"28950004"	"Acute promyelocytic leukemia"	
"9281/0"	"Compound odontoma"	"Maps to"	"4103371"	"28733007"	"Compound odontoma"	
"9221/3"	"Juxtacortical chondrosarcoma"	"Maps to"	"4094509"	"26211003"	"Juxtacortical chondrosarcoma"	
"8620/3"	"Granulosa cell tumor, malignant"	"Maps to"	"4077906"	"18861007"	"Granulosa cell tumor, malignant"	
"8452/1"	"Solid pseudopapillary tumor"	"Maps to"	"4097828"	"27078002"	"Papillary cystic tumor"	
"8120/3"	"Transitional cell carcinoma, NOS"	"Maps to"	"4097829"	"27090000"	"Transitional cell carcinoma"	
"8373/0"	"Adrenal cortical adenoma, clear cell"	"Maps to"	"4077757"	"18977007"	"Adrenal cortical adenoma, clear cell"	
"8381/1"	"Endometrioid adenofibroma, borderline malignancy"	"Maps to"	"4093624"	"25874003"	"Endometrioid adenofibroma, borderline malignancy"	
"8310/0"	"Clear cell adenoma"	"Maps to"	"4069436"	"1752006"	"Clear cell adenoma"	
"8896/3"	"Myxoid leiomyosarcoma"	"Maps to"	"4059632"	"16090008"	"Myxoid leiomyosarcoma"	
"8856/0"	"Intramuscular lipoma"	"Maps to"	"4080326"	"24045002"	"Intramuscular lipoma"	
"9083/3"	"Malignant teratoma, intermediate"	"Maps to"	"4072125"	"21912003"	"Malignant teratoma, intermediate"	
"8340/3"	"Papillary carcinoma, follicular variant"	"Maps to"	"4072320"	"21968007"	"Papillary carcinoma, follicular variant"	
"9590/3"	"Malignant lymphoma, NOS"	"Maps to"	"4071676"	"21964009"	"Malignant lymphoma"	
"9180/3"	"Osteosarcoma, NOS"	"Maps to"	"4070783"	"21708004"	"Osteosarcoma"	
"8130/3"	"Papillary transitional cell carcinoma"	"Maps to"	"4050004"	"12400006"	"Papillary transitional cell carcinoma"	
"9654/3"	"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis"	"Maps to"	"4060382"	"16893006"	"Hodgkin lymphoma, lymphocyte depletion, diffuse fibrosis"	
"8151/3"	"Insulinoma, malignant"	"Maps to"	"4051445"	"20955008"	"Insulinoma, malignant"	
"8551/3"	"Acinar cell cystadenocarcinoma"	"Maps to"	"4030122"	"128703004"	"Acinar cell cystadenocarcinoma"	
"8230/2"	"Ductal carcinoma in situ, solid type"	"Maps to"	"4029189"	"128880009"	"Ductal carcinoma in situ, solid type"	
"8313/1"	"Clear cell adenofibroma of borderline malignancy"	"Maps to"	"4029192"	"128890001"	"Clear cell adenofibroma of borderline malignancy"	
"9502/0"	"Teratoid medulloepithelioma, benign"	"Maps to"	"4029198"	"128911002"	"Teratoid medulloepithelioma, benign"	
"9719/3"	"NK/T-cell lymphoma, nasal and nasal-type"	"Maps to"	"4029170"	"128805001"	"NK/T-cell lymphoma, nasal and nasal-type"	
"9751/3"	"Langerhans cell histiocytosis, NOS"	"Maps to"	"4029171"	"128809007"	"Langerhans cell histiocytosis"	
"8336/0"	"Hyalinizing trabecular adenoma"	"Maps to"	"4028886"	"128672004"	"Hyalinizing trabecular adenoma"	
"8761/0"	"Small congenital nevus"	"Is a"	4219881	400101001	"Melanocytic nevus - category"	
"9510/0"	"Retinocytoma"	"Maps to"	"4030284"	"128913004"	"Retinocytoma"	
"8409/0"	"Eccrine poroma"	"Maps to"	"4030285"	"128915006"	"Eccrine poroma"	
"8156/1"	"Somatostatinoma, NOS"	"Maps to"	"4029978"	"128642005"	"Somatostatinoma"	
"8212/0"	"Flat adenoma"	"Maps to"	"4029983"	"128652009"	"Flat adenoma"	
"8252/3"	"Bronchiolo-alveolar carcinoma, non- mucinous"	"Maps to"	"4029984"	"128659000"	"Bronchiolo-alveolar carcinoma, non-mucinous"	
"9252/3"	"Malignant tenosynovial giant cell tumor"	"Maps to"	"4029655"	"128778009"	"Malignant tenosynovial giant cell tumor"	
"9733/3"	"Plasma cell leukemia"	"Maps to"	"4028859"	"128922003"	"Plasma cell leukemia"	
"8585/3"	"Thymoma, type B3, malignant"	"Maps to"	"4029518"	"128716004"	"Thymoma, type B3, malignant"	
"8898/1"	"Metastasizing leiomyoma"	"Maps to"	"4029023"	"128747005"	"Metastasizing leiomyoma"	
"9832/3"	"Prolymphocytic leukemia, NOS"	"Maps to"	"4029800"	"128923008"	"Prolymphocytic leukemia"	
"8383/3"	"Endometrioid adenocarcinoma, ciliated cell variant"	"Maps to"	"4029007"	"128681005"	"Endometrioid adenocarcinoma, ciliated cell variant"	
"8589/3"	"Carcinoma showing thymus-like element"	"Maps to"	"4029018"	"128720000"	"Carcinoma showing thymus-like element"	
"9833/3"	"Prolymphocytic leukemia, B-cell type"	"Maps to"	"4029661"	"128820007"	"Prolymphocytic leukemia, B-cell type"	
"8935/3"	"Stromal sarcoma, NOS"	"Maps to"	"4029530"	"128753005"	"Stromal sarcoma"	
"9352/1"	"Craniopharyngioma, papillary"	"Maps to"	"4028696"	"128782006"	"Craniopharyngioma, papillary"	
"9474/3"	"Large cell medulloblastoma"	"Maps to"	"4028699"	"128790006"	"Large cell medulloblastoma"	
"9831/3"	"T-cell large granular lymphocytic leukemia"	"Maps to"	"4028712"	"128819001"	"T-cell large granular lymphocytic leukemia"	
"8633/1"	"Sertoli-Leydig cell tumor, retiform"	"Maps to"	"4028556"	"128724009"	"Sertoli-Leydig cell tumor, retiform"	
"8264/0"	"Papillomatosis, glandular"	"Maps to"	"4028541"	"128663007"	"Papillomatosis, glandular"	
"8341/3"	"Papillary microcarcinoma"	"Maps to"	"4028543"	"128674003"	"Papillary microcarcinoma"	
"8453/3"	"Intraductal papillary-mucinous carcinoma, invasive"	"Maps to"	"4028546"	"128692006"	"Intraductal papillary-mucinous carcinoma, invasive"	
"8680/0"	"Paraganglioma, benign"	"Maps to"	"4027400"	"107694002"	"Paraganglioma, benign"	
"8934/3"	"Carcinofibroma"	"Maps to"	"4030133"	"128751007"	"Carcinofibroma"	
"9365/3"	"Askin tumor"	"Maps to"	"4030141"	"128783001"	"Askin tumor"	
"9493/0"	"Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos)"	"Maps to"	"4030142"	"128791005"	"Dysplastic gangliocytoma of cerebellum"	
"9580/0"	"Granular cell tumor, NOS"	"Maps to"	"4005360"	"12169001"	"Granular cell tumor"	
"8250/3"	"Bronchiolo-alveolar adenocarcinoma, NOS"	"Maps to"	"4012173"	"112677002"	"Bronchiolo-alveolar adenocarcinoma"	
"8810/0"	"Fibroma, NOS"	"Maps to"	"4012174"	"112682009"	"Fibroma"	
"8157/3"	"Enteroglucagonoma, malignant"	"Maps to"	"4028535"	"128644006"	"Enteroglucagonoma "	
"9898/1"	"Transient abnormal myelopoiesis"	"Maps to"	"42872939"	"450934005"	"Transient abnormal myelopoiesis"	
"9812/3"	"B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1"	"Maps to"	"42872955"	"450950002"	"B lymphoblastic leukemia lymphoma with t(9;22)(q34;q11.2); BCR-ABL1"	
"9975/3"	"Myloproliferative neoplasm, unclassifiable"	"Maps to"	"40491844"	"447240002"	"Myeloproliferative neoplasm, unclassifiable"	
"9760/3"	"Immunoproliferative disease, NOS"	"Maps to"	"4311411"	"86295000"	"Immunoproliferative disease"	
"8940/0"	"Pleomorphic adenoma"	"Maps to"	"4307654"	"8360001"	"Pleomorphic adenoma"	
"9301/0"	"Calcifying odontogenic cyst"	"Maps to"	"4326726"	"75248003"	"Calcifying odontogenic cyst"	
"8370/3"	"Adrenal cortical carcinoma"	"Maps to"	"4318952"	"2227007"	"Adrenal cortical carcinoma"	
"9210/1"	"Osteochondromatosis, NOS"	"Maps to"	"4279615"	"66467005"	"Osteochondromatosis"	
"9181/3"	"Chondroblastic osteosarcoma"	"Maps to"	"4296312"	"76312009"	"Chondroblastic osteosarcoma"	
"9870/3"	"Acute basophilic leukemia"	"Maps to"	"4289318"	"69077002"	"Acute basophilic leukemia"	
"9052/3"	"Epithelioid mesothelioma, malignant"	"Maps to"	"4275876"	"65278006"	"Epithelioid mesothelioma, malignant"	
"8821/1"	"Aggressive fibromatosis"	"Maps to"	"4264204"	"47284001"	"Aggressive fibromatosis"	
"8011/0"	"Epithelioma, benign"	"Maps to"	"4270223"	"63823009"	"Epithelioma, benign"	
"9340/0"	"Calcifying epithelial odontogenic tumor"	"Maps to"	"4306141"	"83048004"	"Calcifying epithelial odontogenic tumor"	
"8572/3"	"Adenocarcinoma with spindle cell metaplasia"	"Maps to"	"4285284"	"68358000"	"Adenocarcinoma with spindle cell metaplasia"	
"8030/3"	"Giant cell and spindle cell carcinoma"	"Maps to"	"4249472"	"72969003"	"Giant cell and spindle cell carcinoma"	
"8480/3"	"Mucinous adenocarcinoma"	"Maps to"	"4247921"	"72495009"	"Mucinous adenocarcinoma"	
"8990/3"	"Mesenchymoma, malignant"	"Maps to"	"4233081"	"89623007"	"Mesenchymoma, malignant"	
"8520/3"	"Lobular carcinoma, NOS"	"Maps to"	"4232456"	"89740008"	"Lobular carcinoma"	
"8405/0"	"Papillary hidradenoma"	"Maps to"	"4233221"	"89791006"	"Papillary hidradenoma"	
"8406/0"	"Papillary syringadenoma"	"Maps to"	"4232024"	"8934006"	"Papillary syringadenoma"	
"9350/1"	"Craniopharyngioma"	"Maps to"	"4220185"	"40009002"	"Craniopharyngioma"	
"9538/1"	"Clear cell meningioma"	"Maps to"	"4212098"	"57606003"	"Clear cell meningioma"	
"9200/0"	"Osteoblastoma, NOS"	"Maps to"	"4205414"	"55333008"	"Osteoblastoma"	
"9768/1"	"T-gamma lymphoproliferative disease"	"Maps to"	"4204536"	"55081009"	"T-gamma lymphoproliferative disease"	
"9411/3"	"Gemistocytic astrocytoma"	"Maps to"	"4250157"	"73982001"	"Gemistocytic astrocytoma"	
"8772/0"	"Spindle cell nevus, NOS"	"Maps to"	"4217167"	"810003"	"Spindle cell nevus"	
"8312/3"	"Renal cell carcinoma, NOS"	"Maps to"	"4215373"	"41607009"	"Renal cell carcinoma"	
"9161/1"	"Hemangioblastoma"	"Maps to"	"4215906"	"81201000"	"Hemangioblastoma"	
"9280/0"	"Odontoma, NOS"	"Maps to"	"4195284"	"79074005"	"Odontoma"	
"9120/3"	"Hemangiosarcoma"	"Maps to"	"4191591"	"39000009"	"Hemangiosarcoma"	
"8890/0"	"Leiomyoma, NOS"	"Maps to"	"4195317"	"44598004"	"Leiomyoma"	
"8742/3"	"Lentigo maligna melanoma"	"Maps to"	"4195326"	"44474009"	"Malignant melanoma in Hutchinson's melanotic freckle"	
"8402/0"	"Nodular hidradenoma"	"Maps to"	"4217777"	"81143000"	"Clear cell hidradenoma"	
"8971/3"	"Pancreatoblastoma"	"Maps to"	"4205868"	"53618008"	"Pancreatoblastoma"	
"9172/0"	"Cavernous lymphangioma"	"Maps to"	"4228345"	"89056007"	"Cavernous lymphangioma"	
"8891/3"	"Epithelioid leiomyosarcoma"	"Maps to"	"4173148"	"42392001"	"Epithelioid leiomyosarcoma"	
"8140/2"	"Adenocarcinoma in situ, NOS"	"Maps to"	"4198862"	"51642000"	"Adenocarcinoma in situ"	
"8490/6"	"Metastatic signet ring cell carcinoma"	"Maps to"	"4181016"	"4305004"	"Metastatic signet ring cell carcinoma"	
"9714/3"	"Anaplastic large cell lymphoma, T cell and Null cell type"	"Maps to"	"4183267"	"53237008"	"Anaplastic large cell lymphoma, T cell and Null cell type"	
"8640/3"	"Sertoli cell carcinoma"	"Maps to"	"4196034"	"80091008"	"Sertoli cell carcinoma"	
"9940/3"	"Hairy cell leukemia"	"Maps to"	"4182216"	"54087003"	"Hairy cell leukemia"	
"9507/0"	"Pacinian tumor"	"Maps to"	"4173317"	"4230004"	"Pacinian tumor"	
"8244/3"	"Mixed adenoneuroendocrine carcinoma"	"Maps to"	"4197443"	"51465000"	"Mixed adenoneuroendocrine carcinoma"	
"8121/1"	"Transitional cell papilloma, inverted, NOS"	"Maps to"	"4188074"	"46580000"	"Transitional cell papilloma, inverted"	
"8522/3"	"Infiltrating duct and lobular carcinoma"	"Maps to"	"4149346"	"35232005"	"Infiltrating duct and lobular carcinoma"	
"8893/0"	"Bizarre leiomyoma"	"Maps to"	"4169101"	"48897006"	"Bizarre leiomyoma"	
"8900/0"	"Rhabdomyoma, NOS"	"Maps to"	"4183061"	"43375002"	"Rhabdomyoma"	
"8853/3"	"Round cell liposarcoma"	"Maps to"	"4182756"	"43296007"	"Round cell liposarcoma"	
"8155/3"	"Vipoma, malignant"	"Maps to"	"4149742"	"31131002"	"Vipoma, malignant"	
"8260/3"	"Papillary adenocarcinoma, NOS"	"Maps to"	"4172953"	"4797003"	"Papillary adenocarcinoma"	
"8850/3"	"Liposarcoma, NOS"	"Maps to"	"4176894"	"49430005"	"Liposarcoma"	
"9220/0"	"Chondroma, NOS"	"Maps to"	"4149908"	"31186001"	"Chondroma"	
"9130/3"	"Hemangioendothelioma, malignant"	"Maps to"	"4141440"	"33176006"	"Hemangioendothelioma, malignant"	
"8505/0"	"Intraductal papillomatosis, NOS"	"Maps to"	"4136534"	"32296002"	"Intraductal papillomatosis"	
"9820/3"	"Lymphoid leukemia, NOS"	"Maps to"	"4138686"	"32280000"	"Lymphoid leukemia"	
"9320/0"	"Odontogenic myxoma"	"Maps to"	"4147914"	"34941004"	"Odontogenic myxoma"	
"8201/3"	"Cribriform carcinoma, NOS"	"Maps to"	"4147041"	"30156004"	"Cribriform carcinoma"	
"8322/0"	"Water-clear cell adenoma"	"Maps to"	"4132310"	"26638004"	"Water-clear cell adenoma"	
"9121/0"	"Cavernous hemangioma"	"Maps to"	"4142343"	"33377007"	"Cavernous hemangioma"	
"9709/3"	"Cutaneous T-cell lymphoma, NOS"	"Maps to"	"4101557"	"28054005"	"Cutaneous T-cell lymphoma"	
"8147/0"	"Basal cell adenoma"	"Maps to"	"4098712"	"27230006"	"Basal cell adenoma"	
"8070/3"	"Squamous cell carcinoma, NOS"	"Maps to"	"4103543"	"28899001"	"Squamous cell carcinoma"	
"9511/3"	"Retinoblastoma, differentiated"	"Maps to"	"4094084"	"26019009"	"Retinoblastoma, differentiated"	
"8725/0"	"Neuronevus"	"Maps to"	"4076999"	"17930004"	"Neuronevus"	
"8726/0"	"Magnocellular nevus"	"Maps to"	"4095397"	"26325004"	"Magnocellular nevus"	
"9070/3"	"Embryonal carcinoma, NOS"	"Maps to"	"4102135"	"28047004"	"Embryonal carcinoma"	
"8773/3"	"Spindle cell melanoma, type A"	"Maps to"	"4078329"	"24653009"	"Spindle cell melanoma, type A"	
"8720/0"	"Pigmented nevus, NOS"	"Maps to"	"4058208"	"21119008"	"Pigmented nevus"	
"8854/0"	"Pleomorphic lipoma"	"Maps to"	"4061326"	"21396005"	"Pleomorphic lipoma"	
"9014/0"	"Serous adenofibroma, NOS"	"Maps to"	"4068366"	"2026006"	"Serous adenofibroma"	
"9310/0"	"Ameloblastoma, NOS"	"Maps to"	"4069420"	"20462008"	"Ameloblastoma"	
"9423/3"	"Polar spongioblastoma"	"Maps to"	"4043865"	"12943006"	"Polar spongioblastoma"	
"9020/0"	"Phyllodes tumor, benign"	"Maps to"	"4040991"	"16566002"	"Phyllodes tumor, benign"	
"8171/3"	"Hepatocellular carcinoma, fibrolamellar"	"Maps to"	"4048870"	"15619004"	"Hepatocellular carcinoma, fibrolamellar"	
"8482/3"	"Mucinous adenocarcinoma, endocervical type"	"Maps to"	"4030118"	"128695008"	"Mucinous adenocarcinoma, endocervical type"	
"9421/1"	"Pilocytic astrocytoma"	"Maps to"	"4029182"	"128854008"	"Pilocytic astrocytoma"	
"8403/3"	"Malignant eccrine spiradenoma"	"Maps to"	"4029194"	"128895006"	"Malignant eccrine spiradenoma"	
"9750/3"	"Malignant histiocytosis"	"Maps to"	"4029203"	"128920006"	"Malignant histiocytosis"	
"9875/3"	"Chronic myelogenous leukemia, BCR/ABL positive"	"Maps to"	"4029176"	"128825002"	"Chronic myelogenous leukemia, BCR/ABL positive"	
"8344/3"	"Papillary carcinoma, columnar cell"	"Maps to"	"4028887"	"128677005"	"Papillary carcinoma, columnar cell"	
"9950/3"	"Polycythemia vera"	"Maps to"	"4030270"	"128841001"	"Polycythemia vera"	
"9015/1"	"Mucinous adenofibroma of borderline malignancy"	"Maps to"	"4030279"	"128887007"	"Mucinous adenofibroma of borderline malignancy"	
"8131/3"	"Transitional cell carcinoma, micropapillary"	"Maps to"	"4029975"	"128639004"	"Transitional cell carcinoma, micropapillary"	
"8149/0"	"Canalicular adenoma"	"Maps to"	"4029977"	"128641003"	"Canalicular adenoma"	
"8343/3"	"Papillary carcinoma, encapsulated"	"Maps to"	"4029991"	"128676001"	"Papillary carcinoma, encapsulated"	
"9186/3"	"Central osteosarcoma"	"Maps to"	"4029653"	"128770002"	"Central osteosarcoma"	
"9689/3"	"Splenic marginal zone B-cell lymphoma"	"Maps to"	"4029658"	"128802003"	"Splenic marginal zone B-cell lymphoma"	
"8242/1"	"Enterochromaffin-like cell carcinoid, NOS"	"Maps to"	"4029509"	"128656007"	"Enterochromaffin-like cell carcinoid"	
"8960/1"	"Mesoblastic nephroma"	"Maps to"	"4040378"	"11793003"	"Mesoblastic nephroma"	
"8084/3"	"Squamous cell carcinoma, clear cell type"	"Maps to"	"4028879"	"128635005"	"Squamous cell carcinoma, clear cell type"	
"9513/3"	"Retinoblastoma, diffuse"	"Maps to"	"4029038"	"128793008"	"Retinoblastoma, diffuse"	
"8762/1"	"Proliferative dermal lesion in congenital nevus"	"Maps to"	"4029020"	"128733006"	"Proliferative dermal lesion in congenital nevus"	
"8473/1"	"Papillary mucinous cystadenoma, borderline malignancy"	"Maps to"	"4029672"	"128853002"	"Papillary mucinous cystadenoma, borderline malignancy"	
"8330/1"	"Atypical follicular adenoma"	"Maps to"	"4029682"	"128892009"	"Atypical follicular adenoma"	
"8402/3"	"Nodular hidradenoma, malignant"	"Maps to"	"4029684"	"128894005"	"Nodular hidradenoma, malignant"	
"8407/3"	"Sclerosing sweat duct carcinoma"	"Maps to"	"4029685"	"128896007"	"Sclerosing sweat duct carcinoma"	
"8156/3"	"Somatostatinoma, malignant"	"Maps to"	"4029505"	"128643000"	"Somatostatinoma, malignant"	
"8836/1"	"Angiomatoid fibrous histiocytoma"	"Maps to"	"4029526"	"128744003"	"Angiomatoid fibrous histiocytoma"	
"8936/3"	"Gastrointestinal stromal sarcoma"	"Maps to"	"4029531"	"128756002"	"Gastrointestinal stromal sarcoma"	
"9242/3"	"Clear cell chondrosarcoma"	"Maps to"	"4028692"	"128775007"	"Clear cell chondrosarcoma"	
"9413/0"	"Dysembryoplastic neuroepithelial tumor"	"Maps to"	"4028698"	"128788005"	"Dysembryoplastic neuroepithelial tumor"	
"9896/3"	"Acute myeloid leukemia, t(8;21)(q22;q22)"	"Maps to"	"4028713"	"128828000"	"Acute myeloid leukemia, t(8;21)"	
"9962/3"	"Essential thrombocythemia"	"Maps to"	"4028716"	"128844009"	"Essential thrombocythemia"	
"8580/1"	"Thymoma, NOS"	"Maps to"	"4028720"	"128856005"	"Thymoma"	
"8005/0"	"Clear cell tumor, NOS"	"Maps to"	"4028530"	"128626003"	"Clear cell tumor"	
"9135/1"	"Endovascular papillary angioendothelioma"	"Maps to"	"4030138"	"128768006"	"Endovascular papillary angioendothelioma"	
"9252/0"	"Tenosynovial giant cell tumor"	"Maps to"	"4030140"	"128777004"	"Tenosynovial giant cell tumor"	
"9596/3"	"Composite Hodgkin and non-Hodgkin lymphoma"	"Maps to"	"4030145"	"128798004"	"Composite Hodgkin and non-Hodgkin lymphoma"	
"8711/0"	"Glomus tumor, NOS"	"Maps to"	"4014760"	"10438002"	"Glomus tumor"	
"8761/1"	"Giant pigmented nevus, NOS"	"Maps to"	"4012099"	"10291008"	"Giant pigmented nevus"	
"8122/3"	"Transitional cell carcinoma, spindle cell"	"Maps to"	"4012172"	"112676006"	"Transitional cell carcinoma, spindle cell"	
"9653/3"	"Hodgkin lymphoma, lymphocyte depletion, NOS"	"Maps to"	"4012175"	"112687003"	"Hodgkin lymphoma, lymphocyte depletion"	
"8590/1"	"Sex cord-gonadal stromal tumor, NOS"	"Maps to"	"4323118"	"71440001"	"Sex cord-gonadal stromal tumor"	
"9724/3"	"Systemic EBV positive T-cell lymphoproliferative disease of childhood"	"Maps to"	"42872911"	"450906003"	"Systemic EBV positive T-cell lymphoproliferative disease of childhood"	
"9911/3"	"Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1"	"Maps to"	"42872942"	"450937003"	"Acute myeloid leukemia (megakaryoblastic) with t(1;22)(p13;q13); RBM15-MKL1"	
"9966/3"	"Myeloid neoplasms with PDGFRB rearrangement"	"Maps to"	"42872946"	"450941004"	"Myeloid neoplasm with beta-type platelet-derived growth factor receptor gene rearrangement"	
"9813/3"	"B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged"	"Maps to"	"42872956"	"450951003"	"B lymphoblastic leukemia lymphoma with t(v;11q23); MLL rearranged"	
"9817/3"	"B lymphoblastic leukemia/lymphoma with t(5;14)(q31;q32); IL3-IGH"	"Maps to"	"42872960"	"450955007"	"B lymphoblastic leukemia lymphoma with t(5;14)(q31;q32); IL3-IGH"	
"9818/3"	"B lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)"	"Maps to"	"42872961"	"450956008"	"B lymphoblastic leukemia lymphoma with t(1;19)(q23;p13.3); E2A-PBX1"	
"9684/3"	"Malignant lymphoma, large B-cell, diffuse, immunoblastic, NOS"	"Maps to"	"42872963"	"450958009"	"Malignant lymphoma, diffuse large B-cell, immunoblastic"	
"9688/3"	"T-cell/histiocyte rich large B-cell lymphoma"	"Maps to"	"42872964"	"450959001"	"T-cell/histiocyte rich large B-cell lymphoma"	
"8265/3"	"Micropapillary carcinoma, NOS"	"Maps to"	"42872900"	"450895005"	"Micropapillary carcinoma"	
"8480/1"	"Low grade appendiceal mucinous neoplasm"	"Maps to"	"42872901"	"450896006"	"Low grade appendiceal mucinous neoplasm"	
"9101/3"	"Choriocarcinoma combined with other germ cell elements"	"Maps to"	"4337393"	"8734000"	"Choriocarcinoma combined with other germ cell elements"	
"8324/0"	"Lipoadenoma"	"Maps to"	"4328878"	"22024005"	"Lipoadenoma"	
"9104/1"	"Placental site trophoblastic tumor"	"Maps to"	"4328506"	"75320001"	"Placental site trophoblastic tumor"	
"9581/3"	"Alveolar soft part sarcoma"	"Maps to"	"4339208"	"88195001"	"Alveolar soft part sarcoma"	
"8802/3"	"Giant cell sarcoma"	"Maps to"	"4116200"	"302840001"	"Giant cell sarcoma"	
"9200/1"	"Aggressive osteoblastoma"	"Maps to"	"4322468"	"70511009"	"Aggressive osteoblastoma"	
"9055/1"	"Cystic mesothelioma, NOS"	"Maps to"	"4314781"	"86562005"	"Cystic mesothelioma"	
"8220/0"	"Adenomatous polyposis coli"	"Maps to"	"4324390"	"70921007"	"Adenomatous polyposis coli"	
"9382/3"	"Mixed glioma"	"Maps to"	"4319257"	"22217002"	"Mixed glioma"	
"9708/3"	"Subcutaneous panniculitis-like T-cell lymphoma"	"Maps to"	"4304337"	"103682005"	"Subcutaneous panniculitis-like T-cell lymphoma"	
"9860/3"	"Myeloid leukemia, NOS"	"Maps to"	"4295361"	"37810007"	"Myeloid leukemia"	
"9425/3"	"Pilomyxoid astrocytoma"	"Maps to"	"4309900"	"388600004"	"Pilomyxoid astrocytoma"	
"9523/3"	"Olfactory neuroepithelioma"	"Maps to"	"4286038"	"68614005"	"Esthesioneuroepithelioma"	
"9041/3"	"Synovial sarcoma, spindle cell"	"Maps to"	"4289992"	"37206003"	"Synovial sarcoma, spindle cell"	
"9102/3"	"Malignant teratoma, trophoblastic"	"Maps to"	"4280517"	"65646006"	"Malignant teratoma, trophoblastic"	
"9061/3"	"Seminoma, NOS"	"Maps to"	"4280592"	"36741007"	"Seminoma"	
"8390/3"	"Skin appendage carcinoma"	"Maps to"	"4271597"	"64000002"	"Skin appendage carcinoma"	
"8410/0"	"Sebaceous adenoma"	"Maps to"	"4301753"	"78424008"	"Sebaceous adenoma"	
"8070/6"	"Squamous cell carcinoma, metastatic, NOS"	"Maps to"	"4271714"	"64204000"	"Squamous cell carcinoma, metastatic"	
"8350/3"	"Nonencapsulated sclerosing carcinoma"	"Maps to"	"4269078"	"62681000"	"Nonencapsulated sclerosing carcinoma"	
"8221/0"	"Multiple adenomatous polyps"	"Maps to"	"4270213"	"6379007"	"Multiple adenomatous polyps"	
"9827/3"	"Adult T-cell leukemia/lymphoma (HTLV-1 positive)"	"Maps to"	"4300174"	"77430005"	"Adult T-cell leukemia/lymphoma"	
"8730/3"	"Amelanotic melanoma"	"Maps to"	"4290935"	"70594002"	"Amelanotic melanoma"	
"8833/3"	"Pigmented dermatofibrosarcoma protuberans"	"Maps to"	"4266824"	"62621002"	"Pigmented dermatofibrosarcoma protuberans"	
