CONCEPT_NAME_1	CONCEPT_CLASS_ID_1	CONCEPT_ID_2	CONCEPT_NAME_2	PRECEDENCE	CONVERSION_FACTOR
IPRATROPIUM BROMIDE	Ingredient	1112921	Ipratropium	1	
IPRATROPIUM BROMIDE MONOHYDRATE	Ingredient	1112921	Ipratropium	1	
IRBESARTAN	Ingredient	1347384	irbesartan	1	
IRIDIUM METALLICUM	Ingredient	42899520	Iridium	1	
IRINOTECAN HYDROCHLORIDE	Ingredient	1367268	irinotecan	1	
IRINOTECAN HYDROCHLORIDE TRIHYDRATE	Ingredient	1367268	irinotecan	1	
IRIS GERMANICA	Ingredient	43533022	Iris germanica extract	1	
IRIS TENAX	Ingredient	46287504	Iris tenax extract	1	
IRIS VERSICOLOR	Ingredient	42904019	Iris versicolor root extract	1	
IRON	Ingredient	1360067	Iron	1	
IRON AMINO ACID CHELATE	Ingredient	1303339	iron succinyl milk protein complex	1	
IRON CITRATE	Ingredient	19095744	ferric ammonium citrate	1	
IRON DEXTRAN COMPLEX	Ingredient	1381661	Iron-Dextran Complex	1	
IRON GLUTARATE	Ingredient	1360067	Iron	1	
IRON GLYCEROPHOSPHATE	Ingredient	1360067	Iron	1	
IRON HVP CHELATE	Ingredient	1303339	iron succinyl milk protein complex	1	
IRON MALATE	Ingredient	1360067	Iron	1	
IRON ORGANIC COMPLEX	Ingredient	1303339	iron succinyl milk protein complex	1	
IRON OXIDE	Ingredient	43012276	ferrous oxide	1	
IRON PEPTONIZED	Ingredient	19090159	IRON,PEPTONIZED	1	
IRON PROTEINATE	Ingredient	1303339	iron succinyl milk protein complex	2	
IRON PROTEINATE	Ingredient	19090159	IRON,PEPTONIZED	1	
IRON REDUCED	Ingredient	1360067	Iron	1	
IRON SORBITEX	Ingredient	19003345	iron sorbitex	1	
IRON SUCROSE	Ingredient	1395773	iron sucrose	1	
ISATIS TINCTORIA	Ingredient	42899526	Isatis tinctoria root extract	1	
ISOEUGENOL	Ingredient	43012387	isoeugenol	1	
ISOFLURANE	Ingredient	782043	Isoflurane	1	
ISOLEUCINE	Ingredient	19082306	Isoleucine	1	
ISONIAZID	Ingredient	1782521	isoniazid	1	
ISOPROPAMIDE IODIDE	Ingredient	19058613	Isopropamide	1	
ISOPROPYL ALCOHOL	Ingredient	19028106	Isopropyl Alcohol	1	
ISOPROPYL MYRISTATE	Ingredient	19003568	isopropyl myristate	1	
ISOPROTERENOL HYDROCHLORIDE	Ingredient	1183554	Isoproterenol	1	
ISOSORBIDE DINITRATE	Ingredient	1383925	Isosorbide Dinitrate	1	
ISOSORBIDE-5-MONONITRATE	Ingredient	1383815	Isosorbide	1	
ISOSULFAN BLUE	Ingredient	19003412	iso-sulfan blue	1	
ISOTRETINOIN	Ingredient	984232	Isotretinoin	1	
ITALIAN RYE GRASS	Ingredient	40228445	Italian rye grass pollen extract	1	
ITRACONAZOLE	Ingredient	1703653	Itraconazole	1	
IVACAFTOR	Ingredient	42709323	ivacaftor	1	
IVERMECTIN	Ingredient	1784444	Ivermectin	1	
IVY	Ingredient	19091179	POISON IVY EXTRACT	1	
JACARANDA CAROBA	Ingredient	42899467	Jacaranda caroba flower extract	1	
JALAP	Ingredient	42899503	Ipomoea purga root extract	1	
JALAP RESIN	Ingredient	44507649	Mirabilis jalapa top extract	1	
JAMAICA DOGWOOD	Ingredient	42899916	Piscidia piscipula root bark extract	1	
JAPANESE ENCEPHALITIS VIRUS VACCINE, INACTIVATED	Ingredient	19047598	Japanese encephalitis virus vaccine, inactivated	1	
JATROPHA CURCAS	Ingredient	46276345	Jatropha curcas whole extract	1	
JEQUIRITY	Ingredient	42898259	Abrus precatorius seed extract	1	
JUGLANS CINEREA	Ingredient	42899478	Juglans cinerea branch bark-root bark extract	1	
JUGLANS NIGRA	Ingredient	43013711	Juglans nigra whole extract	1	
JUGLANS REGIA	Ingredient	43560559	Juglans regia whole extract	1	
JUGLANS REGIA, FLOS	Ingredient	43560559	Juglans regia whole extract	1	
JUNIPER BERRIES	Ingredient	42900482	juniper berry oil	1	
JUNIPER TAR	Ingredient	19084696	juniper tar	1	
JUNIPERUS VIRGINIANA	Ingredient	42903750	Juniperus virginiana twig extract	1	
KALMIA LATIFOLIA	Ingredient	42899508	kalmia latifolia leaf	1	
KAOLIN	Ingredient	984801	Kaolin	1	
KAVA	Ingredient	1307026	Kava preparation	1	
KELP	Ingredient	19006855	Kelp preparation	1	
KEROSINE	Ingredient	42900483	Kerosene	1	
KETAMINE HYDROCHLORIDE	Ingredient	785649	Ketamine	1	
KETAZOLAM	Ingredient	19003946	ketazolam	1	
KETOCONAZOLE	Ingredient	985708	Ketoconazole	1	
KETOPROFEN	Ingredient	1185922	Ketoprofen	1	
KETOROLAC TROMETHAMINE	Ingredient	1136980	Ketorolac	1	
KETOTIFEN FUMARATE	Ingredient	986117	Ketotifen	1	
KIDNEY	Ingredient	42899871	Pork kidney preparation	2	
KIDNEY	Ingredient	42898627	Beef kidney preparation	1	
KLEBSIELLA PNEUMONIAE	Ingredient	42899432	Klebsiella pneumoniae	1	
KOLA	Ingredient	1315684	Gotu Kola Extract	1	
LABETALOL HYDROCHLORIDE	Ingredient	1386957	Labetalol	1	
LABURNUM ANAGYROIDES	Ingredient	42629579	Laburnum anagyroides flowering top extract	1	
LAC CANINUM	Ingredient	42898735	Canis lupus familiaris milk preparation	1	
LAC DEFLORATUM	Ingredient	42900415	milk fat, cow	1	
LAC FELINUM	Ingredient	46276228	Felis catus milk prepration	1	
LAC VACCINUM	Ingredient	42899810	Skim milk	1	
LACHESIS	Ingredient	42899437	LACHESIS MUTA VENOM	1	
LACHESIS	Ingredient	44785694	Lachesis muta whole extract	2	
LACOSAMIDE	Ingredient	19087394	lacosamide	1	
LACTASE	Ingredient	950183	Lactase	1	
LACTIC ACID	Ingredient	19011035	Lactate	1	
LACTIN	Ingredient	19087208	Lactose	1	
LACTOBACILLUS ACIDOPHILUS	Ingredient	987153	Lactobacillus acidophilus	1	
LACTOBACILLUS BULGARICUS	Ingredient	19000382	Lactobacillus bulgaricus	1	
LACTOBACILLUS CASEI	Ingredient	45775207	Lactobacillus casei	1	
LACTOBACILLUS RHAMNOSUS	Ingredient	19122437	Lactobacillus rhamnosus GG	1	
LACTOSE	Ingredient	19087208	Lactose	1	
LACTULOSE	Ingredient	987245	Lactulose	1	
L-ALANINE	Ingredient	19052489	Alanine	1	
LAMB'S QUARTERS	Ingredient	40161758	lambs quarters pollen extract	1	
LAMIVUDINE	Ingredient	1704183	Lamivudine	1	
LAMOTRIGINE	Ingredient	705103	lamotrigine	1	
LANOLIN	Ingredient	19087317	Lanolin	1	
LANSOPRAZOLE	Ingredient	929887	lansoprazole	1	
LANTHANUM CARBONATE HYDRATE	Ingredient	42899476	Lanthanum	1	
LAPATINIB DITOSYLATE MONOHYDRATE	Ingredient	1359548	lapatinib	1	
LARD	Ingredient	42900159	Sus scrofa mesenchyme preparation	1	
L-ARGININE	Ingredient	19006410	Arginine	1	
LARIX DECIDUA, FLOS	Ingredient	46276432	Larix decidua whole extract	1	
LARKSPUR	Ingredient	19070925	Delphinium Staphisagria Preparation	1	
LARONIDASE	Ingredient	1543229	Laronidase	1	
L-ASPARTIC ACID	Ingredient	19012686	Aspartic Acid	1	
LATANOPROST	Ingredient	954688	latanoprost	1	
LATHYRUS SATIVUS	Ingredient	42899493	Lathyrus sativas seed extract	1	
LATRODECTUS MACTANS	Ingredient	19059518	Latrodectus mactans antivenin	1	
LAURETH 4	Ingredient	19102087	laureth-4	1	
LAVANDULA STOECHAS	Ingredient	45775465	Lavandula stoechas whole extract	1	
LAVENDER	Ingredient	42899499	Lavender extract	1	
LAVENDER OIL	Ingredient	19071651	lavender oil	1	
L-CYSTEINE	Ingredient	19010955	Cysteine	1	
L-CYSTEINE HYDROCHLORIDE	Ingredient	19010955	Cysteine	1	
LEAD ACETATE	Ingredient	43527206	lead acetate	1	
LEAD IODIDE	Ingredient	42899501	Lead iodide preparation	1	
Ledipasvir	Ingredient	45775020	ledipasvir	1	
LEDUM PALUSTRE	Ingredient	42899511	Ledum palustre twig extract	1	
LEDUM PALUSTRE	Ingredient	46221292	Ledum palustre whole extract	2	
LEEK	Ingredient	40226762	leek allergenic extract	1	
LEFLUNOMIDE	Ingredient	1101898	leflunomide	1	
LEMNA MINOR	Ingredient	42904021	Lemna minor extract	1	
LEMON	Ingredient	42904261	Lemon Juice	2	
LEMON	Ingredient	40172449	lemon allergenic extract	1	
LEMON	Ingredient	42900496	lemon balm oil	4	
LEMON	Ingredient	42900498	lemon peel wax	6	
LEMON	Ingredient	42903894	lemon peel extract	5	
LEMON	Ingredient	43012745	Lemon extract	3	
LENALIDOMIDE	Ingredient	19026972	lenalidomide	1	
LENTIL	Ingredient	43532440	lentil seed extract	2	
LENTIL	Ingredient	40172453	lentil allergenic extract	1	
L-EPHEDRINE HYDROCHLORIDE	Ingredient	1143374	Ephedrine	1	
LEPIRUDIN	Ingredient	19092139	lepirudin	1	
LESPEDEZA CAPITATA	Ingredient	42899519	Lespedeza capitata flowering top extract	1	
LETROZOLE	Ingredient	1315946	letrozole	1	
LETTUCE	Ingredient	42899461	Lactuca virosa extract	1	
LEUCINE	Ingredient	19088571	Leucine	1	
LEUCOVORIN CALCIUM	Ingredient	1388796	Leucovorin	1	
LEUPROLIDE ACETATE	Ingredient	1351541	Leuprolide	1	
LEVAMISOLE HYDROCHLORIDE	Ingredient	1389464	Levamisole	1	
LEVETIRACETAM	Ingredient	711584	Levetiracetam	1	
LEVOBUNOLOL HYDROCHLORIDE	Ingredient	932815	Levobunolol	1	
LEVOCABASTINE HYDROCHLORIDE	Ingredient	907553	levocabastine	1	
LEVOCARNITINE	Ingredient	1553610	Levocarnitine	1	
LEVODOPA	Ingredient	789578	Levodopa	1	
LEVOFLOXACIN	Ingredient	1742253	Levofloxacin	1	
LEVOFLOXACIN HEMIHYDRATE	Ingredient	1742253	Levofloxacin	1	
Levomefolate Calcium	Ingredient	45775208	LEVOMEFOLATE	1	
LEVOMILNACIPRAN HYDROCHLORIDE	Ingredient	43560354	levomilnacipran	1	
LEVONORGESTREL	Ingredient	1589505	Levonorgestrel	1	
LEVOTHYROXINE SODIUM	Ingredient	1501700	levothyroxine	1	
LIDOCAINE	Ingredient	989878	Lidocaine	1	
LIDOCAINE HYDROCHLORIDE	Ingredient	989878	Lidocaine	1	
LIDOCAINE HYDROCHLORIDE MONOHYDRATE	Ingredient	989878	Lidocaine	1	
LILAC	Ingredient	42903723	Syringa vulgaris whole extract	1	
LIME TREE FLOWER	Ingredient	42900504	Lime (Citrus) extract	1	
LIMULUS	Ingredient	43526819	Limulus polyphemus extract	1	
Linaclotide	Ingredient	42900505	linaclotide	1	
Linagliptin	Ingredient	40239216	Linagliptin	1	
LINCOMYCIN HYDROCHLORIDE	Ingredient	1790692	Lincomycin	1	
LINDANE	Ingredient	916751	Lindane	1	
LINEZOLID	Ingredient	1736887	linezolid	1	
LINOLEIC ACID	Ingredient	19011795	linoleate	1	
LIOTHYRONINE SODIUM	Ingredient	1505346	liothyronine	1	
LIPASE	Ingredient	990760	Lipase	1	
LIPOPROTEIN - OSPA ANTIGEN RECOMBINANT	Ingredient	571187	OspA protein	1	
LIRAGLUTIDE	Ingredient	40170911	liraglutide	1	
LISDEXAMFETAMINE DIMESYLATE	Ingredient	709567	Lisdexamfetamine	1	
LISINOPRIL	Ingredient	1308216	Lisinopril	1	
LISINOPRIL DIHYDRATE	Ingredient	1308216	Lisinopril	1	
L-ISOLEUCINE	Ingredient	19082306	Isoleucine	1	
LITHIUM CARBONATE	Ingredient	751246	Lithium Carbonate	1	
LITHIUM CITRATE	Ingredient	767410	lithium citrate	1	
LITHOSPERMUM OFFICINALE	Ingredient	45893002	lithospermum officinale root extract	1	
LIVER EXTRACT	Ingredient	19091701	Liver Extract	1	
L-LEUCINE	Ingredient	19088571	Leucine	1	
L-LEUCINE HYDROCHLORIDE	Ingredient	19088571	Leucine	1	
L-LYSINE	Ingredient	19092377	Lysine	1	
L-LYSINE HYDROCHLORIDE	Ingredient	19092377	Lysine	1	
L-MENTHOL	Ingredient	901656	Menthol	1	
L-MENTHONE	Ingredient	901656	Menthol	1	
LOBELIA CARDINALIS	Ingredient	43526875	Lobelia cardinalis extract	1	
LOBELIA INFLATA	Ingredient	43012807	Lobelia inflata preparation	1	
LODOXAMIDE TROMETHAMINE	Ingredient	967496	Lodoxamide	1	
LOLIUM TEMULENTUM	Ingredient	44814367	Lolium temulentum top extract	1	
Lomitapide Mesylate	Ingredient	43013119	lomitapide	1	
LOMUSTINE	Ingredient	1391846	Lomustine	1	
LONICERA CAPRIFOLIUM, FLOS	Ingredient	42899316	Lonicera caprifolium flower extract	1	
LOPATHERUM GRACILE BRONGNIART	Ingredient	45892783	Lophatherum gracile whole extract	1	
LOPERAMIDE HYDROCHLORIDE	Ingredient	991876	Loperamide	1	
LOPHOPHYTUM LEANDRI	Ingredient	46275669	Lophophytum leandrii extract	1	
LOPINAVIR	Ingredient	1738170	lopinavir	1	
LORATADINE	Ingredient	1107830	Loratadine	1	
LORAZEPAM	Ingredient	791967	Lorazepam	1	
L-ORNITHINE	Ingredient	19024365	Ornithine	1	
L-ORNITHINE DIHYDROCHLORIDE	Ingredient	19024365	Ornithine	1	
LOSARTAN POTASSIUM	Ingredient	1367500	Losartan	1	
LOTEPREDNOL ETABONATE	Ingredient	967562	loteprednol etabonate	1	
LOTUS CORNICULATUS	Ingredient	44818479	Lotus corniculatus flower volatile oil	1	
LOVAGE	Ingredient	42899445	LOVAGE OIL	1	
LOVASTATIN	Ingredient	1592085	Lovastatin	1	
LOXAPINE	Ingredient	792263	Loxapine	1	
LOXAPINE HYDROCHLORIDE	Ingredient	792263	Loxapine	1	
LOXAPINE SUCCINATE	Ingredient	792263	Loxapine	1	
L-PHENYLALANINE	Ingredient	19035577	Phenylalanine	1	
L-PHENYLALANINE HYDROCHLORIDE	Ingredient	19035577	Phenylalanine	1	
L-PROLINE	Ingredient	19052736	Proline	1	
L-THREONINE	Ingredient	19000537	Threonine	1	
L-TYROSINE	Ingredient	19006692	Tyrosine	1	
LUFFA OPERCULATA	Ingredient	42904169	Luffa operculata whole extract	1	
LUMACAFTOR	Ingredient	46275580	lumacaftor	1	
LUPULUS	Ingredient	44818477	Humulus lupulus whole extract	1	
Lurasidone Hydrochloride	Ingredient	40230761	lurasidone	1	
LUTEINIZING HORMONE	Ingredient	1589795	Luteinizing Hormone	1	
LUTROPIN ALFA	Ingredient	1543112	Lutropin alfa	1	
L-VALINE	Ingredient	19007572	Valine	1	
LYCOPODIUM	Ingredient	19070956	Lycopodium Clavatum Preparation	1	
LYCOPODIUM CLAVATUM	Ingredient	42899361	Lycopodium clavatum spore extract	2	
LYCOPODIUM CLAVATUM	Ingredient	44784857	Lycopodium clavatum whole extract	3	
LYCOPODIUM CLAVATUM	Ingredient	19070956	Lycopodium Clavatum Preparation	1	
LYCOPUS VIRGINICUS	Ingredient	42899362	Lycopus virginicus extract	1	
LYMPHOCYTE IMMUNE GLOBULIN ANTI-THYMOCYTE GLOBULIN (EQUINE)	Ingredient	19136207	Lymphocyte Immune Globulin, Anti-Thymocyte Globulin	1	
LYSIMACHIA NUMMULARIA	Ingredient	45776470	Lysimachia nummularia extract	1	
LYSINE	Ingredient	19092377	Lysine	1	
LYSINE ACETATE	Ingredient	19092377	Lysine	1	
MACITENTAN	Ingredient	44507580	Macitentan	1	
MACROGOL	Ingredient	986417	POLYETHYLENE GLYCOL 3350	1	
MACROGOL	Ingredient	948515	Polyethylene Glycols	2	
MAGALDRATE	Ingredient	908360	magaldrate	1	
MAGNESIUM	Ingredient	19124906	Magnesium	1	
MAGNESIUM ACETATE	Ingredient	19013986	magnesium acetate	1	
MAGNESIUM ALGINATE	Ingredient	19124906	Magnesium	1	
MAGNESIUM AMINO ACID CHELATE	Ingredient	19060896	magnesium amino acid chelate	1	
MAGNESIUM ASCORBATE	Ingredient	42899412	Magnesium Ascorbate	1	
MAGNESIUM ASPARTATE	Ingredient	19019131	Magnesium Aspartate	1	
MAGNESIUM BICARBONATE	Ingredient	908464	magnesium carbonate	1	
MAGNESIUM CARBONATE	Ingredient	908464	magnesium carbonate	1	
MAGNESIUM CHLORIDE	Ingredient	19092849	Magnesium Chloride	1	
MAGNESIUM CITRATE	Ingredient	967861	magnesium citrate	1	
MAGNESIUM GLUCOHEPTONATE	Ingredient	19124906	Magnesium	1	
MAGNESIUM GLUCONATE	Ingredient	19067971	MAGNESIUM GLUCONATE	1	
MAGNESIUM GLYCEROPHOSPHATE	Ingredient	19124906	Magnesium	1	
MAGNESIUM HVP AMINO ACID CHELATE	Ingredient	19060896	magnesium amino acid chelate	1	
MAGNESIUM HVP CHELATE	Ingredient	19060896	magnesium amino acid chelate	1	
MAGNESIUM HYDROXIDE	Ingredient	992956	Magnesium Hydroxide	1	
MAGNESIUM LACTATE	Ingredient	19051926	Magnesium lactate	1	
MAGNESIUM MALATE	Ingredient	19004283	Magnesium malate	1	
MAGNESIUM ORGANIC COMPLEX	Ingredient	19060896	magnesium amino acid chelate	1	
MAGNESIUM OXIDE	Ingredient	993631	Magnesium Oxide	1	
MAGNESIUM PEMOLINE	Ingredient	19124906	Magnesium	1	
MAGNESIUM PHOSPHATE DIBASIC	Ingredient	19071991	magnesium phosphate	1	
MAGNESIUM PIDOLATE	Ingredient	19124906	Magnesium	1	
MAGNESIUM PROTEINATE	Ingredient	19060896	magnesium amino acid chelate	1	
MAGNESIUM SALICYLATE	Ingredient	1168079	Magnesium Salicylate	1	
MAGNESIUM SILICATE	Ingredient	42899326	Magnesium silicate	1	
MAGNESIUM SULFATE	Ingredient	19093848	Magnesium Sulfate	1	
MAGNESIUM TRISILICATE	Ingredient	908730	magnesium trisilicate	1	
MAGNOLIA GRANDIFLORA	Ingredient	42899329	Magnolia grandiflora bark extract	2	
MAGNOLIA GRANDIFLORA	Ingredient	42899330	Magnolia grandiflora flower extract	1	
MALTASE	Ingredient	42899344	Maltose	1	
MANCINELLA	Ingredient	42899104	Hippomane mancinella fruiting leafy twig extract	1	
MANDRAGORA OFFICINARUM	Ingredient	19097479	Mandragora officinarum preparation	1	
MANGAFODIPIR TRISODIUM	Ingredient	19092105	MANGAFODIPIR	1	
MANGANESE	Ingredient	1394027	Manganese	1	
MANGANESE ACETATE	Ingredient	43014114	manganese acetate	1	
MANGANESE ASPARTATE	Ingredient	19097026	MANGANESE ASPARTATE	1	
MANGANESE CARBONATE	Ingredient	42903849	manganese carbonate	1	
MANGANESE CHLORIDE	Ingredient	19008893	manganese chloride	1	
MANGANESE CITRATE	Ingredient	19071181	MANGANESE CITRATE	1	
MANGANESE DIOXIDE	Ingredient	19071993	manganese dioxide	1	
MANGANESE GLUCONATE	Ingredient	19068261	MANGANESE GLUCONATE	1	
MANGANESE GLYCEROPHOSPHATE	Ingredient	42903608	manganese phosphate	1	
MANGANESE OXIDE	Ingredient	19071993	manganese dioxide	1	
MANGANESE SULFATE	Ingredient	19008897	manganese sulfate	1	
MANGO	Ingredient	43532033	Mango extract	1	
MANNITOL	Ingredient	994058	Mannitol	1	
MAPLE	Ingredient	40172372	maple leaf sycamore pollen extract	1	
MAPROTILINE HYDROCHLORIDE	Ingredient	794147	Maprotiline	1	
MARAVIROC	Ingredient	1787101	maraviroc	1	
MARSDENIA CUNDURANGO	Ingredient	35605671	Marsdenia cundurango whole extract	1	
MARSH ELDER	Ingredient	40238197	narrowleaf marshelder pollen extract	1	
MASTERWORT	Ingredient	42899617	Peucedanum ostruthium leaf extract	1	
MATE	Ingredient	42899086	Ilex paraguariensis leaf extract	1	
MATRICARIA CHAMOMILLA	Ingredient	42899366	Matricaria chamomilla flowering top oil	1	
MATRICARIA CHAMOMILLA	Ingredient	42899367	Matricaria chamomilla whole extract	2	
MAZINDOL	Ingredient	794229	Mazindol	1	
MEASLES VIRUS VACCINE LIVE ATTENUATED	Ingredient	590675	MEASLES VIRUS VACCINE,LIVE ATTENUATED	1	
MEASLES VIRUS VACCINE LIVE ATTENUATED (EDMONSTON B STRAIN)	Ingredient	532272	Measles Virus Vaccine Live, Enders' attenuated Edmonston strain	1	
MEBENDAZOLE	Ingredient	1794280	Mebendazole	1	
MECHLORETHAMINE HYDROCHLORIDE	Ingredient	1394337	Mechlorethamine	1	
MECLIZINE HYDROCHLORIDE	Ingredient	994341	Meclizine	1	
MEDIUM CHAIN TRIGLYCERIDES (MCT)	Ingredient	42899398	Medium chain triglycerides	1	
MEDORRHINUM	Ingredient	19097631	MEDORRHINUM	1	
MEDROGESTONE	Ingredient	19000207	Medrogestone	1	
MEDROXYPROGESTERONE ACETATE	Ingredient	1500211	Medroxyprogesterone	1	
MEDRYSONE	Ingredient	909021	medrysone	1	
MEFENAMIC ACID	Ingredient	1197736	Mefenamate	1	
MEFLOQUINE HYDROCHLORIDE	Ingredient	19000498	Mefloquine	1	
MEGESTROL ACETATE	Ingredient	1300978	Megestrol	1	
MEGLUMINE IODIPAMIDE	Ingredient	19080817	Iodipamide	1	
MEGLUMINE IOXITALAMATE	Ingredient	19009054	meglumine ioxithalamate	1	
MELANOMA LYSATE	Ingredient	1301152	Melatonin	1	
MELILOT	Ingredient	43525849	Melilotus extract	1	
MELILOTUS ALBA	Ingredient	43525849	Melilotus extract	1	
MELISSA OFFICINALIS	Ingredient	42899425	Melissa officinalis extract	1	
MELISSA OFFICINALIS	Ingredient	42899426	Melissa officinalis leaf extract	3	
MELISSA OFFICINALIS	Ingredient	42899427	Melissa officinalis leaf oil	4	
MELISSA OFFICINALIS	Ingredient	46234336	Melissa officinalis flowering top extract	2	
MELOXICAM	Ingredient	1150345	meloxicam	1	
MELPHALAN	Ingredient	1301267	Melphalan	1	
MELPHALAN HYDROCHLORIDE	Ingredient	1301267	Melphalan	1	
MEMANTINE HYDROCHLORIDE	Ingredient	701322	Memantine	1	
MENINGOCOCCAL GROUP A OLIGOSACCHARIDE	Ingredient	40173198	Neisseria meningitidis serogroup A oligosaccharide diphtheria CRM197 protein conjugate vaccine	1	
MENINGOCOCCAL GROUP C OLIGOSACCHARIDE	Ingredient	40173205	Neisseria meningitidis serogroup C oligosaccharide diphtheria CRM197 protein conjugate vaccine	1	
MENINGOCOCCAL GROUP W-135 OLIGOSACCHARIDE	Ingredient	40173207	Neisseria meningitidis serogroup W-135 oligosaccharide diphtheria CRM197 protein conjugate vaccine	1	
MENINGOCOCCAL GROUP Y OLIGOSACCHARIDE	Ingredient	40173209	Neisseria meningitidis serogroup Y oligosaccharide diphtheria CRM197 protein conjugate vaccine	1	
MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP A	Ingredient	509079	meningococcal group A polysaccharide	1	
MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP C	Ingredient	509081	meningococcal group C polysaccharide	1	
MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP W-135	Ingredient	514012	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135	1	
MENINGOCOCCAL POLYSACCHARIDE ANTIGEN GROUP Y	Ingredient	514015	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y	1	
MENINGOCOCCAL POLYSACCHARIDE VACCINE GRP C	Ingredient	509081	meningococcal group C polysaccharide	1	
MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP A	Ingredient	509079	meningococcal group A polysaccharide	1	
MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP C	Ingredient	509081	meningococcal group C polysaccharide	1	
MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP W 135	Ingredient	514012	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135	1	
MENINGOCOCCAL POLYSACCHARIDE-DIPHTHERIA TOXOID CONJUGATE, GROUP Y	Ingredient	514015	MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y	1	
MENTHA	Ingredient	901656	Menthol	1	
MENTHA ARVENSIS	Ingredient	42903911	Mentha arvensis leaf extract	1	
MENTHA PULEGIUM	Ingredient	43532021	Mentha pulegium extract	1	
MENTHOL	Ingredient	901656	Menthol	1	
MENTHYL SALICYLATE	Ingredient	43013714	MENTHYL SALICYLATE	1	
MENYANTHES	Ingredient	46233928	Menyanthes trifoliata extract	1	
MEPERIDINE HYDROCHLORIDE	Ingredient	1102527	Meperidine	1	
MEPHENESIN	Ingredient	19002662	Mephenesin	1	
MEPHENTERMINE SULFATE	Ingredient	19002664	Mephentermine	1	
MEPHITIS MEPHITICA	Ingredient	42899383	Mephitis mephitis anal gland fluid preparation	1	
MEPIVACAINE HYDROCHLORIDE	Ingredient	702774	Mepivacaine	1	
MEPOLIZUMAB	Ingredient	43012760	Interleukin-5	1	
MEPROBAMATE	Ingredient	702865	Meprobamate	1	
MEQUINOL	Ingredient	920113	mequinol	1	
MERADIMATE	Ingredient	19135921	meradimate	1	
MERCAPTOBENZOTHIAZOLE	Ingredient	42904238	2-MERCAPTOBENZOTHIAZOLE	1	
MERCAPTOPURINE	Ingredient	1436650	mercaptopurine	1	
MERCURIC CHLORIDE	Ingredient	42899414	Mercuric chloride	1	
MERCURIC IODIDE	Ingredient	43532441	mercuric iodide	1	
MERCURIC SULFIDE RED	Ingredient	42900487	mercuric sulfide	1	
MERCUROUS CHLORIDE	Ingredient	42899414	Mercuric chloride	1	
MEROPENEM	Ingredient	1709170	meropenem	1	
MEROPENEM TRIHYDRATE	Ingredient	1709170	meropenem	1	
MESALAZINE	Ingredient	968426	mesalamine	1	
MESNA	Ingredient	1354698	Mesna	1	
MESORIDAZINE BESYLATE	Ingredient	703083	Mesoridazine	1	
MESTRANOL	Ingredient	1503184	Mestranol	1	
METFORMIN HYDROCHLORIDE	Ingredient	1503297	Metformin	1	
METHACHOLINE CHLORIDE	Ingredient	19024227	Methacholine	1	
METHADONE HYDROCHLORIDE	Ingredient	1103640	Methadone	1	
METHANDROSTENOLONE	Ingredient	19004098	Methandrostenolone	1	
METHAZOLAMIDE	Ingredient	904250	Methazolamide	1	
METHENAMINE	Ingredient	904356	Methenamine	1	
METHENAMINE HIPPURATE	Ingredient	904356	Methenamine	1	
METHENAMINE MANDELATE	Ingredient	904356	Methenamine	1	
METHIONINE	Ingredient	19004724	Methionine	1	
METHOCARBAMOL	Ingredient	704943	Methocarbamol	1	
METHOHEXITAL SODIUM	Ingredient	19005015	Methohexital	1	
METHOTREXATE	Ingredient	1305058	Methotrexate	1	
METHOTREXATE SODIUM	Ingredient	1305058	Methotrexate	1	
METHOTRIMEPRAZINE HYDROCHLORIDE	Ingredient	19005147	Methotrimeprazine	1	
METHOTRIMEPRAZINE MALEATE	Ingredient	19005147	Methotrimeprazine	1	
METHOXSALEN	Ingredient	905223	Methoxsalen	1	
METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA	Ingredient	19015768	Methoxy polyethylene glycol-epoetin beta	1	
METHSUXIMIDE	Ingredient	759401	methsuximide	1	
METHYCLOTHIAZIDE	Ingredient	905273	Methyclothiazide	1	
METHYL AMINOLEVULINATE HYDROCHLORIDE	Ingredient	19025194	methyl 5-aminolevulinate	1	
METHYL HEPTYL COLAMINO FORMYLMETHYL PYRIDINIUM CHL	Ingredient	989301	Cetylpyridinium	1	
METHYL NICOTINATE	Ingredient	19009874	methylnicotinate	1	
METHYL SALICYLATE	Ingredient	909440	methyl salicylate	1	
METHYLBENZETHONIUM CHLORIDE	Ingredient	19009686	methylbenzethonium	1	
METHYLCELLULOSE	Ingredient	905371	Methylcellulose	1	
METHYLDOPA	Ingredient	1305447	Methyldopa	1	
