CONCEPT_CODE	AIC	CONCEPT_NAME	INGREDIENT	AMOUNT_VALUE	AMOUNT_UNIT	DENOMINATOR_VALUE	DENOMINATOR_UNIT	NUMERATOR_VALUE	NUMERATOR_UNIT	NOTES	DRUG_CODE	BRAND_NAME	NUMBER_OF_AIS	INVALID_REASON
2233275	11566	TISSEEL SOLUTION [TISSEEL] TISSEEL KIT VH 5.0	PLASMAFIBRONECTIN			5	ML	45	MG	PLASMAFIBRONECTIN (CIG)10 - 45 MG PER KIT	2233275	TISSEEL KIT VH 5.0	9	D
2233275	17119	TISSEEL SOLUTION [TISSEEL] TISSEEL KIT VH 5.0	FIBRINOGEN (HUMAN)			5	ML	550	MG	FIBRINOGEN 350 - 550MG PER KIT	2233275	TISSEEL KIT VH 5.0	9	D
2233275	11246	TISSEEL SOLUTION [TISSEEL] TISSEEL KIT VH 5.0	FACTOR XIII			5	ML	250	UNIT	FACTOR X111 50 - 250 U PER KIT	2233275	TISSEEL KIT VH 5.0	9	D
2233275	51	THROMBIN POWDER [TISSEEL] TISSEEL KIT VH 5.0	CALCIUM CHLORIDE			5	ML	200	MCMOL	CALCIUM CHLORIDE SOLUTION (DILUENT)	2233275	TISSEEL KIT VH 5.0	9	D
2233275	11567	TISSEEL POWDER [TISSEEL] TISSEEL KIT VH 5.0	APROTININ (BOVINE)			5	ML	15000	KIU	DILUENT	2233275	TISSEEL KIT VH 5.0	9	D
2237356	2394	GALACTOSE 13.5ML ECHOVIST	GALACTOSE	13.5	ML					FORM = LIQUID. AQUEOUS SOL'N CONTAINS 20% (W/V) GALACTOSE 1 X 13.5 ML VIAL PER KIT	2237356	ECHOVIST	2	D
2237356	2394	GALACTOSE 3G ECHOVIST	GALACTOSE	3	G					FORM = GRANULE 1 VIAL PER KIT	2237356	ECHOVIST	2	D
2239600	2373	MICONAZOLE NITRATE SUPPOSITORY[MONISTAT] MONISTAT 1 COMBINATION PACK	MICONAZOLE NITRATE	1200	MG						2239600	MONISTAT 1 COMBINATION PACK	2	
2239600	2373	MICONAZOLE NITRATE CREAM[MONISTAT] MONISTAT 1 COMBINATION PACK	MICONAZOLE NITRATE					2	%		2239600	MONISTAT 1 COMBINATION PACK	2	
2243529	7498	ESTRADIOL 0.62 /NORETHINDRONE ACETATE [ECTALIS] ESTALIS SEQUI	NORETHINDRONE ACETATE	2.7	MG					ESTALIS	2243529	ESTALIS SEQUI	3	D
2243529	7419	ESTRADIOL [VIVELLE] ESTALIS SEQUI	ESTRADIOL	4.33	MG					VIVELLE	2243529	ESTALIS SEQUI	3	D
2243529	7419	ESTRADIOL 0.62 /NORETHINDRONE ACETATE [ECTALIS] ESTALIS SEQUI	ESTRADIOL	0.62	MG					ESTALIS	2243529	ESTALIS SEQUI	3	D
2243530	7498	ESTRADIOL 0.51 /NORETHINDRONE ACETATE [ECTALIS] ESTALIS SEQUI	NORETHINDRONE ACETATE	4.8	MG					ESTALIS	2243530	ESTALIS SEQUI	3	D
2243530	7419	ESTRADIOL [VIVELLE] ESTALIS SEQUI	ESTRADIOL	4.33	MG					VIVELLE	2243530	ESTALIS SEQUI	3	D
2243530	7419	ESTRADIOL 0.51 /NORETHINDRONE ACETATE [ECTALIS] ESTALIS SEQUI	ESTRADIOL	0.51	MG					ESTALIS	2243530	ESTALIS SEQUI	3	D
2246026	2184	RIBAVIRIN CAPSULE PEGETRON	RIBAVIRIN	200	MG						2246026	PEGETRON	2	
2246026	12036	PEGINTERFERON ALFA-2B SOLUTION 50MCG/0.5ML [PEGETRON] PEGETRON	PEGINTERFERON ALFA-2B			0.5	ML	50	MCG		2246026	PEGETRON	2	
2246027	2184	RIBAVIRIN CAPSULE[PEGETRON] PEGETRON	RIBAVIRIN	200	MG						2246027	PEGETRON	2	D
2246027	12036	PEGINTERFERON ALFA-2B SOLUTION 80MCG/0.5ML [PEGETRON] PEGETRON	PEGINTERFERON ALFA-2B			0.5	ML	80	MCG		2246027	PEGETRON	2	D
2246028	2184	RIBAVIRIN CAPSULE[PEGETRON] PEGETRON	RIBAVIRIN	200	MG						2246028	PEGETRON	2	D
2246028	12036	PEGINTERFERON ALFA-2B SOLUTION 100MCG/0.5ML [PEGETRON] PEGETRON	PEGINTERFERON ALFA-2B			0.5	ML	100	MCG		2246028	PEGETRON	2	D
2246029	2184	RIBAVIRIN CAPSULE[PEGETRON] PEGETRON	RIBAVIRIN	200	MG						2246029	PEGETRON	2	D
2246029	12036	PEGINTERFERON ALFA-2B SOLUTION 120MCG/0.5ML [PEGETRON] PEGETRON	PEGINTERFERON ALFA-2B			0.5	ML	120	MCG		2246029	PEGETRON	2	D
2246030	2184	RIBAVIRIN CAPSULE[PEGETRON] PEGETRON	RIBAVIRIN	200	MG						2246030	PEGETRON	2	
2246030	12036	PEGINTERFERON ALFA-2B SOLUTION 150MCG/0.5ML [PEGETRON] PEGETRON	PEGINTERFERON ALFA-2B			0.5	ML	150	MCG		2246030	PEGETRON	2	
2253410	13246	PEGINTERFERON ALFA-2A SOLUTION[PEGASYS RBV] PEGASYS RBV	PEGINTERFERON ALFA-2A	180	MCG						2253410	PEGASYS RBV	2	
2253410	2184	RIBAVIRIN TABLET[PEGASYS RBV] PEGASYS RBV	RIBAVIRIN	200	MG						2253410	PEGASYS RBV	2	
2253429	2184	RIBAVIRIN TABLET[PEGASYS RBV] PEGASYS RBV	RIBAVIRIN	200	MG						2253429	PEGASYS RBV	2	
2253429	13246	PEGINTERFERON ALFA-2A SOLUTION[PEGASYS RBV] PEGASYS RBV	PEGINTERFERON ALFA-2A			0.5	ML	180	MCG		2253429	PEGASYS RBV	2	
2254581	2184	RIBAVIRIN CAPSULE[PEGETRON] PEGETRON	RIBAVIRIN	200	MG						2254581	PEGETRON	2	
2254581	12036	PEGINTERFERON ALFA-2B SOLUTION 80MCG/0.5ML [PEGETRON] PEGETRON	PEGINTERFERON ALFA-2B			0.5	ML	80	MCG		2254581	PEGETRON	2	
2254603	2184	RIBAVIRIN CAPSULE[PEGETRON] PEGETRON	RIBAVIRIN	200	MG						2254603	PEGETRON	2	
2254603	12036	PEGINTERFERON ALFA-2B SOLUTION 100MCG/0.5ML [PEGETRON] PEGETRON	PEGINTERFERON ALFA-2B			0.5	ML	100	MCG		2254603	PEGETRON	2	
2254638	2184	RIBAVIRIN CAPSULE[PEGETRON] PEGETRON	RIBAVIRIN	200	MG						2254638	PEGETRON	2	
2254638	12036	PEGINTERFERON ALFA-2B SOLUTION 120MCG/0.5ML [PEGETRON] PEGETRON	PEGINTERFERON ALFA-2B			0.5	ML	120	MCG		2254638	PEGETRON	2	
2254646	2184	RIBAVIRIN CAPSULE[PEGETRON] PEGETRON	RIBAVIRIN	200	MG						2254646	PEGETRON	2	
2254646	12036	PEGINTERFERON ALFA-2B SOLUTION 150MCG/0.5ML [PEGETRON] PEGETRON	PEGINTERFERON ALFA-2B			0.5	ML	150	MCG		2254646	PEGETRON	2	
2257238	7426	ETHINYL ESTRADIOL 0.025 MG / DESOGESTREL 0.1 LINESSA 28	ETHINYL ESTRADIOL	0.025	MG					YELLOW TAB	2257238	LINESSA 28	6	
2257238	7426	ETHINYL ESTRADIOL 0.025 MG / DESOGESTREL 0.15 LINESSA 28	ETHINYL ESTRADIOL	0.025	MG					RED TAB	2257238	LINESSA 28	6	
2257238	7426	ETHINYL ESTRADIOL 0.025 MG / DESOGESTREL 0.125 LINESSA 28	ETHINYL ESTRADIOL	0.025	MG					ORANGE TAB	2257238	LINESSA 28	6	
2257238	660	ETHINYL ESTRADIOL 0.025 MG / DESOGESTREL 0.15 LINESSA 28	DESOGESTREL	0.15	MG					RED TAB	2257238	LINESSA 28	6	
2257238	660	ETHINYL ESTRADIOL 0.025 MG / DESOGESTREL 0.125 LINESSA 28	DESOGESTREL	0.125	MG					ORANGE TAB	2257238	LINESSA 28	6	
2257238	660	ETHINYL ESTRADIOL 0.025 MG / DESOGESTREL 0.1 LINESSA 28	DESOGESTREL	0.1	MG					YELLOW TAB	2257238	LINESSA 28	6	
2258560	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-CYCLEN LO (-21 DAY)	NORGESTIMATE	0.25	MG					NORGESTIMATE (DARK BLUE TAB)	2258560	TRI-CYCLEN LO (-21 DAY)	6	
2258560	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-CYCLEN LO (-21 DAY)	NORGESTIMATE	0.215	MG					NORGESTIMATE (LIGHT BLUE TAB)	2258560	TRI-CYCLEN LO (-21 DAY)	6	
2258560	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-CYCLEN LO (-21 DAY)	NORGESTIMATE	0.18	MG					NORGESTIMATE (WHITE TAB)	2258560	TRI-CYCLEN LO (-21 DAY)	6	
2258560	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-CYCLEN LO (-21 DAY)	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (WHITE TAB)	2258560	TRI-CYCLEN LO (-21 DAY)	6	
2258560	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-CYCLEN LO (-21 DAY)	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (LIGHT BLUE TAB)	2258560	TRI-CYCLEN LO (-21 DAY)	6	
2258560	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-CYCLEN LO (-21 DAY)	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (DARK BLUE TAB)	2258560	TRI-CYCLEN LO (-21 DAY)	6	
2258587	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-CYCLEN LO (28 DAY)	NORGESTIMATE	0.25	MG					NORGESTIMATE (DARK BLUE TAB)	2258587	TRI-CYCLEN LO (28 DAY)	6	
2258587	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-CYCLEN LO (28 DAY)	NORGESTIMATE	0.215	MG					NORGESTIMATE (LIGHT BLUE TAB)	2258587	TRI-CYCLEN LO (28 DAY)	6	
2258587	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-CYCLEN LO (28 DAY)	NORGESTIMATE	0.18	MG					NORGESTIMATE (WHITE TAB)	2258587	TRI-CYCLEN LO (28 DAY)	6	
2258587	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-CYCLEN LO (28 DAY)	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (WHITE TAB)	2258587	TRI-CYCLEN LO (28 DAY)	6	
2258587	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-CYCLEN LO (28 DAY)	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (LIGHT BLUE TAB)	2258587	TRI-CYCLEN LO (28 DAY)	6	
2258587	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-CYCLEN LO (28 DAY)	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (DARK BLUE TAB)	2258587	TRI-CYCLEN LO (28 DAY)	6	
2264099	2375	CLOTRIMAZOLE VAGINAL TABLET[CANESTEN COMFORTAB] CANESTEN COMBI-PAK COMFORTAB 3	CLOTRIMAZOLE	200	MG						2264099	CANESTEN COMBI-PAK COMFORTAB 3	2	
2264099	2375	CLOTRIMAZOLE CREAM[CANESTEN COMFORTAB] CANESTEN COMBI-PAK COMFORTAB 3	CLOTRIMAZOLE					1	%	HISTORIC FREEFORM TEXT: CLOTRIMAZOLE (1% CREAM, 1X10G TUBE PER KIT)	2264099	CANESTEN COMBI-PAK COMFORTAB 3	2	
2264102	2375	CLOTRIMAZOLE VAGINAL TABLET[CANESTEN COMFORTAB] CANESTEN COMBI-PAK COMFORTAB 1	CLOTRIMAZOLE	500	MG					HISTORIC FREEFORM TEXT: CLOTRIMAZOLE ((KIT WITH 1-500MG SUP))	2264102	CANESTEN COMBI-PAK COMFORTAB 1	2	
2264102	2375	CLOTRIMAZOLE CREAM[CANESTEN COMFORTAB] CANESTEN COMBI-PAK COMFORTAB 1	CLOTRIMAZOLE					1	%	HISTORIC FREEFORM TEXT: CLOTRIMAZOLE ((1% CREAM))	2264102	CANESTEN COMBI-PAK COMFORTAB 1	2	
2272903	7426	ETHINYL ESTRADIOL 0.025MG / DESOGESTREL 0.1MG ORAL TABLET LINESSA 21	ETHINYL ESTRADIOL	0.025	MG					YELLOW TAB	2272903	LINESSA 21	6	
2272903	7426	ETHINYL ESTRADIOL 0.025MG / DESOGESTREL 0.15MG ORAL TABLET LINESSA 21	ETHINYL ESTRADIOL	0.025	MG					RED TAB	2272903	LINESSA 21	6	
2272903	7426	ETHINYL ESTRADIOL 0.025MG / DESOGESTREL 0.125MG ORAL TABLET LINESSA 21	ETHINYL ESTRADIOL	0.025	MG					ORANGE TAB	2272903	LINESSA 21	6	
2272903	660	ETHINYL ESTRADIOL 0.025MG / DESOGESTREL 0.15MG ORAL TABLET LINESSA 21	DESOGESTREL	0.15	MG					RED TAB	2272903	LINESSA 21	6	
2272903	660	ETHINYL ESTRADIOL 0.025MG / DESOGESTREL 0.125MG ORAL TABLET LINESSA 21	DESOGESTREL	0.125	MG					ORANGE TAB	2272903	LINESSA 21	6	
2272903	660	ETHINYL ESTRADIOL 0.025MG / DESOGESTREL 0.1MG ORAL TABLET LINESSA 21	DESOGESTREL	0.1	MG					YELLOW TAB	2272903	LINESSA 21	6	
2277123	10259	CHLORPHENIRAMINE MALEATE 4MG ORAL TABLET CHLOR-TRIPOLON DAY AND NIGHT	CHLORPHENIRAMINE MALEATE	4	MG					YELLOW DAY TABLET	2277123	CHLOR-TRIPOLON DAY AND NIGHT	2	D
2277123	10259	CHLORPHENIRAMINE MALEATE 12MG ORAL TABLET CHLOR-TRIPOLON DAY AND NIGHT	CHLORPHENIRAMINE MALEATE	12	MG					EXTENDED RELEASE RED NIGHT TABLET.	2277123	CHLOR-TRIPOLON DAY AND NIGHT	2	D
2281708	11746	INTERFERON BETA-1A 8.8MCG/0.2ML SUBCUTANEOUS SOLUTION REBIF	INTERFERON BETA-1A			0.2	ML	8.8	MCG		2281708	REBIF	2	D
2281708	11746	INTERFERON BETA-1A 22MCG/0.5ML SUBCUTANEOUS SOLUTION REBIF	INTERFERON BETA-1A			0.5	ML	22	MCG		2281708	REBIF	2	D
2298813	20156	APREPITANT 80MG ORAL CAPSULE EMEND TRI-PACK	APREPITANT	80	MG					THE TRI-PACK HAS 2 CAPSULES OF 80MG AND 1 CAPSULE OF 125MG	2298813	EMEND TRI-PACK	2	
2298813	20156	APREPITANT 125MG ORAL CAPSULE EMEND TRI-PACK	APREPITANT	125	MG					THE TRI-PACK HAS 2 CAPSULES OF 80MG AND 1 CAPSULE OF 125MG	2298813	EMEND TRI-PACK	2	
2311739	1204	FLUCONAZOLE CAPSULE[CANESORAL COMBI-PAK] CANESORAL COMBI-PAK	FLUCONAZOLE	150	MG					CANESORAL DIN 02311690 /JJ	2311739	CANESORAL COMBI-PAK	2	
2311739	2375	CLOTRIMAZOLE CREAM[CANESORAL COMBI-PAK] CANESORAL COMBI-PAK	CLOTRIMAZOLE					1	%	CANESTEN EXTERNAL CREAM DIN 02311720 /JJ	2311739	CANESORAL COMBI-PAK	2	
2312662	6633	SODIUM CARBOXYMETHYL CELLULOSE 1% REFRESH TRIAL PACK (REFRESH TEARS, REFRESH LIQUIGEL AND REFRESH ULTRA)	SODIUM CARBOXYMETHYL CELLULOSE					1	%		2312662	REFRESH TRIAL PACK (REFRESH TEARS, REFRESH LIQUIGEL AND REFRESH ULTRA)	2	
2312662	6633	SODIUM CARBOXYMETHYL CELLULOSE 0.5% REFRESH TRIAL PACK (REFRESH TEARS, REFRESH LIQUIGEL AND REFRESH ULTRA)	SODIUM CARBOXYMETHYL CELLULOSE					0.5	%		2312662	REFRESH TRIAL PACK (REFRESH TEARS, REFRESH LIQUIGEL AND REFRESH ULTRA)	2	
2320096	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-PREVIFEM (21 DAY)	NORGESTIMATE	0.25	MG					BLUE TABLETS	2320096	TRI-PREVIFEM (21 DAY)	6	A
2320096	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-PREVIFEM (21 DAY)	NORGESTIMATE	0.215	MG					LIGHT BLUE TABLETS	2320096	TRI-PREVIFEM (21 DAY)	6	A
2320096	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-PREVIFEM (21 DAY)	NORGESTIMATE	0.18	MG					WHITE TABLETS	2320096	TRI-PREVIFEM (21 DAY)	6	A
2320096	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-PREVIFEM (21 DAY)	ETHINYL ESTRADIOL	0.035	MG					WHITE TABLETS	2320096	TRI-PREVIFEM (21 DAY)	6	A
2320096	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-PREVIFEM (21 DAY)	ETHINYL ESTRADIOL	0.035	MG					LIGHT BLUE TABLETS	2320096	TRI-PREVIFEM (21 DAY)	6	A
2320096	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-PREVIFEM (21 DAY)	ETHINYL ESTRADIOL	0.035	MG					BLUE TABLETS	2320096	TRI-PREVIFEM (21 DAY)	6	A
2320118	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-PREVIFEM (28 DAY)	NORGESTIMATE	0.25	MG					BLUE TABLETS	2320118	TRI-PREVIFEM (28 DAY)	6	A
2320118	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-PREVIFEM (28 DAY)	NORGESTIMATE	0.215	MG					LIGHT BLUE TABLETS	2320118	TRI-PREVIFEM (28 DAY)	6	A
2320118	7492	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-PREVIFEM (28 DAY)	NORGESTIMATE	0.18	MG					WHITE TABLETS	2320118	TRI-PREVIFEM (28 DAY)	6	A
2320118	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.18MG ORAL TABLET TRI-PREVIFEM (28 DAY)	ETHINYL ESTRADIOL	0.035	MG					WHITE TABLETS	2320118	TRI-PREVIFEM (28 DAY)	6	A
2320118	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.215MG ORAL TABLET TRI-PREVIFEM (28 DAY)	ETHINYL ESTRADIOL	0.035	MG					LIGHT BLUE TABLETS	2320118	TRI-PREVIFEM (28 DAY)	6	A
2320118	7426	ETHINYL ESTRADIOL 0.035MG / NORGESTIMATE 0.25MG ORAL TABLET TRI-PREVIFEM (28 DAY)	ETHINYL ESTRADIOL	0.035	MG					BLUE TABLETS	2320118	TRI-PREVIFEM (28 DAY)	6	A
2326132	11564	THROMBIN SOLUTION [TISSEEL] TISSEEL	THROMBIN (HUMAN)			1	ML	500	UNIT	FREEZE DRIED THROMBIN (HUMAN) AND CALCIUM CHLORIDE ARE THE COMPONENTS OF THE THROMBIN SOLUTION 1ML.	2326132	TISSEEL	4	
2326132	20462	TISSEEL SOLUTION [TISSEEL] TISSEEL	SEALER PROTEIN (HUMAN)			1	ML	125	MG	SEALER PROTEIN CONCENTRATE 1ML. TOTAL PROTEIN 96-125MG/ML, OF WHICH 72-110MG/ML IS FIBRINOGEN(HUMAN	2326132	TISSEEL	4	
2326132	51	THROMBIN POWDER [TISSEEL] TISSEEL	CALCIUM CHLORIDE			1	ML	40	MCMOL		2326132	TISSEEL	4	
2326132	20461	TISSEEL POWDER [TISSEEL] TISSEEL	APROTININ (SYNTHETIC)			1	ML	3000	KIU	APROTININ SOLUTION.	2326132	TISSEEL	4	
2326175	11564	THROMBIN SOLUTION [TISSEEL] TISSEEL	THROMBIN (HUMAN)			1	ML	500	UNIT	FREEZE DRIED THROMBIN (HUMAN) AND CALCIUM CHLORIDE ARE THE COMPONENTS OF THE THROMBIN SOLUTION 1ML.	2326175	TISSEEL	4	
2326175	20462	TISSEEL SOLUTION [TISSEEL] TISSEEL	SEALER PROTEIN (HUMAN)			1	ML	125	MG	SEALER PROTEIN CONCENTRATE 1ML. TOTAL PROTEIN 96-125MG/ML, OF WHICH 72-110MG/ML IS FIBRINOGEN(HUMAN	2326175	TISSEEL	4	
2326175	51	THROMBIN POWDER [TISSEEL] TISSEEL	CALCIUM CHLORIDE			1	ML	40	MCMOL		2326175	TISSEEL	4	
2326175	20461	TISSEEL POWDER [TISSEEL] TISSEEL	APROTININ (SYNTHETIC)			1	ML	3000	KIU	APROTININ SOLUTION.	2326175	TISSEEL	4	
2371448	20878	BOCEPREVIR CAPSULE[VICTRELIS TRIPLE] VICTRELIS TRIPLE	BOCEPREVIR	200	MG						2371448	VICTRELIS TRIPLE	3	
2371448	2184	RIBAVIRIN CAPSULE[VICTRELIS TRIPLE] VICTRELIS TRIPLE	RIBAVIRIN	200	MG						2371448	VICTRELIS TRIPLE	3	
2371448	12036	PEGINTERFERON ALFA-2B SOLUTION 80MCG/0.5ML [VICTRELIS TRIPLE] VICTRELIS TRIPLE	PEGINTERFERON ALFA-2B			0.5	ML	80	MCG		2371448	VICTRELIS TRIPLE	3	
2371456	20878	BOCEPREVIR CAPSULE[VICTRELIS TRIPLE] VICTRELIS TRIPLE	BOCEPREVIR	200	MG						2371456	VICTRELIS TRIPLE	3	
2371456	2184	RIBAVIRIN CAPSULE[VICTRELIS TRIPLE] VICTRELIS TRIPLE	RIBAVIRIN	200	MG						2371456	VICTRELIS TRIPLE	3	
2371456	12036	PEGINTERFERON ALFA-2B SOLUTION 100MCG/0.5ML [VICTRELIS TRIPLE] VICTRELIS TRIPLE	PEGINTERFERON ALFA-2B			0.5	ML	100	MCG		2371456	VICTRELIS TRIPLE	3	
2371464	2184	RIBAVIRIN CAPSULE[VICTRELIS TRIPLE] VICTRELIS TRIPLE	RIBAVIRIN	200	MG						2371464	VICTRELIS TRIPLE	3	
2371464	20878	BOCEPREVIR CAPSULE[VICTRELIS TRIPLE] VICTRELIS TRIPLE	BOCEPREVIR	200	MG						2371464	VICTRELIS TRIPLE	3	
2371464	12036	PEGINTERFERON ALFA-2B SOLUTION 120MCG/0.5ML [VICTRELIS TRIPLE] VICTRELIS TRIPLE	PEGINTERFERON ALFA-2B			0.5	ML	120	MCG		2371464	VICTRELIS TRIPLE	3	
2371472	2184	RIBAVIRIN CAPSULE[VICTRELIS TRIPLE] VICTRELIS TRIPLE	RIBAVIRIN	200	MG						2371472	VICTRELIS TRIPLE	3	
2371472	20878	BOCEPREVIR CAPSULE[VICTRELIS TRIPLE] VICTRELIS TRIPLE	BOCEPREVIR	200	MG						2371472	VICTRELIS TRIPLE	3	
2371472	12036	PEGINTERFERON ALFA-2B SOLUTION 150MCG/0.5ML [VICTRELIS TRIPLE] VICTRELIS TRIPLE	PEGINTERFERON ALFA-2B			0.5	ML	150	MCG		2371472	VICTRELIS TRIPLE	3	
2379112	21018	Estradiol Valerate 2 MG /Dienogest 3 MG ORAL TABLET NATAZIA	Dienogest	3	MG					17 LIGHT YELLOW TABLETS IN EACH BLISTER PACK CONTAINING 2MG ESTRADIOL VALERATE AND 3 MG DIENOGEST	2379112	NATAZIA	6	A
2379112	21018	Estradiol Valerate 2 MG /Dienogest 2 MG ORAL TABLET NATAZIA	Dienogest	2	MG					5 MEDIUM RED TABLETS IN EACH BLISTER PACK CONTAINING 2MG ESTRADIOL VALERATE AND 2 MG DIENOGEST	2379112	NATAZIA	6	A
2379112	7420	Estradiol Valerate 3 MG ORAL TABLET NATAZIA	Estradiol Valerate	3	MG					2 DARK YELLOW TABLETS IN EACH BLISTER PACK CONTAINING 3MG ESTRADIOL VALERATE	2379112	NATAZIA	6	A
2379112	7420	Estradiol Valerate 2 MG /Dienogest 2 MG ORAL TABLET NATAZIA	Estradiol Valerate	2	MG					5 MEDIUM RED TABLETS IN EACH BLISTER PACK CONTAINING 2MG ESTRADIOL VALERATE AND 2 MG DIENOGEST	2379112	NATAZIA	6	A
2379112	7420	Estradiol Valerate 2 MG /Dienogest 3 MG ORAL TABLET NATAZIA	Estradiol Valerate	2	MG					17 LIGHT YELLOW TABLETS IN EACH BLISTER PACK CONTAINING 2MG ESTRADIOL VALERATE AND 3 MG DIENOGEST	2379112	NATAZIA	6	A
2379112	7420	Estradiol Valerate 1 MG ORAL TABLET NATAZIA	Estradiol Valerate	1	MG					2 DARK RED TABLETS IN EACH BLISTER PACK CONTAINING 3MG ESTRADIOL VALERATE	2379112	NATAZIA	6	A
2401967	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET TRICIRA LO	NORGESTIMATE	0.25	MG					NORGESTIMATE (BLUE TAB)	2401967	TRICIRA LO	6	
2401967	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET TRICIRA LO	NORGESTIMATE	0.215	MG					NORGESTIMATE (LIGHT BLUE TAB)	2401967	TRICIRA LO	6	
2401967	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET TRICIRA LO	NORGESTIMATE	0.18	MG					NORGESTIMATE (WHITE TAB)	2401967	TRICIRA LO	6	
2401967	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET TRICIRA LO	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (WHITE TAB)	2401967	TRICIRA LO	6	
2401967	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET TRICIRA LO	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (LIGHT BLUE TAB)	2401967	TRICIRA LO	6	
2401967	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET TRICIRA LO	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (BLUE TAB)	2401967	TRICIRA LO	6	
2401975	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.25MG ORAL TABLET TRICIRA LO	NORGESTIMATE	0.25	MG					NORGESTIMATE (BLUE TAB)	2401975	TRICIRA LO	6	
2401975	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET TRICIRA LO	NORGESTIMATE	0.215	MG					NORGESTIMATE (LIGHT BLUE TAB)	2401975	TRICIRA LO	6	
2401975	7492	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET TRICIRA LO	NORGESTIMATE	0.18	MG					NORGESTIMATE (WHITE TAB)	2401975	TRICIRA LO	6	
2401975	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.18MG ORAL TABLET TRICIRA LO	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (WHITE TAB)	2401975	TRICIRA LO	6	
2401975	7426	ETHINYL ESTRADIOL 0.025MG / NORGESTIMATE 0.215MG ORAL TABLET TRICIRA LO	ETHINYL ESTRADIOL	0.025	MG					ETHINYL ESTRADIOL (LIGHT BLUE TAB)	2401975	TRICIRA LO	6	
