CONCEPT_CODE_1	CONCEPT_NAME_1	CONCEPT_CLASS_ID_1	CONCEPT_CODE_2	CONCEPT_NAME_2	CONCEPT_CLASS_ID_2	CONCEPT_ID_2	INVALID_REASON_2	PRECEDENCE	CONVERSION_FACTOR
2246494	PRE-NATAL	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2156938	PRENATAL VI-MIN	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
582948	PEDIATRIVITE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
718017	NOVIM 60	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
718084	NOVIM 60 JR CHEWABLE FOR CHILDREN	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
763047	NUTRILITE DOUBLE X PACK	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2094398	PERSONNELLE MULTIVITAMINS-MULTIMINERALS TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2074230	THE LEGEND CAPLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2155206	ONE A DAY ADVANCE - ADULTS 50 + - TABS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2080699	ONE A DAY ADVANCE HIGH POT.B COMPLEX AND C	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2237993	PARAMETTES ADULTS COMPLETE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2227894	PARAMETTES ADULTS COMPLETE - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2043092	PARAMETTES ADULTS COMPLETE TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2175126	ONLY ONE - TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2243523	SENIOR MULTI ONE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
645184	SUPER 40 FORMULA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2147289	SUPER ACTIVE MULTI - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2243445	WOMEN'S BIOMULTIPLE VITAMIN AND MINERAL SUPPLEMENT	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2245222	WOMEN'S FORMULA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231237	SUPER HY-VITES EXTRA STRENGTH	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2241185	SWICAL-ENERGY 3E AGE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231554	TIMED RELEASE TNT EXTRA STRENGTH	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1983962	TWIN G.F. POWDER VANILLA FLAVOR	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
259071	VITAMIN E CAP 200UNIT ORAL CAPSULE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
263397	VITAMINES ET MINERAUX ENFANTS 970 ORAL CAPSULE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2025558	VITAMINS AND MIN.FOR POSTMENOPAUSAL WOMEN ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2240620	SHAKLEE BASICS PACK WITH IRON	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2233352	WATKINS J.R.	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2240841	WELLNESS FORMULA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2080516	VITA VIM MULTIVITAMINS AND MINERALS TAB ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2073102	50 PLUS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2246631	50 PLUS MULTIPLE VITAMINS & MINERALS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2248303	ACHIEVE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1937871	AQUASOL E DROPS 50UNIT/ML	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
549568	AVED GEST TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
857807	AWESOME NUBEARS TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2237940	COMPLETE MULTIVITAMINS AND MINERALS TABLETS TIMED RELEASE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2210673	CHILDRENS CHOICE SUP.MULT.VIT&MIN CHEW TAB.	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2202050	CHILDREN'S CHEW.MULTIPLE VIT.COMPLETE FORM. ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2237660	CHILDREN'S MULTIVITAMINS WITH IRON ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2247038	GERONTAL	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2192594	ICAPS TIME RELEASE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2243959	CHEWABLE ADULT MULTIVITAMINS WITH MINERALS ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231210	CHEWABLE MULTIVITAMINS + MINERALS TABLETS COMPLETE FORMULA (NO ARTIFICIAL SWEETENER) ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2025167	FOR MEN TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2244990	ESSENTIAL VITAMINS AND MINERALS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
674613	FEM TIME TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2153254	MEGA CAPSULES	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2230701	MEN'S FORMULA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2240859	MESO-TECH WAFER	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2237762	MULTI VITAMIN - MINERAL ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
471305	MULTI VITAMIN-MINERAL FORMULA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2009439	MULTI-FORCE FOR ADULTS TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2242015	MULTI-MNE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2247272	MULTI-REGIME	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2216019	MULTI-VITAMINS AND MINERALS - TAB ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2241625	MULTI.VITAMIN PLUS MINERALS ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231571	MULTIFORTE 29	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2230054	MULTISELECT 29 - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
781088	MULTIVITAMINES & MINERAUX TAB ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2222906	MULTIVITAMINES ET MINERAUX FORTE - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2222876	MULTIVITAMINES ET MINERAUX JUN.COMPLET A.FER	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2222892	MULTIVITAMINES ET MINERAUX REGULIER - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2080346	MAXI VITMIN MULTIPLE VITAMIN MINERAL TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1950878	MAXIMUM ONCE A DAY	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2010399	MAXXUM 4 CAP	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2052679	LIFEPAK KIT-CAPS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2238908	ITABS PLUS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2241617	PR?ITA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2157942	VITALIFE - CAPSULE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2242775	P.R.O. COMPLEX	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2238803	REVIT MULTI-VITAMINS AND MINERALS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1945580	PALM SPRINGS MULTVIT AND MIN TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2218739	NITRO VITES - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
595810	OMNIPLEX VIT AND MINERAL TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231123	ONCOVITE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2153068	ONE A DAY ADVANCE ADULTS - TABS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2242204	ONE-A-DAY ADVANCE MEN'S	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2168065	SENIOR FORMULA - TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2232894	WOMEN'S FORMULA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2178060	SUPER FORTE COMPLETE - TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231545	SUPER HY-VITES ULTRA STRENGTH	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2009528	SPARK CAP	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2241867	SPECTRUM FORTE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1924877	SPECTRUM FORTE 29 TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2230429	VC II	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
849863	VEGE 1 DAILY CAPLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231555	TIMED RELEASE TNT	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1983989	TWIN G.F. POWDER	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
259055	VITAMIN E CAP 400IU ORAL CAPSULE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2035928	ULTRA CLEAR U.I. PWR	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
872113	SUMMIT GOLD TABLETS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
889571	VIVALMIN 2 TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2195763	ULTRA MAINTAIN VANILLA/BERRY FLAVOURED	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2239816	VITAMINES ET MINERAUX ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2023237	VITAMINS AND MINERALS FOR WOMEN TAB ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2135809	TOTAL LIVING CONCEPTS FORMULA ONE - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1994379	ULTRAVITE FORTE WITH MINERALS 29	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2240617	SHAKLEE BASICS PACK WITHOUT IRON	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231518	29 ESSENTIAL VITAMINS AND MINERALS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2244929	ADRIEN GAGNON MULTI-VITAMINES ET MINERAUX	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
299820	ANAPLEX TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2080265	AVON VITADVANCE MULTI-KIDS COMPLETE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2248781	AVON VITADVANCE MULTI-KIDS COMPLETE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
526673	CHILDRENS CHEWAB VITAMIN W CHEL MINERALS ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
701076	CENTRUM JR. COMPLETE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2166631	CENTRUM PROTEGRA - TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2232447	CENTURY PLUS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2236581	CHILDREN'S CHEWABLE MULTIVITAMINS AND MINERALS ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2039346	CHILDREN'S CHEWABLES TAB ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2167468	H.W. CHILDREN'S CHEWABLE MULTI VIT & MINERAL	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1949071	EXTRA ONCE A DAY	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2229773	FOR-2	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
887773	FORMULA 1	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2049678	FORMULA FORTE SENIOR TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2242768	E.S.T. COMPLEX	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2151227	FLINTSTONES MULTIPLE VITAMINS COMPLETE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231935	MEDIPRO	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2236843	MEGA BALANCE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2097532	MEGA BALANCE TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1985329	MULTI FLOW TABLETS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2244067	MULTICAPS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
529753	MULTIPLE VITAMIN PLUS MINERALS TAB ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2216000	MULTIPLE VITAMINS PLUS IRON - TAB ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2240236	MULTIPLE VITAMINS WITH MINERALS SENIOR FORMULA TABLETS ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2239852	MULTIPLUS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1985337	MULTIVITAMIN-MULTIMINERAL FORTE TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1961004	MULTIVITAMIN-MULTIMINERAL SELECT FORMULA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2237088	MULTIVITAMINES ET MINERAUX SENIOR / SENIOR MULTIVITAMINS AND MINERALS ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2240964	MULTIVITAMINS AND MINERALS - PLUS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2242780	MULTIVITAMINS AND MULTIMINERALS FORMULA FORTE TABLETS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2241624	MULTRA 50+	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2241014	MULTRA WITH IRON VITAMIN & MINERAL FORMULA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
792969	MAXINE VITAMIN AND MINERAL SUPPLEMENT	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2013010	MY FAVORITE MULTIPLE TABLETS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2230052	LIFECYCLES MULTI-VITAMIN & MINERALS FOR MEN - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2176637	ISOTONIX MULTITECH VITAMIN MINERAL SUPPLEMEN	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2205149	MAGNISEL - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
644005	LIQUID MULTI-VITA-MINS #2	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2242043	LUNA VITAMIN AND MINERAL BAR FOR WOMEN	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2146428	PRIME TIME - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1995839	PRENATAL VITAMIN AND MINERAL SUPPLEMENT TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1961055	ORIGINAL FORMULA TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2237407	REVITALIZE MULTI-VITAMIN AND MINERAL COMPLEX	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
889423	REVIVAL 1 TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2132044	OMNI-PAK-KIT-2 CAPS AND 6 TABS-KIT	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2243248	ONE A DAY ADVANCE FEM	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2245164	ONE PER DAY OMNIPLEX WITH BETA CAROTENE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2135795	ONE PER DAY OMNIPLEX WITH BETA CAROTENE-TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2043106	PARAMETTES ADULTS TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2238021	ONESOURCE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2238901	ONESOURCE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1910442	OPTIMA 18 TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2237706	OPTIMUM	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2244123	WOMEN'S	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2137801	SUPER MULTI-TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231563	SUPER THERA-M	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2165783	VASCARD - CAPSULE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1985310	TIMED REL SWISS ONE MULTIVI W/HVP CHEL MIN	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2229803	TIMED RELEASE ULTRA MEGA GOLD	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2228483	TIMED RELEASE ULTRA MEGA II - SRT	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2228475	TIMED RELEASE ULTRA MEGA II WITHOUT IRON-SRT	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1908537	SWISS ONE MULTIVITAMIN AND MINERAL CAPLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
508527	SWISS ONE TIMED RELEASE TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2030489	TIMED RELEASE VITA-VIM SRT	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2130424	ULTRA 25 -CAPLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2025604	VITAMIN/MINERAL SUPPLEMENT MP FORMULA TAB ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
611735	VITOGEN SPECTRUM FORTE TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2083213	TEEN FORMULA CAP	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2216744	ULTRACLEAR PLUS - PWR	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2237365	ULTRAVITE FORTE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2006812	VITA DAY TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1975978	VITA LEA CHEWABLES TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
575895	VITA VIM TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2168057	REGULAR FORMULA - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2241048	AM CAPS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1964984	COMPLETE ONE A DAY TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
554359	CHILDRENS CHEWABLE VITA-MINS ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
839167	CELLPRO CAP	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231568	CENTROVITE HIGH POTENCY	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2166666	CENTRUM TABLETS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2232446	CENTURY COMPLETE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2234265	CENTURY SILVER	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2241365	CLASSIC SWISS ONE 10 MULTIVITAMIN AND MINERAL TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
723916	CHILDREN'S CHEWABLE TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2237427	CHILDREN'S CHEWABLE VITAMINS COMPLETE ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2200252	HI POTENCY VITAMIN MINERAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2160781	HIGH POTENCY MULTIVIT. & MULTIMIN. WITH BETA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2242769	G.A.S. COMPLEX	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2231211	CHEWABLE MULTIVITAMINS + MINERALS TABLETS COMPLETE FORMULA SUGAR FREE ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
344222	GYNEDYN TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2205157	FOR KIDS ONLY CHEW.MULTIVIT.COMPLETE FMLA ORAL TABLET	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
1950843	ESSENTIAL BALANCE TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2236853	ESSENTIALS MEGA AO TABLETS	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2222493	E VITAMIN 400 I.U. (SYNTHETIC SOURCE)-CAP ORAL CAPSULE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2222523	E VITAMIN 800I.U.(SYNTHETIC SOURCE)-CAP ORAL CAPSULE	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2078864	FORMULE SPECIALE DE PHYTOBEC NO.1 CAP	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2218542	FORTE COMPLETE - TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
730343	NEO-VITES & MINERALS TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
2243730	MEGA AO FORMULA	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
844330	MEGA MULTIPLE VITAMINS & MIN TAB	Drug Product	A11AA03	multivitamins and other minerals, incl. combinations	ATC 5th	21600805		1	
