CONCEPT_NAME	CONCEPT_CODE_1	VOCABULARY_ID_1	CONCEPT_ID_2	PRECEDENCE	CONVERSION_FACTOR
Jamp-Flumazenil [Drug]	2431750	DPD	19055153	1	
Jamp-Fluoxetine [Drug]	2386402	DPD	755695	1	
Jamp-Fluoxetine [Drug]	2401894	DPD	755695	1	
Jamp-Folic Acid [Drug]	2366061	DPD	19111620	1	
Jamp-Fosinopril [Drug]	2331004	DPD	1363749	1	
Jamp-Fosinopril [Drug]	2331012	DPD	1363749	1	
Jamp-Gabapentin [Drug]	2361469	DPD	797399	1	
Jamp-Gabapentin [Drug]	2361485	DPD	797399	1	
Jamp-Gabapentin [Drug]	2361493	DPD	797399	1	
Jamp-Gabapentin Tablets [Drug]	2402289	DPD	797399	1	
Jamp-Gabapentin Tablets [Drug]	2402297	DPD	797399	1	
Jamp-Ibuprofen [Drug]	2401290	DPD	1177480	1	
Jamp-Indapamide [Drug]	2373904	DPD	978555	1	
Jamp-Indapamide [Drug]	2373912	DPD	978555	1	
Jamp-Irbesartan [Drug]	2418193	DPD	1347384	1	
Jamp-Irbesartan [Drug]	2418207	DPD	1347384	1	
Jamp-Irbesartan [Drug]	2418215	DPD	1347384	1	
Jamp-Irbesartan And Hydrochlorothiazide [Drug]	2418223	DPD	21601837	1	
Jamp-Irbesartan And Hydrochlorothiazide [Drug]	2418231	DPD	21601837	1	
Jamp-Irbesartan And Hydrochlorothiazide [Drug]	2418258	DPD	21601837	1	
Jamp-Lactulose [Drug]	2280078	DPD	987245	1	
Jamp-Lactulose [Drug]	2295881	DPD	987245	1	
Jamp-Letrozole [Drug]	2373009	DPD	1315946	1	
Jamp-Levetiracetam [Drug]	2403005	DPD	711584	1	
Jamp-Levetiracetam [Drug]	2403021	DPD	711584	1	
Jamp-Levetiracetam [Drug]	2403048	DPD	711584	1	
Jamp-Lisinopril [Drug]	2361531	DPD	1308216	1	
Jamp-Lisinopril [Drug]	2361558	DPD	1308216	1	
Jamp-Lisinopril [Drug]	2361566	DPD	1308216	1	
Jamp-Losartan [Drug]	2398834	DPD	1367500	1	
Jamp-Losartan [Drug]	2398842	DPD	1367500	1	
Jamp-Losartan [Drug]	2398850	DPD	1367500	1	
Jamp-Losartan Hctz [Drug]	2408244	DPD	21601834	1	
Jamp-Losartan Hctz [Drug]	2408252	DPD	21601834	1	
Jamp-Metformin [Drug]	2380196	DPD	1503297	1	
Jamp-Metformin [Drug]	2380218	DPD	1503297	1	
Jamp-Metformin Blackberry [Drug]	2380722	DPD	1503297	1	
Jamp-Metformin Blackberry [Drug]	2380730	DPD	1503297	1	
Jamp-Methotrexate [Drug]	2419173	DPD	1305058	1	
Jamp-Metoprolol-L [Drug]	2356813	DPD	1307046	1	
Jamp-Metoprolol-L [Drug]	2356821	DPD	1307046	1	
Jamp-Metoprolol-L [Drug]	2356848	DPD	1307046	1	
Jamp-Mirtazapine [Drug]	2368560	DPD	725131	1	
Jamp-Mirtazapine [Drug]	2368579	DPD	725131	1	
Jamp-Montelukast [Drug]	2391422	DPD	1154161	1	
Jamp-Montelukast [Drug]	2442353	DPD	1154161	1	
Jamp-Montelukast [Drug]	2442361	DPD	1154161	1	
Jamp-Moxifloxacin [Drug]	2443929	DPD	1716903	1	
Jamp-Mycophenolate [Drug]	2380382	DPD	19012565	1	
Jamp-Mycophenolate Capsules [Drug]	2386399	DPD	19012565	1	
Jamp-Nystatin Oral Suspension Usp [Drug]	2433443	DPD	922570	1	
Jamp-Omeprazole Dr [Drug]	2420198	DPD	923645	1	
Jamp-Ondansetron [Drug]	2313685	DPD	1000560	1	
Jamp-Ondansetron [Drug]	2313693	DPD	1000560	1	
Jamp-Ondansetron [Drug]	2420414	DPD	1000560	1	
Jamp-Ondansetron [Drug]	2420422	DPD	1000560	1	
Jamp-Oxcarbazepine [Drug]	2440717	DPD	718122	1	
Jamp-Oxcarbazepine [Drug]	2440725	DPD	718122	1	
Jamp-Oxcarbazepine [Drug]	2440733	DPD	718122	1	
Jamp-Pantoprazole [Drug]	2357054	DPD	948078	1	
Jamp-Pantoprazole [Drug]	2408414	DPD	948078	1	
Jamp-Paroxetine [Drug]	2368862	DPD	722031	1	
Jamp-Paroxetine [Drug]	2368870	DPD	722031	1	
Jamp-Paroxetine [Drug]	2368889	DPD	722031	1	
Jamp-Pioglitazone [Drug]	2365529	DPD	1525215	1	
Jamp-Pioglitazone [Drug]	2365537	DPD	1525215	1	
Jamp-Pioglitazone [Drug]	2397307	DPD	1525215	1	
Jamp-Pip/Taz [Drug]	2420430	DPD	21602866	1	
Jamp-Pravastatin [Drug]	2330954	DPD	1551860	1	
Jamp-Pravastatin [Drug]	2330962	DPD	1551860	1	
Jamp-Pravastatin [Drug]	2330970	DPD	1551860	1	
Jamp-Pregabalin [Drug]	2435977	DPD	734354	1	
Jamp-Pregabalin [Drug]	2435985	DPD	734354	1	
Jamp-Pregabalin [Drug]	2435993	DPD	734354	1	
Jamp-Pregabalin [Drug]	2436000	DPD	734354	1	
Jamp-Pregabalin [Drug]	2436019	DPD	734354	1	
Jamp-Pyrantel Pamoate [Drug]	2380617	DPD	1759270	1	
Jamp-Pyrantel Pamoate Suspension [Drug]	2412470	DPD	1759270	1	
Jamp-Quetiapine [Drug]	2330415	DPD	766814	1	
Jamp-Quetiapine [Drug]	2330423	DPD	766814	1	
Jamp-Quetiapine [Drug]	2330431	DPD	766814	1	
Jamp-Quetiapine [Drug]	2330458	DPD	766814	1	
Jamp-Quetiapine [Drug]	2330466	DPD	766814	1	
Jamp-Quinine [Drug]	2445190	DPD	1760616	1	
Jamp-Quinine [Drug]	2445204	DPD	1760616	1	
Jamp-Ramipril [Drug]	2331101	DPD	1334456	1	
Jamp-Ramipril [Drug]	2331128	DPD	1334456	1	
Jamp-Ramipril [Drug]	2331136	DPD	1334456	1	
Jamp-Ramipril [Drug]	2331144	DPD	1334456	1	
Jamp-Ramipril [Drug]	2440334	DPD	1334456	1	
Jamp-Risedronate [Drug]	2368552	DPD	19115051	1	
Jamp-Risperidone [Drug]	2359529	DPD	735979	1	
Jamp-Risperidone [Drug]	2359537	DPD	735979	1	
Jamp-Risperidone [Drug]	2359545	DPD	735979	1	
Jamp-Risperidone [Drug]	2359553	DPD	735979	1	
Jamp-Risperidone [Drug]	2359561	DPD	735979	1	
Jamp-Risperidone [Drug]	2359588	DPD	735979	1	
Jamp-Rizatriptan [Drug]	2380455	DPD	1154077	1	
Jamp-Rizatriptan [Drug]	2380463	DPD	1154077	1	
Jamp-Rizatriptan Ir [Drug]	2429233	DPD	1154077	1	
Jamp-Rizatriptan Ir [Drug]	2429241	DPD	1154077	1	
Jamp-Ropinirole [Drug]	2352338	DPD	713823	1	
Jamp-Ropinirole [Drug]	2352346	DPD	713823	1	
Jamp-Ropinirole [Drug]	2352354	DPD	713823	1	
Jamp-Ropinirole [Drug]	2352362	DPD	713823	1	
Jamp-Rosuvastatin [Drug]	2391252	DPD	1510813	1	
Jamp-Rosuvastatin [Drug]	2391260	DPD	1510813	1	
Jamp-Rosuvastatin [Drug]	2391279	DPD	1510813	1	
Jamp-Rosuvastatin [Drug]	2391287	DPD	1510813	1	
Jamp-Senna S [Drug]	2291215	DPD	21600551	1	
Jamp-Sertraline [Drug]	2357143	DPD	739138	1	
Jamp-Sertraline [Drug]	2357151	DPD	739138	1	
Jamp-Sertraline [Drug]	2357178	DPD	739138	1	
Jamp-Sildenafil [Drug]	2405660	DPD	1316262	1	
Jamp-Sildenafil [Drug]	2405679	DPD	1316262	1	
Jamp-Sildenafil [Drug]	2405687	DPD	1316262	1	
Jamp-Simvastatin [Drug]	2331020	DPD	1539403	1	
Jamp-Simvastatin [Drug]	2331039	DPD	1539403	1	
Jamp-Simvastatin [Drug]	2331047	DPD	1539403	1	
Jamp-Simvastatin [Drug]	2331055	DPD	1539403	1	
Jamp-Simvastatin [Drug]	2331063	DPD	1539403	1	
Jamp-Simvastatin [Drug]	2375591	DPD	1539403	1	
Jamp-Simvastatin [Drug]	2375605	DPD	1539403	1	
Jamp-Simvastatin [Drug]	2375613	DPD	1539403	1	
Jamp-Simvastatin [Drug]	2375621	DPD	1539403	1	
Jamp-Simvastatin [Drug]	2375648	DPD	1539403	1	
Jamp-Sotalol [Drug]	2368617	DPD	1370109	1	
Jamp-Sotalol [Drug]	2368625	DPD	1370109	1	
Jamp-Suppositories Children [Drug]	2437953	DPD	21603377	1	
Jamp-Tamsulosin [Drug]	2352419	DPD	924566	1	
Jamp-Terbinafine [Drug]	2357070	DPD	1741309	1	
Jamp-Timolol [Drug]	2447800	DPD	902427	1	
Jamp-Tobramycin [Drug]	2420287	DPD	902722	1	
Jamp-Topiramate [Drug]	2435608	DPD	742267	1	
Jamp-Topiramate [Drug]	2435616	DPD	742267	1	
Jamp-Topiramate [Drug]	2435624	DPD	742267	1	
Jamp-Valacyclovir [Drug]	2441454	DPD	1717704	1	
Jamp-Vancomycin [Drug]	2407744	DPD	1707687	1	
Jamp-Vancomycin [Drug]	2407752	DPD	1707687	1	
Jamp-Vancomycin [Drug]	2420295	DPD	1707687	1	
Jamp-Vancomycin [Drug]	2420309	DPD	1707687	1	
Jamp-Vancomycin [Drug]	2420317	DPD	1707687	1	
Jamp-Vancomycin [Drug]	2420325	DPD	1707687	1	
Jamp-Vitamin D [Drug]	2379007	DPD	19095164	1	
Jamp-Vitamin D [Drug]	2449072	DPD	19095164	1	
Jamp-Vitamin D [Drug]	2449080	DPD	19095164	1	
Jamp-Vitamin D [Drug]	2449099	DPD	19095164	1	
Jamp-Vitamin D [Drug]	2449102	DPD	19095164	1	
Jamp-Vitamin D [Drug]	2449110	DPD	19095164	1	
Jamp-Zolmitriptan [Drug]	2421623	DPD	1116031	1	
Jamp-Zolmitriptan Odt [Drug]	2428237	DPD	1116031	1	
Jamp-Zopiclone [Drug]	2356791	DPD	19044883	1	
Jamp-Zopiclone [Drug]	2356805	DPD	19044883	1	
Jamp-Zopiclone Tablets [Drug]	2406969	DPD	19044883	1	
Jamp-Zopiclone Tablets [Drug]	2406977	DPD	19044883	1	
Jamplyte 280 [Drug]	2378329	DPD	21600582	1	
Jamplyte [Drug]	2368234	DPD	21600582	1	
Jampocaine 2% Viscous Solution [Drug]	2427745	DPD	989878	1	
Jampocaine 5% [Drug]	2386836	DPD	989878	1	
Jampolycin [Drug]	2357569	DPD	915175	1	
Jampsoyl [Drug]	2358948	DPD	908523	1	
Jampsoyl Sugar Free [Drug]	2359154	DPD	908523	1	
Jampzinc-Hc [Drug]	2387239	DPD	975125	1	
Jamshidi Bone Marrow Biopsy Tray [Drug]	1975536	DPD	21604241	1	
Jamshidi Menghini Soft Tissue Biopsy Tray [Drug]	1975544	DPD	21604241	1	
Janssen	DPD123946	DPD	43132750	2	
Janssen	DPD123946	DPD	43132750	1	
Janssen	DPD123946	DPD	43132750	4	
Janssen	DPD123946	DPD	43132750	3	
Janumet	DPD123948	DPD	43525524	1	
Janumet [Drug]	2333856	DPD	21600772	1	
Janumet [Drug]	2333864	DPD	21600772	1	
Janumet [Drug]	2333872	DPD	21600772	1	
Janumet Xr	DPD123949	DPD	43525524	1	
Janumet Xr [Drug]	2416786	DPD	21600772	1	
Janumet Xr [Drug]	2416794	DPD	21600772	1	
Janumet Xr [Drug]	2416808	DPD	21600772	1	
Januvia	DPD123950	DPD	19089883	1	
Januvia [Drug]	2303922	DPD	1580747	1	
Januvia [Drug]	2388839	DPD	1580747	1	
Januvia [Drug]	2388847	DPD	1580747	1	
Japanese Encephalitis Virus Vaccine, Inactivated	DPD134917	DPD	19047598	1	
Jardiance	DPD123951	DPD	45774755	1	
Jardiance [Drug]	2443937	DPD	45774751	1	
Jardiance [Drug]	2443945	DPD	45774751	1	
Jatropha Curcas	DPD134918	DPD	46276345	1	
Jaydess	DPD123952	DPD	21016141	1	
Jaydess [Drug]	2408295	DPD	21602449	1	
Je-Vax 1 Dose	DPD123955	DPD	19070385	1	
Je-Vax 1 Dose [Drug]	2048744	DPD	21601332	1	
Jean Murrat Shampooing Anti-Pelliculaire [Drug]	2241496	DPD	944360	1	
Jectofer	DPD123957	DPD	21014941	1	
Jectofer 50 Mg/Ml [Drug]	1910	DPD	21601101	1	
Jencycla [Drug]	2441306	DPD	1521369	1	
Jentadueto	DPD123960	DPD	43525492	1	
Jentadueto [Drug]	2403250	DPD	40251677	1	
Jentadueto [Drug]	2403269	DPD	40251677	1	
Jentadueto [Drug]	2403277	DPD	40251677	1	
Jequirity	DPD134919	DPD	42898259	1	
Jetrea	DPD123962	DPD	42901144	1	
Jetrea [Drug]	2410818	DPD	42904298	1	
Jevtana	DPD123964	DPD	40222766	1	
Jevtana [Drug]	2369524	DPD	40222431	1	
Jiffy Toothache Drops [Drug]	485772	DPD	21600045	1	
Jinarc	DPD123966	DPD	21018180	1	
Jinarc [Drug]	2437503	DPD	19036797	1	
Jinarc [Drug]	2437511	DPD	19036797	1	
Jinarc [Drug]	2437538	DPD	19036797	1	
Johnson & Johnson	DPD123969	DPD	21020231	1	
Johnson & Johnson	DPD123969	DPD	21020231	2	
Johnson & Johnson	DPD123969	DPD	21020231	3	
Johnson & Johnson - Merck Consumer Pharmaceuticals Of Canada	DPD123970	DPD	44024277	1	
Johnson & Johnson Medical Products	DPD123971	DPD	21020231	2	
Joint Comfort [Drug]	2238377	DPD	21604068	1	
Jonesia Asoca	DPD134920	DPD	1718841	1	
Jouvence Crm 2% [Drug]	542032	DPD	976778	1	
Jubilant Generics	DPD123977	DPD	43132581	1	
Jublia	DPD123979	DPD	45775084	1	
Jublia [Drug]	2413388	DPD	21601919	1	
Juglans Cinerea	DPD134921	DPD	42899478	1	
Juglans Nigra	DPD134922	DPD	43013711	1	
Juglans Pulv	DPD134923	DPD	43532432	1	
Juglans Regia	DPD134924	DPD	43560559	1	
Juglans Regia, Flos	DPD134925	DPD	43560559	1	
Jungamals - Tab [Drug]	2181347	DPD	21600805	1	
Junior Multi Vitamins - Regular [Drug]	2243510	DPD	21600809	1	
Junior Strength Acetaminophen Fruit Flav.Tab [Drug]	2216779	DPD	1125315	1	
Junior Strength Acetaminophen Tablets [Drug]	2230934	DPD	1125315	1	
Junior Strength Acetaminophen Tablets-160mg [Drug]	2142805	DPD	1125315	1	
Junior Strength Advil [Drug]	2246403	DPD	1177480	1	
Junior Strength Advil Fever From Colds Or Flu [Drug]	2328429	DPD	1177480	1	
Junior Strength Allergy Formula [Drug]	2328895	DPD	1129625	1	
Junior Strength Allergy Tablets [Drug]	2247762	DPD	1129625	1	
Junior Strength Chewable Acetaminophen Tablets Usp 160mg [Drug]	2252821	DPD	1125315	1	
Junior Strength Children'S Acetaminophen Tablets [Drug]	2447819	DPD	1125315	1	
Junior Strength Cold Dm  -  Tablet [Drug]	2159538	DPD	21604348	1	
Junior Strength Meltables [Drug]	2326418	DPD	1125315	1	
Junior Strength Motrin	DPD123989	DPD	19042617	1	
Junior Strength Motrin Caplets [Drug]	2240527	DPD	1177480	1	
Junior Strength Motrin Chewable Tablet 100mg [Drug]	2243179	DPD	1177480	1	
Junior Strength Motrin Chewable Tablets [Drug]	2247344	DPD	1177480	1	
Junior Strength Tylenol Chewable Tablets [Drug]	1967819	DPD	1125315	1	
Junior Strength Tylenol Cold And Cough [Drug]	2277085	DPD	1125315	1	
Junior Strength Tylenol Cold And Cough [Drug]	890677	DPD	21604348	1	
Junior Strength Tylenol Complete Cold, Cough & Fever [Drug]	2371073	DPD	21604348	1	
Junior Strength Tylenol Decongestant - Tab [Drug]	2230119	DPD	21604348	1	
Junior'S Acetaminophen Easymelt Tablets [Drug]	2378736	DPD	1125315	1	
Junior'S Chewable Acetaminophen Tablets (160mg - Grape Flavour) [Drug]	2231340	DPD	1125315	1	
Junior'S Chewable Acetaminophen Tablets [Drug]	2237668	DPD	1125315	1	
Juniper Berries	DPD134926	DPD	42900482	1	
Juniper Tar	DPD134927	DPD	19084696	1	
Juniperus Virginiana	DPD134928	DPD	42903750	1	
Juno Otc	DPD123993	DPD	43254566	1	
Jupiter Pain Patch [Drug]	2275198	DPD	21604064	1	
Jurnista	DPD123996	DPD	43253275	1	
Jurnista [Drug]	2337266	DPD	1126658	1	
Jurnista [Drug]	2337274	DPD	1126658	1	
Jurnista [Drug]	2337282	DPD	1126658	1	
Jurnista [Drug]	2337290	DPD	1126658	1	
Juxtapid	DPD123999	DPD	43012787	1	
Juxtapid [Drug]	2420341	DPD	43013119	1	
Juxtapid [Drug]	2420376	DPD	43013119	1	
Juxtapid [Drug]	2420384	DPD	43013119	1	
K	K	DPD	8510	1	1000
K C1-Rougier [Drug]	26808	DPD	19049105	1	
K Lor Granules 20meq [Drug]	481211	DPD	19049105	1	
K Lyte Cl Pwr [Drug]	464813	DPD	19049105	1	
K Lyte Tab Lime & Orange Flav [Drug]	477117	DPD	976545	1	
K-Dur	DPD124003	DPD	19062566	1	
K-Dur [Drug]	713376	DPD	19049105	1	
K-Lyte Cl	DPD124004	DPD	19070444	2	
K-Lyte Cl	DPD124004	DPD	44817900	1	
K-Lyte Cl [Drug]	2089580	DPD	19049105	1	
K-Med 900 Tab 900mg [Drug]	810231	DPD	19049105	1	
K-Med [Drug]	771945	DPD	21600883	1	
K.L. Vitamin-Mineral [Drug]	2240707	DPD	21600805	1	
Kabikinase	DPD124008	DPD	19042703	1	
Kabikinase - Pws 1500000units/Vial [Drug]	2126141	DPD	19136187	1	
Kabikinase - Pws 250000 Unit/Vial [Drug]	2126125	DPD	19136187	1	
Kabikinase - Pws 750000units/Vial [Drug]	2126133	DPD	19136187	1	
Kadcyla	DPD124009	DPD	43525373	1	
Kadcyla [Drug]	2412365	DPD	43525787	1	
Kadian	DPD124010	DPD	19045346	1	
Kadian [Drug]	2184435	DPD	1110410	1	
Kadian [Drug]	2184443	DPD	1110410	1	
Kadian [Drug]	2184451	DPD	1110410	1	
Kadian [Drug]	2242163	DPD	1110410	1	
Kalenite Capsules [Drug]	2011050	DPD	21600537	1	
Kaletra	DPD124015	DPD	19071596	1	
Kalium Durules Srt 750mg [Drug]	471496	DPD	19049105	1	
Kalm Caps [Drug]	628980	DPD	21604670	1	
Kalmia Latifolia	DPD134933	DPD	42899508	1	
Kalydeco	DPD124056	DPD	42705869	1	
Kalydeco [Drug]	2397412	DPD	42709323	1	
Kalydeco [Drug]	2442612	DPD	42709323	1	
Kalydeco [Drug]	2442620	DPD	42709323	1	
Kama Caze Syrup [Drug]	2200198	DPD	21600855	1	
Kama Sutra Pleasure Balm	DPD124058	DPD	40236882	1	
Kamu Jay Liq 300mg/Tsp [Drug]	309761	DPD	19011773	1	
Kamu Jay Multi Complex Tab [Drug]	2039192	DPD	21600855	1	
Kamu Jay Tab 150mg [Drug]	406902	DPD	19011773	1	
Kanga C [Drug]	2241401	DPD	19011773	1	
Kanga Sport Vitamins B & C Plus Minerals [Drug]	2241449	DPD	21600855	1	
Kanga-B Vitamin B Group + C [Drug]	2241467	DPD	21600831	1	
Kanga-Kid Multi-Vitamin & Mineral [Drug]	2241474	DPD	21600855	1	
Kanga-Kid Vitamin C [Drug]	2241399	DPD	19011773	1	
Kanga-Kid Vitamins & Iron [Drug]	2241400	DPD	21600855	1	
Kanga-V Multivitamins & Minerals [Drug]	2241448	DPD	21600855	1	
Kank-A [Drug]	2024659	DPD	21600045	1	
Kaochlor	DPD124065	DPD	19070592	1	
Kaochlor-10 [Drug]	2063859	DPD	19049105	1	
Kaochlor-20 [Drug]	2064502	DPD	19049105	1	
Kaolin	DPD134934	DPD	984801	1	
Kaolin And Pectin Susp [Drug]	95052	DPD	21600638	1	
Kaolin Mixture W Pectin Nf [Drug]	238651	DPD	21600638	1	
Kaolin Pectin Sus [Drug]	412570	DPD	21600638	1	
Kaon [Drug]	2063840	DPD	19059547	1	
Kaopectate	DPD124066	DPD	19003879	1	
Kaopectate Chewable Tab 300mg [Drug]	875058	DPD	933794	1	
Kaopectate Chewable Tablets 300mg [Drug]	2229948	DPD	933794	1	
Kaopectate Extra Strength	DPD124067	DPD	19046567	1	
Kaopectate Extra Strength	DPD124067	DPD	19003879	2	
Kaopectate Extra Strength Sus [Drug]	1942212	DPD	933794	1	
Kaopectate Extra Strength Tab 750mg [Drug]	822531	DPD	933794	1	
Kaopectate Liq 600mg/15ml [Drug]	836656	DPD	933794	1	
Kaopectate Tablet - 600mg [Drug]	2229953	DPD	933794	1	
Kaopectate Tablets 600mg [Drug]	730955	DPD	933794	1	
Karacil Pwr 50% [Drug]	387177	DPD	21600555	1	
Karidium	DPD124069	DPD	19070628	1	
Karidium Apf Gel Grape Flv [Drug]	437840	DPD	19069022	1	
Karidium Liquid [Drug]	25933	DPD	19069022	1	
Karidium Tab 1mg [Drug]	25968	DPD	19069022	1	
Karigel [Drug]	387282	DPD	19069022	1	
Karticaine [Drug]	2339536	DPD	21604245	1	
Karticaine Forte [Drug]	2339544	DPD	21604245	1	
Kato Pws 1.5gm [Drug]	632996	DPD	19049105	1	
Kava	DPD134935	DPD	1307026	1	
Kayexalate	DPD124075	DPD	19067301	1	
Kayexalate [Drug]	2026961	DPD	45775570	1	
Kaz Inhalant [Drug]	397326	DPD	21603443	1	
Kazano	DPD124078	DPD	43525478	1	
Kazano [Drug]	2417219	DPD	43534749	1	
Kazano [Drug]	2417227	DPD	43534749	1	
Kazano [Drug]	2417235	DPD	43534749	1	
Kc Vitamin And Mineral Supplement [Drug]	2243604	DPD	21600855	1	
Kcl Solution A 20% [Drug]	441821	DPD	19049105	1	
Keflex	DPD124082	DPD	19045251	1	
Keflex [Drug]	15547	DPD	1786621	1	
Keflex [Drug]	244392	DPD	1786621	1	
Keflex [Drug]	35645	DPD	1786621	1	
Keflex [Drug]	403628	DPD	1786621	1	
Keflin Add-Vantage	DPD124083	DPD	19088754	1	
Keflin Add-Vantage Inj 1gm/Vial [Drug]	752525	DPD	19086759	1	
Keflin Neutral	DPD124084	DPD	19088754	1	
Keflin Neutral Inj 1gm [Drug]	15369	DPD	19086759	1	
Keflin Neutral Inj 2gm/Vial [Drug]	244406	DPD	19086759	1	
Kefurox	DPD124085	DPD	19048449	1	
Kefurox [Drug]	1927256	DPD	1778162	1	
Kefurox [Drug]	1927264	DPD	1778162	1	
Kefurox [Drug]	1986082	DPD	1778162	1	
Kefurox Inj Pws 1.5gm/Add-Vantage Vial [Drug]	1940252	DPD	1778162	1	
Kefurox Inj Pws 750mg/Add-Vantage Vial [Drug]	1935828	DPD	1778162	1	
Kefzol	DPD124087	DPD	19046606	1	
Kefzol [Drug]	322288	DPD	1771162	1	
Kefzol [Drug]	322296	DPD	1771162	1	
Kefzol [Drug]	411450	DPD	1771162	1	
Kefzol Add-Vantage	DPD124088	DPD	19046606	1	
Kefzol Add-Vantage Inj 1gm/Vial [Drug]	411442	DPD	1771162	1	
Kefzol Add-Vantage Inj 500mg/Vial [Drug]	411434	DPD	1771162	1	
Kellett Clarifying Acne Treatment [Drug]	2357992	DPD	918172	1	
Kelp	DPD134936	DPD	19006855	1	
Kelp Tablets 150mcg [Drug]	534617	DPD	21602774	1	
Kemadrin	DPD124093	DPD	19085254	1	
Kemadrin Elx	DPD124094	DPD	19085254	1	
Kemadrin Elx [Drug]	4405	DPD	752276	1	
Kemadrin Tab 5mg [Drug]	4758	DPD	752276	1	
Kemsol Liquid 70% [Drug]	376167	DPD	928980	1	
Kenacomb	DPD124096	DPD	43253203	1	
Kenacomb Cream [Drug]	1999850	DPD	21602164	1	
Kenacomb Mild Cream [Drug]	1999842	DPD	21602164	1	
Kenacomb Mild Ointment [Drug]	1999834	DPD	21602164	1	
Kenacomb Ointment [Drug]	1999826	DPD	21602164	1	
Kenacomb Ont [Drug]	245267	DPD	21602164	1	
Kenalog	DPD124098	DPD	19044232	1	
Kenalog Cream	DPD124099	DPD	19044232	1	
Kenalog Cream 0.1% [Drug]	1999818	DPD	903963	1	
Kenalog In Orabase	DPD124100	DPD	19044232	1	
Kenalog In Orabase 0.1% [Drug]	1999788	DPD	903963	1	
Kenalog Ointment 0.1% [Drug]	1999796	DPD	903963	1	
Kenalog Ont 0.1% [Drug]	29572	DPD	903963	1	
Kenalog-10 Injection 10mg/Ml [Drug]	1999761	DPD	903963	1	
Kenalog-40 Injection 40mg/Ml [Drug]	1999869	DPD	903963	1	
Kenra Dandruff Shampoo [Drug]	2237909	DPD	944360	1	
Kepivance	DPD124107	DPD	19073149	1	
Kepivance [Drug]	2274221	DPD	19038562	1	
Keppra	DPD124108	DPD	19099447	1	
Keppra [Drug]	2247027	DPD	711584	1	
Keppra [Drug]	2247028	DPD	711584	1	
Keppra [Drug]	2247029	DPD	711584	1	
Keralyt Gel 6% [Drug]	1909134	DPD	21602336	1	
Kerasal Topical Solution [Drug]	1978357	DPD	21601976	1	
Keri Fast Absorbing - Aha - Lot 5% [Drug]	2209195	DPD	21601978	1	
Keri Fast Absorbing - Lot [Drug]	2209209	DPD	21601970	1	
Keri Lotion [Drug]	2126117	DPD	21601972	1	
Keri Original - Aha - Lotion 5% [Drug]	2209225	DPD	21601978	1	
Kerosine	DPD134937	DPD	42900483	1	
Ketalar	DPD124113	DPD	19085630	1	
Ketalar [Drug]	224391	DPD	785649	1	
Ketalar [Drug]	224405	DPD	785649	1	
Ketamine Hydrochloride	DPD134938	DPD	785649	1	
Ketamine Hydrochloride Injection Sdz [Drug]	2387301	DPD	785649	1	
Ketamine Hydrochloride Injection Sdz [Drug]	2387328	DPD	785649	1	
Ketamine Hydrochloride Injection Sdz [Drug]	2387336	DPD	785649	1	
Ketamine Hydrochloride Injection Usp [Drug]	2246795	DPD	785649	1	
Ketamine Hydrochloride Injection Usp [Drug]	2246796	DPD	785649	1	
Ketazolam	DPD134939	DPD	19003946	1	
Ketek	DPD124114	DPD	19058362	1	
Ketek [Drug]	2247520	DPD	1702911	1	
Ketoconazole	DPD134940	DPD	985708	1	
Ketoderm Cream 2% [Drug]	2245662	DPD	985708	1	
Ketoprofen	DPD134941	DPD	1185922	1	
Ketoprofen [Drug]	790427	DPD	1185922	1	
Ketoprofen Sr [Drug]	2172577	DPD	1185922	1	
Ketoprofen Suppositories [Drug]	2236965	DPD	1185922	1	
Ketoprofen Suppositories [Drug]	2237011	DPD	1185922	1	
Ketoprofen-E [Drug]	790435	DPD	1185922	1	
Ketoprofen-E [Drug]	842664	DPD	1185922	1	
Ketoprofen-E Ect 100mg [Drug]	2084198	DPD	1185922	1	
Ketoprofen-E Ect 50mg [Drug]	2084171	DPD	1185922	1	
Ketoprofen-Sr - Srt  200mg [Drug]	2210487	DPD	1185922	1	
Ketorolac [Drug]	2229080	DPD	1136980	1	
Ketorolac [Drug]	2245821	DPD	1136980	1	
Ketorolac Tromethamine	DPD134942	DPD	1136980	1	
Ketorolac Tromethamine Injection Usp [Drug]	2239943	DPD	1136980	1	
Ketorolac Tromethamine Injection Usp [Drug]	2239944	DPD	1136980	1	
Ketorolac Tromethamine Injection, Usp [Drug]	2244947	DPD	1136980	1	
Ketorolac Tromethamine Injection, Usp [Drug]	2390582	DPD	1136980	1	
Ketorolac Tromethamine Injection, Usp [Drug]	2443376	DPD	1136980	1	
Ketotifen Fumarate	DPD134943	DPD	986117	1	
Ketotifen Ophthalmic Solution [Drug]	2400871	DPD	986117	1	
Keytruda	DPD124120	DPD	45775969	1	
Keytruda [Drug]	2441152	DPD	21603754	1	
KG	KG	DPD	8576	1	1000000
Kidmag Vitamins W Magnesium Tab [Drug]	748242	DPD	21600855	1	
Kidney	DPD134944	DPD	42899871	2	
Kidney	DPD134944	DPD	42898627	1	
Kidrolase	DPD124124	DPD	43127757	1	
Kidrolase [Drug]	1926438	DPD	19012585	1	
Kids Chewable Cal/Mag [Drug]	2243733	DPD	21600874	1	
Kids Chewable Iron [Drug]	2243665	DPD	21600913	1	
