FO_PRD_ID	PRD_NAME	MOL_NAME	INGREDIENT_CONCEPT_CODE	CONCEPT_NAME	BOX_SIZE	AMOUNT_VALUE	AMOUNT_UNIT	NUMERATOR_VALUE	NUMERATOR_UNIT	DENOMINATOR_VALUE	DENOMINATOR_UNIT	VALID_DS
18027	ALGINIC ACID/MAGNESIUM TRISILICATE 250MG/12.5MG	ALGINATE/ALUMINIUM HYDROXIDE/MAGNESIUM TRISILICATE/SODIUM BICARBONATE	OMOP2855779	SODIUM BICARBONATE								1
18028	ALGINIC ACID/MAGNESIUM TRISILICATE 250MG/12.5MG	ALGINATE/ALUMINIUM HYDROXIDE/MAGNESIUM TRISILICATE/SODIUM BICARBONATE	OMOP2853260	MAGNESIUM TRISILICATE								1
18028	ALGINIC ACID/MAGNESIUM TRISILICATE 250MG/12.5MG	ALGINATE/ALUMINIUM HYDROXIDE/MAGNESIUM TRISILICATE/SODIUM BICARBONATE	OMOP2849174	ALUMINIUM HYDROXIDE		12.5	MG					1
18028	ALGINIC ACID/MAGNESIUM TRISILICATE 250MG/12.5MG	ALGINATE/ALUMINIUM HYDROXIDE/MAGNESIUM TRISILICATE/SODIUM BICARBONATE	OMOP2855779	SODIUM BICARBONATE								1
18028	ALGINIC ACID/MAGNESIUM TRISILICATE 250MG/12.5MG	ALGINATE/ALUMINIUM HYDROXIDE/MAGNESIUM TRISILICATE/SODIUM BICARBONATE	OMOP2849105	ALGINATE		250	MG					1
18061	HYDROGEN PEROXIDE/SORBITOL/ETHANOL 1.5%/70%/(44	ETHANOL/HYDROGEN PEROXIDE/SACCHARIN/SORBITOL	OMOP2852488	HYDROGEN PEROXIDE				700	MG		ML	1
18061	HYDROGEN PEROXIDE/SORBITOL/ETHANOL 1.5%/70%/(44	ETHANOL/HYDROGEN PEROXIDE/SACCHARIN/SORBITOL	OMOP2851613	ETHANOL				15	MG		ML	1
18061	HYDROGEN PEROXIDE/SORBITOL/ETHANOL 1.5%/70%/(44	ETHANOL/HYDROGEN PEROXIDE/SACCHARIN/SORBITOL	OMOP2855837	SORBITOL								1
18061	HYDROGEN PEROXIDE/SORBITOL/ETHANOL 1.5%/70%/(44	ETHANOL/HYDROGEN PEROXIDE/SACCHARIN/SORBITOL	OMOP2855498	SACCHARIN								1
18161	SODIUM BICARBONATE/TARTARIC ACID/C 1.76G/890MG/	CITRIC ACID/SODIUM BICARBONATE/SODIUM CITRATE/TARTARIC ACID	OMOP2850596	CITRIC ACID		1.76	G					1
18161	SODIUM BICARBONATE/TARTARIC ACID/C 1.76G/890MG/	CITRIC ACID/SODIUM BICARBONATE/SODIUM CITRATE/TARTARIC ACID	OMOP2856070	TARTARIC ACID								1
18161	SODIUM BICARBONATE/TARTARIC ACID/C 1.76G/890MG/	CITRIC ACID/SODIUM BICARBONATE/SODIUM CITRATE/TARTARIC ACID	OMOP2855779	SODIUM BICARBONATE		890	MG					1
18161	SODIUM BICARBONATE/TARTARIC ACID/C 1.76G/890MG/	CITRIC ACID/SODIUM BICARBONATE/SODIUM CITRATE/TARTARIC ACID	OMOP2855786	SODIUM CITRATE								1
18251	CHONDROITIN SULFATE/GLUCOSAMINE SU 100MG/1.200M	CHONDROITIN/GLUCOSAMINE/PROLINE/ZINGIBER OFFICINALE	OMOP2856869	ZINGIBER OFFICINALE								1
18251	CHONDROITIN SULFATE/GLUCOSAMINE SU 100MG/1.200M	CHONDROITIN/GLUCOSAMINE/PROLINE/ZINGIBER OFFICINALE	OMOP2855033	PROLINE								1
18251	CHONDROITIN SULFATE/GLUCOSAMINE SU 100MG/1.200M	CHONDROITIN/GLUCOSAMINE/PROLINE/ZINGIBER OFFICINALE	OMOP2852220	GLUCOSAMINE		1.2	MG					1
18251	CHONDROITIN SULFATE/GLUCOSAMINE SU 100MG/1.200M	CHONDROITIN/GLUCOSAMINE/PROLINE/ZINGIBER OFFICINALE	OMOP2850518	CHONDROITIN		100	MG					1
18449	MENTHOL LIQUID 2G/100ML	EUCALYPTUS OIL/MENTHOL	OMOP2853401	MENTHOL		100	ML					1
18545	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-?/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2849725	BAMBOO								1
59030	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2849540	ASCORBATE		3.5	MG					1
59030	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2855126	PYRIDOXINE								1
59030	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2850505	CHOLECALCIFEROL		6	MG					1
59030	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2855694	SILICON DIOXIDE								1
59030	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2849912	BIOTIN		5	MG					1
59030	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2856283	TOCOPHEROL								1
59030	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2856468	UBIDECARENONE								1
59030	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2856858	ZINC								1
59030	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2856215	THIAMINE								1
59030	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2855353	RIBOFLAVIN								1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2850522	CHROMIUM		50	MCG					1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2852687	IODINE		50	U					1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2850505	CHOLECALCIFEROL		6	MG					1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2853245	MAGNESIUM								1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2853274	MANGANESE								1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2855336	RETINOL								1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2849912	BIOTIN		5	MG					1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2855694	SILICON DIOXIDE								1
18545	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-?/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2850139	CAMPHOR								1
18545	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-?/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2851626	EUCALYPTUS OIL								1
18545	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-?/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2853401	MENTHOL								1
18545	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-?/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2849107	ALISMA								1
18545	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-?/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2853475	METHYL SALICYLATE								1
18545	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-?/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2855990	SUNFLOWER								1
18642	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2853475	METHYL SALICYLATE								1
18642	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2853401	MENTHOL								1
18642	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2851626	EUCALYPTUS OIL								1
18642	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2855990	SUNFLOWER								1
18642	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2849107	ALISMA								1
18642	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2850139	CAMPHOR								1
18642	CAMPHOR/EUCALYPTUS/METHYL SALICYLATE/MENTHOL/ALISMA PLANTAGO AQUATICA OIL 10MG-0.05ML-0.17MG-10MG-50MCG-50MCG-/ML	ALISMA/BAMBOO/CAMPHOR/EUCALYPTUS OIL/MENTHOL/METHYL SALICYLATE/SUNFLOWER	OMOP2849725	BAMBOO								1
18655	OLIVE OIL/SOYA OIL/EGG LECITHIN/GL 160G-40G-12G	GLYCEROL/LECITHIN/OLIVE OIL/SODIUM OLEATE/SOYA OIL	OMOP2852979	LECITHIN		40	G					1
18655	OLIVE OIL/SOYA OIL/EGG LECITHIN/GL 160G-40G-12G	GLYCEROL/LECITHIN/OLIVE OIL/SODIUM OLEATE/SOYA OIL	OMOP2854207	OLIVE OIL		12	G					1
18655	OLIVE OIL/SOYA OIL/EGG LECITHIN/GL 160G-40G-12G	GLYCEROL/LECITHIN/OLIVE OIL/SODIUM OLEATE/SOYA OIL	OMOP2855849	SOYA OIL								1
18655	OLIVE OIL/SOYA OIL/EGG LECITHIN/GL 160G-40G-12G	GLYCEROL/LECITHIN/OLIVE OIL/SODIUM OLEATE/SOYA OIL	OMOP2852248	GLYCEROL		160	G					1
18655	OLIVE OIL/SOYA OIL/EGG LECITHIN/GL 160G-40G-12G	GLYCEROL/LECITHIN/OLIVE OIL/SODIUM OLEATE/SOYA OIL	OMOP2855792	SODIUM OLEATE								1
18789	MAGNESIUM/MANGANESE TABLET 320MG/5MG	MAGNESIUM/MANGANESE/PYRIDOXINE	OMOP2855126	PYRIDOXINE								1
18789	MAGNESIUM/MANGANESE TABLET 320MG/5MG	MAGNESIUM/MANGANESE/PYRIDOXINE	OMOP2853245	MAGNESIUM		320	MG					1
18789	MAGNESIUM/MANGANESE TABLET 320MG/5MG	MAGNESIUM/MANGANESE/PYRIDOXINE	OMOP2853274	MANGANESE		5	MG					1
18878	SARNA LOTION 0.5%/0.5%/0.	CAMPHOR/MENTHOL/PHENOL	OMOP2853401	MENTHOL				5	MG		ML	1
18878	SARNA LOTION 0.5%/0.5%/0.	CAMPHOR/MENTHOL/PHENOL	OMOP2854723	PHENOL								1
18878	SARNA LOTION 0.5%/0.5%/0.	CAMPHOR/MENTHOL/PHENOL	OMOP2850139	CAMPHOR				5	MG		ML	1
18909	SCHERIPROCT OINTMENT 1.9MG-5MG-10MG/G	CINCHOCAINE/PREDNISOLONE	OMOP2854937	PREDNISOLONE								1
18909	SCHERIPROCT OINTMENT 1.9MG-5MG-10MG/G	CINCHOCAINE/PREDNISOLONE	OMOP2850551	CINCHOCAINE								1
18914	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 250MG/5MG/50	CYANOCOBALAMIN/DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2855126	PYRIDOXINE								1
18914	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 250MG/5MG/50	CYANOCOBALAMIN/DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2851080	DEXPANTHENOL		5	MG					1
18914	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 250MG/5MG/50	CYANOCOBALAMIN/DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2855353	RIBOFLAVIN								1
18914	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 250MG/5MG/50	CYANOCOBALAMIN/DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2851246	DISODIUM EDETATE								1
18914	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 250MG/5MG/50	CYANOCOBALAMIN/DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2856215	THIAMINE								1
18914	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 250MG/5MG/50	CYANOCOBALAMIN/DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2850883	CYANOCOBALAMIN		250	MG					1
18914	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 250MG/5MG/50	CYANOCOBALAMIN/DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2853972	NICOTINAMIDE								1
18915	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 10MG/5MG/100	DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2851080	DEXPANTHENOL		10	MG					1
18915	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 10MG/5MG/100	DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2853972	NICOTINAMIDE								1
18915	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 10MG/5MG/100	DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2856215	THIAMINE								1
18915	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 10MG/5MG/100	DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2851246	DISODIUM EDETATE		5	MG					1
18915	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 10MG/5MG/100	DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2855126	PYRIDOXINE								1
18915	THIAMINE HYDROCHLORIDE/RIBOFLAVINE 10MG/5MG/100	DEXPANTHENOL/DISODIUM EDETATE/NICOTINAMIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE	OMOP2855353	RIBOFLAVIN								1
19091	IRON AMINO ACID CHELATE/THIAMINE/R 60MG/1.5MG/1	ASCORBATE/CHOLECALCIFEROL/CYANOCOBALAMIN/FOLATE/IRON CHELATE/MAGNESIUM/NICOTINAMIDE/POTASSIUM IODIDE/PYRIDOXINE/RIBOFLAVIN/THIAMINE/ZINC	OMOP2851945	FOLATE								1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2856858	ZINC								1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2854526	PANTOTHENATE								1
59031	PROACTIVE MULTI FOR 50+ CAPSULE 2.500 UNITS/3.5MG/5MG/30MG/16.5MG/6MG/50MCG/120MG/400 UNITS/50 UNITS/150MCG/6...	ASCORBATE/BIOTIN/BORATE/CALCIUM/CHOLECALCIFEROL/CHROMIUM/CYANOCOBALAMIN/FOLATE/IODINE/IRON/MAGNESIUM/MANGANESE/NICOTINIC ACID/PANTOTHENATE/PYRIDOXINE/RETINOL/RIBOFLAVIN/SELENIUM/SILICON DIOXIDE/THIAMINE/TOCOPHEROL/UBIDECARENONE/ZINC	OMOP2853972	NICOTINAMIDE								1
