CONCEPT_NAME	DUMMY	CONCEPT_ID	RXNE_NAME	PRECEDENCE
NUROFEN COLD & FLU		21016480	Nurofen	
NUROFEN COLD & FLU PE		21016480	Nurofen	
NUROFEN FOR CHILDREN 1-5 YEARS		21016480	Nurofen	
NUROFEN FOR CHILDREN 5-12 YEARS		19054055	Nurofen For Children	
NUROFEN FOR CHILDREN BABY 3 MONTHS + DROPS		19054055	Nurofen For Children	
NUROFEN FOR CHILDREN BABY 3+ MONTHS		19054055	Nurofen For Children	
NUROFEN FOR CHILDREN MELTLETS		19054055	Nurofen For Children	
NUROFEN JUNIOR		21016480	Nurofen	
NUROFEN MELTLETS		21016480	Nurofen	
NUROFEN MIGRAINE PAIN		21016480	Nurofen	
NUROFEN PERIOD PAIN		21016480	Nurofen	
NUROFEN PLUS		21016480	Nurofen	
NUROFEN SINUS PAIN PE		21016480	Nurofen	
NUROFEN TENSION HEADACHE		21016480	Nurofen	
NUROFEN ZAVANCE		21016480	Nurofen	
NUROLASTS		43253644	Nurolasts Period Pain	
NYEFAX 20		43253652	Nyefax	
OCUVITE PRESERVISION		40170105	Ocuvite	
ODABAN-ANTI-PERSPIRANT		21017210	Odaban	
OESTRADIOL	ing			
OESTRADIOL FUSED CRYSTALLINE	ing			
OESTRADIOL HEMIHYDRATE	ing			
OESTRADIOL IMPLANT	ing			
OESTRADIOL VALERATE	ing			
OLMETEC PLUS		21017495	Olmetec	
OMEGA 3:6:9		40812687	Omega 3 6	
OMEGA OILS 3,6,m		40812687	Omega 3 6	
OMEPRAZOLE	ing			
OMNITEST EZ	device			
OMNITEST PLUS	device			
ON-CALL PLUS	device			
ONBREZ BREEZHALER		40813629	Onbrez	
ONDANSETRON SZ		43131941	ONDANSETRON SANDOZ	
ONDANSETRON SZ ODT		43131941	ONDANSETRON SANDOZ	
ONDANSETRON-RL ZYDIS		43131944	ONDANSETRON ZYDUS	
ONDAZ ZYDIS		43253601	Ondaz	
ONE	?			
ONSETRON 4		43253611	Onsetron	
ONSETRON 8		43253611	Onsetron	
ONSETRON ODT		43253611	Onsetron	
OPTIFRESH PLUS		43253616	Optifresh	
OPTIFRESH TEARS		43253616	Optifresh	
OPTIVE ADVANCED		21015462	Optive	
OPTIVE ADVANCED PRESERVATIVE-FREE LUBRICANT		21015462	Optive	
OPTIVE FUSION LUBRICANT		21015462	Optive	
OPTREX ACTIMIST 2in1		35741986	Optrex	
OPTREX EYE WASH		35741986	Optrex	
ORAL	?			
ORAL B TOOTH & GUM CARE MOUTH RINSE		40813529	Oral B	
ORAL-EZE DENTAL EMERGENCY TOOTHACHE MEDICATION		43253626	Oral-Eze	
ORALAIR INITIATION TREATMENT		43573568	Oralair	
ORTHO-GYNOL		40813407	Ortho Gynol	
ORUVAIL SR		19022352	Oruvail	
OSTELIN VITAMIN D & CALCIUM		43253648	Ostelin Vitamin D	
OSTELIN VITAMIN D LIQUID		43253648	Ostelin Vitamin D	
OSTELIN VITAMIN D LIQUID KIDS		43253648	Ostelin Vitamin D	
OSTEOBLAST		43253659	Osteoeze Tabsule	
OSTEOEZE		43253659	Osteoeze Tabsule	
OSTEOEZE ACTIVE		43253659	Osteoeze Tabsule	
OSTEOEZE ACTIVE PLUS MSM		43253659	Osteoeze Tabsule	
OSTEOEZE ADVANCE		43253659	Osteoeze Tabsule	
OSTEOEZE BONE & JOINT CARE		43253659	Osteoeze Tabsule	
OSTEOEZE ONE A DAY EFFERVESCENT		43253659	Osteoeze Tabsule	
OSTEOEZE SPORT PROACTIVE		43253659	Osteoeze Tabsule	
OSTEOMOL 665 PARACETAMOL		43253661	Osteomol	
OSTEVIT D		43253663	Ostevit-D	
OSTEVIT D & CALCIUM		43253663	Ostevit-D	
OSTEVIT D & CALCIUM ONE-A-DAY		43253663	Ostevit-D	
OSTEVIT D LIQUID		43253663	Ostevit-D	
OSTEVIT-D + CALCIUM PLUS ONE-A-DAY		43253663	Ostevit-D	
OSTEVIT-D CHILDRENS ORAL DROPS		43253663	Ostevit-D	
OSTEVIT-D ONE-A-WEEK		43253663	Ostevit-D	
OTRIVIN PLUS		19088889	Otrivin	
OTRIVIN SALINE BABY		19088889	Otrivin	
OTRIVIN SALINE PLUS		19088889	Otrivin	
OTRIVIN SEA WATER		19088889	Otrivin	
OVESTIN OVULA		21014621	Ovestin	
OXY	?			
OXYCODONE SANDOZ		40813205	Oxycodon Hcl Sandoz	
OXYGUARD	device			
OXYNORM LIQUID		19113598	Oxynorm	
OXYNORM LIQUID CONCENTRATE		19113598	Oxynorm	
OZOLE 150		43253587	Ozole	
P.V. CARPINE		43253610	Pv Carpine	
PAEDAMIN DECONGESTANT & ANTIHISTAMINE		43253763	Paedamin Children'S Decongestant And Antihistamine	
PAIN	?			
PAINSTOP DAY-TIME PAIN RELIEVER FOR CHILDREN		43253775	Painstop For Children Day-Time Pain Reliever	
PAINSTOP NIGHT-TIME PAIN RELIEVER FOR CHILDREN		43253776	Painstop For Children Night-Time Pain Reliever	
PALEXIA IR		21014504	Palexia	
PALEXIA SR		21014504	Palexia	
PAMACID 20		43253797	Pamacid	
PAMACID 40		43253797	Pamacid	
PANADEINE EXTRA		43253799	Panadeine	
PANADEINE FORTE		43253799	Panadeine	
PANADEINE PLUS		43253799	Panadeine	
PANADEINE RAPID SOLUBLE		43253799	Panadeine	
PANADOL BACK + NECK LONG LASTING		43253806	Panadol Back And Neck Long Lasting	
PANADOL BACK + NECK PAIN RELIEF		43253807	Panadol Back And Neck Pain Relief	
PANADOL CAPLETS		43253808	Panadol Caplet	
PANADOL CHILDREN 10-12YRS + ADULT SUPPOSITORIES		43253810	Panadol Children'S	
PANADOL COLD & FLU HOT LEMON		43253683	Panadol Cold And Flu	
PANADOL COLD & FLU MAX + DECONGESTANT HOT LEMON		43253683	Panadol Cold And Flu	
PANADOL COLD & FLU MAX HOT LEMON		43253683	Panadol Cold And Flu	
PANADOL COLD & FLU PLUS DECONGESTANT		43253683	Panadol Cold And Flu	
PANADOL COLD & FLU RELIEF PE		43253683	Panadol Cold And Flu	
PANADOL COLD AND FLU RELIEF		43253683	Panadol Cold And Flu	
PANADOL COLD AND FLU RELIEF ORIGINAL FORMULA		43253683	Panadol Cold And Flu	
PANADOL ELIXIR		19042334	Panadol	
PANADOL EXTEND		19042334	Panadol	
PANADOL FLU STRENGTH DAY & NIGHT PE		43253693	Panadol Flu Strength Day And Night Pe	
PANADOL MINI CAPS		43253696	Panadol Mini Cap	
PANADOL RAPID HANDIPAK		43253705	Panadol Rapid	
PANADOL RAPID SOLUBLE		43253705	Panadol Rapid	
PANADOL SINUS PAIN & CONGESTION RELIEF		43253707	Panadol Sinus	
PANADOL SINUS PAIN & CONGESTION RELIEF DAY & NIGHT		43253707	Panadol Sinus	
PANADOL SINUS RELIEF		43253707	Panadol Sinus	
PANADOL SINUS RELIEF DAY & NIGHT ORIGINAL FORMULA		43253707	Panadol Sinus	
PANADOL SINUS RELIEF ORIGINAL FORMULA		43253707	Panadol Sinus	
PANADOL SINUS RELIEF PE		43253707	Panadol Sinus	
PANADOL SUPPOSITORIES		19042334	Panadol	
PANAMAX 240 ELIXIR		43253726	Panamax	
PANAMAX CO		43253726	Panamax	
PANCREATIC EXTRACT	ing			
PANDEMIC INFLUENZA VACCINE H5N1	ing			
PANOXYL ACNE GEL		19042990	PanOxyl	
PANOXYL AQ ACNE GEL		19042990	PanOxyl	
PANTOFAST 20		43253744	Pantofast	
PANTOFAST 40		43253744	Pantofast	
PANTOPRAZOLE SANDOZ		43572457	Pantoprazol Sandoz	
PANZYTRAT 25000		43253783	Panzytrat	
PARACETAMOL	ing			
PARACETAMOL SOLUBLE	ing			
PARADERM PLUS		43253785	Paraderm	
PARALGIN INFANT DROPS		43253791	Paralgin	
PARALGIN JUNIOR ELIXIR 1-4 YEARS		43253791	Paralgin	
PARALGIN JUNIOR ELIXIR 5-12 YEARS		43253791	Paralgin	
PARIET 10		19054408	Pariet	
PAROVEN FORTE		19026689	Paroven	
PAROXETINE 20	ing			
PAROXETINE ACTAVIS		40814423	Paroxetin Actavis	
PATENT BLUE		40814267	Patentblau V	
PAW PAW EXTRACT	ing			
PAXAM 0.5		43253823	Paxam	
PAXAM 2		43253823	Paxam	
PEDOZ		43253826	Pedoz Anti-Fungal	
PEG 3350	ing			
PEGASYS RBV COMBINATION THERAPY		19037333	Pegasys	
PENHEXAL VK		40814464	Penhexal	
PENTA-VITE		43253737	Penta-Vite Multivitamins For Infants 0 To 3 Years	1
PENTA-VITE		43253738	Penta-Vite Multivitamins With Iron For Kids 1 To 12 Years	2
PENTA-VITE CHILDRENS MULTIVITAMIN WITH IRON		43253737	Penta-Vite Multivitamins For Infants 0 To 3 Years	1
PENTA-VITE CHILDRENS MULTIVITAMIN WITH IRON		43253738	Penta-Vite Multivitamins With Iron For Kids 1 To 12 Years	2
PENTHROX INHALATION		21017431	Penthrox	
PEPCIDINE M		43253751	Pepcidine	
PERINDO ARG		43253760	Perindo	
PERINDO ARG COMBI		43253760	Perindo	
PERINDO COMBI 4/1.25		43253760	Perindo	
PERINDOPRIL COMBI ACTAVIS		43128435	PERINDOPRIL ACTAVIS	
PERIOGARD CHLOROHEX GEL		19077131	Periogard	
PERIOGARD CHLOROHEX MOUTH RINSE		19077131	Periogard	
PERSANTIN SR		19077131	Periogard	
PERTOFRAN		19132391	Pertofrane	
PETHIDINE HCl		40814343	Pethidin	
PEVARYL FOR ATHLETES FOOT		19132699	Pevaryl	
PEVARYL TOPICAL		19132699	Pevaryl	
PHARMA-COL JUNIOR SUSP.		44021524	Pharmacol Dm	
PIAX PLUS ASPIRIN		43253739	Piax	
PICOLAX EFFERVESCENT POWDER		19115029	Picolax	
PICOSALAX		43253741	Pico-Salax	
PINETARSOL BAR		21017368	Pinetarsol	
PINETARSOL BATH OIL		21017368	Pinetarsol	
PINETARSOL GEL		21017368	Pinetarsol	
PIPERTAZ SANDOZ		43253908	Pipertaz	
PLAVICOR 75		43253927	Plavicor	
PLENDIL ER		19044934	Plendil	
PMT	?			
POLARAMINE COLOUR FREE		19016499	Polaramine	
POLICOSANOL	ing			
POLICOSANOL 10	ing			
POLY-TEARS FREE		43253949	Poly-Tears	
POLYETHYLENE GLYCOL 400/PROPYLENE GLYCOL	ing			
POLYTAR LIQUID		19077936	Polytar	
POLYTAR MEDICATED BAR		19077936	Polytar	
POVIDONE-IODINE	ing			
PRAVASTATIN 10	ing			
PRAVASTATIN 20	ing			
PRAVASTATIN 40	ing			
PREDSOL RETENTION		19115040	Predsol	
PREDSOL SUPPOSITORIES		19115040	Predsol	
PREFRIN LIQUIFILM		19078118	Prefrin	
PREPULSID FORTE		19015054	Prepulsid	
PRESOLOL 100		43253839	Presolol	
PRESOLOL 200		43253839	Presolol	
PREXUM COMBI		43253850	Prexum	
PRICKLY HEAT POWDER		43253852	Prickly Heat	
PRIMROSE,FISH OIL AND VITAMIN E	ing			
PROBIOTIC	?			
PROBIOTICS	?			
PROBITOR HP7		43253880	Probitor	
PROCUR 100		43253888	Procur	
PRODEINE FORTE		43253892	Prodeine	
PROGOUT 300		43253898	Progout	
PROGRAF XL		19038654	Prograf	
PROMETHAZINE THEOCLATE	ing			
PROPAMIDINE ISETHIONATE	ing			
PROSPAN INFANT DROPS FOR CHESTY COUGHS		40814544	Prospan	
PROSTIN		43253915	Prostin E	1
PROSTIN		43253916	Prostin F Alpha	2
PROSTIN F2 ALPHA		43253916	Prostin F Alpha	
PROTAPHANE INNOLET		43253917	Protaphane	
PROTAPHANE NOVOLET		43253917	Protaphane	
PROTAPHANE PENFILL		43253917	Protaphane	
PROTEIN COMPLETE	?			
PROZAC 20		19080259	Prozac	
PROZAC LIQUID		19080259	Prozac	
PROZAC TAB		19080259	Prozac	
PSYLLIUM HUSK	ing			
PSYLLIUM HUSK POWDER	ing			
PULMICORT AEROSOL		19038786	Pulmicort	
PVK	ing			
PYLORID KA COMPLIANCE PACK		19015164	Pylorid	
Q10 150	ing			
QUELLADA CREME RINSE		40815606	Quellada	
QUELLADA HEAD LICE TREATMENT		40815606	Quellada	
QUELLADA SCABIES TREATMENT		40815606	Quellada	
QUETIAPINE ACTAVIS		40815719	Quetiapin Actavis	
QUETIAPINE RBX		35406526	QUETIAPINE RANBAXY L	
QUETIAPINE SANDOZ		35406527	QUETIAPINE SANDOZ L	
QUILONUM SR		43575124	Quilonum	
QUITX CHEWING GUM		43253902	Quitx	
QUITX COATED CHEWING GUM		43253902	Quitx	
QUITX PATCHES STEP 1		43253902	Quitx	
QUITX PATCHES STEP 2		43253902	Quitx	
QUITX PATCHES STEP 3		43253902	Quitx	
QV BABY GENTLE WASH		21016117	QV	
QV FLARE UP WASH		21016117	QV	
QV MAN MOISTURISE		21016117	QV	
RABEPRAZOLE ACTAVIS		40815656	Rabeprazol Actavis	
RABIES IMMUNE GLOBULIN	ing			
RAFEN 200		43253923	Rafen	
RAFEN PLUS		43253923	Rafen	
RANI 2		43253860	Rani-2	
REANDRON 1000		43254004	Reandron-1000	
REBIF 22		19089282	Rebif	
REBIF 44		19089282	Rebif	
REDOXON DOUBLE ACTION		19015168	Redoxon	
REFRESH CONTACTS		21015429	Refresh	
REFRESH NIGHT TIME		21015429	Refresh	
REFRESH TEARS PLUS		40233825	Refresh Tears	
REGAINE FOR MEN		43254069	Regaine	
REGAINE FOR WOMEN		43254069	Regaine	
REJUVENAIL ANTI-FUNGAL NAIL LACQUER		43254078	Rejuvenail Anti-Fungal	
RELAXA-TABS		44020172	Relaxa	
RENITEC PLUS		19024123	Renitec	
RENITEC WAFER		19024123	Renitec	
RESDONE 0.5		43253977	Resdone	
RESDONE 1		43253977	Resdone	
RESDONE 2		43253977	Resdone	
RESDONE 3		43253977	Resdone	
RESDONE 4		43253977	Resdone	
RESOLVE BALM		21017144	Resolve	
RESOLVE NAPPY RASH		21017144	Resolve	
RESOLVE PLUS		21017144	Resolve	
RESOLVE THRUSH		21017144	Resolve	
RESOLVE TINEA		21017144	Resolve	
RESOLVE TINEA POWDER		21017144	Resolve	
RESPRIM FORTE		43253994	Resprim	
RESTORE O.R.S.		43253997	Restore Ors	
RHINOCORT AEROSOL		19038813	Rhinocort	
RHINOCORT HAYFEVER		19038813	Rhinocort	
RIMYCIN 150		43254033	Rimycin	
RIMYCIN 300		43254033	Rimycin	
RINGER'S		43130228	RINGER LACTATE B	
RISEDRO ONCE-A-WEEK		43254061	Risedro Once A Week	
RISPERIDONE ACTAVIS 0.5		40816195	Risperidon Actavis	
RISPERIDONE ACTAVIS 1		43574933	Risperidon Al	
RISPERIDONE ACTAVIS 3		40816195	Risperidon Actavis	
RISPERIDONE PFIZER		40816252	Risperidon Pfizer	
RITHMIK 100		43253981	Rithmik	
RITHMIK 200		43253981	Rithmik	
RIZATRIPTAN AN ODT		43253987	Rizatriptan Odt	
RIZATRIPTAN WAFERS 10-MG	ing			
ROBINUL INJECTABLE		19022648	Robinul	
ROBITUSSIN CHESTY COUGH FORTE		21016655	Robitussin Chesty Cough	
ROBITUSSIN CHESTY COUGH ORAL LIQUID		21016655	Robitussin Chesty Cough	
ROBITUSSIN COLD & CHESTY COUGH ORAL LIQUID		19080141	Robitussin	
ROBITUSSIN COLD & FLU + DECONGESTANT		19080141	Robitussin	
ROBITUSSIN COLD & FLU JR		19080141	Robitussin	
ROBITUSSIN COUGH & CHEST CONGESTION		45774926	Robitussin Cough & Congestion	
ROBITUSSIN DM-P		19043760	Robitussin DM	
ROBITUSSIN DM-P EXTRA STRENGTH		19043760	Robitussin DM	
ROBITUSSIN EX PAEDIATRIC DROPS		19080141	Robitussin	
ROBITUSSIN MUCUS RELIEF DOUBLE ACTION		19080141	Robitussin	
ROBITUSSIN SINUS RELIEF		19080141	Robitussin	
ROTARIX ORAL LIQUID		19063207	Rotarix	
ROTAVIRUS REASSORTANTS G	ing			
ROYAL JELLY	ing			
RULIDE D		43253969	Rulide	
SALBUTAMOL INHALATION SOLUTION - BOTTLE	ing			
SALBUTAMOL INHALATION SOLUTION - STERINEBS	ing			
SALICYLIC	ing			
SALIVA SUBSTITUTE	ing			
SALMONELLA TYPHI STRAIN TY21A	ing			
SALMONELLA TYPHI VI POLYSACCHARIDE	ing			
SAMBUCOL BLACK ELDERBERRY COLD & FLU		40816104	Sambucol	
SAMe 400 COMPLEX		40816107	Same	
SANDOSTATIN 0.1		19038591	Sandostatin	
SAPODERM SOAP		44023370	Sapoderm	
SAVACOL MOUTH AND THROAT RINSE		43254026	Savacol	
SCHOLL 2 IN 1 CORN EXPRESS PEN TREATMENT		40816887	Scholl 2 In 1	
SCHOLL CORN REMOVING LIQUID		21014765	Scholl Corn Removers	
SCITROPIN A		43254037	Scitropin	
SEBITAR SCALP CLEANSING TREATMENT		43254052	Sebitar	
SEBIZOLE SHAMPOO		43254054	Sebizole	
SEDA GEL		43254056	Sedagel	
SEEBRI BREEZHALER		35605304	Seebri	
SELEMITE-B		43254066	Selemite B	
SELENIUM DROPS	ing			
SELSUN BLUE DEEP CLEANSING		19080746	Selsun Blue	
SELSUN BLUE EXTRA MEDICATED SOOTHING MENTHOL		19080746	Selsun Blue	
SELSUN BLUE REPLENISHING		19080746	Selsun Blue	
SENEGA AND AMMONIA MIXTURE	ing			
SENNA STANDARDISED	ing			
SENNOSIDES A & B	ing			
SEPTRIN PAED. SUSP.		21018027	Septrin Paediatric	
SEPTRIN SUGAR FREE PAED.		21018027	Septrin Paediatric	
SEQUILAR ED		40816792	Sequilar	
SERETIDE ACCUHALER 100/50		21016198	Seretide	
SERETIDE ACCUHALER 250/50		21016198	Seretide	
SERETIDE ACCUHALER 500/50		21016198	Seretide	
SERETIDE MDI		21016198	Seretide	
SEROQUEL STARTER PACK		19046811	Seroquel	
SEROQUEL XR		19046811	Seroquel	
SERTRALINE WINTHROP		43574464	Sertralin Winthrop	
SEVIKAR 40/		21018794	Sevikar	
SEVIKAR HCT		21018794	Sevikar	
SILIC 15		43254186	Silic	
SILYMARIN EXTRACT	ing			
SIMIPEX 0.125		43254201	Simipex	
SIMIPEX 0.25		43254201	Simipex	
SIMVASTATIN	ing			
SINEMET 100/25		19100380	Sinemet	
SINEMET 250/25		19100380	Sinemet	
SINEX 12 HOUR ULTRA FINE MIST		40230175	Sinex	
SINUPRET FORTE		43576538	Sinupret	
SINUS & HAYFEVER RELIEF		43254132	Sinus And Hayfever Relief	
SINUTAB PE SINUS & PAIN RELIEF		43254148	Sinutab Pe Sinus And Pain Relief	
SINUTAB PE SINUS ALLERGY & PAIN RELIEF		43254162	Sinutab Pe Sinus Allergy And Pain Relief	
SINUTAB SINUS & PAIN RELIEF		40235844	Sinutab	
SINUTAB SINUS ALLERGY & PAIN RELIEF		40235844	Sinutab	
SLIPPERY	?			
SLIPPERY ELM BARK POWDER	ing			
SM-	?			
SM-33 ADULT FORMULA LIQUID		43253971	Sm-33	
SNORE EZE		40817743	Snoreeze	
SNUZAID GELS		43254206	Snuzaid	
SNUZAID TABS		43254206	Snuzaid	
SODIUM BICARBONATE	ing			
SODIUM CHLORIDE	ing			
SODIUM CHLORIDE 0.9%	ing			
SODIUM CHLORIDE IV INFUSION	ing			
SODIUM CITRO-TARTRATE	ing			
SODIUM SELENITE DROPS	ing			
SODIUM VALPROATE SANDOZ		40818870	Valproat Sandoz	
SOMAC GRANULES		43254123	Somac	
SOMAC HEARTBURN RELIEF		43254123	Somac	
SOOV BITE		43254151	Soov	
SOOV BURN		43254151	Soov	
SOOV IT		43254151	Soov	
SOOV PRICKLY HEAT POWDER		43254151	Soov	
SORBSAN PACKING		40817543	Sorbsan	
SOY BEAN POWDER	ing			
SPAN-K		43254195	Span K	
SPIOLTO RESPIMAT		40817727	Spiolto	
SPIRULINA EXTRACT	ing			
SPRAY-TISH MENTHOL		43254208	Spray-Tish	
SPREN 100		43254209	Spren	
ST JOHN'S WORT	ing			
ST JOHN'S WORT 1800	ing			
STADA ATORVASTATIN		43565520	Atorvastatin Stada	
STADA CLOPIDOGREL		43568024	Clopidogrel Stada	
STADA PANTOPRAZOLE		43572459	Pantoprazol Stada	
STADA QUETIAPINE		43574683	Quetiapin Stada	
STAPHYLEX 250		43254217	Staphylex	
STAPHYLEX 500		43254217	Staphylex	
STELAZINE SPANSULE		19088864	Stelazine	
STERIMAR PHYSIOLOGICAL SEA WATER MICROSPRAY		40817231	Sterimar	
STIEPROX LIQUID		43254084	Stieprox	
STIEVA-A FORTE		43254085	Stieva-A	
STOP-IT		44022393	Stop It	
SUBLINGUAL B12 1000	ing			
SUBOXONE SUBLINGUAL FILM		19034634	Suboxone	
SUDAFED ELIXIR		19045651	Sudafed	
SUDAFED PE SINUS & ANTI-INFLAMMATORY PAIN RELIEF		19082276	Sudafed PE	
SUDAFED PE SINUS + ALLERGY & PAIN RELIEF		19092190	Sudafed PE Sinus & Allergy	
SUDAFED PE SINUS + PAIN RELIEF		19082276	Sudafed PE	
SUDAFED PE SINUS DAY & NIGHT RELIEF		19082276	Sudafed PE	
SUDAFED SINUS + ANTI-INFLAMMATORY PAIN RELIEF		19082276	Sudafed PE	
SUDAFED SINUS DAY AND NIGHT RELIEF		19081810	Sudafed Sinus	
SUDAFED SINUS,PAIN & ALLERGY RELIEF		19081810	Sudafed Sinus	
SUMAGRAN ASPEN		43254219	Sumagran	
SUPER MULTI PLUS		44023272	Super Multi	
SUPRADYN ENERGY		43254100	Supradyn	
SUSTANON `100`		19100432	Sustanon	
SUSTANON `250`		19100432	Sustanon	
SUVACID		43254105	Suvacid Heartburn Relief	
SYMBICORT RAPIHALER		19019100	Symbicort	
SYMBICORT TURBUHALER 100/6		19019100	Symbicort	
SYMBICORT TURBUHALER 200/6		19019100	Symbicort	
SYMBICORT TURBUHALER 400/12		19019100	Symbicort	
SYSTANE HYDRATION		19083709	Systane	
SYSTANE HYDRATION UD		19083709	Systane	
TAGAMET 800 EXPRESS		19022751	Tagamet	
TARKA 2/180		19017868	Tarka	
TARKA 4/240		19017868	Tarka	
TAURINE 500	ing			
TEAR DROPS	?			
TEARS FOR EYES	?			
TELMIGEN HCT		43254276	Telmigen	
TELTARTAN HCT	ing			
TEMAZE 10		43254303	Temaze	
TEMGESIC SUBLINGUAL		21016759	Temgesic	
TERBINAFINE ACTAVIS		40817920	Terbinafin Actavis	
TERBIX 250		43254331	Terbix	
TES-TAPE	device			
TESTOSTERONE ESTERS	ing			
TESTOSTERONE FUSED CRYSTALLINE	ing			
TESTOSTERONE IMPLANTS	ing			
TETANUS AND DIPHTHERIA TOXOIDS ADSORBED	ing			
TETANUS IMMUNOGLOBULIN-VF IM	ing			
TETANUS IMMUNOGLOBULIN-VF IV	ing			
TEVETEN PLUS 600/12.5		19100564	Teveten	
THYROXINE SODIUM	ing			
TIGER BALM OIL		40230280	Tiger Balm	
TILADE CFC-FREE		19069392	Tilade	
TIMOPTOL XE		19008234	Timoptol	
TINADERM EXTRA		40166548	Tinaderm	
TIXYLIX CHESTY		21014717	Tixylix Chesty Cough	
TIXYLIX DAYTIME DECONGESTANT		21016201	Tixylix	
TIXYLIX NIGHT		21017527	Tixylix Night Cough	
TOBISPRAY		19082884	Tobi	
TOBRA DAY		43254268	Tobra-Day	
TOPROL-XL TITRATION PACK		40167362	Toprol	
TRAMADOL ACT		43128195	TRAMADOL ACTAVIS	
TRAMAL SR		43254350	Tramal	
TRAMEDO SR		43254362	Tramedo	
TRANSIDERM-NITRO 25		19013262	Transiderm-Nitro	
TRANSIDERM-NITRO 50		19013262	Transiderm-Nitro	
TRAVAD PHOSPHATE		44022112	Travade	
TRIIODOTHYRONINE INJ.	ing			
TRIMETHYLGLYCINE	ing			
TRIPHASIL 21		43254267	Triphasil	
TRIQUILAR ED		44021849	Triquilar	
TRISEQUENS FORTE		21017627	Trisequens	
TRYZAN CAPS		43254291	Tryzan	
TRYZAN TABS		43254291	Tryzan	
TUBERCULIN,PURIFIED PROTEIN DERIVATIVE 	ing			
TUSSINOL DAY-TIME COUGH & COLD		43254306	Tussinol	
TUSSINOL EXPECTORANT		43254306	Tussinol	
TUSSINOL FOR DRY COUGHS		43254306	Tussinol	
TUSSINOL LINCTUS		43254306	Tussinol	
TUSSINOL LINCTUS SUGAR FREE		43254306	Tussinol	
TUSSINOL NIGHT-TIME COUGH & COLD		43254306	Tussinol	
TWINRIX 720/20		19023390	Twinrix	
TWINRIX 720/20 PRESERVATIVE FREE		19023390	Twinrix	
TWINRIX JUNIOR 360/10		19023390	Twinrix	
TWINRIX JUNIOR FORMULATION		19023390	Twinrix	
ULTRA BUFFERED C POWDER		44021981	Ultra C	
ULTRAPROCT SUPPOSITORIES		21015126	Ultraproct	
UNISOM SLEEPGELS		19084569	Unisom	
UREX-FORTE		19084626	Urex	
UREX-M		19084626	Urex	
URINARY TRACT SUPPORT	?			
URSODOX GH		43254365	Ursodox	
VALACICLOVIR SZ		43129126	VALACICLOVIR SANDOZ	
VALACOR 500		43254273	Valacor	
VALPREASE 200		43254292	Valprease	
VALPREASE 500		43254292	Valprease	
VALPRO 200		43254293	Valpro	
VALPRO 500		43254293	Valpro	
VALTREX COLDSORES		19022912	Valtrex	
VANCOMYCIN INJ	ing			
VARIVAX II		19007678	Varivax	
VARIVAX REFRIGERATED		19007678	Varivax	
VASOCARDOL CD		43254454	Vasocardol	
VECURONIUM BROMIDE	ing			
VENLAFAXINE SANDOZ XR		40818960	Venlafaxin Sandoz	
VENTOLIN CFC-FREE		44021984	Ventolin	
VENTOLIN DISKS		44021984	Ventolin	
VENTOLIN OBSTETRIC INJ.		44021984	Ventolin	
VERMOX CHOC CHEWS		19044549	Vermox	
VICKS FORMULA 44 FOR CHESTY COUGH		19052192	Vicks 44 Cough Medicine	
VICKS FORMULA 44 FOR DRY COUGH		19052192	Vicks 44 Cough Medicine	
VICKS SINEX METERED PUMP REFILL		43128412	VICKS	
VICKS VAPOSTEAM DOUBLE STRENGTH		43128412	VICKS	
VIRA A OPHTHALMIC		19043718	Vira-A	
VISCOTEARS LIQUID GEL		43254446	Viscotears	
VISCOTEARS LIQUID GEL SDU		43254446	Viscotears	
VISINE ADVANCED RELIEF WITH 3 LUBRICANTS		19088883	Visine	
VISINE ALLERGY		19088883	Visine	
VISINE CLEAR		19088883	Visine	
VISINE PROFESSIONAL INTENSIVE DRY EYE LIQUID GEL DROP		19088883	Visine	
VISTIL FORTE		43254458	Vistil	
VIT E 500		44022291	Vit E	
VITA-POS		40819824	Vita Pos	
VITAMIN A	ing			
VITAMIN A 5,000	ing			
VITAMIN B12	ing			
VITAMIN B12 INJECTION	ing			
VITAMIN C	ing			
VITAMIN C 500MG	ing			
VITAMIN C POWDER	ing			
VITAMIN D	ing			
VITAMIN D3	ing			
VITAMIN D3 1000 IU	ing			
VITAMIN D3 1000IU & VITAMIN K1 25MCG	ing			
VITAMIN K	ing			
VITAPLEX B		44022153	Vitaplex	
VITAPLEX EFFERVESCENT CALCIUM + ISOFLAVONE		44022153	Vitaplex	
VITAPLEX GINSENG 2500		44022153	Vitaplex	
VITAPLEX SUPA BOOST		44022153	Vitaplex	
VIVOTIF ORAL		19023215	Vivotif	
VOLTAFLEX PLUS		43130277	VOLTAFLEX	
VOLTAREN OSTEO		19044580	Voltaren	
VOLTAREN OSTEO 12 HOURLY		19044580	Voltaren	
VOLTAREN RAPID		19044580	Voltaren	
VOLTAREN RAPID 12.5		19044580	Voltaren	
VOSOL COMPLETE CARE FOR SWIMMERS EAR		43254368	Vosol Complete Care For Swimmer'S Ear	
WART-OFF STICK		43254384	Wart-Off	
WILD YAM	ing			
XANAX TRI-SCORE		19041942	Xanax	
XIGDUO XR		45775387	Xigduo	
XYLOCAINE ADHESIVE SPECIAL		19042223	Xylocaine	
XYLOCAINE DENTAL		19042223	Xylocaine	
