"drug_concept_code";"drug_concept_name";"ingredient_concept_code";"ingredient_concept_name";"amount_value";"amount_name";"denominator_value";"denominator_unit"
"35061811000001102";House dust mites (Dermatophagoides pteronyssinus and Dermatophagoides farinae) allergen extract 12 SQ-HDM oral lyophilisates sugar free;"32889711000001105";Dermatophagoides pteronyssinus allergen extract;;;;
"35061811000001102";House dust mites (Dermatophagoides pteronyssinus and Dermatophagoides farinae) allergen extract 12 SQ-HDM oral lyophilisates sugar free;"32901611000001107";Dermatophagoides farinae allergen extract;;;;
"35369211000001101";Diphtheria / Tetanus vaccine (adsorbed) for adults and adolescents suspension for injection 0.5ml pre-filled syringes;"14608011000001104";Tetanus toxoid;;;;
"35369211000001101";Diphtheria / Tetanus vaccine (adsorbed) for adults and adolescents suspension for injection 0.5ml pre-filled syringes;"161000221102";Diphtheria toxoid;;;;
"35554311000001100";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.5ml pre-filled syringes;"387578003";Sodium hyaluronate;30;mg;0.5;ml
"35554311000001100";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.5ml pre-filled syringes;"387578003";Sodium hyaluronate;30;milligram;0.5;milliliter
"35554311000001100";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.5ml pre-filled syringes;"387578003";Sodium hyaluronate;40;mg;0.5;ml
"35554311000001100";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.5ml pre-filled syringes;"387578003";Sodium hyaluronate;40;milligram;0.5;milliliter
"35554311000001100";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.5ml pre-filled syringes;"838509000";Chondroitin;30;mg;0.5;ml
"35554311000001100";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.5ml pre-filled syringes;"838509000";Chondroitin;30;milligram;0.5;milliliter
"35554311000001100";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.5ml pre-filled syringes;"838509000";Chondroitin;40;mg;0.5;ml
"35554311000001100";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.5ml pre-filled syringes;"838509000";Chondroitin;40;milligram;0.5;milliliter
"35554411000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.75ml pre-filled syringes;"387578003";Sodium hyaluronate;30;mg;0.75;ml
"35554411000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.75ml pre-filled syringes;"387578003";Sodium hyaluronate;30;milligram;0.75;milliliter
"35554411000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.75ml pre-filled syringes;"387578003";Sodium hyaluronate;40;mg;0.75;ml
"35554411000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.75ml pre-filled syringes;"387578003";Sodium hyaluronate;40;milligram;0.75;milliliter
"35554411000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.75ml pre-filled syringes;"838509000";Chondroitin;30;mg;0.75;ml
"35554411000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.75ml pre-filled syringes;"838509000";Chondroitin;30;milligram;0.75;milliliter
"35554411000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.75ml pre-filled syringes;"838509000";Chondroitin;40;mg;0.75;ml
"35554411000001107";Sodium hyaluronate 30mg / Sodium chondroitin sulfate 40mg ophthalmic viscosurgical device 0.75ml pre-filled syringes;"838509000";Chondroitin;40;milligram;0.75;milliliter
"3556311000001101";Generic Sultrin Triple Sulfa cream with applicator;"371427008";Sulfabenzamide;;;;
"3556311000001101";Generic Sultrin Triple Sulfa cream with applicator;"372676007";Sulfacetamide;;;;
"3556311000001101";Generic Sultrin Triple Sulfa cream with applicator;"387093005";Sulfathiazole;;;;
"3557511000001109";Generic Unguentum M cream;;;;;;
"3559211000001100";Meningococcal polysaccharide A and C vaccine powder and solvent for solution for injection vials;"11172611000001108";Neisseria meningitidis group A capsular polysaccharide;;;;
"3559211000001100";Meningococcal polysaccharide A and C vaccine powder and solvent for solution for injection vials;"11172711000001104";Neisseria meningitidis group C capsular polysaccharide;;;;
"3559311000001108";Meningococcal polysaccharide A C W135 and Y conjugate vaccine powder and solvent for solution for injection 0.5ml vials;"11172811000001107";Neisseria meningitidis group C capsular polysaccharide protein conjugate;;;;
"3559311000001108";Meningococcal polysaccharide A C W135 and Y conjugate vaccine powder and solvent for solution for injection 0.5ml vials;"20532711000001101";Neisseria meningitidis group A capsular polysaccharide protein conjugate;;;;
"3559311000001108";Meningococcal polysaccharide A C W135 and Y conjugate vaccine powder and solvent for solution for injection 0.5ml vials;"20532811000001109";Neisseria meningitidis group W135 capsular polysaccharide protein conjugate;;;;
"3559311000001108";Meningococcal polysaccharide A C W135 and Y conjugate vaccine powder and solvent for solution for injection 0.5ml vials;"20532911000001104";Neisseria meningitidis group Y capsular polysaccharide protein conjugate;;;;
"35608211000001100";Generic Spherox implantation suspension pre-filled syringes;"35606711000001108";Autologous chondrocyte spheroids;;;;
"35608611000001103";Generic Spherox implantation suspension applicators;"35606711000001108";Autologous chondrocyte spheroids;;;;
"35750411000001102";Naloxone 1.8mg/0.1ml nasal spray unit dose;"372890007";Naloxone;1.8;mg;0.1;ml
"35824711000001101";Generic Lepicol capsules;;;;;;
"35896211000001109";Nitric oxide 100ppm;"6710000";Nitric oxide;100;parts per million;;
"35896211000001109";Nitric oxide 100ppm;"6710000";Nitric oxide;100;ppm;;
"35896311000001101";Nitric oxide 800ppm;"6710000";Nitric oxide;800;parts per million;;
"35896311000001101";Nitric oxide 800ppm;"6710000";Nitric oxide;800;ppm;;
"35926511000001106";Sodium cromoglicate 2% eye drops unit dose preservative free;"387221005";Sodium cromoglicate;20;mg;1;ml
"36017211000001107";Poliomyelitis vaccine (live oral) drops;"11172211000001106";Human poliovirus live attenuated;;;;
"36028611000001102";Multivitamin tablets;;;;;;
"36055411000001109";Hepatitis A (inactivated) / Hepatitis B (rDNA) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11170711000001103";Hepatitis A virus inactivated;;;;
"36055411000001109";Hepatitis A (inactivated) / Hepatitis B (rDNA) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"22290004";Hepatitis B virus surface antigen;;;;
"36055511000001108";Hepatitis A (inactivated) / Hepatitis B (rDNA) vaccine (adsorbed) suspension for injection 1ml pre-filled syringes;"11170711000001103";Hepatitis A virus inactivated;;;;
"36055511000001108";Hepatitis A (inactivated) / Hepatitis B (rDNA) vaccine (adsorbed) suspension for injection 1ml pre-filled syringes;"22290004";Hepatitis B virus surface antigen;;;;
"36146311000001103";Typhoid vaccine (live oral strain ty21a) gastro-resistant capsules;"11173311000001108";Salmonella typhi strain Ty 21a;;;;
"37248111000001104";Generic Diluted Sauton AJV solvent for suspension for injection 1ml vials;;;;;;
"37616211000001103";Sodium hyaluronate lotion;"387578003";Sodium hyaluronate;;;;
"3766311000001106";Generic Lipobase cream;;;;;;
"37948711000001104";Generic Bio-Kult Migrea capsules;;;;;;
"37948811000001107";Generic Bio-Kult Mind capsules;;;;;;
"38515511000001108";Esketamine 28mg/0.2ml nasal spray unit dose;"785816006";Esketamine;28;mg;0.2;ml
"38678211000001104";Sodium hyaluronate 0.2% / Carbomer '980' 0.2% eye drops preservative free;"387578003";Sodium hyaluronate;2;mg;;ml
"38678211000001104";Sodium hyaluronate 0.2% / Carbomer '980' 0.2% eye drops preservative free;"387578003";Sodium hyaluronate;2;milligram;1;milliliter
"38678211000001104";Sodium hyaluronate 0.2% / Carbomer '980' 0.2% eye drops preservative free;"395936001";Carbomer;2;mg;;ml
"38678211000001104";Sodium hyaluronate 0.2% / Carbomer '980' 0.2% eye drops preservative free;"395936001";Carbomer;2;milligram;1;milliliter
"38679011000001104";Perfluorohexyloctane eye drops preservative free;"42638511000001106";Perfluorohexyloctane;;;;
"38703311000001104";Generic Bio-Kult Boosted capsules;;;;;;
"38703411000001106";Generic Bio-Kult S.Boulardii capsules;;;;;;
"39116211000001106";Generic COVID-19 Vaccine Vaxzevria (ChAdOx1 S [recombinant]) not less than 2.5x100000000 infectious units/0.5ml dose suspension for injection multidose vials;"39330711000001103";COVID-19 vaccine;250000000;unit;0.5;milliliter
"39116211000001106";Generic COVID-19 Vaccine Vaxzevria (ChAdOx1 S [recombinant]) not less than 2.5x100000000 infectious units/0.5ml dose suspension for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"39116311000001103";Indacaterol 125micrograms/dose / Mometasone 127.5micrograms/dose inhalation powder capsules with device;"395802006";Mometasone furoate;127.5;mcg;1;dose
"39116311000001103";Indacaterol 125micrograms/dose / Mometasone 127.5micrograms/dose inhalation powder capsules with device;"702801003";Indacaterol;125;mcg;1;dose
"39116411000001105";Indacaterol 125micrograms/dose / Mometasone 260micrograms/dose inhalation powder capsules with device;"395802006";Mometasone furoate;260;mcg;1;dose
"39116411000001105";Indacaterol 125micrograms/dose / Mometasone 260micrograms/dose inhalation powder capsules with device;"702801003";Indacaterol;125;mcg;1;dose
"39116511000001109";Indacaterol 125micrograms/dose / Mometasone 62.5micrograms/dose inhalation powder capsules with device;"395802006";Mometasone furoate;62.5;mcg;1;dose
"39116511000001109";Indacaterol 125micrograms/dose / Mometasone 62.5micrograms/dose inhalation powder capsules with device;"702801003";Indacaterol;125;mcg;1;dose
"39134511000001107";Generic Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device;"395802006";Mometasone furoate;136;mcg;1;dose
"39134511000001107";Generic Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device;"702801003";Indacaterol;114;mcg;1;dose
"39134511000001107";Generic Enerzair Breezhaler 114micrograms/dose / 46micrograms/dose / 136micrograms/dose inhalation powder capsules with device;"769097000";Glycopyrronium;46;mcg;1;dose
"39306411000001103";Generic Bio-Kult Candea capsules;;;;;;
"39306511000001104";Generic Bio-Kult Pro-Cyan capsules;;;;;;
"39326811000001106";Generic Spikevax COVID-19 mRNA (nucleoside modified) Vaccine 0.1mg/0.5ml dose dispersion for injection multidose vials;"39330711000001103";COVID-19 vaccine;0.1;milligram;0.5;milliliter
"39326811000001106";Generic Spikevax COVID-19 mRNA (nucleoside modified) Vaccine 0.1mg/0.5ml dose dispersion for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"39343311000001109";Generic ORA-Blend SF oral suspension;"10828111000001104";Microcrystalline cellulose;;;;
"39343311000001109";Generic ORA-Blend SF oral suspension;"10828211000001105";Xanthan gum;;;;
"39343311000001109";Generic ORA-Blend SF oral suspension;"109240008";Carrageenan;;;;
"39343311000001109";Generic ORA-Blend SF oral suspension;"51224002";Carmellose sodium;;;;
"39343411000001102";Generic ORA-Blend oral suspension;"10828111000001104";Microcrystalline cellulose;;;;
"39343411000001102";Generic ORA-Blend oral suspension;"10828211000001105";Xanthan gum;;;;
"39343411000001102";Generic ORA-Blend oral suspension;"109240008";Carrageenan;;;;
"39343411000001102";Generic ORA-Blend oral suspension;"51224002";Carmellose sodium;;;;
"39375211000001103";Generic COVID-19 Vaccine Valneva (inactivated adjuvanted whole virus) 40antigen units/0.5ml dose suspension for injection multidose vials;OMOP0000000002;COVID-19 vaccine, whole virus, inactivated, adjuvanted with Alum and CpG 1018;;;;
"39478211000001100";Generic COVID-19 Vaccine Nuvaxovid (recombinant adjuvanted) 5micrograms/0.5ml dose dispersion for injection multidose vials;OMOP0000000001;COVID-19 vaccine, recombinant, full-length nanoparticle spike (S) protein, adjuvanted with Matrix-M;;;;
"39486611000001109";Sodium hyaluronate 0.2% / Hypromellose 0.2% eye drops preservative free;"387578003";Sodium hyaluronate;2;mg;;ml
"39486611000001109";Sodium hyaluronate 0.2% / Hypromellose 0.2% eye drops preservative free;"387578003";Sodium hyaluronate;2;milligram;1;milliliter
"39486611000001109";Sodium hyaluronate 0.2% / Hypromellose 0.2% eye drops preservative free;"412410003";Hypromellose;2;mg;;ml
"39486611000001109";Sodium hyaluronate 0.2% / Hypromellose 0.2% eye drops preservative free;"412410003";Hypromellose;2;milligram;1;milliliter
"39494911000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11170511000001108";Haemophilus influenzae type b polysaccharide protein conjugate;;;;
"39494911000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171411000001100";Human poliovirus type 1 inactivated;;;;
"39494911000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171511000001101";Human poliovirus type 2 inactivated;;;;
"39494911000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11171611000001102";Human poliovirus type 3 inactivated;;;;
"39494911000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"11173111000001106";Pertussis antigens;;;;
"39494911000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"14608011000001104";Tetanus toxoid;;;;
"39494911000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"161000221102";Diphtheria toxoid;;;;
"39494911000001105";Diphtheria / Tetanus / Pertussis (acellular component) / Hepatitis B (surface antigen) / Poliomyelitis (inactivated) / Haemophilus type b conjugate vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes;"22290004";Hepatitis B virus surface antigen;;;;
"39643111000001100";Generic Bio-Kult Pregnea capsules;;;;;;
"39714611000001108";Sumatriptan 20mg/0.1ml nasal spray unit dose;"395892000";Sumatriptan;20;mg;0.1;ml
"39718311000001108";Measles vaccine (live) powder and solvent for solution for injection vials;"11172311000001103";Measles virus live attenuated;;;;
"39721111000001109";Zolmitriptan 5mg/0.1ml nasal spray unit dose;"363582006";Zolmitriptan;5;mg;0.1;ml
"39828011000001104";Generic COVID-19 Vaccine Medicago (CoVLP) 3.75micrograms/0.5ml dose emulsion for injection multidose vials;OMOP0000000003;COVID-19 vaccine, recombinant, plant-derived Virus-Like Particle (VLP) spike (S) protein, adjuvanted with AS03;;;;
"39878711000001101";Generic Bio-Kult Brighten capsules;;;;;;
"40039411000001101";Meningococcal polysaccharide A C W135 and Y conjugate vaccine solution for injection 0.5ml vials;"11172811000001107";Neisseria meningitidis group C capsular polysaccharide protein conjugate;;;;
"40039411000001101";Meningococcal polysaccharide A C W135 and Y conjugate vaccine solution for injection 0.5ml vials;"20532711000001101";Neisseria meningitidis group A capsular polysaccharide protein conjugate;;;;
"40039411000001101";Meningococcal polysaccharide A C W135 and Y conjugate vaccine solution for injection 0.5ml vials;"20532811000001109";Neisseria meningitidis group W135 capsular polysaccharide protein conjugate;;;;
"40039411000001101";Meningococcal polysaccharide A C W135 and Y conjugate vaccine solution for injection 0.5ml vials;"20532911000001104";Neisseria meningitidis group Y capsular polysaccharide protein conjugate;;;;
"40077411000001107";Sodium hyaluronate 0.25% / Trehalose 2% eye drops preservative free;"387578003";Sodium hyaluronate;2;milligram;1;milliliter
"40077411000001107";Sodium hyaluronate 0.25% / Trehalose 2% eye drops preservative free;"387578003";Sodium hyaluronate;2.5;mg;;ml
"40077411000001107";Sodium hyaluronate 0.25% / Trehalose 2% eye drops preservative free;"387578003";Sodium hyaluronate;2.5;milligram;1;milliliter
"40077411000001107";Sodium hyaluronate 0.25% / Trehalose 2% eye drops preservative free;"387578003";Sodium hyaluronate;20;mg;;ml
"40077411000001107";Sodium hyaluronate 0.25% / Trehalose 2% eye drops preservative free;"44102011000001103";Trehalose;2;milligram;1;milliliter
"40077411000001107";Sodium hyaluronate 0.25% / Trehalose 2% eye drops preservative free;"44102011000001103";Trehalose;2.5;mg;;ml
"40077411000001107";Sodium hyaluronate 0.25% / Trehalose 2% eye drops preservative free;"44102011000001103";Trehalose;2.5;milligram;1;milliliter
"40077411000001107";Sodium hyaluronate 0.25% / Trehalose 2% eye drops preservative free;"44102011000001103";Trehalose;20;mg;;ml
"40110311000001104";Generic Kinerva Daily Vitality capsules;;;;;;
"40235011000001101";Generic Viperfav concentrate for solution for infusion 4ml vials;"10927711000001109";European viper snake venom antiserum;;;;
"40235011000001101";Generic Viperfav concentrate for solution for infusion 4ml vials;"40234711000001103";Asp viper snake venom antiserum;;;;
"40235011000001101";Generic Viperfav concentrate for solution for infusion 4ml vials;"40234811000001106";Horned viper snake venom antiserum;;;;
"40335311000001107";Generic COVID-19 Vaccine Covaxin (NIV-2020-770 inactivated) 6micrograms/0.5ml dose suspension for injection multidose vials;"39330711000001103";COVID-19 vaccine;0.006;milligram;0.5;milliliter
"40335311000001107";Generic COVID-19 Vaccine Covaxin (NIV-2020-770 inactivated) 6micrograms/0.5ml dose suspension for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"40335411000001100";Generic COVID-19 Vaccine Covaxin (NIV-2020-770 inactivated) 6micrograms/0.5ml dose suspension for injection vials;"39330711000001103";COVID-19 vaccine;0.006;milligram;0.5;milliliter
"40335411000001100";Generic COVID-19 Vaccine Covaxin (NIV-2020-770 inactivated) 6micrograms/0.5ml dose suspension for injection vials;"39330711000001103";COVID-19 vaccine;;;;
"40366311000001107";Generic COVID-19 Vaccine Covishield (ChAdOx1 S [recombinant]) 5x10000000000 viral particles/0.5ml dose solution for injection multidose vials;"39330711000001103";COVID-19 vaccine;50000000000;unit;0.5;milliliter
"40366311000001107";Generic COVID-19 Vaccine Covishield (ChAdOx1 S [recombinant]) 5x10000000000 viral particles/0.5ml dose solution for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"40366411000001100";Generic COVID-19 Vaccine Covishield (ChAdOx1 S [recombinant]) 5x10000000000 viral particles/0.5ml dose solution for injection vials;"39330711000001103";COVID-19 vaccine;50000000000;unit;0.5;milliliter
"40366411000001100";Generic COVID-19 Vaccine Covishield (ChAdOx1 S [recombinant]) 5x10000000000 viral particles/0.5ml dose solution for injection vials;"39330711000001103";COVID-19 vaccine;;;;
"40388611000001103";Generic COVID-19 Vaccine Sputnik V Component I (recombinant serotype 26 adenoviral particles) 100000000000 viral particles/0.5ml dose solution for injection multidose vials;"39330711000001103";COVID-19 vaccine;100000000000;unit;0.5;milliliter
"40388611000001103";Generic COVID-19 Vaccine Sputnik V Component I (recombinant serotype 26 adenoviral particles) 100000000000 viral particles/0.5ml dose solution for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"40388711000001107";Generic COVID-19 Vaccine Sputnik V Component I (recombinant serotype 26 adenoviral particles) 100000000000 viral particles/0.5ml dose solution for injection vials;"39330711000001103";COVID-19 vaccine;100000000000;unit;0.5;milliliter
"40388711000001107";Generic COVID-19 Vaccine Sputnik V Component I (recombinant serotype 26 adenoviral particles) 100000000000 viral particles/0.5ml dose solution for injection vials;"39330711000001103";COVID-19 vaccine;;;;
"40388811000001104";Generic COVID-19 Vaccine Sputnik V Component II (recombinant serotype 5 adenoviral particles) 100000000000 viral particles/0.5ml dose solution for injection multidose vials;"39330711000001103";COVID-19 vaccine;100000000000;unit;0.5;milliliter
"40388811000001104";Generic COVID-19 Vaccine Sputnik V Component II (recombinant serotype 5 adenoviral particles) 100000000000 viral particles/0.5ml dose solution for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"40388911000001109";Generic COVID-19 Vaccine Sputnik V Component II (recombinant serotype 5 adenoviral particles) 100000000000 viral particles/0.5ml dose solution for injection vials;"39330711000001103";COVID-19 vaccine;100000000000;unit;0.5;milliliter
"40388911000001109";Generic COVID-19 Vaccine Sputnik V Component II (recombinant serotype 5 adenoviral particles) 100000000000 viral particles/0.5ml dose solution for injection vials;"39330711000001103";COVID-19 vaccine;;;;
"40411511000001102";Generic COVID-19 Vaccine AZD2816 AstraZeneca (ChAdOx1 nCOV-19) 3.5x10000000000 viral particles/0.5ml dose solution for injection multidose vials;"39330711000001103";COVID-19 vaccine;35000000000;unit;0.5;milliliter
"40411511000001102";Generic COVID-19 Vaccine AZD2816 AstraZeneca (ChAdOx1 nCOV-19) 3.5x10000000000 viral particles/0.5ml dose solution for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"40506711000001109";Generic COVID-19 Vaccine Sanofi (CoV2 preS dTM monovalent D614 [recombinant]) 5micrograms/0.5ml dose suspension for injection multidose vials;"39330711000001103";COVID-19 vaccine;0.005;milligram;0.5;milliliter
"40506711000001109";Generic COVID-19 Vaccine Sanofi (CoV2 preS dTM monovalent D614 [recombinant]) 5micrograms/0.5ml dose suspension for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"40520611000001105";Generic COVID-19 Vaccine Moderna (mRNA-1273.529) 50micrograms/0.25ml dose solution for injection multidose vials;"39330711000001103";COVID-19 vaccine;0.05;milligram;0.25;milliliter
"40520611000001105";Generic COVID-19 Vaccine Moderna (mRNA-1273.529) 50micrograms/0.25ml dose solution for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"40573611000001100";Nitric oxide 400ppm;"6710000";Nitric oxide;400;parts per million;;
"40573611000001100";Nitric oxide 400ppm;"6710000";Nitric oxide;400;ppm;;
"40658411000001104";Generic COVID-19 Vaccine Moderna (mRNA-1273.214) 50micrograms/0.5ml dose dispersion for injection vials;"39330711000001103";COVID-19 vaccine;0.05;milligram;0.5;milliliter
"40658411000001104";Generic COVID-19 Vaccine Moderna (mRNA-1273.214) 50micrograms/0.5ml dose dispersion for injection vials;"39330711000001103";COVID-19 vaccine;;;;
"40711511000001105";Generic HealthAid Colonease Plus capsules;;;;;;
"40713711000001104";Generic COVID-19 Vaccine Convidecia (Adenovirus Type 5 Vector [recombinant]) 40000000000 viral particles/0.5ml dose solution for injection vials;"39330711000001103";COVID-19 vaccine;40000000000;unit;0.5;milliliter
"40713711000001104";Generic COVID-19 Vaccine Convidecia (Adenovirus Type 5 Vector [recombinant]) 40000000000 viral particles/0.5ml dose solution for injection vials;"39330711000001103";COVID-19 vaccine;;;;
"40813111000001102";Generic COVID-19 Vaccine Spikevax 0 (Zero)/O (Omicron) 0.1mg/ml dispersion for injection multidose vials;"39330711000001103";COVID-19 vaccine;0.1;milligram;1;milliliter
"40813111000001102";Generic COVID-19 Vaccine Spikevax 0 (Zero)/O (Omicron) 0.1mg/ml dispersion for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"40872511000001107";Generic COVID-19 Vaccine VidPrevtyn Beta (CoV2 preS dTM monovalent B.1.351 [recombinant adjuvanted]) 5micrograms/0.5ml dose solution and emulsion for emulsion for injection multidose vials;"39330711000001103";COVID-19 vaccine;0.005;milligram;0.5;milliliter
"40872611000001106";Generic COVID-19 Vaccine Sanofi (CoV2 preS dTM bivalent D614+B.1.351 [recombinant adjuvanted]) 2.5micrograms/2.5micrograms/0.5ml dose emulsion for injection multidose vials;"39330711000001103";COVID-19 vaccine;;;;
"40889811000001109";Generic AquADEKS capsules;;;;;;
"40889911000001104";Generic AquADEKS chewable tablets;;;;;;
"40970511000001101";Generic MacuLEH Light tablets;;;;;;
"41088111000001104";Generic TYR Easy tablets;;;;;;
"41166811000001100";Generic XPhe minis tablets;;;;;;
"41411711000001102";Generic novel Oral Polio Vaccine (nOPV2) monovalent attenuated type multidose vials;"9895011000001101";Poliomyelitis vaccine;;;;
"41435811000001101";Generic Equazen capsules;;;;;;
"41435911000001106";Generic Equazen chews chewable capsules;;;;;;
"41481811000001108";Echinacea drops;;;;;;
"41481911000001103";Generic Equazen triple strength capsules;;;;;;
"41482011000001105";Generic Life On Haem-Life capsules;;;;;;
"41482211000001100";Generic Life On Pregnancy Care Mama-Life Multivitamin capsules;;;;;;
"41610211000001101";Naloxone 1.26mg/0.1ml nasal spray unit dose;"372890007";Naloxone;1.26;mg;0.1;ml
"41621211000001101";Cholera vaccine (recombinant live oral) effervescent powder and powder for oral suspension;"41621811000001100";Vibrio cholerae live attenuated;;;;
"41800711000001102";Generic Grasses / Cereals mix pollen 100000BU/ml solution for skin prick test;"16100011000001109";Timothy grass (Phleum pratense) pollen allergen extract;;;;
"41800711000001102";Generic Grasses / Cereals mix pollen 100000BU/ml solution for skin prick test;"32883311000001108";Cocksfoot (Orchard grass, Dactylis glomerata) pollen allergen extract;;;;
"41800711000001102";Generic Grasses / Cereals mix pollen 100000BU/ml solution for skin prick test;"32883511000001102";Tall fescue (Meadow fescue, Festuca pratensis) pollen allergen extract;;;;
"41800711000001102";Generic Grasses / Cereals mix pollen 100000BU/ml solution for skin prick test;"32883711000001107";Meadow grass (Kentucky blue grass, Poa pratensis) pollen allergen extract;;;;
"41800711000001102";Generic Grasses / Cereals mix pollen 100000BU/ml solution for skin prick test;"32883911000001109";Rye grass (Lolium perenne) pollen allergen extract;;;;
"41800711000001102";Generic Grasses / Cereals mix pollen 100000BU/ml solution for skin prick test;"32884211000001102";Yorkshire fog (Velvet grass, Holcus lanatus) pollen allergen extract;;;;
"41800711000001102";Generic Grasses / Cereals mix pollen 100000BU/ml solution for skin prick test;"33514711000001103";Barley (Hordeum vulgare) pollen allergen extract;;;;
"41800711000001102";Generic Grasses / Cereals mix pollen 100000BU/ml solution for skin prick test;"33517511000001100";Oat (cultivated) (Avena sativa) pollen allergen extract;;;;
"41800711000001102";Generic Grasses / Cereals mix pollen 100000BU/ml solution for skin prick test;"33518411000001100";Rye (Secale cereale) pollen allergen extract;;;;
"41800711000001102";Generic Grasses / Cereals mix pollen 100000BU/ml solution for skin prick test;"33519211000001109";Wheat (Triticum aestivum) pollen allergen extract;;;;
"41801411000001104";Generic House Dust Mite mix 100DBU/ml solution for skin prick test;"32889711000001105";Dermatophagoides pteronyssinus allergen extract;;;;
"41801411000001104";Generic House Dust Mite mix 100DBU/ml solution for skin prick test;"32901611000001107";Dermatophagoides farinae allergen extract;;;;
"41823011000001100";Generic COVID-19 Vaccine Moderna (mRNA-1273.222) 50micrograms/0.5ml dose solution for injection vials;"39330711000001103";COVID-19 vaccine;0.05;milligram;0.5;milliliter
"41823411000001109";Generic COVID-19 Vaccine Moderna (mRNA-1283.222) 10micrograms/0.2ml dose solution for injection vials;"39330711000001103";COVID-19 vaccine;0.01;milligram;0.2;milliliter
"41869511000001100";Generic Feathers mix 20micrograms/ml solution for skin prick test;"41846411000001101";Chicken feathers allergen extract;;;;
"41869511000001100";Generic Feathers mix 20micrograms/ml solution for skin prick test;"41849211000001109";Goose feathers allergen extract;;;;
"41869511000001100";Generic Feathers mix 20micrograms/ml solution for skin prick test;"41850311000001107";Duck feathers allergen extract;;;;
