DOSAGE	VOLUME	THIN_NAME	GEMSCRIPT_NAME	INGREDIENT_ID	THIN_CODE	GEMSCRIPT_CODE	INGREDIENT_CONCEPT_CODE	DOMAIN_ID
50mg		Co-amilozide 5mg/50mg tablets	Moduretic Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	974166	99405998	50481020	Hydrochlorothiazide	Drug
5mg/5ml		Co-amilozide 5mg+50mg/5ml oral solution	Moduretic Oral solution (Bristol-Myers Squibb Pharmaceuticals Ltd)	991382		50482020	Amiloride	Drug
50mg/5ml		Co-amilozide 5mg+50mg/5ml oral solution	Moduretic Oral solution (Bristol-Myers Squibb Pharmaceuticals Ltd)	974166		50482020	Hydrochlorothiazide	Drug
		Multivitamins pellet	Multivite Pillules (Duncan Flockhart Ltd)		99390998	50554020		Drug
		Simple linctus	Simple linctus (Berk Pharmaceuticals Ltd)	950435	99390990	50556020	Citric Acid	Drug
500 mg		Glutamic acid hydrochloride 500mg tablets	Muripsin Tablet (Norgine Pharmaceuticals Ltd)	43533055	99389998	50557020	D-glutamic acid	Drug
125 mg / 5 ml	250 ml	Simple linctus	Simple linctus (Celltech Pharma Europe Ltd)	42903493	99389990	50559020	hydroxycitric acid	Drug
31.25 mg/5 ml		Simple linctus paediatric	Simple linctus paediatric (Celltech Pharma Europe Ltd)	950435	99389989	50560020	Citric Acid	Drug
			Myambutol Powder (Wyeth Pharmaceuticals)	1729720		50563020	Penicillin V	Drug
		Simple ointment	Simple Ointment (Thornton / Ross Ltd)		99387988	50572020		Drug
			Soap Spirit (William Ransom)			50579020		Device
		Generic entera 236ml sip feed (fresenius kabi ltd)	Entera 236ml Sip feed (Fresenius Kabi Ltd)		99365994	50663020		Device
100 mg	5 ml		Nivemycin 100mg/5ml Oral solution (Sovereign Medical Ltd)	915981		50724020	Neomycin	Drug
500 mg			Nydrane 500mg Tablet (Lipha Pharmaceuticals Ltd)	1303425		50805020	Tranexamic Acid	Drug
		Generic forceval protein pwdr powder (unigreg ltd)	Forceval protein pwdr Powder (Unigreg Ltd)		99332994	50806020		Device
		Yeast tablets	Yeast Tablet (Thornton / Ross Ltd)	36878709	99327990	50830020	Dried yeast	Drug
		Multivitamin tablets	Orovite Tablet (Thornton / Ross Ltd)		99308998	50899020	Vitamin Stuff	Drug
		Multivitamins oral solution	Orovite Oral solution (Thornton / Ross Ltd)		99308997	50900020		Drug
		P-di-isobutylphenoxypolyethoxyethanol 1% gel	Ortho-gynol 1%w/w Contraceptive jelly (Janssen-Cilag Ltd)		99304998	50915020		Device
		Generic Ceanel Concentrate shampoo	Ceanel shampoo [quinoderm] 500ml Shampoo (Quinoderm Ltd)		99290994	50975020		Device
		Vitamin b / c strong intravenous injection	Parentrovite intravenous high potency Injection (Bencard)		99285998	50991020		Drug
1.5 mg		Hydrargaphen 1.5mg pessaries	Penotrane 1.5mg Pessary (Boehringer Ingelheim Ltd)	43532484	99271998	51051020	phenylmercury	Drug
			Pharmidone Tablet (Pharmacia Ltd)	969004		51087020	Hexylresorcinol	Drug
		Generic gelcotar liquid tar 150ml shampoo (quinoderm ltd)	Gelcotar liquid tar 150ml Shampoo (Quinoderm Ltd)		99255994	51106020		Device
325mg		Co-proxamol 32.5mg/325mg tablets	Co-proxamol 32.5/325 Tablet (Dista Products Ltd)	1125315	99244990	51145020	Acetaminophen	Drug
32.5mg		Co-proxamol 32.5mg/325mg tablets	Co-proxamol 32.5/325 Tablet (Dista Products Ltd)	1153664	99244990	51145020	Propoxyphene	Drug
		Generic vaseline dermacare 500ml lotion (elida faberge)	Vaseline dermacare 500ml Lotion (Elida Faberge)		99234994	51183020		Device
		Generic dansac (opaque) minicap 30mm	Dansac (opaque) minicap 30mm [dansac] 01930-1000 30mm Capsule (Dansac Ltd)		99213994	51269020		Device
		Abnoba viscum fraxini d6 injection	Abnoba viscum fraxini D6 injection		99185998	51372020		Drug
		Generic covermark shading 4.5g concentrate for oral solution (epiderm)	Covermark shading 4.5g Concentrate for oral solution (Epiderm)		99154994	51490020		Device
		Generic maxijul super soluble powder (shs international ltd)	Maxijul super soluble Powder (SHS International Ltd)		99149994	51508020		Device
400mg		Co-trimoxazole 80mg/400mg tablets	Septrin Tablet (Wellcome Medical Division)	1836430	99143998	51537020	Sulfamethoxazole	Drug
80mg		Co-trimoxazole 80mg/400mg tablets	Septrin Tablet (Wellcome Medical Division)	1705674	99143998	51537020	Trimethoprim	Drug
400mg		Co-trimoxazole 480mg dispersible tablets	Septrin Dispersible tablet (Wellcome Medical Division)	1836430		51538020	Sulfamethoxazole	Drug
80mg		Co-trimoxazole 480mg dispersible tablets	Septrin Dispersible tablet (Wellcome Medical Division)	1705674		51538020	Trimethoprim	Drug
10mg		Co-careldopa 10mg/100mg tablets	Sinemet 110 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	740560	99139998	51555020	Carbidopa	Drug
100mg		Co-careldopa 10mg/100mg tablets	Sinemet 110 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	789578	99139998	51555020	Levodopa	Drug
0.05%		Generic Sofradex ear/eye drops	Sofradex Eye drops (Distriphar (UK))	1518254	99129997	51596020	Dexamethasone	Drug
0.50%		Generic Sofradex ear/eye drops	Sofradex Eye drops (Distriphar (UK))	19056694	99129997	51596020	Framycetin	Drug
0.01%		Generic Sofradex ear/eye drops	Sofradex Eye drops (Distriphar (UK))	963742	99129997	51596020	Gramicidin	Drug
250 mg		Generic Gaviscon Cool 250mg chewable tablets sugar free	Gaviscon 250 Tablet (Reckitt Benckiser Healthcare (UK) Ltd)	43013872	99126998	51609020	alginate	Drug
80 mg		Generic Gaviscon Cool 250mg chewable tablets sugar free	Gaviscon 250 Tablet (Reckitt Benckiser Healthcare (UK) Ltd)	19035704	99126998	51609020	Calcium Carbonate	Drug
133.5 mg		Generic Gaviscon Cool 250mg chewable tablets sugar free	Gaviscon 250 Tablet (Reckitt Benckiser Healthcare (UK) Ltd)	939506	99126998	51609020	Sodium Bicarbonate	Drug
500mg		Co-amoxiclav 500mg/125mg tablets		1713332		51668020	Amoxicillin	Drug
125mg		Co-amoxiclav 500mg/125mg tablets		1759842		51668020	Clavulanate	Drug
400mg/5ml		Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free	Amoxicillin 400mg / Clavulanic acid 57mg/5ml sugar free oral suspension	1713332	99111997	51669020	Amoxicillin	Drug
57mg/5ml		Co-amoxiclav 400mg/57mg/5ml oral suspension sugar free	Amoxicillin 400mg / Clavulanic acid 57mg/5ml sugar free oral suspension	1759842	99111997	51669020	Clavulanate	Drug
		Generic keromask finishing powder (network management ltd)	Keromask finishing Powder (Network Management Ltd)		99100994	51717020		Device
		Generic rynacrom type 3 insufflator inhalation powder (rpr / fisons)	Rynacrom type 3 insufflator Inhalation powder (Rpr / Fisons)		99096994	51734020		Drug
0.2 mg		Dihydrptachysterol 0.2mg tablets	Tachyrol 0.2mg Tablet (Solvay Healthcare)	36878861	99078998	51812020	Human Immunoglobulin Anti-D	Drug
		Simple linctus paediatric	Simple linctus paediatric (C P Pharmaceuticals Ltd)	950435	99074990	51831020	Citric Acid	Drug
		Generic dermablend covering cream (l'oreal)	Dermablend covering Cream (L'Oreal)		99058994	51894020		Device
		Vitamins capsules	Vitamin Capsule (Actavis UK Ltd)		99039990	51967020	Vitamin Stuff	Drug
0.1 iu/ml	0.5 ml	Diphtheria/tetanus/pertussis dtpw vaccination	Trivax Vaccination (Celltech Pharma Europe Ltd)	529303	99011998	52071020	"diphtheria toxoid vaccine, inactivated"	Drug
0.1 iu/ml	0.5 ml	Diphtheria/tetanus/pertussis dtpw vaccination	Trivax Vaccination (Celltech Pharma Europe Ltd)	529303	99011998	52071020	"diphtheria toxoid vaccine, inactivated"	Drug
0.01 iu/ml	0.5 ml	Diphtheria/tetanus/pertussis dtpw vaccination	Trivax Vaccination (Celltech Pharma Europe Ltd)	19033193	99011998	52071020	Pertussis Vaccine	Drug
0.1 iu/ml	0.5 ml	Diphtheria/tetanus/pertussis dtpw vaccination	Trivax Vaccination (Celltech Pharma Europe Ltd)	529411	99011998	52071020	"tetanus toxoid vaccine, inactivated"	Drug
0.1 iu/ml	0.5 ml	Diphtheria/tetanus/pertussis dtpw vaccination	Trivax Vaccination (Celltech Pharma Europe Ltd)	529411	99011998	52071020	"tetanus toxoid vaccine, inactivated"	Drug
		Generic Ultrabase cream	Ultrabase Cream (Valeant Pharmaceuticals Ltd)		99009998	52079020		Device
		Emlloient cream	Unguentum merck Cream (Crookes Healthcare Ltd)		99004998	52097020		Device
		Cream of tartar powder	Cream of tartar powder	42903718	99003990	52104020	tartrate	Drug
500 mg		Carfecillin sodium 500mg tablets	Uticillin 500mg Tablet (Beecham Research Laboratories)	1740546	99001998	52109020	Carbenicillin	Drug
		"Vitamin a, c & d+11 other vitamins & 17 minerals (combination no1) tablets"	"Vitamin a, c & d with 11 other vitamins & 17 minerals (combination no1) tablets"		98993998	52144020		Drug
		Buffered cream	Buffered cream		98990990	52158020		Device
		Fullers earth powder	Fullers earth Powder		98984990	52190020		Device
			Fullers earth white powder	950435		52191020	Citric Acid	Device
		Multivitamins oral solution	Verdiviton Oral solution (Bristol-Myers Squibb Pharmaceuticals Ltd)		98974998	52239020		Device
6%		Crude coal tar / zinc oxide / starch in pma 6%+2%+12% paste	Crude coal tar / zinc oxide / starch in pma 6%+2%+12% Paste	1000995		52430020	Coal Tar	Drug
12%		Crude coal tar / zinc oxide / starch in pma 6%+2%+12% paste	Crude coal tar / zinc oxide / starch in pma 6%+2%+12% Paste	1036157		52430020	Starch	Drug
2%		Crude coal tar / zinc oxide / starch in pma 6%+2%+12% paste	Crude coal tar / zinc oxide / starch in pma 6%+2%+12% Paste	911064		52430020	Zinc Oxide	Drug
100 000 iu			"Tuberculin ppd 100,000unit/ml Injection"	1539403		52460020	Simvastatin	Drug
		Tuberculin ppd 1000unit/ml injection	Tuberculin ppd 1000unit/ml Injection	950435	98916989	52461020	Citric Acid	Drug
100unit/ml	1ml	Tuberculin ppd 100unit/ml injection	Tuberculin ppd 100unit/ml Injection	19058274	98916988	52462020	Purified Protein Derivative of Tuberculin	Drug
		Arrowroot powder	Arrowroot powder		98893990	52550020		Device
333 mg		St john's wort 333mg tablets	St john's wort 333mg tablets	42899139	98891998	52554020	Hypericum extract	Drug
		Bay rum liquid	Bay rum liquid		98890990	52560020		Device
10 iu/ml		Tuberculin ppd 10 unit/ml injection	Tuberculin ppd 10 unit/ml Injection	19058274	98886990	52577020	Purified Protein Derivative of Tuberculin	Drug
		Burnt sugar solution	Burnt sugar solution		98880989	52601020		Device
		Coconut comp ointment	Coconut comp ointment		98857988	52682020		Device
		Oral rehydration salts maintanance solution	Diocalm replenish Sachets (SSL International Plc)		98848998	52713020		Device
		Yeast tablets	Yeast tablets	36878709	98814990	52844020	Dried yeast	Drug
		Sodium cellulose phosphate 5g/sachet powder	Calcisorb Sachets (3M Health Care Ltd)		98812998	52848020		Device
		Generic lrc products dry sheath 144 (lrc products ltd)	LRC Products Dry sheath 144 (LRC Products Ltd)		98797994	52918020		Device
		Caustic wart / verruca set	Caustic wart / verruca set	36879143	98795990	52927020	Botulinum toxin type B	Device
	0.5 ml	Diphtheria / tetanus adsorbed vaccination	Diphtheria / tetanus adsorbed Vaccination (Aventi	529303	98781990	52977020	"diphtheria toxoid vaccine, inactivated"	Drug
		Diphtheria / tetanus adsorbed vaccination	Diphtheria / tetanus adsorbed Vaccination (Aventi	529411	98781990	52977020	"tetanus toxoid vaccine, inactivated"	Drug
		Hydrous ointment	Locobase Ointment (Yamanouchi Pharma Ltd)		98772998	53008020		Device
		Industrial methylated spirit 70%	Industrial methylated 70% Spirit (Depuy Healthcare)	950435	98771990	53014020	Citric Acid	Device
		Industrial methylated spirit 95%	Industrial methylated 95% Spirit (Depuy Healthcare)		98771989	53015020		Device
		Trichloracetic acid powder	Trichloracetic acid analar Powder (BDH Laboratory Supplies)	987009	98750990	53084020	Trichloroacetate	Drug
5mg		Co-amilofruse 5mg/40mg tablets		991382		53107020	Amiloride	Drug
40mg		Co-amilofruse 5mg/40mg tablets		956874		53107020	Furosemide	Drug
2.5mg		Co-amilofruse 2.5mg/20mg tablets		991382		53108020	Amiloride	Drug
20mg		Co-amilofruse 2.5mg/20mg tablets		956874		53108020	Furosemide	Drug
		Soap 10% solution	Soap 10% solution		98736989	53139020		Drug
		Soft soap powder	Soft soap powder	1552310	98725990	53174020	Progesterone	Device
		Soft soap 10% solution	Soft soap 10% solution		98725989	53175020		Device
		Trichloracetic acid powder	Trichloracetic acid Powder	987009	98708990	53234020	Trichloroacetate	Drug
25%		Sulfiram 25% solution	Tetmosol 25% Oral solution (AstraZeneca UK Ltd)	19072130	98695998	53279020	monosulfiram	Drug
		Simple linctus	Simple linctus (Family Health)	950435	98690990	53300020	Citric Acid	Drug
0.63%		Simple linctus	Simple linctus (William Ransom)	950435	98689990	53303020	Citric Acid	Drug
		Crystal violet crystals	Crystal violet Crystals		98683990	53323020		Device
		Multivitamins capsule	Dalivit Capsule (Paines / Byrne Ltd)		98670998	53377020	Vitamin Stuff	Drug
		Multivitamins oral solution	Dalivit Oral solution (Eastern Pharmaceuticals Ltd)		98668998	53386020	Vitamin Stuff	Drug
		Iodised tablet	Iodised Tablet (Approved Prescription Services Ltd)		98657990	53434020		Drug
		Vitamins B and C high potency intramuscular solution for injection 5ml and 2ml ampoules	Pabrinex intramuscular high potency Injection (Link Pharmaceuticals Ltd)		98656998	53435020	Vitamin Stuff	Drug
		Generic Multi-Action Actifed Chesty Coughs oral solution	Actifed multi-action chesty cough Oral solution (Pfizer Consumer Healthcare Ltd)		98638998	53511020		Drug
		Dip/vac/ads vaccination	Diphtheria adsorbed Vaccination (Celltech Pharma Europe Ltd)	529303	98632998	53542020	"diphtheria toxoid vaccine, inactivated"	Drug
		Dip/vac/ads vaccination	Diphtheria adsorbed Vaccination (Celltech Pharma Europe Ltd)	529303	98632998	53542020	"diphtheria toxoid vaccine, inactivated"	Drug
		Dt/vac/ft vaccination	Diphtheria / tetanus Vaccination (Celltech Pharma Europe Ltd)		98631998	53545020		Drug
		Diphtheria / tetanus adsorbed vaccination	Diphtheria / tetanus adsorbed Vaccination (Celltech Pharma Europe Ltd)		98630998	53548020		Drug
20mg		Co-trimoxazole (trimethoprim / sulfamethoxazole) 20mg+100mg paediatric tablets		1836430		53628020	Sulfamethoxazole	Drug
20mg		Co-trimoxazole (trimethoprim / sulfamethoxazole) 20mg+100mg paediatric tablets		1705674		53628020	Trimethoprim	Drug
200mg/5ml		Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free	Septrin paediatric Oral suspension sugar free (Wellcome Medical Division)	1836430	98611997	53629020	Sulfamethoxazole	Drug
40mg/5ml		Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free	Septrin paediatric Oral suspension sugar free (Wellcome Medical Division)	1705674	98611997	53629020	Trimethoprim	Drug
		Tetanus adsorbed ampoules	Tetanus Vaccination (Celltech Pharma Europe Ltd)		98610998	53633020		Drug
		Vitamins capsules	Vitamin Capsule (Approved Prescription Services Ltd)		98610990	53635020		Drug
		Diphtheria / tetanus / pertussis (acellular component) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syri	Trivax -ad Vaccination (Celltech Pharma Europe Ltd)		98608998	53639020		Drug
25 mcg	0.5 ml	Typhoid polysaccharide 25micrograms/0.5ml vaccine solution for injection pre-filled syringes	Typhoid Vaccination (Celltech Pharma Europe Ltd)	523202	98607998	53642020	Typhoid Vaccine Live Ty21a	Drug
		Simple linctus paediatric	Simple linctus paediatric (Approved Prescription Services Ltd)	36879003	98603990	53662020	Magnesium glycerophosphate	Drug
		Simple linctus	Simple linctus (Approved Prescription Services Ltd)	36878932	98603989	53663020	Carob seed	Drug
500 mg			Benerva 100mg/ml Injection (Roche Products Ltd)	1149380		53849020	fluticasone	Drug
200 mcg			Relefact LH-RH/TRH (100microgram + 200microgram)/ml Injection (Hoechst UK Ltd)	19089810		53890020	Gonadorelin	Drug
100 mcg			Relefact LH-RH/TRH (100microgram + 200microgram)/ml Injection (Hoechst UK Ltd)	19000818		53890020	Sulfadimethoxine	Drug
		Generic urisac tapes 7667 (bard ltd)	Urisac Tapes 7667 (Bard Ltd)		98539994	53912020		Device
80mg/5ml		Co-trimoxazole 80mg/400mg/5ml oral suspension		1836430		53976020	Sulfamethoxazole	Drug
80mg/5ml		Co-trimoxazole 80mg/400mg/5ml oral suspension		1705674		53976020	Trimethoprim	Drug
800mg		Co-trimoxazole 960mg tablets	Bactrim double strength 160mg+800mg Tablet (Roche Products Ltd)	1836430		53979020	Sulfamethoxazole	Drug
160mg		Co-trimoxazole 960mg tablets	Bactrim double strength 160mg+800mg Tablet (Roche Products Ltd)	1705674		53979020	Trimethoprim	Drug
400mg		Co-trimoxazole 480mg tablets	Bactrim 480mg Tablet (Roche Products Ltd)	1836430		53982020	Sulfamethoxazole	Drug
80mg		Co-trimoxazole 480mg tablets	Bactrim 480mg Tablet (Roche Products Ltd)	1705674		53982020	Trimethoprim	Drug
20mg		Co-trimoxazole (trimethoprim / sulfamethoxazole) 20mg+100mg paediatric tablets		1836430		53988020	Sulfamethoxazole	Drug
20mg		Co-trimoxazole (trimethoprim / sulfamethoxazole) 20mg+100mg paediatric tablets		1705674		53988020	Trimethoprim	Drug
200mg/5ml		Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free	Bactrim paediatric sugar free oral solution	1836430	98519997	53989020	Sulfamethoxazole	Drug
40mg/5ml		Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free	Bactrim paediatric sugar free oral solution	1705674	98519997	53989020	Trimethoprim	Drug
5mg		Co-amilofruse 5mg/40mg tablets		991382		54000020	Amiloride	Drug
40mg		Co-amilofruse 5mg/40mg tablets		956874		54000020	Furosemide	Drug
		Generic E45 lotion	E45 Cream (Reckitt Benckiser Healthcare (UK) Ltd)		98497997	54070020		Device
		Co-simalcite tablets		19002230		54097020	hydrotalcite	Drug
		Co-simalcite tablets		966991		54097020	Simethicone	Drug
100 iu/ml		Human isophane insulin 100iu/ml injection cartridges	Human protaphane penfill 100 100unit/ml Penfill (Novo Nordisk Ltd)	46221581	98481997	54128020	"insulin, isophane"	Drug
30 mg		Pentaerythrityl tetranitrate 30mg tablets	Mycardol 30mg Tablet (Sanofi-Synthelabo Ltd)		98473998	54157020	Penthrite	Drug
500mg		Co-codamol 8mg+500mg tablets	Panadeine Tablet (GlaxoSmithKline UK Ltd)	1125315		54168020	Acetaminophen	Drug
8mg		Co-codamol 8mg+500mg tablets	Panadeine Tablet (GlaxoSmithKline UK Ltd)	1201620		54168020	Codeine	Drug
500 mg			Panasorb 500mg Tablet (Sanofi-Synthelabo Ltd)	1595799		54184020	Ferrous fumarate	Drug
500 mg		Generic Solpadeine Plus capsules	Solpadeine Capsule (GlaxoSmithKline Consumer Healthcare)	1125315	98458997	54213020	Acetaminophen	Drug
30 mg		Generic Solpadeine Plus capsules	Solpadeine Capsule (GlaxoSmithKline Consumer Healthcare)	1134439	98458997	54213020	Caffeine	Drug
8 mg		Generic Solpadeine Plus capsules	Solpadeine Capsule (GlaxoSmithKline Consumer Healthcare)	1201620	98458997	54213020	Codeine	Drug
6g	100ml	Immunoglobulin human normal iv intravenous inj	Sandoglobulin Infusion (Novartis Pharmaceuticals	36878747	98452998	54238020	human immunoglobulin	Drug
		Generic accuseal incontinence sheath s400 20mm (convatec ltd)	Accuseal Incontinence sheath S400 20mm (ConvaTec Ltd)		98446994	54260020		Device
		Simple linctus	Simple linctus	950435	98426998	54328020	Citric Acid	Drug
		Simple linctus paediatric	Simple linctus paediatric		98426997	54329020		Drug
		Vitamins a / d emulsion	Vitamins a / d emulsion	36878773	98423997	54343020	Acetarsol	Drug
		Vitamins A / D capsules BPC 1973	Vitamins a / d high strength capsules		98423996	54344020		Drug
		Multivitamin tablets	Vitamin bpc sugar-coated tablets	19058274	98420997	54356020	Purified Protein Derivative of Tuberculin	Drug
114 g/ml		Simple linctus	Simple linctus (Adams Healthcare)	950435	98417990	54371020	Citric Acid	Drug
25000 iu		Streptokinase-streptodornase 10000/2500 units tablets	Varidase Tablet (Wyeth Pharmaceuticals)	19136184	98413998	54381020	Streptodornase	Drug
100000 iu		Streptokinase-streptodornase 10000/2500 units tablets	Varidase Tablet (Wyeth Pharmaceuticals)	19136187	98413998	54381020	Streptokinase	Drug
25mg		Co-careldopa 25mg/250mg tablets	Sinemet 275 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	740560	98402998	54420020	Carbidopa	Drug
250mg		Co-careldopa 25mg/250mg tablets	Sinemet 275 Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	789578	98402998	54420020	Levodopa	Drug
25mg		Co-careldopa 25mg/100mg tablets	Sinemet plus Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	740560	98401998	54423020	Carbidopa	Drug
100mg		Co-careldopa 25mg/100mg tablets	Sinemet plus Tablet (Bristol-Myers Squibb Pharmaceuticals Ltd)	789578	98401998	54423020	Levodopa	Drug
20mg		Vitamin B compound strong tablets	Vitamin b co strong Tablet (IVAX Pharmaceuticals U	40231471	98382990	54492020	Nicotinamide adenine dinucleotide (NAD)	Drug
2 mg		Vitamin B compound strong tablets	Vitamin b co strong Tablet (IVAX Pharmaceuticals U	19005046	98382990	54492020	pyridoxine	Drug
2 mg		Vitamin B compound strong tablets	Vitamin b co strong Tablet (IVAX Pharmaceuticals U	19062817	98382990	54492020	Riboflavin	Drug
4.85 mg		Vitamin B compound strong tablets	Vitamin b co strong Tablet (IVAX Pharmaceuticals U	45775342	98382990	54492020	thiamine ion	Drug
		Vitamins capsules	Vitamin Capsule (Numark Management Ltd)		98381990	54497020	Vitamin Stuff	Drug
0.06%		Ecothiopate iodide 0.06% eye drops	Phospholine iodide 0.06% Eye drops (Dominion Pharma)	958368	98373997	54521020	Echothiophate	Drug
		Ecothiopate iodide 0.13% eye drops	Phospholine iodide 0.13% Eye drops (Dominion Pharma)		98373996	54522020		Drug
500mg		Co-fluampicil 500mg+500mg injection (powder for reconstitution)	Magnapen 1g/vial Injection (C P Pharmaceuticals Ltd)	1717327		54565020	Ampicillin	Drug
500mg		Co-fluampicil 500mg+500mg injection (powder for reconstitution)	Magnapen 1g/vial Injection (C P Pharmaceuticals Ltd)	19054936		54565020	Floxacillin	Drug
		Vitamin b / c weak intra-muscular injection	Parentrovite intramuscular maintenance Injection (Bencard)		98350998	54622020		Drug
		Abnoba viscum fraxini d3 2mg injection	Abnoba viscum fraxini D3 2mg injection		98318998	54758020		Drug
		Industrial methylated spirit 95%	Industrial methylated 95% Spirit (Thornton / Ross Ltd)		98315990	54771020		Device
		Hydrogel dressing sterile	Iodosorb Powder (Smith / Nephew Healthcare Ltd)		98304998	54805020		Device
7.5 mg			Durophet 7.5mg Capsule (3M Health Care Ltd)	714785		54857020	Amphetamine	Drug
12.5 mg			Durophet 12.5mg Capsule (3M Health Care Ltd)	19009405		54858020	Vitamin D	Drug
20 mg			Durophet 20mg Capsule (3M Health Care Ltd)	714785		54859020	Amphetamine	Drug
		Talcum purified powder	Talcum purified powder		98274990	54925020		Device
25 000 iu/ml			"Unihep leo 25,000iu/ml Injection (LEO Pharma)"	1326115		54957020	Oxytocin	Drug
		Fluid pessary size i-xii	Fluid Pessary size I-XII		98245994	55018020		Drug
220mg/5ml		Co-magaldrox 195mg/220mg/5ml oral suspension sugar free	Maalox concentrate Liquid (Rorer Pharmaceuticals Ltd)	985247	98244998	55021020	Aluminum Hydroxide	Drug
195mg/5ml		Co-magaldrox 195mg/220mg/5ml oral suspension sugar free	Maalox concentrate Liquid (Rorer Pharmaceuticals Ltd)	992956	98244998	55021020	Magnesium Hydroxide	Drug
600mg		Co-magaldrox 300mg/600mg tablets	Maalox concentrate Tablet (Rorer Pharmaceuticals Ltd)	985247	98244997	55022020	Aluminum Hydroxide	Drug
300mg		Co-magaldrox 300mg/600mg tablets	Maalox concentrate Tablet (Rorer Pharmaceuticals Ltd)	992956	98244997	55022020	Magnesium Hydroxide	Drug
50 mg/ml			Sandimmun 50mg/ml Concentrate for solution for infusion (Novartis Pharmaceuticals UK Ltd)	19010482		55045020	Cyclosporine	Drug
500mg		Co-codamol 8mg/500mg tablets		1125315		55131020	Acetaminophen	Drug
8mg		Co-codamol 8mg/500mg tablets		1201620		55131020	Codeine	Drug
		Generic Pollinex Grasses + Rye suspension for injection treatment / extension course vials	Pollinex grasses extension course Vaccination (Allergy Therapeutics (UK) Ltd)		98208998	55147020		Drug
		Mixed grass pollen extracts vaccination	Pollinex grasses Vaccination (Allergy Therapeutics (UK) Ltd)		98206998	55153020		Drug
200mg/5ml		Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free	Co-trimoxazole 240mg/5ml Oral suspension (Approved Prescription Services Ltd)	1836430	98182990	55240020	Sulfamethoxazole	Drug
40mg/5ml		Co-trimoxazole 40mg/200mg/5ml oral suspension sugar free	Co-trimoxazole 240mg/5ml Oral suspension (Approved Prescription Services Ltd)	1705674	98182990	55240020	Trimethoprim	Drug
80mg		Co-trimoxazole (trimethoprim / sulfamethoxazole) 80mg+400mg dispersible tablets		1836430		55241020	Sulfamethoxazole	Drug
80mg		Co-trimoxazole (trimethoprim / sulfamethoxazole) 80mg+400mg dispersible tablets		1705674		55241020	Trimethoprim	Drug
35 mcg		Ethinylestradiol / norethisterone - triphasic / placebo 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg tablet	Trinovum ed ED tablets (Janssen-Cilag Ltd)	1549786	98181997	55244020	Ethinyl Estradiol	Drug
500 mcg		Ethinylestradiol / norethisterone - triphasic / placebo 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg tablet	Trinovum ed ED tablets (Janssen-Cilag Ltd)	1521369	98181997	55244020	Norethindrone	Drug
1 mg		Ethinylestradiol / norethisterone - triphasic / placebo 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg tablet	Trinovum ed ED tablets (Janssen-Cilag Ltd)	1521369	98181997	55244020	Norethindrone	Drug
750 mcg		Ethinylestradiol / norethisterone - triphasic / placebo 7 x 35+500mcg; 7 x 35+750mcg; 7 x 35mcg+1mg tablet	Trinovum ed ED tablets (Janssen-Cilag Ltd)	1521369	98181997	55244020	Norethindrone	Drug
		Generic Maxijul Super Soluble powder	Maxijul super soluble Powder (SHS International Ltd)		98180994	55249020		Device
4.12 g/14g	14g	Oral rehydration salts oral powder	Rehidrat Sachets (Pharmacia Ltd)	1560524	98179998	55253020	Glucose	Drug
0.38 g/14g	14g	Oral rehydration salts oral powder	Rehidrat Sachets (Pharmacia Ltd)	19049105	98179998	55253020	Potassium Chloride	Drug
0.42 g/14g	14g	Oral rehydration salts oral powder	Rehidrat Sachets (Pharmacia Ltd)	939506	98179998	55253020	Sodium Bicarbonate	Drug
0.44 g/14g	14g	Oral rehydration salts oral powder	Rehidrat Sachets (Pharmacia Ltd)	967823	98179998	55253020	Sodium Chloride	Drug
8.10 g/14g	14g	Oral rehydration salts oral powder	Rehidrat Sachets (Pharmacia Ltd)	19136247	98179998	55253020	Sucrose	Drug
		Emulsifying ointment	Emulsifying Ointment (Depuy Healthcare)		98171990	55286020		Device
50mg		Co-danthrusate 50mg/60mg capsules	Normax Capsule (UCB Pharma Ltd)	19086560	98167998	55299020	danthron	Drug
60mg		Co-danthrusate 50mg/60mg capsules	Normax Capsule (UCB Pharma Ltd)	941258	98167998	55299020	Docusate	Drug
50mg/5ml		Co-danthrusate 50mg/60mg/5ml oral suspension sugar free	Normax Liquid (UCB Pharma Ltd)	19086560	98167997	55300020	danthron	Drug
