"CONCEPT_CODE"	"concept_name_fr"	"concept_name_nl "	"MAPPED_ID"	"MAPPED_NAME"	"PRECEDENCE"
"gal00489"	"sol. inj. i.m./s.c. [ser. préremplie]"	"inj. oploss. i.m./s.c. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00676"	"sol. inj. i.ocul. [flac.]"	"inj. oploss. i.ocul. [flac.]"	"46234469"	"Injection"	"2"
"gal00676"	"sol. inj. i.ocul. [flac.]"	"inj. oploss. i.ocul. [flac.]"	"19082103"	"Injectable Solution"	
"gal00539"	"sol. inj. i.théc. [amp.]"	"inj. oploss. i.thec. [amp.]"	"19082104"	"Injectable Suspension"	"1"
"gal00539"	"sol. inj. i.théc. [amp.]"	"inj. oploss. i.thec. [amp.]"	"46234469"	"Injection"	"2"
"gal00701"	"sol. inj. i.théc. [flac.]"	"inj. oploss. i.thec. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00701"	"sol. inj. i.théc. [flac.]"	"inj. oploss. i.thec. [flac.]"	"46234469"	"Injection"	"2"
"gal00694"	"sol. inj. i.théc. Hyperbar [amp.]"	"inj. oploss. i.thec. Hyperbar [amp.]"	"19082104"	"Injectable Suspension"	"1"
"gal00694"	"sol. inj. i.théc. Hyperbar [amp.]"	"inj. oploss. i.thec. Hyperbar [amp.]"	"46234469"	"Injection"	"2"
"gal00522"	"sol. inj. i.théc. Hyperbare [amp., infiltr. locorégionale]"	"inj. oploss. i.thec. Hyperbare [amp., locoregionale infiltr.]"	"19082104"	"Injectable Suspension"	"1"
"gal00522"	"sol. inj. i.théc. Hyperbare [amp., infiltr. locorégionale]"	"inj. oploss. i.thec. Hyperbare [amp., locoregionale infiltr.]"	"46234469"	"Injection"	"2"
"gal00758"	"sol. inj. i.utér. Hystero [flac.]"	"inj. oploss. i.uter. Hystero [flac.]"	"46234469"	"Injection"	"2"
"gal00758"	"sol. inj. i.utér. Hystero [flac.]"	"inj. oploss. i.uter. Hystero [flac.]"	"19082103"	"Injectable Solution"	
"gal00142"	"sol. inj. i.v. [amp.]"	"inj. oploss. i.v. [amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00142"	"sol. inj. i.v. [amp.]"	"inj. oploss. i.v. [amp.]"	"46234469"	"Injection"	"2"
"gal00044"	"sol. inj. i.v. [flac.]"	"inj. oploss. i.v. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00044"	"sol. inj. i.v. [flac.]"	"inj. oploss. i.v. [flac.]"	"46234469"	"Injection"	"2"
"gal00211"	"sol. inj. i.v. [ser. préremplie]"	"inj. oploss. i.v. [voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00211"	"sol. inj. i.v. [ser. préremplie]"	"inj. oploss. i.v. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00211"	"sol. inj. i.v. [ser. préremplie]"	"inj. oploss. i.v. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00292"	"sol. inj. i.v./i.artér. [flac.]"	"inj. oploss. i.v./i.arter. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00292"	"sol. inj. i.v./i.artér. [flac.]"	"inj. oploss. i.v./i.arter. [flac.]"	"46234469"	"Injection"	"2"
"gal00792"	"sol. inj. i.v./i.artér. [ser. préremplie, inject. autom.]"	"inj. oploss. i.v./i.arter. [voorgev. spuit, autom. inject.]"	"19082103"	"Injectable Solution"	"1"
"gal00792"	"sol. inj. i.v./i.artér. [ser. préremplie, inject. autom.]"	"inj. oploss. i.v./i.arter. [voorgev. spuit, autom. inject.]"	"19126920"	"Prefilled Syringe"	"2"
"gal00792"	"sol. inj. i.v./i.artér. [ser. préremplie, inject. autom.]"	"inj. oploss. i.v./i.arter. [voorgev. spuit, autom. inject.]"	"46234469"	"Injection"	"3"
"gal00295"	"sol. inj. i.v./i.artér./i.card. [flac.]"	"inj. oploss. i.v./i.arter./i.card. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00295"	"sol. inj. i.v./i.artér./i.card. [flac.]"	"inj. oploss. i.v./i.arter./i.card. [flac.]"	"46234469"	"Injection"	"2"
"gal00181"	"sol. inj. i.v./i.artér./i.card. [sac]"	"inj. oploss. i.v./i.arter./i.card. [zak]"	"19082103"	"Injectable Solution"	"1"
"gal00181"	"sol. inj. i.v./i.artér./i.card. [sac]"	"inj. oploss. i.v./i.arter./i.card. [zak]"	"46234469"	"Injection"	"2"
"gal00531"	"sol. inj. i.v./i.artic./p.dural/p.neur. [flac., infiltr. locorégionale]"	"inj. oploss. i.v./i.artic./epidur./p.neur. [flac., locoregionale infiltr.]"	"19082103"	"Injectable Solution"	"1"
"gal00531"	"sol. inj. i.v./i.artic./p.dural/p.neur. [flac., infiltr. locorégionale]"	"inj. oploss. i.v./i.artic./epidur./p.neur. [flac., locoregionale infiltr.]"	"46234469"	"Injection"	"2"
"gal00157"	"sol. inj. i.v./s.c. [amp.]"	"inj. oploss. i.v./s.c. [amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00157"	"sol. inj. i.v./s.c. [amp.]"	"inj. oploss. i.v./s.c. [amp.]"	"46234469"	"Injection"	"2"
"gal00358"	"sol. inj. i.v./s.c. [flac.]"	"inj. oploss. i.v./s.c. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00358"	"sol. inj. i.v./s.c. [flac.]"	"inj. oploss. i.v./s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00177"	"sol. inj. i.v./s.c. [cart.]"	"inj. oploss. i.v./s.c. [patr.]"	"19082103"	"Injectable Solution"	"1"
"gal00177"	"sol. inj. i.v./s.c. [cart.]"	"inj. oploss. i.v./s.c. [patr.]"	"46234469"	"Injection"	"2"
"gal00149"	"sol. inj. i.v./s.c. [ser. préremplie]"	"inj. oploss. i.v./s.c. [voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00149"	"sol. inj. i.v./s.c. [ser. préremplie]"	"inj. oploss. i.v./s.c. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00149"	"sol. inj. i.v./s.c. [ser. préremplie]"	"inj. oploss. i.v./s.c. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00180"	"sol. inj. i.v./s.c. Cartridge [cart.]"	"inj. oploss. i.v./s.c. Cartridge [patr.]"	"19082103"	"Injectable Solution"	"1"
"gal00180"	"sol. inj. i.v./s.c. Cartridge [cart.]"	"inj. oploss. i.v./s.c. Cartridge [patr.]"	"46234469"	"Injection"	"2"
"gal00357"	"sol. inj. i.v./s.c. Penfill [cart.]"	"inj. oploss. i.v./s.c. Penfill [patr.]"	"19082103"	"Injectable Solution"	"1"
"gal00357"	"sol. inj. i.v./s.c. Penfill [cart.]"	"inj. oploss. i.v./s.c. Penfill [patr.]"	"46234469"	"Injection"	"2"
"gal00179"	"sol. inj. i.v./s.c. Solostar [stylo prérempli]"	"inj. oploss. i.v./s.c. Solostar [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00179"	"sol. inj. i.v./s.c. Solostar [stylo prérempli]"	"inj. oploss. i.v./s.c. Solostar [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00179"	"sol. inj. i.v./s.c. Solostar [stylo prérempli]"	"inj. oploss. i.v./s.c. Solostar [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00534"	"sol. inj. i.v./s.c./p.dural [amp.]"	"inj. oploss. i.v./s.c./epidur. [amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00534"	"sol. inj. i.v./s.c./p.dural [amp.]"	"inj. oploss. i.v./s.c./epidur. [amp.]"	"46234469"	"Injection"	"2"
"gal00633"	"sol. inj. i.v./s.c./i.artér. [flac.]"	"inj. oploss. i.v./s.c./i.arter. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00633"	"sol. inj. i.v./s.c./i.artér. [flac.]"	"inj. oploss. i.v./s.c./i.arter. [flac.]"	"46234469"	"Injection"	"2"
"gal00776"	"sol. inj. i.v./s.c./i.derm./p.dural [amp.]"	"inj. oploss. i.v./s.c./i.derm./epidur. [amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00776"	"sol. inj. i.v./s.c./i.derm./p.dural [amp.]"	"inj. oploss. i.v./s.c./i.derm./epidur. [amp.]"	"46234469"	"Injection"	"2"
"gal00808"	"sol. inj. i.v./s.muq. [amp.]"	"inj. oploss. i.v./s.mucos. [amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00808"	"sol. inj. i.v./s.muq. [amp.]"	"inj. oploss. i.v./s.mucos. [amp.]"	"46234469"	"Injection"	"2"
"gal00278"	"sol. inj. i.vitr. [flac.]"	"inj. oploss. i.vitr. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00278"	"sol. inj. i.vitr. [flac.]"	"inj. oploss. i.vitr. [flac.]"	"46234469"	"Injection"	"2"
"gal00688"	"sol. inj. i.vitr. [ser. préremplie]"	"inj. oploss. i.vitr. [voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00688"	"sol. inj. i.vitr. [ser. préremplie]"	"inj. oploss. i.vitr. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00688"	"sol. inj. i.vitr. [ser. préremplie]"	"inj. oploss. i.vitr. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00131"	"sol. inj. oromuq./s.muq. [cart.]"	"inj. oploss. oromuc./s.mucos. [patr.]"	"19082103"	"Injectable Solution"	"1"
"gal00131"	"sol. inj. oromuq./s.muq. [cart.]"	"inj. oploss. oromuc./s.mucos. [patr.]"	"46234469"	"Injection"	"2"
"gal00127"	"sol. inj. oromuq./s.muq. Sans Vasoconstricteur [cart.]"	"inj. oploss. oromuc./s.mucos. Zonder Vaatvernauwer [patr.]"	"19082103"	"Injectable Solution"	"1"
"gal00127"	"sol. inj. oromuq./s.muq. Sans Vasoconstricteur [cart.]"	"inj. oploss. oromuc./s.mucos. Zonder Vaatvernauwer [patr.]"	"46234469"	"Injection"	"2"
"gal00804"	"sol. inj. s.c. [amp.]"	"inj. oploss. s.c. [amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00804"	"sol. inj. s.c. [amp.]"	"inj. oploss. s.c. [amp.]"	"46234469"	"Injection"	"2"
"gal00070"	"sol. inj. s.c. [flac.]"	"inj. oploss. s.c. [flac.]"	"19082103"	"Injectable Solution"	"1"
"gal00070"	"sol. inj. s.c. [flac.]"	"inj. oploss. s.c. [flac.]"	"46234469"	"Injection"	"2"
"gal00551"	"sol. inj. s.c. [cart.]"	"inj. oploss. s.c. [patr.]"	"19082103"	"Injectable Solution"	"1"
"gal00551"	"sol. inj. s.c. [cart.]"	"inj. oploss. s.c. [patr.]"	"46234469"	"Injection"	"2"
"gal00200"	"sol. inj. (pdr + solv.) s.c. [cart.] pour Genotonorm Pen 5,3"	"inj. oploss. s.c. [patr.] voor Genotonorm Pen 5,3"	"46234467"	"Pen Injector"	"1"
"gal00200"	"sol. inj. (pdr + solv.) s.c. [cart.] pour Genotonorm Pen 5,3"	"inj. oploss. s.c. [patr.] voor Genotonorm Pen 5,3"	"46234469"	"Injection"	"2"
"gal00652"	"sol. inj. (pdr + solv.) s.c. [cart.] pour Genotonorm Pen 12"	"inj. oploss. s.c. [patr.] voor Genotonorm Pen 12"	"46234467"	"Pen Injector"	"1"
"gal00652"	"sol. inj. (pdr + solv.) s.c. [cart.] pour Genotonorm Pen 12"	"inj. oploss. s.c. [patr.] voor Genotonorm Pen 12"	"46234469"	"Injection"	"2"
"gal00680"	"sol. inj. s.c. [cart.] pour Glaxopen"	"inj. oploss. s.c. [patr.] voor Glaxopen"	"19082103"	"Injectable Solution"	"1"
"gal00680"	"sol. inj. s.c. [cart.] pour Glaxopen"	"inj. oploss. s.c. [patr.] voor Glaxopen"	"46234469"	"Injection"	"2"
"gal00647"	"sol. inj. (pdr + solv.) s.c. [cart.] pour Humatrope Pen"	"inj. oploss. s.c. [patr.] voor Humatrope Pen"	"46234467"	"Pen Injector"	"1"
"gal00647"	"sol. inj. (pdr + solv.) s.c. [cart.] pour Humatrope Pen"	"inj. oploss. s.c. [patr.] voor Humatrope Pen"	"46234469"	"Injection"	"2"
"gal00646"	"sol. inj. s.c. [cart.] pour NutropinAq Pen"	"inj. oploss. s.c. [patr.] voor NutropinAq Pen"	"19082103"	"Injectable Solution"	"1"
"gal00646"	"sol. inj. s.c. [cart.] pour NutropinAq Pen"	"inj. oploss. s.c. [patr.] voor NutropinAq Pen"	"46234469"	"Injection"	"2"
"gal00053"	"sol. inj. s.c. [cart.] pour Ovaleap Pen"	"inj. oploss. s.c. [patr.] voor Ovaleap Pen"	"19082103"	"Injectable Solution"	"1"
"gal00053"	"sol. inj. s.c. [cart.] pour Ovaleap Pen"	"inj. oploss. s.c. [patr.] voor Ovaleap Pen"	"46234469"	"Injection"	"2"
"gal00300"	"sol. inj. s.c. [cart.] pour Puregon Pen"	"inj. oploss. s.c. [patr.] voor Puregon Pen"	"19082103"	"Injectable Solution"	"1"
"gal00300"	"sol. inj. s.c. [cart.] pour Puregon Pen"	"inj. oploss. s.c. [patr.] voor Puregon Pen"	"46234469"	"Injection"	"2"
"gal00225"	"sol. inj. s.c. [cart.] pour Rekovelle pen"	"inj. oploss. s.c. [patr.] voor Rekovelle pen"	"19082103"	"Injectable Solution"	"1"
"gal00225"	"sol. inj. s.c. [cart.] pour Rekovelle pen"	"inj. oploss. s.c. [patr.] voor Rekovelle pen"	"46234469"	"Injection"	"2"
"gal00281"	"sol. inj. s.c. [cart.] pour SurePal Pen 5"	"inj. oploss. s.c. [patr.] voor SurePal Pen 5"	"19082103"	"Injectable Solution"	"1"
"gal00281"	"sol. inj. s.c. [cart.] pour SurePal Pen 5"	"inj. oploss. s.c. [patr.] voor SurePal Pen 5"	"46234469"	"Injection"	"2"
"gal00280"	"sol. inj. s.c. [cart.] pour SurePal Pen 10"	"inj. oploss. s.c. [patr.] voor SurePal Pen 10"	"19082103"	"Injectable Solution"	"1"
"gal00280"	"sol. inj. s.c. [cart.] pour SurePal Pen 10"	"inj. oploss. s.c. [patr.] voor SurePal Pen 10"	"46234469"	"Injection"	"2"
"gal00122"	"sol. inj. s.c. [stylo prérempli]"	"inj. oploss. s.c. [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00122"	"sol. inj. s.c. [stylo prérempli]"	"inj. oploss. s.c. [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00122"	"sol. inj. s.c. [stylo prérempli]"	"inj. oploss. s.c. [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00145"	"sol. inj. s.c. [ser. préremplie, kit Onpro]"	"inj. oploss. s.c. [voorgev. spuit, kit Onpro]"	"19082103"	"Injectable Solution"	"1"
"gal00145"	"sol. inj. s.c. [ser. préremplie, kit Onpro]"	"inj. oploss. s.c. [voorgev. spuit, kit Onpro]"	"19126920"	"Prefilled Syringe"	"2"
"gal00145"	"sol. inj. s.c. [ser. préremplie, kit Onpro]"	"inj. oploss. s.c. [voorgev. spuit, kit Onpro]"	"46234469"	"Injection"	"3"
"gal00006"	"sol. inj. s.c. [ser. préremplie]"	"inj. oploss. s.c. [voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00006"	"sol. inj. s.c. [ser. préremplie]"	"inj. oploss. s.c. [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00006"	"sol. inj. s.c. [ser. préremplie]"	"inj. oploss. s.c. [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00279"	"sol. inj. s.c. ACTPen [stylo prérempli]"	"inj. oploss. s.c. ACTPen [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00279"	"sol. inj. s.c. ACTPen [stylo prérempli]"	"inj. oploss. s.c. ACTPen [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00279"	"sol. inj. s.c. ACTPen [stylo prérempli]"	"inj. oploss. s.c. ACTPen [voorgev. pen]"	"19126920"	"Prefilled Syringe"	2
"gal00405"	"sol. inj. s.c. Autogel [ser. préremplie]"	"inj. oploss. s.c. Autogel [voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00405"	"sol. inj. s.c. Autogel [ser. préremplie]"	"inj. oploss. s.c. Autogel [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00405"	"sol. inj. s.c. Autogel [ser. préremplie]"	"inj. oploss. s.c. Autogel [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00824"	"sol. inj. s.c. ClickJect [stylo prérempli]"	"inj. oploss. s.c. ClickJect [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00824"	"sol. inj. s.c. ClickJect [stylo prérempli]"	"inj. oploss. s.c. ClickJect [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00824"	"sol. inj. s.c. ClickJect [stylo prérempli]"	"inj. oploss. s.c. ClickJect [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00108"	"sol. inj. s.c. Daily [ser. préremplie]"	"inj. oploss. s.c. Daily [voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00108"	"sol. inj. s.c. Daily [ser. préremplie]"	"inj. oploss. s.c. Daily [voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00108"	"sol. inj. s.c. Daily [ser. préremplie]"	"inj. oploss. s.c. Daily [voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00355"	"sol. inj. s.c. FlexPen [stylo prérempli]"	"inj. oploss. s.c. FlexPen [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00355"	"sol. inj. s.c. FlexPen [stylo prérempli]"	"inj. oploss. s.c. FlexPen [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00355"	"sol. inj. s.c. FlexPen [stylo prérempli]"	"inj. oploss. s.c. FlexPen [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00615"	"sol. inj. s.c. FlexTouch [stylo prérempli]"	"inj. oploss. s.c. FlexTouch [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00615"	"sol. inj. s.c. FlexTouch [stylo prérempli]"	"inj. oploss. s.c. FlexTouch [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00615"	"sol. inj. s.c. FlexTouch [stylo prérempli]"	"inj. oploss. s.c. FlexTouch [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00702"	"sol. inj. s.c. Junior Kwikpen [stylo prérempli]"	"inj. oploss. s.c. Junior Kwikpen [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00702"	"sol. inj. s.c. Junior Kwikpen [stylo prérempli]"	"inj. oploss. s.c. Junior Kwikpen [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00702"	"sol. inj. s.c. Junior Kwikpen [stylo prérempli]"	"inj. oploss. s.c. Junior Kwikpen [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00360"	"sol. inj. s.c. Kwikpen [stylo prérempli]"	"inj. oploss. s.c. Kwikpen [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00360"	"sol. inj. s.c. Kwikpen [stylo prérempli]"	"inj. oploss. s.c. Kwikpen [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00360"	"sol. inj. s.c. Kwikpen [stylo prérempli]"	"inj. oploss. s.c. Kwikpen [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00421"	"sol. inj. s.c. Nordiflex [stylo prérempli]"	"inj. oploss. s.c. Nordiflex [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00421"	"sol. inj. s.c. Nordiflex [stylo prérempli]"	"inj. oploss. s.c. Nordiflex [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00421"	"sol. inj. s.c. Nordiflex [stylo prérempli]"	"inj. oploss. s.c. Nordiflex [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00354"	"sol. inj. s.c. Penfill [cart.]"	"inj. oploss. s.c. Penfill [patr.]"	"46234467"	"Pen Injector"	"1"
"gal00354"	"sol. inj. s.c. Penfill [cart.]"	"inj. oploss. s.c. Penfill [patr.]"	"46234469"	"Injection"	"2"
"gal00203"	"sol. inj. s.c. SimpleXx [cart.] pour NordiPen 5"	"inj. oploss. s.c. SimpleXx [patr.] voor NordiPen 5"	"46234467"	"Pen Injector"	"1"
"gal00203"	"sol. inj. s.c. SimpleXx [cart.] pour NordiPen 5"	"inj. oploss. s.c. SimpleXx [patr.] voor NordiPen 5"	"46234469"	"Injection"	"2"
"gal00641"	"sol. inj. s.c. SimpleXx [cart.] pour NordiPen 10"	"inj. oploss. s.c. SimpleXx [patr.] voor NordiPen 10"	"46234467"	"Pen Injector"	"1"
"gal00641"	"sol. inj. s.c. SimpleXx [cart.] pour NordiPen 10"	"inj. oploss. s.c. SimpleXx [patr.] voor NordiPen 10"	"46234469"	"Injection"	"2"
"gal00198"	"sol. inj. s.c. SmartJect [stylo prérempli]"	"inj. oploss. s.c. SmartJect [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00198"	"sol. inj. s.c. SmartJect [stylo prérempli]"	"inj. oploss. s.c. SmartJect [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00198"	"sol. inj. s.c. SmartJect [stylo prérempli]"	"inj. oploss. s.c. SmartJect [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00143"	"sol. inj. s.c. Solostar [stylo prérempli]"	"inj. oploss. s.c. Solostar [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00143"	"sol. inj. s.c. Solostar [stylo prérempli]"	"inj. oploss. s.c. Solostar [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00143"	"sol. inj. s.c. Solostar [stylo prérempli]"	"inj. oploss. s.c. Solostar [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00586"	"sol. inj. s.c. SureClick [stylo prérempli]"	"inj. oploss. s.c. SureClick [voorgev. pen]"	"19082103"	"Injectable Solution"	"1"
"gal00117"	"sol. inj. s.c. Sureclick [stylo prérempli]"	"inj. oploss. s.c. Sureclick [voorgev. pen]"	"46234467"	"Pen Injector"	"1"
"gal00586"	"sol. inj. s.c. SureClick [stylo prérempli]"	"inj. oploss. s.c. SureClick [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00117"	"sol. inj. s.c. Sureclick [stylo prérempli]"	"inj. oploss. s.c. Sureclick [voorgev. pen]"	"19126920"	"Prefilled Syringe"	"2"
"gal00586"	"sol. inj. s.c. SureClick [stylo prérempli]"	"inj. oploss. s.c. SureClick [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00117"	"sol. inj. s.c. Sureclick [stylo prérempli]"	"inj. oploss. s.c. Sureclick [voorgev. pen]"	"46234469"	"Injection"	"3"
"gal00132"	"sol. inj. s.muq. [cart.]"	"inj. oploss. s.mucos. [patr.]"	"19082103"	"Injectable Solution"	"1"
"gal00132"	"sol. inj. s.muq. [cart.]"	"inj. oploss. s.mucos. [patr.]"	"46234469"	"Injection"	"2"
"gal00202"	"sol. inj. s.muq. Normal [cart.]"	"inj. oploss. s.mucos. Normal [patr.]"	"19082103"	"Injectable Solution"	"1"
"gal00202"	"sol. inj. s.muq. Normal [cart.]"	"inj. oploss. s.mucos. Normal [patr.]"	"46234469"	"Injection"	"2"
"gal00150"	"sol. inj. s.muq. Special [cart.]"	"inj. oploss. s.mucos. Special [patr.]"	"19082103"	"Injectable Solution"	"1"
"gal00150"	"sol. inj. s.muq. Special [cart.]"	"inj. oploss. s.mucos. Special [patr.]"	"46234469"	"Injection"	"2"
"gal00384"	"sol. inj. lib. prol. (pdr + solv.) s.c. [2x ser. préremplie]"	"inj. oploss. verl. afgifte (pdr. + solv.) s.c. [2x voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00384"	"sol. inj. lib. prol. (pdr + solv.) s.c. [2x ser. préremplie]"	"inj. oploss. verl. afgifte (pdr. + solv.) s.c. [2x voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"2"
"gal00384"	"sol. inj. lib. prol. (pdr + solv.) s.c. [2x ser. préremplie]"	"inj. oploss. verl. afgifte (pdr. + solv.) s.c. [2x voorgev. spuit]"	"46234469"	"Injection"	"3"
"gal00466"	"sol. inj. lib. prol. i.m. Decanoas [amp.]"	"inj. oploss. verl. afgifte i.m. Decanoas [amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00466"	"sol. inj. lib. prol. i.m. Decanoas [amp.]"	"inj. oploss. verl. afgifte i.m. Decanoas [amp.]"	"46234469"	"Injection"	"2"
"gal00424"	"sol. inj. lib. prol. i.m. Depot [amp.]"	"inj. oploss. verl. afgifte i.m. Depot [amp.]"	"19082103"	"Injectable Solution"	"1"
"gal00424"	"sol. inj. lib. prol. i.m. Depot [amp.]"	"inj. oploss. verl. afgifte i.m. Depot [amp.]"	"46234469"	"Injection"	"2"
"gal00124"	"sol. inj./sol. perf. à diluer i.théc./p.dural/p.neur. [amp., infiltr. locorégionale]"	"inj. oploss./inf. oploss. (conc.) i.thec./epidur./p.neur. [amp., locoregionale infiltr.]"	"46234469"	"Injection"	"2"
"gal00124"	"sol. inj./sol. perf. à diluer i.théc./p.dural/p.neur. [amp., infiltr. locorégionale]"	"inj. oploss./inf. oploss. (conc.) i.thec./epidur./p.neur. [amp., locoregionale infiltr.]"	"19082104"	"Injectable Suspension"	
"gal00397"	"susp. inj. (pdr + solv.) i.m. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) i.m. [flac. + voorgev. spuit]"	"19082103"	"Injectable Solution"	"1"
"gal00397"	"susp. inj. (pdr + solv.) i.m. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) i.m. [flac. + voorgev. spuit]"	"46234469"	"Injection"	"2"
"gal00397"	"susp. inj. (pdr + solv.) i.m. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) i.m. [flac. + voorgev. spuit]"	"19082104"	"Injectable Suspension"	"3"
"gal00397"	"susp. inj. (pdr + solv.) i.m. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) i.m. [flac. + voorgev. spuit]"	"19126920"	"Prefilled Syringe"	"4"
"gal00116"	"susp. inj. (pdr + solv.) i.m./s.c. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]"	"19082104"	"Injectable Suspension"	"1"
"gal00116"	"susp. inj. (pdr + solv.) i.m./s.c. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]"	"46234469"	"Injection"	"2"
"gal00116"	"susp. inj. (pdr + solv.) i.m./s.c. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) i.m./s.c. [flac. + voorgev. spuit]"	"19082103"	"Injectable Solution"	"3"
"gal00170"	"susp. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) i.v. [flac. + voorgev. spuit]"	"19095915"	"Injectable Suspension"	"1"
"gal00170"	"susp. inj. (pdr + solv.) i.v. [flac. + ser. préremplie]"	"inj. susp. (pdr. + solv.) i.v. [flac. + voorgev. spuit]"	"46234469"	"Injection"	"2"
"gal00107"	"susp. inj. (pdr + solv.) s.c. [flac. + amp.]"	"inj. susp. (pdr. + solv.) s.c. [flac. + amp.]"	"19082104"	"Injectable Suspension"	"1"
"gal00107"	"susp. inj. (pdr + solv.) s.c. [flac. + amp.]"	"inj. susp. (pdr. + solv.) s.c. [flac. + amp.]"	"46234469"	"Injection"	"2"
