"CONCEPT_CODE"	"CONCEPT_NAME"	"MAPPED_ID"	"MAPPED_NAME"	"PRECEDENCE"						
"stof00957"	"isosorbide dinitraat"	1383815	"Isosorbide"	1						
"stof00958"	"isotretinoïne"	984232	"Isotretinoin"	1						
"stof00959"	"isradipine"	1326012	"Isradipine"	1						
"stof00960"	"itraconazol"	1703653	"Itraconazole"	1						
"stof00962"	"ivabradine hydrochloride"	46234437	"ivabradine"	1						
"stof01897"	"ivacaftor"	42709323	"ivacaftor"	1						
"stof02011"	"ivermectine"	1784444	"Ivermectin"	1						
"stof02361"	"ixazomib citraat"	35606214	"ixazomib"	1						
"stof02323"	"ixekizumab"	35603563	"ixekizumab"	1						
"stof00963"	"Japanse encefalitisvirus (geïnactiveerd)"	19047598	"Japanese encephalitis virus vaccine, inactivated"	1						
"stof00982"	"kaolien"	984801	"Kaolin"	1						
"stof01637"	"Sterculia urens (gom)"	19084915	"Karaya Gum"	1						
"stof00059"	"allergeenextract van 5 grassoorten"	40161228	"Kentucky bluegrass pollen extract"							
"stof00984"	"ketamine hydrochloride"	785649	"Ketamine"	1						
"stof00985"	"ketoconazol"	985708	"Ketoconazole"	1						
"stof00986"	"ketoprofen"	1185922	"Ketoprofen"	1						
"stof00988"	"ketorolac trometamol"	1136980	"Ketorolac"	1						
"stof00990"	"ketotifen waterstoffumaraat"	986117	"Ketotifen"	1						
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"	40798908	"Klebsiella Ozaenae"							
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"	42899432	"Klebsiella pneumoniae"							
"stof02134"	"humaan papillomavirus types 6, 11, 16, 18, 31, 33, 45, 52, 58 (L1-eiwitten)"	529076	"L1 protein, Human papillomavirus type 11 Vaccine"							
"stof00861"	"humaan papillomavirus types 16, 18 (L1-eiwitten)"	529112	"L1 protein, Human papillomavirus type 16 Vaccine"							
"stof02134"	"humaan papillomavirus types 6, 11, 16, 18, 31, 33, 45, 52, 58 (L1-eiwitten)"	529112	"L1 protein, Human papillomavirus type 16 Vaccine"							
"stof00861"	"humaan papillomavirus types 16, 18 (L1-eiwitten)"	529114	"L1 protein, Human papillomavirus type 18 Vaccine"							
"stof02134"	"humaan papillomavirus types 6, 11, 16, 18, 31, 33, 45, 52, 58 (L1-eiwitten)"	529114	"L1 protein, Human papillomavirus type 18 Vaccine"							
"stof02134"	"humaan papillomavirus types 6, 11, 16, 18, 31, 33, 45, 52, 58 (L1-eiwitten)"	45892474	"L1 protein, Human papillomavirus type 31 Vaccine"							
"stof02134"	"humaan papillomavirus types 6, 11, 16, 18, 31, 33, 45, 52, 58 (L1-eiwitten)"	45892475	"L1 protein, Human papillomavirus type 33 Vaccine"							
"stof02134"	"humaan papillomavirus types 6, 11, 16, 18, 31, 33, 45, 52, 58 (L1-eiwitten)"	45892476	"L1 protein, Human papillomavirus type 45 Vaccine"							
"stof02134"	"humaan papillomavirus types 6, 11, 16, 18, 31, 33, 45, 52, 58 (L1-eiwitten)"	45892477	"L1 protein, Human papillomavirus type 52 Vaccine"							
"stof02134"	"humaan papillomavirus types 6, 11, 16, 18, 31, 33, 45, 52, 58 (L1-eiwitten)"	45892478	"L1 protein, Human papillomavirus type 58 Vaccine"							
"stof02134"	"humaan papillomavirus types 6, 11, 16, 18, 31, 33, 45, 52, 58 (L1-eiwitten)"	529116	"L1 protein, Human papillomavirus type 6 Vaccine"							
"stof00999"	"labetalol hydrochloride"	1386957	"Labetalol"	1						
"stof01001"	"lacosamide"	19087394	"lacosamide"	1						
"stof01115"	"melkzuur"	19011035	"Lactate"	1						
"stof01002"	"lactitol"	19071236	"lactitol"	1						
"stof01003"	"Lactobacillus acidophilus"	987128	"Lactobacillus"	2						
"stof01003"	"Lactobacillus acidophilus"	987153	"Lactobacillus acidophilus"	1						
"stof01004"	"lactulose"	987245	"Lactulose"	1						
"stof01005"	"lamivudine"	1704183	"Lamivudine"	1						
"stof01006"	"lamotrigine"	705103	"lamotrigine"	1						
"stof01008"	"lanoline (vloeibaar)"	19087317	"Lanolin"	1						
"stof01010"	"lanreotide acetaat"	1503501	"lanreotide"	1						
"stof01011"	"lansoprazol"	929887	"lansoprazole"	1						
"stof01013"	"lanthaan carbonaat"	990028	"lanthanum carbonate"	1						
"stof01015"	"lapatinib ditosylaat"	1359548	"lapatinib"	1						
"stof01016"	"laronidase"	1543229	"Laronidase"	1						
"stof01017"	"latanoprost"	954688	"latanoprost"	1						
"stof02031"	"ledipasvir"	45775020	"ledipasvir"	1						
"stof01019"	"leflunomide"	1101898	"leflunomide"	1						
"stof01020"	"lenalidomide"	19026972	"lenalidomide"	1						
"stof01021"	"lenograstim"	19009705	"lenograstim"	1						
"stof02391"	"lenvatinib mesilaat"	46221433	"lenvatinib"	1						
"stof02097"	"lercanidipine hydrochloride"	19015802	"lercanidipine"	1						
"stof02097"	"lercanidipine hydrochloride"	19015802	"lercanidipine"	1						
"stof01023"	"lercanidipine hydrochloride"	19015802	"lercanidipine"	1						
"stof01023"	"lercanidipine hydrochloride"	19015802	"lercanidipine"	1						
"stof01024"	"letrozol"	1315946	"letrozole"	1						
"stof00994"	"L-leucine"	19088571	"Leucine"	1						
"stof00765"	"folinaat calcium"	1388796	"Leucovorin"	1						
"stof01026"	"leuproreline acetaat"	1351541	"Leuprolide"	1						
"stof01028"	"levetiracetam"	711584	"Levetiracetam"	1						
"stof01030"	"levobunolol hydrochloride"	932815	"Levobunolol"	1						
"stof01032"	"levobupivacaïne hydrochloride"	19098741	"Levobupivacaine"	1						
"stof01034"	"levocabastine hydrochloride"	907553	"levocabastine"	1						
"stof01036"	"levocetirizine dihydrochloride"	1136422	"levocetirizine"	1						
"stof01037"	"levodopa"	789578	"Levodopa"	1						
"stof01039"	"levofloxacine"	1742253	"Levofloxacin"	1						
"stof01039"	"levofloxacine"	1742253	"Levofloxacin"	1						
"stof02098"	"levofloxacine"	1742253	"Levofloxacin"	1						
"stof02098"	"levofloxacine"	1742253	"Levofloxacin"	1						
"stof01043"	"levomenthol"	19056157	"LEVOMENTHOL"	1						
"stof01046"	"levonorgestrel"	1589505	"Levonorgestrel"	1						
"stof02138"	"levosimendan"	40173184	"Levosimendan"	1						
"stof01048"	"levothyroxine natrium"	1501700	"levothyroxine"	1						
"stof01049"	"lidocaïne"	989878	"Lidocaine"	1						
"stof02099"	"lidocaïne hydrochloride"	989878	"Lidocaine"	1						
"stof02099"	"lidocaïne hydrochloride"	989878	"Lidocaine"	1						
"stof01050"	"lidocaïne hydrochloride"	989878	"Lidocaine"	1						
"stof01050"	"lidocaïne hydrochloride"	989878	"Lidocaine"	1						
"stof02163"	"linaclotide"	42900505	"linaclotide"	1						
"stof01898"	"linagliptine"	40239216	"Linagliptin"	1						
"stof01052"	"lincomycine hydrochloride"	1790692	"Lincomycin"	1						
"stof01053"	"linezolid"	1736887	"linezolid"	1						
"stof01054"	"lipase"	990760	"Lipase"	1						
"stof01899"	"lipegfilgrastim"	44506753	"lipegfilgrastim"	1						
"stof01818"	"vaseline"	43531976	"Liquid Petroleum"	1						
"stof01055"	"liraglutide"	40170911	"liraglutide"	1						
"stof01056"	"lisinopril"	1308216	"Lisinopril"	1						
"stof01057"	"lithium carbonaat"	751246	"Lithium Carbonate"	1						
"stof01059"	"lixisenatide"	44506754	"Lixisenatide"	1						
"stof01061"	"lodoxamide trometamol"	967496	"Lodoxamide"	1						
"stof01063"	"loperamide hydrochloride"	991876	"Loperamide"	1						
"stof01064"	"lopinavir"	1738170	"lopinavir"	1						
"stof01067"	"loratadine"	1107830	"Loratadine"	1						
"stof01068"	"lorazepam"	791967	"Lorazepam"	1						
"stof01069"	"lormetazepam"	19007977	"lormetazepam"	1						
"stof01071"	"losartan kalium"	1367500	"Losartan"	1						
"stof02151"	"lumacaftor"	46275580	"lumacaftor"	1						
"stof01072"	"lumefantrine"	19048037	"lumefantrine"	1						
"stof01661"	"surfactant (varken)"	43009056	"lung surfactant"	1						
"stof01123"	"menotrofine (HMG) (FSH 1 200 IE + LH 1 200 IE)"	1589795	"Luteinizing Hormone"							
"stof01124"	"menotrofine (HMG) (FSH 600 IE + LH 600 IE)"	1589795	"Luteinizing Hormone"							
"stof01125"	"menotrofine (HMG) (FSH 75 IE + LH 75 IE)"	1589795	"Luteinizing Hormone"							
"stof01073"	"lutropine alfa"	1543112	"Lutropin alfa"	1						
"stof01074"	"tetracycline lysinomethyl (syn. lymecycline)"	19092353	"Lymecycline"	1						
"stof01075"	"lynestrenol"	19092358	"Lynestrenol"	1						
"stof00996"	"L-lysine hydrochloride"	19092377	"Lysine"	1						
"stof01900"	"macitentan"	44507580	"Macitentan"	1						
"stof01079"	"magaldraat"	908360	"magaldrate"	1						
"stof01080"	"magnesium aspartaat"	19019131	"Magnesium Aspartate"	1						
"stof00071"	"aluminiumhydroxide-magnesiumcarbonaat (gedroogde gel)"	908464	"magnesium carbonate"							
"stof02001"	"carbonaat magnesium"	908464	"magnesium carbonate"	1						
"stof01081"	"magnesium carbonaat"	908464	"magnesium carbonate"	1						
"stof01962"	"magnesium chloride"	19092849	"Magnesium Chloride"	1						
"stof01082"	"citraat magnesium"	967861	"magnesium citrate"	1						
"stof01083"	"magnesium gluconaat"	19067971	"MAGNESIUM GLUCONATE"	1						
"stof01084"	"magnesiumhydroxide"	992956	"Magnesium Hydroxide"	1						
"stof01085"	"magnesiumoxide"	993631	"Magnesium Oxide"	1						
"stof02131"	"magnesium sulfaat"	19093848	"Magnesium Sulfate"	1						
"stof02131"	"magnesium sulfaat"	19093848	"Magnesium Sulfate"	1						
"stof01086"	"magnesium sulfaat"	19093848	"Magnesium Sulfate"	1						
"stof01086"	"magnesium sulfaat"	19093848	"Magnesium Sulfate"	1						
"stof02320"	"sulfaat magnesium"	19093848	"Magnesium Sulfate"	1						
"stof01087"	"trisilicaat magnesium"	908730	"magnesium trisilicate"	1						
"stof01091"	"maprotiline hydrochloride"	794147	"Maprotiline"	1						
"stof01092"	"maraviroc"	1787101	"maraviroc"	1						
"stof00333"	"Chamomilla recutita (ethanolisch extract)"	19071803	"Matricaria recutita extract"	1						
"stof00333"	"Chamomilla recutita (ethanolisch extract)"	42899369	"Matricaria recutita leaf extract"	2						
"stof01093"	"mazelenvirus (levend verzwakt)"	590675	"MEASLES VIRUS VACCINE,LIVE ATTENUATED"	1						
"stof01094"	"mebendazol"	1794280	"Mebendazole"	1						
"stof01096"	"mebeverine hydrochloride"	19008994	"mebeverine"	1						
"stof01097"	"mecasermine"	1502877	"mecasermin"	1						
"stof01100"	"meclozine dihydrochloride"	994341	"Meclizine"	1						
"stof01170"	"metildigoxine"	19094483	"Medigoxin"	1						
"stof01102"	"medroxyprogesteron acetaat"	1500211	"Medroxyprogesterone"	1						
"stof01105"	"mefloquine hydrochloride"	19000498	"Mefloquine"	1						
"stof01107"	"megestrol acetaat"	1300978	"Megestrol"	1						
"stof01108"	"melatonine"	1301152	"Melatonin"	1						
"stof01110"	"Melissa officinalis (droog extract)"	42899425	"Melissa officinalis extract"	1						
"stof01110"	"Melissa officinalis (droog extract)"	46234336	"Melissa officinalis flowering top extract"	3						
"stof01110"	"Melissa officinalis (droog extract)"	42899426	"Melissa officinalis leaf extract"	2						
"stof01114"	"melitracen hydrochloride"	19110751	"MELITRACEN"	1						
"stof01116"	"meloxicam"	1150345	"meloxicam"	1						
"stof01117"	"meloxicam enolaat"	1150345	"meloxicam"	1						
"stof01109"	"melfalan"	1301267	"Melphalan"	1						
"stof01119"	"memantine hydrochloride"	701322	"Memantine"	1						
"stof01120"	"meningokokken type A, C, W, Y (oligosachariden, geconjugeerd)"	509079	"meningococcal group A polysaccharide"							
"stof02332"	"meningokokken type A, C, W, Y (polysachariden)"	509079	"meningococcal group A polysaccharide"							
"stof01121"	"meningokokken type A, C, W, Y (polysachariden, geconjugeerd)"	509079	"meningococcal group A polysaccharide"							
"stof02314"	"meningokokken type B (recombinante eiwitten en buitenmembraanvesikels)"	45775636	"meningococcal group B vaccine"	1						
"stof01120"	"meningokokken type A, C, W, Y (oligosachariden, geconjugeerd)"	509081	"meningococcal group C polysaccharide"							
"stof02332"	"meningokokken type A, C, W, Y (polysachariden)"	509081	"meningococcal group C polysaccharide"							
"stof01121"	"meningokokken type A, C, W, Y (polysachariden, geconjugeerd)"	509081	"meningococcal group C polysaccharide"							
"stof01122"	"meningokokken type C (polysachariden, geconjugeerd)"	509081	"meningococcal group C polysaccharide"	1						
"stof01120"	"meningokokken type A, C, W, Y (oligosachariden, geconjugeerd)"	514012	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135"							
"stof02332"	"meningokokken type A, C, W, Y (polysachariden)"	514012	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135"							
"stof01121"	"meningokokken type A, C, W, Y (polysachariden, geconjugeerd)"	514012	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP W-135"							
"stof01120"	"meningokokken type A, C, W, Y (oligosachariden, geconjugeerd)"	514015	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y"							
"stof02332"	"meningokokken type A, C, W, Y (polysachariden)"	514015	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y"							
"stof01121"	"meningokokken type A, C, W, Y (polysachariden, geconjugeerd)"	514015	"MENINGOCOCCAL POLYSACCHARIDE VACCINE GROUP Y"							
"stof01128"	"menthol"	901656	"Menthol"	1						
"stof01958"	"pethidine hydrochloride"	1102527	"Meperidine"	1						
"stof01103"	"mefenesine"	19002662	"Mephenesin"	1						
"stof01130"	"mepivacaïne hydrochloride"	702774	"Mepivacaine"	1						
"stof02148"	"mepolizumab"	35606631	"mepolizumab"	1						
"stof01136"	"mercaptopurine"	1436650	"mercaptopurine"	1						
"stof01137"	"meropenem"	1709170	"meropenem"	1						
"stof01138"	"mesalazine"	968426	"mesalamine"	1						
"stof01139"	"mesna"	1354698	"Mesna"	1						
"stof01140"	"mesterolon"	19003140	"Mesterolone"	1						
"stof01144"	"metformine hydrochloride"	1503297	"Metformin"	1						
"stof01146"	"methadon hydrochloride"	1103640	"Methadone"	1						
"stof01147"	"methenamine"	904356	"Methenamine"	1						
"stof01715"	"thiamazol"	1504620	"Methimazole"	1						
"stof01148"	"methotrexaat"	1305058	"Methotrexate"	1						
"stof01149"	"methotrexaat dinatrium"	1305058	"Methotrexate"	1						
"stof01045"	"levomepromazine maleaat"	19005147	"Methotrimeprazine"	1						
"stof01151"	"methoxypolyethyleenglycolepoëtine bèta"	19015768	"Methoxy polyethylene glycol-epoetin beta"	1						
"stof01153"	"methylaminolevulinaat hydrochloride"	19025194	"methyl 5-aminolevulinate"	1						
"stof01166"	"salicylaat methyl"	909440	"methyl salicylate"	1						
"stof01154"	"methyldopa"	1305447	"Methyldopa"	1						
"stof01167"	"methylthioninium chloride"	905518	"Methylene blue"	1						
"stof01156"	"methylergometrine maleaat"	1305637	"Methylergonovine"	1						
"stof01160"	"methylnaltrexon bromide"	909841	"methylnaltrexone"	1						
"stof01161"	"nicotinaat methyl"	19009874	"methylnicotinate"	1						
"stof01158"	"methylfenidaat hydrochloride"	705944	"Methylphenidate"	1						
"stof01162"	"methylprednisolon"	1506270	"Methylprednisolone"	1						
"stof01163"	"methylprednisolon aceponaat"	1506270	"Methylprednisolone"	1						
"stof01164"	"methylprednisolon acetaat"	1506270	"Methylprednisolone"	1						
"stof01165"	"methylprednisolon natriumsuccinaat"	1506270	"Methylprednisolone"	1						
"stof01172"	"metoclopramide hydrochloride"	906780	"Metoclopramide"	1						
"stof01174"	"metoprolol succinaat"	1307046	"Metoprolol"	1						
"stof01175"	"metoprolol tartraat"	1307046	"Metoprolol"	1						
"stof01176"	"metronidazol"	1707164	"Metronidazole"	1						
"stof01178"	"mianserine hydrochloride"	19007737	"Mianserin"	1						
"stof01179"	"miconazol"	907879	"Miconazole"	1						
"stof01180"	"miconazol nitraat"	907879	"Miconazole"	1						
"stof01181"	"midazolam"	708298	"Midazolam"	1						
"stof01182"	"midazolam hydrochloride"	708298	"Midazolam"	1						
"stof01183"	"mifepriston"	1508439	"Mifepristone"	1						
"stof02326"	"migalastat hydrochloride"	35200267	"migalastat"	1						
"stof01184"	"miglustaat"	19045272	"Miglustat"	1						
"stof01185"	"milrinon"	1368671	"Milrinone"	1						
"stof01187"	"minocycline hydrochloride"	1708880	"Minocycline"	1						
"stof01188"	"minoxidil"	1309068	"Minoxidil"	1						
"stof01901"	"mirabegron"	42873636	"mirabegron"	1						
"stof01189"	"mirtazapine"	725131	"Mirtazapine"	1						
"stof01190"	"misoprostol"	1150871	"Misoprostol"	1						
"stof01191"	"mitomycine"	1389036	"Mitomycin"	1						
"stof01192"	"mitotaan"	1309161	"Mitotane"	1						
"stof01194"	"mitoxantron hydrochloride"	1309188	"Mitoxantrone"	1						
"stof01196"	"mivacurium chloride"	19010459	"mivacurium"	1						
"stof01197"	"mizolastine"	19086100	"mizolastine"	1						
"stof01198"	"moclobemide"	19010652	"Moclobemide"	1						
"stof01199"	"modafinil"	710650	"modafinil"	1						
"stof01200"	"molsidomine"	19009819	"Molsidomine"	1						
"stof01202"	"mometason furoaat"	905233	"Mometasone"	1						
"stof01202"	"mometason furoaat"	905233	"Mometasone"	1						
"stof02103"	"mometason furoaat"	905233	"Mometasone"	1						
"stof02103"	"mometason furoaat"	905233	"Mometasone"	1						
"stof01205"	"montelukast natrium"	1154161	"montelukast"	1						
"stof01207"	"morfine hydrochloride"	1110410	"Morphine"	1						
"stof01208"	"morfine sulfaat"	1110410	"Morphine"	1						
"stof01210"	"moxifloxacine"	1716903	"moxifloxacin"	1						
"stof01211"	"moxifloxacine hydrochloride"	1716903	"moxifloxacin"	1						
"stof01212"	"moxonidine"	19011021	"moxonidine"	1						
"stof01213"	"mucopolysacharide polysulfaat"	19011028	"mucopolysaccharide polysulfate"	1						
"stof00227"	"bofvirus (levend verzwakt)"	43532049	"Mumps virus"	1						
"stof00227"	"bofvirus (levend verzwakt)"	529713	"Mumps Virus Vaccine Live, Jeryl Lynn Strain"	2						
"stof01215"	"mupirocine calcium"	951511	"Mupirocin"	1						
"stof01219"	"mycofenolaat natrium"	19068900	"MYCOPHENOLATE"	1						
"stof01218"	"mycofenolaat mofetil"	19003999	"mycophenolate mofetil"	1						
"stof02173"	"mycofenolaat mofetil (onder de vorm van hydrochloride)"	19003999	"mycophenolate mofetil"	1						
"stof01220"	"nabumeton"	1113648	"nabumetone"	1						
"stof01222"	"nadroparine calcium"	19001014	"Nadroparin"	1						
"stof01228"	"naftidrofuryl waterstofoxalaat"	19014035	"Nafronyl"	1						
"stof01226"	"naftazon"	19080493	"naftazone"	1						
"stof01230"	"nalmefeen hydrochloride"	19014158	"nalmefene"	1						
"stof01232"	"naloxon hydrochloride"	1114220	"Naloxone"	1						
"stof01234"	"naltrexon hydrochloride"	1714319	"Naltrexone"	1						
"stof01236"	"nandrolon decanoaat"	1514412	"Nandrolone"	1						
"stof01224"	"nafazoline hydrochloride"	914533	"Naphazoline"	1						
"stof01225"	"nafazoline nitraat"	914533	"Naphazoline"	1						
"stof01237"	"naproxen"	1115008	"Naproxen"	1						
"stof01238"	"naproxen natrium"	1115008	"Naproxen"	1						
"stof01240"	"naratriptan hydrochloride"	1118117	"naratriptan"	1						
"stof01242"	"natalizumab"	735843	"natalizumab"	1						
"stof01249"	"nebivolol hydrochloride"	1314577	"nebivolol"	1						
"stof01251"	"nefopam hydrochloride"	19015602	"Nefopam"	1						
"stof01945"	"bacteriënlysaat (H. influenzae, D. pneumoniae, K. pneumoniae, K. ozaenae, S. aureus, S. pyogenes, S. viridans, N. catarrhalis)"	36878920	"neisseria catarrhalis flava(perflava) lysate"							
"stof01252"	"nelarabine"	19002912	"nelarabine"	1						
"stof01254"	"neomycine sulfaat"	915981	"Neomycin"	1						
"stof01256"	"neostigmine methylsulfaat"	717136	"Neostigmine"	1						
"stof01961"	"nepafenac"	909795	"nepafenac"	1						
"stof02141"	"netupitant"	45774966	"netupitant"	1						
"stof01257"	"nevirapine"	1769389	"Nevirapine"	1						
"stof01261"	"nicotinamide"	19018419	"Niacinamide"	1						
"stof01259"	"nicardipine hydrochloride"	1318137	"Nicardipine"	1						
"stof01260"	"niclosamide"	19018416	"Niclosamide"	1						
"stof01262"	"nicotine"	718583	"Nicotine"	1						
"stof01265"	"nicotine polacriline"	718583	"Nicotine"	1						
"stof01266"	"nicotine resinaat"	718583	"Nicotine"	1						
"stof01267"	"nifedipine"	1318853	"Nifedipine"	1						
"stof01268"	"nifluminezuur"	19019023	"Niflumic Acid"	1						
"stof01271"	"nilotinib hydrochloride"	1394023	"nilotinib"	1						
"stof01272"	"nimodipine"	1319133	"Nimodipine"	1						
"stof02032"	"nintedanib esilaat"	45775396	"nintedanib"	1						
"stof01274"	"nitisinon"	1586640	"nitisinone"	1						
"stof01275"	"nitrazepam"	19020021	"Nitrazepam"	1						
"stof01279"	"nitrofurantoïne (macrokristallen)"	920293	"Nitrofurantoin"	1						
"stof01277"	"nitrofural"	920378	"Nitrofurazone"	1						
"stof01280"	"nitroglycerine"	1361711	"Nitroglycerin"	1						
"stof02057"	"nivolumab"	45892628	"nivolumab"	1						
"stof01282"	"nomegestrol acetaat"	19015533	"nomegestrol"	1						
"stof01284"	"nordazepam"	19080959	"Nordazepam"	1						
"stof01285"	"norelgestromin"	1518198	"norelgestromin"	1						
"stof01287"	"norepinefrine waterstoftartraat"	1321341	"Norepinephrine"	1						
"stof01289"	"norethisteron acetaat"	1521369	"Norethindrone"	1						
"stof01290"	"norfloxacine"	1721543	"Norfloxacin"	1						
"stof01292"	"norgestrel"	1521592	"Norgestrel"	1						
"stof01294"	"nortriptyline hydrochloride"	721724	"Nortriptyline"	1						
"stof01295"	"noscapine"	19021930	"Noscapine"	1						
"stof01296"	"noscapine hydrochloride"	19021930	"Noscapine"	1						
"stof02389"	"nusinersen natrium"	1593031	"nusinersen"	1						
"stof01297"	"nystatine"	922570	"Nystatin"	1						
"stof02027"	"obinutuzumab"	44507676	"obinutuzumab"	1						
"stof02382"	"ocrelizumab"	1593457	"ocrelizumab"	1						
"stof01298"	"ocriplasmine"	42904298	"ocriplasmin"	1						
"stof01300"	"octreotide"	1522957	"Octreotide"	1						
"stof01301"	"octreotide acetaat"	1522957	"Octreotide"	1						
"stof01325"	"otilonium bromide"	19016099	"octylonium"	1						
"stof01302"	"ofloxacine"	923081	"Ofloxacin"	1						
"stof01303"	"olaflur"	36878977	"olaflur"	1						
"stof01304"	"olanzapine"	785788	"olanzapine"	1						
"stof01305"	"olanzapine pamoaat"	785788	"olanzapine"	1						
"stof02034"	"olaparib"	45892579	"olaparib"	1						
"stof02378"	"olaratumab"	1718346	"olaratumab"	1						
"stof01307"	"oleaat natrium"	19126536	"Oleate"	1						
"stof01309"	"olmesartan medoxomil"	40226742	"olmesartan"	1						
"stof02060"	"olodaterol hydrochloride"	45775116	"olodaterol"	1						
"stof01311"	"olopatadine hydrochloride"	915855	"olopatadine"	1						
"stof01312"	"omalizumab"	1110942	"omalizumab"	1						
"stof01313"	"omega-3-vetzuren (ethylesters) (waaronder eicosapentaeenzuur EPA en docosahexaeenzuur DHA)"	1560305	"Omega-3 Acid Ethyl Esters (USP)"	1						
"stof01314"	"omeprazol"	923645	"Omeprazole"	1						
"stof01315"	"omeprazol magnesium"	923645	"Omeprazole"	1						
"stof01317"	"ondansetron"	1000560	"Ondansetron"	1						
"stof01318"	"ondansetron hydrochloride"	1000560	"Ondansetron"	1						
"stof00059"	"allergeenextract van 5 grassoorten"	40161896	"orchard grass pollen extract"							
"stof01319"	"orlistat"	741530	"orlistat"	1						
"stof01320"	"ornidazol"	19024197	"Ornidazole"	1						
"stof01322"	"oseltamivir fosfaat"	1799139	"Oseltamivir"	1						
"stof02165"	"osimertinib mesylaat"	35605522	"osimertinib"	1						
"stof01324"	"oteracil kalium"	36878777	"Oteracil"	1						
"stof01328"	"oxaliplatine"	1318011	"oxaliplatin"	1						
"stof01330"	"oxazepam"	724816	"Oxazepam"	1						
"stof01331"	"oxcarbazepine"	718122	"oxcarbazepine"	1						
"stof01332"	"oxomemazine"	36879152	"Oxomemazine"	1						
"stof01336"	"oxybutynine"	918906	"oxybutynin"	1						
"stof01337"	"oxybutynine hydrochloride"	918906	"oxybutynin"	1						
"stof01339"	"oxycodon hydrochloride"	1124957	"Oxycodone"	1						
"stof01341"	"oxymetazoline hydrochloride"	925636	"Oxymetazoline"	1						
"stof01343"	"oxytetracycline hydrochloride"	925952	"Oxytetracycline"	1						
"stof01344"	"oxytocine"	1326115	"Oxytocin"	1						
"stof01345"	"paclitaxel"	1378382	"Paclitaxel"	1						
"stof02333"	"paclitaxel (nanopartikels gebonden aan albumine)"	1378382	"Paclitaxel"	1						
"stof02367"	"palbociclib"	45892075	"palbociclib"	1						
"stof01347"	"paliperidon"	703244	"paliperidone"	1						
"stof01348"	"paliperidon palmitaat"	703244	"paliperidone"	1						
"stof01349"	"palivizumab"	537647	"palivizumab"	1						
"stof01351"	"palonosetron hydrochloride"	911354	"palonosetron"	1						
"stof01353"	"pamidronaat dinatrium"	1511646	"pamidronate"	1						
"stof01354"	"panitumumab"	19100985	"panitumumab"	1						
"stof02168"	"panobinostat lactaat"	46221435	"panobinostat"	1						
"stof01355"	"pantoprazol"	948078	"pantoprazole"	1						
"stof01356"	"pantoprazol natrium"	948078	"pantoprazole"	1						
"stof01358"	"pantothenaat calcium"	19088079	"pantothenate"	1						
"stof01359"	"pantothenaat natrium"	19088079	"pantothenate"	1						
"stof01362"	"papaverine hydrochloride"	1326901	"Papaverine"	1						
"stof01365"	"paraffine (vloeibaar)"	19129738	"Paraffin"	1						
"stof01367"	"parecoxib natrium"	19003570	"parecoxib"	1						
"stof01369"	"paromomycine sulfaat"	1727443	"Paromomycin"	1						
"stof01371"	"paroxetine hydrochloride"	722031	"Paroxetine"	1						
"stof01371"	"paroxetine hydrochloride"	722031	"Paroxetine"	1						
"stof02132"	"paroxetine hydrochloride"	722031	"Paroxetine"	1						
"stof02132"	"paroxetine hydrochloride"	722031	"Paroxetine"	1						
"stof01372"	"paroxetine mesilaat"	722031	"Paroxetine"	1						
"stof01373"	"Passiflora incarnata (droog extract)"	19065820	"Passiflora incarnata extract"	1						
"stof01378"	"pazopanib hydrochloride"	40167554	"pazopanib"	1						
"stof01379"	"pegfilgrastim"	1325608	"pegfilgrastim"	1						
"stof01380"	"peginterferon alfa-2a"	1714165	"peginterferon alfa-2a"	1						
"stof01985"	"peginterferon bèta-1a"	45775146	"peginterferon beta-1a"	1						
"stof01382"	"pegvisomant"	1503432	"pegvisomant"	1						
"stof01383"	"Pelargonium sidoides (droog extract, EPs7630)"	42899638	"Pelargonium sidoides root extract"	1						
"stof01384"	"Pelargonium sidoides (vloeibaar extract, EPs7630)"	42899638	"Pelargonium sidoides root extract"	1						
"stof02061"	"pembrolizumab"	45775965	"pembrolizumab"	1						
"stof01387"	"pemetrexed dinatrium"	1304919	"pemetrexed"	1						
"stof01388"	"penciclovir"	981654	"penciclovir"	1						
"stof00190"	"benzylpenicilline benzathine"	1728416	"Penicillin G"	1						
"stof00191"	"benzylpenicilline natrium"	1728416	"Penicillin G"	1						
"stof00700"	"fenoxymethylpenicilline kalium"	1729720	"Penicillin V"	1						
"stof01390"	"pentamidine isethionaat"	1730370	"Pentamidine"	1						
"stof01393"	"pentoxifylline"	1331247	"Pentoxifylline"	1						
"stof01127"	"Mentha x piperita (olie)"	19086712	"Peppermint oil"	1						
