invalid_reason,id,code,name,concept_class,secondary_domain,concept_domain
,2212817,86378,Migration inhibitory factor test (MIF),Measurement,,Measurement
,2107245,3353F,Mild to moderate depressive symptoms as categorized by using a standardized depression screening/assessment tool (MDD),Observation,,Observation
D,42739596,81,Minimum Assistant Surgeon,Observation,,Observation
D,2110353,5K,"MJD, commonly called Ataxin-3 (spinocerebellar ataxia, type 3, Machado-Joseph disease)",Measurement,,Measurement
D,2101860,0J,"MLH1 (HNPCC, mismatch repair genes)",Procedure,,Procedure
,42742331,81294,"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; duplication/deletion variants",Measurement,,Measurement
,42742329,81292,"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; full sequence analysis",Measurement,,Measurement
,42742330,81293,"MLH1 (mutL homolog 1, colon cancer, nonpolyposis type 2) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; known familial variants",Measurement,,Measurement
D,2106095,2E,MLL (acute leukemia),Measurement,,Measurement
,2109040,44139,Mobilization (take-down) of splenic flexure performed in conjunction with partial colectomy (List separately in addition to primary procedure),Procedure,,Procedure
,2414371,99143,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2414372,99144,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2414373,99145,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2414375,99149,"Moderate sedation services (other than those services described by codes 00100-01999), provided by a physician other than the health care professional performing the diagnostic or therapeutic service that the sedation supports; age 5 years or older, first",Procedure,,Procedure
,2414376,99150,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2414374,99148,"Moderate sedation services (other than those services described by codes 00100-01999), provided by a physician other than the health care professional performing the diagnostic or therapeutic service that the sedation supports; under 5 years of age, first",Procedure,,Procedure
,2313677,92325,"Modification of contact lens (separate procedure), with medical supervision of adaptation",Procedure,,Procedure
,2110909,65125,"Modification of ocular implant with placement or replacement of pegs (eg, drilling receptacle for prosthesis appendage) (separate procedure)",Procedure,,Procedure
D,42738769,92598,Modification of voice prosthetic or augmentative/alternative communication device to supplement oral speech,Procedure,,Procedure
,2102639,17311,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2102640,17312,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2102641,17313,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2102652,17314,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2102653,17315,###############################################################################################################################################################################################################################################################,Procedure,,Procedure
,2213271,88273,"Molecular cytogenetics; chromosomal in situ hybridization, analyze 10-30 cells (eg, for microdeletions)",Measurement,,Measurement
,2213270,88272,"Molecular cytogenetics; chromosomal in situ hybridization, analyze 3-5 cells (eg, for derivatives and markers)",Measurement,,Measurement
,2213269,88271,"Molecular cytogenetics; DNA probe, each (eg, FISH)",Measurement,,Measurement
,2213273,88275,"Molecular cytogenetics; interphase in situ hybridization, analyze 100-300 cells",Measurement,,Measurement
,2213272,88274,"Molecular cytogenetics; interphase in situ hybridization, analyze 25-99 cells",Measurement,,Measurement
D,2212481,83898,"Molecular diagnostics; amplification of patient nucleic acid (eg, PCR, LCR), single primer pair, each primer pair",Measurement,,Measurement
D,2212483,83901,"Molecular diagnostics; amplification of patient nucleic acid, multiplex, each multiplex reaction",Measurement,,Measurement
D,2212482,83900,"Molecular diagnostics; amplification of patient nucleic acid, multiplex, first two nucleic acid sequences",Measurement,,Measurement
D,2212477,83893,Molecular diagnostics; dot/slot blot production,Measurement,,Measurement
D,2212476,83892,Molecular diagnostics; enzymatic digestion,Measurement,,Measurement
D,2212492,83912,Molecular diagnostics; interpretation and report,Measurement,,Measurement
D,2212475,83891,Molecular diagnostics; isolation or extraction of highly purified nucleic acid,Measurement,,Measurement
D,2212489,83907,"Molecular diagnostics; lysis of cells prior to nucleic acid extraction (eg, stool specimens, paraffin embedded tissue)",Measurement,,Measurement
D,2212474,83890,Molecular diagnostics; molecular isolation or extraction,Measurement,,Measurement
D,2212487,83905,"Molecular diagnostics; mutation identification by allele specific transcription, single segment, each segment",Measurement,,Measurement
D,2212488,83906,"Molecular diagnostics; mutation identification by allele specific translation, single segment, each segment",Measurement,,Measurement
D,2212486,83904,"Molecular diagnostics; mutation identification by sequencing, single segment, each segment",Measurement,,Measurement
D,2212485,83903,"Molecular diagnostics; mutation scanning, by physical properties (eg, single strand conformational polymorphisms (SSCP), heteroduplex, denaturing gradient gel electrophoresis (DGGE), RNA'ase A), single segment, each",Measurement,,Measurement
D,2212479,83896,"Molecular diagnostics; nucleic acid probe, each",Measurement,,Measurement
D,2212480,83897,"Molecular diagnostics; nucleic acid transfer (eg, Southern, Northern)",Measurement,,Measurement
D,2212484,83902,Molecular diagnostics; reverse transcription,Measurement,,Measurement
D,2212493,83913,Molecular diagnostics; RNA stabilization,Measurement,,Measurement
D,2212491,83909,"Molecular diagnostics; separation and identification by high resolution technique (eg, capillary electrophoresis)",Measurement,,Measurement
D,2212478,83894,"Molecular diagnostics; separation by gel electrophoresis (eg, agarose, polyacrylamide)",Measurement,,Measurement
D,2212490,83908,"Molecular diagnostics; signal amplification of patient nucleic acid, each nucleic acid sequence",Measurement,,Measurement
,42742370,81400,"Molecular pathology procedure, Level 1 (eg, identification of single germline variant [eg, SNP] by techniques such as restriction enzyme digestion or melt curve analysis)ACADM (acyl-CoA dehydrogenase, C-4 to C-12 straight chain, MCAD) (eg, medium chain ac",Measurement,,Measurement
,42742371,81401,"Molecular pathology procedure, Level 2 (eg, 2-10 SNPs, 1 methylated variant, or 1 somatic variant [typically using nonsequencing target variant analysis], or detection of a dynamic mutation disorder/triplet repeat) ABL (c-abl oncogene 1, receptor tyrosine",Measurement,,Measurement
,42742372,81402,"Molecular pathology procedure, Level 3 (eg, >10 SNPs, 2-10 methylated variants, or 2-10 somatic variants [typically using non-sequencing target variant analysis], immunoglobulin and T-cell receptor gene rearrangements, duplication/deletion variants 1 exon",Measurement,,Measurement
,42742373,81403,"Molecular pathology procedure, Level 4 (eg, analysis of single exon by DNA sequence analysis, analysis of >10 amplicons using multiplex PCR in 2 or more independent reactions, mutation scanning or duplication/deletion variants of 2-5 exons) ABL1 (c-abl on",Measurement,,Measurement
,42742374,81404,"Molecular pathology procedure, Level 5 (eg, analysis of 2-5 exons by DNA sequence analysis, mutation scanning or duplication/deletion variants of 6-10 exons, or characterization of a dynamic mutation disorder/triplet repeat by Southern blot analysis) BTD",Measurement,,Measurement
,42742375,81405,"Molecular pathology procedure, Level 6 (eg, analysis of 6-10 exons by DNA sequence analysis, mutation scanning or duplication/deletion variants of 11-25 exons) CYP21A2 (cytochrome P450, family 21, subfamily A, polypeptide2) (eg, steroid 21-hydroxylase iso",Measurement,,Measurement
,42742376,81406,"Molecular pathology procedure, Level 7 (eg, analysis of 11-25 exons by DNA sequence analysis, mutation scanning or duplication/deletion variants of 26-50 exons, cytogenomic array analysis for neoplasia) CAPN3 (Calpain 3) (eg, limb-girdle muscular dystroph",Measurement,,Measurement
,42742377,81407,"Molecular pathology procedure, Level 8 (eg, analysis of 26-50 exons by DNA sequence analysis, mutation scanning or duplication/deletion variants of >50 exons, sequence analysis of multiple genes on one platform) SCN1A (sodium channel, voltage-gated, type",Measurement,,Measurement
,42742378,81408,"Molecular pathology procedure, Level 9 (eg, analysis of >50 exons in a single gene by DNA sequence analysis) FBN1 (fibrillin 1) (eg, Marfan syndrome), full gene sequence NF1 (neurofibromin 1) (eg, neurofibromatosis, type 1), full gene sequence RYR1 (ryano",Measurement,,Measurement
,2314149,95950,"Monitoring for identification and lateralization of cerebral seizure focus, electroencephalographic (eg, 8 channel EEG) recording and interpretation, each 24 hours",Procedure,,Procedure
,2314150,95951,"Monitoring for localization of cerebral seizure focus by cable or radio, 16 or more channel telemetry, combined electroencephalographic (EEG) and video recording and interpretation (eg, for presurgical localization), each 24 hours",Procedure,,Procedure
,2314154,95956,"Monitoring for localization of cerebral seizure focus by cable or radio, 16 or more channel telemetry, electroencephalographic (EEG) recording and interpretation, each 24 hours",Procedure,,Procedure
,2314151,95953,"Monitoring for localization of cerebral seizure focus by computerized portable 16 or more channel EEG, electroencephalographic (EEG) recording and interpretation, each 24 hours",Procedure,,Procedure
,2102981,20950,"Monitoring of interstitial fluid pressure (includes insertion of device, eg, wick catheter technique, needle manometer technique) in detection of muscle compartment syndrome",Procedure,,Procedure
D,2101736,0173T,Monitoring of intraocular pressure during vitrectomy surgery (List separately in addition to code for primary procedure),Procedure,,Procedure
,2212810,86356,"Mononuclear cell antigen, quantitative (eg, flow cytometry), not otherwise specified, each antigen",Measurement,,Measurement
,2213313,88368,"Morphometric analysis, in situ hybridization, (quantitative or semi-quantitative) each probe; manual",Measurement,,Measurement
,2213312,88367,"Morphometric analysis, in situ hybridization, (quantitative or semi-quantitative) each probe; using computer-assisted technology",Measurement,,Measurement
,2213308,88360,"Morphometric analysis, tumor immunohistochemistry (eg, Her-2/neu, estrogen receptor/progesterone receptor), quantitative or semiquantitative, each antibody; manual",Measurement,,Measurement
,2213306,88356,Morphometric analysis; nerve,Measurement,,Measurement
,2213305,88355,Morphometric analysis; skeletal muscle,Measurement,,Measurement
,2213307,88358,Morphometric analysis; tumor,Measurement,,Measurement
,2213309,88361,"Morphometric analysis; tumor immunohistochemistry (eg, Her-2/neu, estrogen receptor/progesterone receptor), quantitative or semiquantitative",Measurement,,Measurement
,2106285,3078F,Most recent diastolic blood pressure < 80 mm Hg (HTN) (DM),Measurement,,Measurement
,2106289,3080F,Most recent diastolic blood pressure >= 90 mm Hg (HTN) (DM),Measurement,,Measurement
,2106286,3079F,Most recent diastolic blood pressure 80-89 mm Hg (HTN) (DM),Measurement,,Measurement
,2106236,3044F,Most recent hemoglobin A1c (HbA1c) level < 7.0% (DM),Measurement,,Measurement
,2106238,3045F,Most recent hemoglobin A1c (HbA1c) level 7.0 - 9.0 % (DM),Measurement,,Measurement
D,42741295,3047F,Most recent hemoglobin A1c level <= 9.0% (DM),Measurement,,Measurement
,2106252,3046F,Most recent hemoglobin A1c level > 9.0% (DM),Measurement,,Measurement
,2106254,3048F,Most recent LDL-C,Measurement,,Measurement
,2106256,3050F,Most recent LDL-C >=130 mg/dL (DM),Measurement,,Measurement
,2106255,3049F,Most recent LDL-C 100-129 mg/dL (DM),Measurement,,Measurement
,2106281,3074F,Most recent systolic blood pressure < 130 mm Hg (DM) (HTN),Measurement,,Measurement
D,42741272,3076F,Most recent systolic blood pressure < 140 mm Hg (HTN) (DM),Measurement,,Measurement
,2106284,3077F,Most recent systolic blood pressure >= 140 mm Hg (HTN) (DM),Measurement,,Measurement
,2106282,3075F,Most recent systolic blood pressure 130 - 139 mm Hg (DM) (HTN),Measurement,,Measurement
,2313773,92611,Motion fluoroscopic evaluation of swallowing function by cine or video recording,Procedure,,Procedure
,40757006,95905,"Motor and/or sensory nerve conduction, using preconfigured electrode array(s), amplitude and latency/velocity study, each limb, includes F-wave study when performed, with interpretation and report",Procedure,,Procedure
,43528041,0310T,"Motor function mapping using non-invasive navigated transcranial magnetic stimulation (nTMS) for therapeutic treatment planning, upper and lower extremity",Procedure,,Procedure
,40757066,3324F,"MRI or CT scan ordered, reviewed or requested (EPI)",Quality Metric,,Observation
,42742334,81297,"MSH2 (mutS homolog 2, colon cancer, nonpolyposis type 1) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; duplication/deletion variants",Measurement,,Measurement
,42742332,81295,"MSH2 (mutS homolog 2, colon cancer, nonpolyposis type 1) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; full sequence analysis",Measurement,,Measurement
,42742333,81296,"MSH2 (mutS homolog 2, colon cancer, nonpolyposis type 1) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; known familial variants",Measurement,,Measurement
D,2101861,0K,"MSH2, MSH6, or PMS2 (HNPCC, mismatch repair genes)",Procedure,,Procedure
,42742337,81300,"MSH6 (mutS homolog 6 [E. coli]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; duplication/deletion variants",Measurement,,Measurement
,42742335,81298,"MSH6 (mutS homolog 6 [E. coli]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; full sequence analysis",Measurement,,Measurement
,42742336,81299,"MSH6 (mutS homolog 6 [E. coli]) (eg, hereditary non-polyposis colorectal cancer, Lynch syndrome) gene analysis; known familial variants",Measurement,,Measurement
,42742328,81291,"MTHFR (5,10-methylenetetrahydrofolate reductase) (eg, hereditary hypercoagulability) gene analysis, common variants (eg, 677T, 1298C)",Measurement,,Measurement
D,2108518,3F,MTHFR (elevated homocystinemia),Measurement,,Measurement
D,2111287,6E,"MTTK, commonly called tRNAlys (myotonic epilepsy, MERRF)",Measurement,,Measurement
D,2111288,6F,"MTTL1, commonly called tRNAleu (mitochondrial encephalomyopathy, MELAS)",Measurement,,Measurement
,2212466,83872,"Mucin, synovial fluid (Ropes test)",Measurement,,Measurement
,2212464,83864,"Mucopolysaccharides, acid; quantitative",Measurement,,Measurement
,2212465,83866,"Mucopolysaccharides, acid; screen",Measurement,,Measurement
,2110337,59866,Multifetal pregnancy reduction(s) (MPR),Procedure,,Procedure
,40756993,77338,"Multi-leaf collimator (MLC) device(s) for intensity modulated radiation therapy (IMRT), design and construction per IMRT plan",Procedure,,Procedure
D,42739599,99,Multiple Modifiers,Observation,,Observation
,2103955,24410,"Multiple osteotomies with realignment on intramedullary rod, humeral shaft (Sofield type procedure)",Procedure,,Procedure
,2104197,25375,"Multiple osteotomies, with realignment on intramedullary rod (Sofield type procedure); radius AND ulna",Procedure,,Procedure
,2104196,25370,"Multiple osteotomies, with realignment on intramedullary rod (Sofield type procedure); radius OR ulna",Procedure,,Procedure
D,42740179,27,Multiple Outpatient Hospital E/M Encounters on the Same Date,Procedure,,Procedure
D,42739580,51,Multiple Procedures,Procedure,,Procedure
,2110939,65600,"Multiple punctures of anterior cornea (eg, for corneal erosion, tattoo)",Procedure,,Procedure
,2314095,95805,"Multiple sleep latency or maintenance of wakefulness testing, recording, analysis and interpretation of physiological measurements of sleep during multiple trials to assess sleepiness",Procedure,,Procedure
,2213547,90849,Multiple-family group psychotherapy,Procedure,,Procedure
,2101769,0185T,"Multivariate analysis of patient-specific findings with quantifiable computer probability assessment, including report",Procedure,,Procedure
,2213463,90704,"Mumps virus vaccine, live, for subcutaneous or jet injection use",Procedure Drug,,Procedure
,2212723,85549,Muramidase,Measurement,,Measurement
,2103886,24301,"Muscle or tendon transfer, any type, upper arm or elbow, single (excluding 24320-24331)",Procedure,,Procedure
,2314110,95831,"Muscle testing, manual (separate procedure) with report; extremity (excluding hand) or trunk",Procedure,,Procedure
,2314111,95832,"Muscle testing, manual (separate procedure) with report; hand, with or without comparison with normal side",Procedure,,Procedure
,2314112,95833,"Muscle testing, manual (separate procedure) with report; total evaluation of body, excluding hands",Procedure,,Procedure
,2314113,95834,"Muscle testing, manual (separate procedure) with report; total evaluation of body, including hands",Procedure,,Procedure
,2103679,23397,"Muscle transfer, any type, shoulder or upper arm; multiple",Procedure,,Procedure
,2103678,23395,"Muscle transfer, any type, shoulder or upper arm; single",Procedure,,Procedure
,2102401,15732,"Muscle, myocutaneous, or fasciocutaneous flap; head and neck (eg, temporalis, masseter muscle, sternocleidomastoid, levator scapulae)",Procedure,,Procedure
,2102414,15738,"Muscle, myocutaneous, or fasciocutaneous flap; lower extremity",Procedure,,Procedure
,2102412,15734,"Muscle, myocutaneous, or fasciocutaneous flap; trunk",Procedure,,Procedure
,2102413,15736,"Muscle, myocutaneous, or fasciocutaneous flap; upper extremity",Procedure,,Procedure
D,2111289,6Z,"Muscular, not otherwise specified",Measurement,,Measurement
D,2212494,83914,"Mutation identification by enzymatic ligation or primer extension, single segment, each segment (eg, oligonucleotide ligation assay (OLA), single base chain extension (SBCE), or allele-specific primer extension (ASPE))",Measurement,,Measurement
D,2106100,2J,MYC (Burkitt lymphoma) c-myc (lymphoma),Measurement,,Measurement
D,2102795,1G,MYCN (neuroblastoma),Measurement,,Measurement
,2212467,83873,"Myelin basic protein, cerebrospinal fluid",Measurement,,Measurement
,2211433,72240,"Myelography, cervical, radiological supervision and interpretation",Procedure,,Procedure
,2211436,72270,"Myelography, entire spinal canal, radiological supervision and interpretation",Procedure,,Procedure
,2211435,72265,"Myelography, lumbosacral, radiological supervision and interpretation",Procedure,,Procedure
,2211290,70010,"Myelography, posterior fossa, radiological supervision and interpretation",Procedure,,Procedure
,2211434,72255,"Myelography, thoracic, radiological supervision and interpretation",Procedure,,Procedure
,2212469,83876,Myeloperoxidase (MPO),Measurement,,Measurement
,2211988,78466,"Myocardial imaging, infarct avid, planar; qualitative or quantitative",Procedure,,Procedure
,2211990,78469,"Myocardial imaging, infarct avid, planar; tomographic SPECT with or without quantification",Procedure,,Procedure
,2211989,78468,"Myocardial imaging, infarct avid, planar; with ejection fraction by first pass technique",Procedure,,Procedure
,2211983,78459,"Myocardial imaging, positron emission tomography (PET), metabolic evaluation",Procedure,,Procedure
,2211998,78492,"Myocardial imaging, positron emission tomography (PET), perfusion; multiple studies at rest and/or stress",Procedure,,Procedure
,2211997,78491,"Myocardial imaging, positron emission tomography (PET), perfusion; single study at rest or stress",Procedure,,Procedure
,40757098,78454,"Myocardial perfusion imaging, planar (including qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed); multiple studies, at rest and/or stress (exercise or pharmacologic) an",Procedure,,Procedure
,40757133,78453,"Myocardial perfusion imaging, planar (including qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed); single study, at rest or stress (exercise or pharmacologic)",Procedure,,Procedure
,40756833,78452,"Myocardial perfusion imaging, tomographic (SPECT) (including attenuation correction, qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed); multiple studies, at rest and/or",Procedure,,Procedure
,40756922,78451,"Myocardial perfusion imaging, tomographic (SPECT) (including attenuation correction, qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed); single study, at rest or stress (",Procedure,,Procedure
D,42739254,78460,"Myocardial perfusion imaging; (planar) single study, at rest or stress (exercise and/or pharmacologic), with or without quantification",Procedure,,Procedure
D,42739255,78461,"Myocardial perfusion imaging; multiple studies, (planar) at rest and/or stress (exercise and/or pharmacologic), and redistribution and/or rest injection, with or without quantification",Procedure,,Procedure
D,42739106,78465,"Myocardial perfusion imaging; tomographic (SPECT), multiple studies, at rest and/or stress (exercise and/or pharmacologic) and redistribution and/or rest injection, with or without quantification",Procedure,,Procedure
D,42737651,78464,"Myocardial perfusion imaging; tomographic (SPECT), single study at rest or stress (exercise and/or pharmacologic), with or without quantification",Procedure,,Procedure
D,42734964,78480,Myocardial perfusion study with ejection fraction (List separately in addition to code for primary procedure),Procedure,,Procedure
D,42734963,78478,"Myocardial perfusion study with wall motion, qualitative or quantitative study (List separately in addition to code for primary procedure)",Procedure,,Procedure
,2107246,33542,"Myocardial resection (eg, ventricular aneurysmectomy)",Procedure,,Procedure
D,2722282,97250,"Myofascial release/soft tissue mobilization, one or more regions.",Procedure,,Procedure
,2212468,83874,Myoglobin,Measurement,,Measurement
,2110174,58146,"Myomectomy, excision of fibroid tumor(s) of uterus, 5 or more intramural myomas and/or intramural myomas with total weight greater than 250 grams, abdominal approach",Procedure,,Procedure
,2110172,58140,"Myomectomy, excision of leiomyomata of uterus, single or multiple (separate procedure); abdominal approach",Procedure,,Procedure
,2110173,58145,"Myomectomy, excision of leiomyomata of uterus, single or multiple (separate procedure); vaginal approach",Procedure,,Procedure
,2111233,69620,Myringoplasty (surgery confined to drumhead and donor area),Procedure,,Procedure
,2111210,69420,Myringotomy including aspiration and/or eustachian tube inflation,Procedure,,Procedure
,2111211,69421,Myringotomy including aspiration and/or eustachian tube inflation requiring general anesthesia,Procedure,,Procedure
,2213551,90865,"Narcosynthesis for psychiatric diagnostic and therapeutic purposes (eg, sodium amobarbital (Amytal) interview)",Procedure,,Procedure
,2106389,31231,"Nasal endoscopy, diagnostic, unilateral or bilateral (separate procedure)",Procedure,,Procedure
,2313705,92512,"Nasal function studies (eg, rhinomanometry)",Procedure,,Procedure
,2213341,89190,Nasal smear for eosinophils,Measurement,,Measurement
,2106390,31233,"Nasal/sinus endoscopy, diagnostic with maxillary sinusoscopy (via inferior meatus or canine fossa puncture)",Procedure,,Procedure
,2106391,31235,"Nasal/sinus endoscopy, diagnostic with sphenoid sinusoscopy (via puncture of sphenoidal face or cannulation of ostium)",Procedure,,Procedure
,2106410,31276,"Nasal/sinus endoscopy, surgical with frontal sinus exploration, with or without removal of tissue from frontal sinus",Procedure,,Procedure
,2106408,31256,"Nasal/sinus endoscopy, surgical, with maxillary antrostomy",Procedure,,Procedure
,2106409,31267,"Nasal/sinus endoscopy, surgical, with maxillary antrostomy; with removal of tissue from maxillary sinus",Procedure,,Procedure
,2106423,31290,"Nasal/sinus endoscopy, surgical, with repair of cerebrospinal fluid leak; ethmoid region",Procedure,,Procedure
,2106424,31291,"Nasal/sinus endoscopy, surgical, with repair of cerebrospinal fluid leak; sphenoid region",Procedure,,Procedure
,2106411,31287,"Nasal/sinus endoscopy, surgical, with sphenoidotomy",Procedure,,Procedure
,2106422,31288,"Nasal/sinus endoscopy, surgical, with sphenoidotomy; with removal of tissue from the sphenoid sinus",Procedure,,Procedure
,2106402,31237,"Nasal/sinus endoscopy, surgical; with biopsy, polypectomy or debridement (separate procedure)",Procedure,,Procedure
,2106405,31240,"Nasal/sinus endoscopy, surgical; with concha bullosa resection",Procedure,,Procedure
,2106403,31238,"Nasal/sinus endoscopy, surgical; with control of nasal hemorrhage",Procedure,,Procedure
,2106404,31239,"Nasal/sinus endoscopy, surgical; with dacryocystorhinostomy",Procedure,,Procedure
,40756965,31296,"Nasal/sinus endoscopy, surgical; with dilation of frontal sinus ostium (eg, balloon dilation)",Procedure,,Procedure
,40757150,31295,"Nasal/sinus endoscopy, surgical; with dilation of maxillary sinus ostium (eg, balloon dilation), transnasal or via canine fossa",Procedure,,Procedure
,40757064,31297,"Nasal/sinus endoscopy, surgical; with dilation of sphenoid sinus ostium (eg, balloon dilation)",Procedure,,Procedure
,2106406,31254,"Nasal/sinus endoscopy, surgical; with ethmoidectomy, partial (anterior)",Procedure,,Procedure
,2106407,31255,"Nasal/sinus endoscopy, surgical; with ethmoidectomy, total (anterior and posterior)",Procedure,,Procedure
,2106425,31292,"Nasal/sinus endoscopy, surgical; with medial or inferior orbital wall decompression",Procedure,,Procedure
,2106426,31293,"Nasal/sinus endoscopy, surgical; with medial orbital wall and inferior orbital wall decompression",Procedure,,Procedure
,2106427,31294,"Nasal/sinus endoscopy, surgical; with optic nerve decompression",Procedure,,Procedure
,2108983,43752,"Naso- or oro-gastric tube placement, necessitating physician's skill",Procedure,,Procedure
,2313704,92511,Nasopharyngoscopy with endoscope (separate procedure),Procedure,,Procedure
D,2521998,9D,NAT2 (drug metabolism),Measurement,,Measurement
,2212470,83880,Natriuretic peptide,Measurement,,Measurement
,2212811,86357,"Natural killer (NK) cells, total count",Measurement,,Measurement
U,42740663,86379,"Natural killer (NK) cells, total count",Measurement,,Measurement
,42742480,0287T,Near-infrared guidance for vascular access requiring real-time digital visualization of subcutaneous vasculature for evaluation of potential access sites and vessel patency,Procedure,,Procedure
,42742479,0286T,"Near-infrared spectroscopy studies of lower extremity wounds (eg, for oxyhemoglobin measurement)",Procedure,,Procedure
,2213205,88028,"Necropsy (autopsy), gross and microscopic; infant with brain",Procedure,,Procedure
,2213206,88029,"Necropsy (autopsy), gross and microscopic; stillborn or newborn with brain",Procedure,,Procedure
,2213203,88025,"Necropsy (autopsy), gross and microscopic; with brain",Procedure,,Procedure
,2213204,88027,"Necropsy (autopsy), gross and microscopic; with brain and spinal cord",Procedure,,Procedure
,2213202,88020,"Necropsy (autopsy), gross and microscopic; without CNS",Procedure,,Procedure
,2213199,88012,"Necropsy (autopsy), gross examination only; infant with brain",Procedure,,Procedure
,2213201,88016,"Necropsy (autopsy), gross examination only; macerated stillborn",Procedure,,Procedure
,2213200,88014,"Necropsy (autopsy), gross examination only; stillborn or newborn with brain",Procedure,,Procedure
,2213197,88005,"Necropsy (autopsy), gross examination only; with brain",Procedure,,Procedure
,2213198,88007,"Necropsy (autopsy), gross examination only; with brain and spinal cord",Procedure,,Procedure
,2213196,88000,"Necropsy (autopsy), gross examination only; without CNS",Procedure,,Procedure
,2213207,88036,"Necropsy (autopsy), limited, gross and/or microscopic; regional",Procedure,,Procedure
,2213208,88037,"Necropsy (autopsy), limited, gross and/or microscopic; single organ",Procedure,,Procedure
,2213210,88045,Necropsy (autopsy); coroner's call,Procedure,,Procedure
,2213209,88040,Necropsy (autopsy); forensic examination,Procedure,,Procedure
D,2211368,71036,"Needle biopsy of intrathoracic lesion, including follow-up films, fluoroscopic localization only, radiological supervision and interpretation",Procedure,,Procedure
,2314130,95874,Needle electromyography for guidance in conjunction with chemodenervation (List separately in addition to code for primary procedure),Procedure,,Procedure
,2109743,51785,"Needle electromyography studies (EMG) of anal or urethral sphincter, any technique",Procedure,,Procedure
,2314128,95872,"Needle electromyography using single fiber electrode, with quantitative measurement of jitter, blocking and/or fiber density, any/all sites of each muscle studied",Procedure,,Procedure
,2314125,95868,"Needle electromyography, cranial nerve supplied muscles, bilateral",Procedure,,Procedure
,2314124,95867,"Needle electromyography, cranial nerve supplied muscles, unilateral",Procedure,,Procedure
,42742393,95886,"Needle electromyography, each extremity, with related paraspinal areas, when performed, done with nerve conduction, amplitude and latency/velocity study; complete, five or more muscles studied, innervated by three or more nerves or four or more spinal lev",Procedure,,Procedure
,42742392,95885,"Needle electromyography, each extremity, with related paraspinal areas, when performed, done with nerve conduction, amplitude and latency/velocity study; limited (List separately in addition to code for primary procedure)",Procedure,,Procedure
,2314121,95864,"Needle electromyography, four extremities with or without related paraspinal areas",Procedure,,Procedure
,42742394,95887,"Needle electromyography, non-extremity (cranial nerve supplied or axial) muscle(s) done with nerve conduction, amplitude and latency/velocity study (List separately in addition to code for primary procedure)",Procedure,,Procedure
,2314118,95860,"Needle electromyography, one extremity with or without related paraspinal areas",Procedure,,Procedure
,2314120,95863,"Needle electromyography, three extremities with or without related paraspinal areas",Procedure,,Procedure
,2314119,95861,"Needle electromyography, two extremities with or without related paraspinal areas",Procedure,,Procedure
,2314123,95866,Needle electromyography; hemidiaphragm,Procedure,,Procedure
,2314122,95865,Needle electromyography; larynx,Procedure,,Procedure
,2314127,95870,"Needle electromyography; limited study of muscles in one extremity or non-limb (axial) muscles (unilateral or bilateral), other than thoracic paraspinal, cranial nerve supplied muscles, or sphincters",Procedure,,Procedure
,2314126,95869,Needle electromyography; thoracic paraspinal muscles,Procedure,,Procedure
,2313661,92265,"Needle oculoelectromyography, one or more extraocular muscles, one or both eyes, with interpretation and report",Procedure,,Procedure
,2106274,3061F,Negative microalbuminuria test result documented and reviewed (DM),Quality Metric,,Observation
,2106274,3061F,Negative microalbuminuria test result documented and reviewed (DM),Quality Metric,,Observation
,2314307,97606,"Negative pressure wound therapy (eg, vacuum assisted drainage collection), including topical application(s), wound assessment, and instruction(s) for ongoing care, per session; total wound(s) surface area greater than 50 square centimeters",Procedure,,Procedure
,2314306,97605,"Negative pressure wound therapy (eg, vacuum assisted drainage collection), including topical application(s), wound assessment, and instruction(s) for ongoing care, per session; total wound(s) surface area less than or equal to 50 square centimeters",Procedure,,Procedure
,2107225,3351F,Negative screen for depressive symptoms as categorized by using a standardized depression screening/assessment tool (MDD),Observation,,Observation
,2212471,83883,"Nephelometry, each analyte not elsewhere specified",Measurement,,Measurement
