FDA preferred term	UNII	Drugbank Name	Drugbank Id	Rxcui	RxTerm
CINNARIZINE	3DI2E1X18L	CINNARIZINE	DB00568	2549	IN
CINOXACIN	LMK22VUH23	CINOXACIN	DB00827	2550	IN
CIPROFLOXACIN	5E8K9I0O4U	CIPROFLOXACIN	DB00537	2551	IN
CISATRACURIUM BESYLATE	80YS8O1MBS	CISATRACURIUM BESYLATE	DB00565	136561	PIN
CISPLATIN	Q20Q21Q62J	CISPLATIN	DB00515	2555	IN
CITRACONIC ACID	0RQ6CXO9KD	CITRACONIC ACID	DB04734	1435287	PIN
CITRIC ACID MONOHYDRATE	2968PHW8QP	CITRIC ACID	DB04272	21183	IN
CITRULLINE	29VT07BGDA	L-CITRULLINE	DB00155	2567	IN
CLADRIBINE	47M74X9YT5	CLADRIBINE	DB00242	44157	IN
CLARITHROMYCIN	H1250JIK0A	CLARITHROMYCIN	DB01211	21212	IN
CLAVULANIC ACID	23521W1S24	CLAVULANATE	DB00766	21216	IN
CLEMASTINE	95QN29S1ID	CLEMASTINE	DB00283	2578	IN
CLINDAMYCIN	3U02EL437C	CLINDAMYCIN	DB01190	2582	IN
CLIOQUINOL	7BHQ856EJ5	CLIOQUINOL	DB04815	5942	IN
CLOBAZAM	2MRO291B4U	CLOBAZAM	DB00349	21241	IN
CLOBETASOL PROPIONATE	779619577M	CLOBETASOL PROPIONATE	DB01013	21245	PIN
CLOCORTOLONE	N8ZUB7XE0H	CLOCORTOLONE	DB00838	21249	IN
CLODRONIC ACID	0813BZ6866	CLODRONATE	DB00720	3350	IN
CLOFARABINE	762RDY0Y2H	CLOFARABINE	DB00631	44151	IN
CLOFAZIMINE	D959AE5USF	CLOFAZIMINE	DB00845	2592	IN
CLOFEZONE	TPT3MH65LD	RABEPRAZOLE	DB01129	183877	IN
CLOFIBRATE	HPN91K7FU3	CLOFIBRATE	DB00636	2594	IN
CLOMIPRAMINE	NUV44L116D	CLOMIPRAMINE	DB01242	2597	IN
CLOMOCYCLINE	YP0241BU76	CLOMOCYCLINE	DB00453	21272	IN
CLONAZEPAM	5PE9FDE8GB	CLONAZEPAM	DB01068	2598	IN
CLONIDINE	MN3L5RMN02	CLONIDINE	DB00575	2599	IN
CLONITAZENE	S90R21A2V2	CLONITAZENE	DB01523		
CLOPIDOGREL	A74586SNO7	CLOPIDOGREL	DB00758	32968	IN
CLORGILINE	LYJ16FZU9Q	N-METHYL-N-PROPARGYL-3-(2,4-DICHLOROPHENOXY)PROPYLAMINE	DB04017		
CLORTERMINE	4FA88HM3IX	CLORTERMINE	DB01527		
CLOSTEBOL	Z7D4G976SH	CLOSTEBOL	DB01521	61686	IN
CLOTIAZEPAM	ZCN055599V	CLOTIAZEPAM	DB01559	2622	IN
CLOTRIMAZOLE	G07GZ97H65	CLOTRIMAZOLE	DB00257	2623	IN
CLOXACILLIN	O6X5QGC2VB	CLOXACILLIN	DB01147	2625	IN
CLOZAPINE	J60AR2IKIC	CLOZAPINE	DB00363	2626	IN
COBIMETINIB	ER29L26N1X	XL518	DB05239		
COCAINE	I5Y540LHVR	COCAINE	DB00907	2653	IN
CODEINE	Q830PW7520	CODEINE	DB00318	2670	IN
COENZYME A	SAA04E81UX	COENZYME A	DB01992	1314344	IN
COLCHICINE	SML2Y3J35T	COLCHICINE	DB01394	2683	IN
COLFORSIN	1F7A44V6OU	FORSKOLIN	DB02587		
CONIVAPTAN	0NJ98Y462X	CONIVAPTAN	DB00872	302285	IN
COPROGEN	9262JXU362	COPROGEN	DB01747		
CORDYCEPIN TRIPHOSPHATE	59P84ZU54H	CORDYCEPIN TRIPHOSPHATE	DB01860		
CORTICOSTERONE	W980KJ009P	(11-BETA)-11,21-DIHYDROXY-PREGN-4-ENE-3,20-DIONE	DB04652		
CORTISONE ACETATE	883WKN7W8X	CORTISONE ACETATE	DB01380	21655	PIN
COSITECAN	24R60NVC41	BNP 1350	DB05806		
COUMARIN	A4VZ22K1WT	2H-1-BENZOPYRAN-2-ONE	DB04665	2898	IN
CP-122721	R7OYP6N58F	CP-122721	DB05421		
CP-320626	FKX709RK3Q	5-CHLORO-1H-INDOLE-2-CARBOXYLIC ACID [1-(4-FLUOROBENZYL)-2-(4-HYDROXYPIPERIDIN-1YL)-2-OXOETHYL]AMIDE	DB03383		
CP-744809	U63F8E95J1	6-[(5-CHLORO-3-METHYL-1-BENZOFURAN-2-YL)SULFONYL]PYRIDAZIN-3(2H)-ONE	DB07187		
CP-94707	YGC6408B5O	3-[4-(2-METHYL-IMIDAZO[4,5-C]PYRIDIN-1-YL)BENZYL]-3H-BENZOTHIAZOL-2-ONE	DB07578		
CR665	3BX9UG06GG	CR665	DB05155		
CREATINE	MU72812GK0	CREATINE	DB00148	2907	IN
CRIZOTINIB	53AH36668S	3-[(1R)-1-(2,6-DICHLORO-3-FLUOROPHENYL)ETHOXY]-5-(1-PIPERIDIN-4-YL-1H-PYRAZOL-4-YL)PYRIDIN-2-AMINE	DB08700	1148495	IN
CROMOLYN	Y0TK0FS77W	CROMOGLICIC ACID	DB01003	42612	IN
CROTAMITON, (E)-	2EEH27851Y	CROTAMITON	DB00265		
CROTONALDEHYDE, (2E)-	6PUW625907	CROTONALDEHYDE	DB04381		
CROTONIC ACID	YW5WZZ4O5Q	BUTENOIC ACID	DB02074		
CTS-1027	2QD3F58224	4-[4-(4-CHLORO-PHENOXY)-BENZENESULFONYLMETHYL]-TETRAHYDRO-PYRAN-4-CARBOXYLIC ACID HYDROXYAMIDE	DB08490		
CUMIDINE	0D54T7V7XL	PARA-ISOPROPYLANILINE	DB02114		
CUSTIRSEN	L26E95NLRK	CC-8490	DB05487		
CYANAMIDE	21CP7826LC	CYANAMIDE	DB02679		
CYANOCOBALAMIN	P6YC3EG204	CYANOCOBALAMIN	DB00115	11248	IN
CYCLACILLIN	72ZJ154X86	CYCLACILLIN	DB01000	2968	IN
CYCLIZINE	QRW9FCR9P2	CYCLIZINE	DB01176	2977	IN
CYCLOBENZAPRINE	69O5WQQ5TI	CYCLOBENZAPRINE	DB00924	21949	IN
CYCLOHEXANE	48K5MKG32S	CYCLOHEXANE	DB03561	1367180	IN
CYCLOHEXANEPROPANOIC ACID	U36W9HNV6D	CYCLOHEXANE PROPIONIC ACID	DB02242		
CYCLOHEXANOL	8E7S519M3P	CYCLOHEXANOL	DB03703		
CYCLOHEXANONE	5QOR3YM052	CYCLOHEXANONE	DB02060		
CYCLOLEUCINE	0TQU7668EI	CYCLOLEUCINE	DB04620		
CYCLOSERINE	95IK5KI84Z	CYCLOSERINE	DB00260	3007	IN
CYCLOSPORINE	83HN0GTJ6D	CYCLOSPORINE	DB00091	3008	IN
CYCLOTHEONAMIDE A	2Y1TEH8EW7	CYCLOTHEONAMIDE A	DB04269		
CYPRENORPHINE	1P6HEG5ZHS	CYPRENORPHINE	DB01480		
CYPROHEPTADINE	2YHB6175DO	CYPROHEPTADINE	DB00434	3013	IN
CYPROTERONE ACETATE	4KM2BN5JHF	CYPROTERONE ACETATE	DB04839	22054	PIN
CYSTEAMINE	5UX2SD1KE2	CYSTEAMINE	DB00847	3022	IN
CYSTEIC ACID, L-	M6W2DJ6N5K	CYSTEINESULFONIC ACID	DB03661		
CYSTEINE	K848JZ4886	D-CYSTEINE	DB03201	3024	IN
CYSTEINE	K848JZ4886	L-CYSTEINE	DB00151	3024	IN
CYSTEINESULFENIC ACID	FB8KIA847T	S-HYDROXYCYSTEINE	DB01915		
CYSTINE	48TCX9A1VT	L-CYSTINE	DB00138	3036	IN
CYTARABINE	04079A1RDZ	CYTARABINE	DB00987	3041	IN
CYTIDINE	5CSZ8459RP	CYTIDINE	DB02097		
DABIGATRAN ETEXILATE	2E18WX195X	DABIGATRAN ETEXILATE	DB06695	1037042	IN
DABRAFENIB	QGP4HA4G1B	DABRAFENIB	DB08912	1424911	IN
DACARBAZINE	7GR28W0FJI	DACARBAZINE	DB00851	3098	IN
DACTINOMYCIN	1CC1JFE158	DACTINOMYCIN	DB00970	3100	IN
DAGLUTRIL	KKV299446X	SLV 306	DB05796		
DAIDZEIN	6287WC5J2L	DAIDZIN	DB02115		
DAIDZIN	4R2X91A5M5	DAIDZIN	DB02115		
DALFAMPRIDINE	BH3B64OKL9	DALFAMPRIDINE	DB06637	897018	IN
DALFOPRISTIN	R9M4FJE48E	DALFOPRISTIN	DB01764	229369	IN
DANAZOL	N29QWW3BUO	DANAZOL	DB01406	3102	IN
DANTHRON	Z4XE6IBF3V	DANTRON	DB04816	22293	IN
DANTROLENE	F64QU97QCR	DANTROLENE	DB01219	3105	IN
DAPAGLIFLOZIN	1ULL0QJ8UC	DAPAGLIFLOZIN	DB06292	1488564	IN
DAPIPRAZOLE	5RNZ8GJO7K	DAPIPRAZOLE	DB00298	22298	IN
DAPIVIRINE	TCN4MG2VXS	4-[4-(2,4,6-TRIMETHYL-PHENYLAMINO)-PYRIMIDIN-2-YLAMINO]-BENZONITRILE	DB08639		
DAPOXETINE	GB2433A4M3	DAPOXETINE	DB04884		
DAPSONE	8W5C518302	DAPSONE	DB00250	3108	IN
DAPTOMYCIN	NWQ5N31VKK	DAPTOMYCIN	DB00080	22299	IN
DARIFENACIN	APG9819VLM	DARIFENACIN	DB00496	136198	IN
DARUNAVIR	YO603Y8113	DARUNAVIR	DB01264	460132	IN
DARUSENTAN	33JD57L6RW	DARUSENTAN	DB04883		
DASATINIB ANHYDROUS	X78UG0A0RN	DASATINIB	DB01254	1546019	PIN
DASATINIB	RBZ1571X5H	DASATINIB	DB01254	475342	IN
DAUNORUBICIN	ZS7284E0ZP	DAUNORUBICIN	DB00694	3109	IN
DAXALIPRAM	0RB5T277IY	(R)-MESOPRAM	DB01647		
DAZOXIBEN	09ZFC7974Q	DAZOXIBEN	DB03052		
DCFBC	40R868KZFF	N-({(1R)-1-CARBOXY-2-[(4-FLUOROBENZYL)SULFANYL]ETHYL}CARBAMOYL)-L-GLUTAMIC ACID	DB07754		
DEBRISOQUIN	X31CDK040E	DEBRISOQUIN	DB04840	3118	IN
DECAMETHONIUM	C1CG1S3T2W	DECAMETHONIUM	DB01245		
DECANE	NK85062OIY	DECANE	DB02826		
DECITABINE	776B62CQ27	DECITABINE	DB01262	15657	IN
DECYLAMINE OXIDE	G387VUT5EZ	DECYLAMINE-N,N-DIMETHYL-N-OXIDE	DB02613	1494854	IN
DEFERASIROX	V8G4MOF2V9	DEFERASIROX	DB01609	614373	IN
DEFERIPRONE	2BTY8KH53L	DEFERIPRONE	DB08826	11645	IN
DEFEROXAMINE	J06Y7MXW4D	DEFEROXAMINE	DB00746	3131	IN
DEGARELIX	SX0XJI3A11	DEGARELIX	DB06699	475230	IN
DEHYDROALANINE	98RA387EKY	2,3-DIDEHYDROALANINE	DB02688		
DEHYDROASCORBIC ACID	Y2Z3ZTP9UM	DEHYDROASCORBIC ACID	DB08830		
DELAVIRDINE	DOL5F9JD3E	DELAVIRDINE	DB00705	83816	IN
DELORAZEPAM	O91W32476G	DELORAZEPAM	DB01511		
DEMECARIUM	ILP8XJ8R5K	DEMECARIUM	DB00944	107771	IN
DEMECLOCYCLINE	5R5W9ICI6O	DEMECLOCYCLINE	DB00618	3154	IN
DENUFOSOL	5PC250KSSH	DENUFOSOL	DB04983		
DEOXYCHOLIC ACID	005990WHZZ	(3ALPHA,5BETA,12ALPHA)-3,12-DIHYDROXYCHOLAN-24-OIC ACID	DB07690	3194	PIN
DEOXYCHOLIC ACID	005990WHZZ	DEOXYCHOLIC ACID	DB03619	3194	PIN
DEOXYCYTIDINE	0W860991D6	2'-DEOXYCYTIDINE	DB02594		
DEOXYCYTIDINE 5'-MONOPHOSPHATE	W7A9174XQL	2'-DEOXYCYTIDINE-5'-MONOPHOSPHATE	DB03798		
DEOXYGUANOSINE 5'-MONOPHOSPHATE	7EAM4TG712	2'-DEOXYGUANOSINE-5'-MONOPHOSPHATE	DB04457		
DEOXYURIDINE	W78I7AY22C	2'-DEOXYURIDINE	DB02256		
DEQUALINIUM	E7QC7V26B8	DEQUADIN	DB04209	3226	IN
DESERPIDINE	9016E3VB47	DESERPIDINE	DB01089	62174	IN
DESIPRAMINE	TG537D343B	DESIPRAMINE	DB01151	3247	IN
DESLANOSIDE	YGY317RK75	DESLANOSIDE	DB01078	3248	IN
DESLORATADINE	FVF865388R	DESLORATADINE	DB00967	275635	IN
DESMETHYLPRODINE	07SGC963IR	DESMETHYLPRODINE	DB01478		
DESMOPRESSIN	ENR1LLB0FP	DESMOPRESSIN	DB00035	3251	IN
DESOGESTREL	81K9V7M3A3	DESOGESTREL	DB00304	22656	IN
DESOMORPHINE	7OP86J5E33	DESOMORPHINE	DB01531		
DESONIDE	J280872D1O	DESONIDE	DB01260	3254	IN
DESOXIMETASONE	4E07GXB7AU	DESOXIMETASONE	DB00547	3255	IN
DESOXYCORTICOSTERONE PIVALATE	16665T4A2X	DESOXYCORTICOSTERONE PIVALATE	DB01134	22537	PIN
DESTHIOBIOTIN	71U5JB52KS	D-DETHIOBIOTIN	DB03775		
DEXAMETHASONE	7S5I7G3JQL	DEXAMETHASONE	DB01234	3264	IN
DEXBROMPHENIRAMINE	75T64B71RP	DEXBROMPHENIRAMINE	DB00405	22696	IN
DEXFENFLURAMINE	E35R3G56OV	DEXFENFLURAMINE	DB01191	3268	IN
DEXFOSFOSERINE	VI4F0K069V	PHOSPHONOSERINE	DB04522		
DEXLANSOPRAZOLE	UYE4T5I70X	TAK-390MR	DB05351	816346	IN
DEXLOXIGLUMIDE	69DY40RH9B	DEXLOXIGLUMIDE	DB04856		
DEXMEDETOMIDINE	67VB76HONO	DEXMEDETOMIDINE	DB00633	48937	IN
DEXMETHYLPHENIDATE	M32RH9MFGP	DEXMETHYLPHENIDATE	DB06701	352372	IN
DEXPROPRANOLOL	PG6KY07UD7	1-(ISOPROPYLAMINO)-3-(1-NAPHTHYLOXY)-2-PROPANOL	DB03322		
DEXRAZOXANE	048L81261F	DEXRAZOXANE	DB00380	42736	IN
DEXTROAMPHETAMINE	TZ47U051FI	DEXTROAMPHETAMINE	DB01576	3288	IN
DEXTROMETHORPHAN	7355X3ROTS	DEXTROMETHORPHAN	DB00514	3289	IN
DEXTROMORAMIDE	9S4S6CIY83	DEXTROMORAMIDE	DB01529	3290	IN
DEXTROTHYROXINE	4W9K63FION	DEXTROTHYROXINE	DB00509	3292	IN
DEZOCINE	VHX8K5SV4X	DEZOCINE	DB01209	22713	IN
DIACETYLMORPHINE	70D95007SX	HEROIN	DB01452	3304	IN
DIAMINO-5-PHENYL-6-ETHYLPYRIMIDINE, 2,4-	KMJ59LN22F	6-ETHYL-5-PHENYLPYRIMIDINE-2,4-DIAMINE	DB07577		
DIATRIZOIC ACID	5UVC90J1LK	DIATRIZOATE	DB00271	1546223	IN
DIAZEPAM	Q3JTX2Q7TU	DIAZEPAM	DB00829	3322	IN
DIAZOXIDE	O5CB12L4FN	DIAZOXIDE	DB01119	3327	IN
DIBROMOTYROSINE	QD49LEP46E	3,5 DIBROMOTYROSINE	DB07637		
DIBUCAINE	L6JW2TJG99	CINCHOCAINE	DB00527	3339	IN
DICHLORALPHENAZONE	YYX637R279	DICHLORALPHENAZONE	DB01495	22892	IN
DICHLOROACETIC ACID	9LSH52S3LQ	DICHLOROACETIC ACID	DB08809	155021	PIN
DICHLORPHENAMIDE	VVJ6673MHY	DICLOFENAMIDE	DB01144	3353	IN
DICLOFENAC	144O8QL0L1	DICLOFENAC	DB00586	3355	IN
DICLOXACILLIN	COF19H7WBK	DICLOXACILLIN	DB00485	3356	IN
DICUMAROL	7QID3E7BG7	DICOUMAROL	DB00266	1598	IN
DICYCLOMINE	4KV4X8IF6V	DICYCLOMINE	DB00804	3361	IN
DIDANOSINE	K3GDH6OH08	DIDANOSINE	DB00900	3364	IN
DIDECYLDIMONIUM	Z7F472XQPA	DIDECYL-DIMETHYL-AMMONIUM	DB04221		
DIDEOXYADENOSINE 5'-TRIPHOSPHATE	9MCI2H1EJ6	2',3'-DIDEOXYADENOSINE-5'-TRIPHOSPHATE	DB02189		
DIENESTROL	RRW32X4U1F	DIENESTROL	DB00890	3368	IN
DIETHYLCARBAMAZINE	V867Q8X3ZD	DIETHYLCARBAMAZINE	DB00711	3384	IN
DIETHYLENE GLYCOL DIETHYL ETHER	ZH086O935Z	1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE	DB08357	1435108	IN
DIETHYLENE GLYCOL DIMETHYLETHER	M4BH3X0MVZ	1-METHOXY-2-(2-METHOXYETHOXY)ETHANE	DB02935		
DIETHYLENE GLYCOL ETHYL METHYL ETHER	LF64ICW5Y3	1-ETHOXY-2-(2-METHOXYETHOXY)ETHANE	DB03508		
DIETHYL PHOSPHITE	U9X9YBA22W	DIETHYLPHOSPHONO GROUP	DB02811		
DIETHYLSTILBESTROL	731DCA35BT	DIETHYLSTILBESTROL	DB00255	3390	IN
DIFENOXIN	3ZZ5BJ9F2Q	DIFENOXIN	DB01501	23024	IN
DIFLORASONE	T2DHJ9645W	DIFLORASONE	DB00223	91311	IN
DIFLUNISAL	7C546U4DEN	DIFLUNISAL	DB00861	3393	IN
DIFLUPREDNATE	S8A06QG2QE	DIFLUPREDNATE	DB06781	23043	IN
DIGITOXIN	E90NZP2L9U	DIGITOXIN	DB01396	3403	IN
DIGOXIN	73K4184T59	DIGOXIN	DB00390	3407	IN
DIHOMO-.GAMMA.-LINOLENIC ACID	FC398RK06S	DIHOMO-Γ-LINOLENIC ACID	DB00154		
DIHYDROANDROSTENEDIONE	2KR72RNR8Z	ANDROSTANEDIONE	DB01561		
DIHYDROCODEINE	N9I9HDB855	DIHYDROCODEINE	DB01551	23088	IN
DIHYDROERGOTAMINE	436O5HM03C	DIHYDROERGOTAMINE	DB00320	3418	IN
DIHYDROETORPHINE	QQX8S479YV	DIHYDROETORPHINE	DB01450		
DIHYDROMORPHINE	C3S5FRP6JW	DIHYDROMORPHINE	DB01565		
DIHYDROQUERCETIN	9SOB9E3987	(2S,3S)-TRANS-DIHYDROQUERCETIN	DB02224		
DIHYDROTACHYSTEROL	R5LM3H112R	DIHYDROTACHYSTEROL	DB01070	3429	IN
DIHYDROURACIL	016FR52RU5	3,4-DIHYDROURACIL	DB01849		
DIHYDROXYACETONE	O10DDW6JOO	DIHYDROXYACETONE	DB01775	3430	IN
DIIODOTYROSINE	6L57Q44ZWW	3,5-DIIODOTYROSINE	DB03374		
DIISOPROPYL METHYLPHOSPHONATE	56V3OG5DC7	METHYLPHOSPHONIC ACID DIISOPROPYL ESTER	DB02127		
DILOXANIDE	89134SCM7M	DILOXANIDE	DB08792	67182	IN
DILOXANIDE FUROATE	YP4N72IW34	DILOXANIDE	DB08792	23203	PIN
DILTIAZEM	EE92BBP03H	DILTIAZEM	DB00343	3443	IN
DIMENHYDRINATE	JB937PER5C	DIMENHYDRINATE	DB00985	3444	IN
DIMENOXADOL	4D65PBX0VK	DIMENOXADOL	DB01461		
DIMETHYL FUMARATE	FO2303MNI2	DIMETHYL FUMARATE	DB08908	1373478	IN
DIMETHYL SULFOXIDE	YOW8V9698H	DIMETHYL SULFOXIDE	DB01093	3455	IN
DIMETHYLTRYPTAMINE	WUB601BHAA	DIMETHYLTRYPTAMINE	DB01488		
DIMETHYLTUBOCURARINE IODIDE	0Q5R726FHX	METOCURINE IODIDE	DB00416		
DIMINAZENE ACETURATE	JI8SAD85NO	DIMINAZENE	DB03608		
DIMINAZENE	Y5G36EEA5Z	DIMINAZENE	DB03608		
DINOPROSTONE	K7Q1JQR04M	DINOPROSTONE	DB00917	3478	IN
DINOPROST TROMETHAMINE	CT6BBQ5A68	DINOPROST TROMETHAMINE	DB01160	23321	PIN
DIOXANE	J8A3S10O7S	1,4-DIETHYLENE DIOXIDE	DB03316		
DIOXAPHETYL BUTYRATE	G751H98FY4	DIOXAPHETYL BUTYRATE	DB01475		
DIPHEMANIL METHYLSULFATE	W2ZG23MGYI	DIPHEMANIL METHYLSULFATE	DB00729	23364	PIN
DIPHENHYDRAMINE	8GTS82S83M	DIPHENHYDRAMINE	DB01075	3498	IN
DIPHENIDOL	NQO8R319LY	DIPHENIDOL	DB01231	23370	IN
DIPHENOLIC ACID	2SIZ2CO5L3	VALPROIC ACID	DB00313		
DIPHENOXYLATE	73312P173G	DIPHENOXYLATE	DB01081	3500	IN
DIPHENYLACETIC ACID	658NCZ0NKO	DIPHENYLACETIC ACID	DB03588		
DIPHENYLPYRALINE	33361OE3AV	DIPHENYLPYRALINE	DB01146	23386	IN
DIPRENORPHINE	1F0L5N25ZZ	DIPRENORPHINE	DB01548		
DIPYRIDAMOLE	64ALC7F90C	DIPYRIDAMOLE	DB00975	3521	IN
DIPYRONE	6429L0L52Y	METAMIZOLE	DB04817	3523	IN
DIRITHROMYCIN	1801D76STL	DIRITHROMYCIN	DB00954	23437	IN
DISOXARIL	FX8Q9PI4VP	5-(7-(4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)HEPTYL)-3-METHYL ISOXAZOLE	DB08726		
DISULFIRAM	TR3MLJ1UAI	DISULFIRAM	DB00822	3554	IN
DI-TERT-BUTYLHYDROQUINONE	26XK13B61B	2,5-DI-(TERT-BUTYL)-1,4,BENZOHYDROQUINONE	DB04638		
DITIOCARB	99Z2744345	DIETHYLCARBAMODITHIOIC ACID	DB02520		
DOCETAXEL	15H5577CQD	DOCETAXEL	DB01248	72962	IN
DOCONEXENT	ZAD9OKH9JC	DEHYDROEPIANDROSTERONE	DB01708	1006469	IN
DOCOSANOL	9G1OE216XY	DOCOSANOL	DB00632	594680	IN
DODECANE	11A386X1QH	DODECANE	DB02771	1314271	IN
DODECYL ETHYLENEGLYCOL MONOETHER	J89TKQ5R54	POLIDOCANOL	DB06811		
DOFETILIDE	R4Z9X1N2ND	DOFETILIDE	DB00204	49247	IN
DOLASETRON	82WI2L7Q6E	DOLASETRON	DB00757	68091	IN
DOLUTEGRAVIR	DKO1W9H7M1	DOLUTEGRAVIR	DB08930	1433868	IN
DOMOIC ACID	M02525818H	DOMOIC ACID	DB02852		
DOMPERIDONE	5587267Z69	DOMPERIDONE	DB01184	3626	IN
DOPAMINE	VTD58H1Z2X	DOPAMINE	DB00988	3628	IN
DORAMAPIMOD	HO1A8B3YVV	1-(5-TERT-BUTYL-2-P-TOLYL-2H-PYRAZOL-3-YL)-3-[4-(2-MORPHOLIN-4-YL-ETHOXY)-NAPHTHALEN-1-YL]-UREA	DB03044		
DORZOLAMIDE	9JDX055TW1	DORZOLAMIDE	DB00869	60207	IN
DOVITINIB	I35H55G906	CHIR-258	DB05928		
DOXORUBICIN	80168379AG	DOXORUBICIN	DB00997	3639	IN
DOXYCYCLINE	N12000U13O	DOXYCYCLINE	DB00254	3640	IN
DROMOSTANOLONE	7DR7H00HDT	DROSTANOLONE	DB00858	23678	IN
DRONABINOL	7J8897W37S	DRONABINOL	DB00470	10402	IN
DRONEDARONE	JQZ1L091Y2	DRONEDARONE	DB04855	233698	IN
DROPERIDOL	O9U0F09D5X	DROPERIDOL	DB00450	3648	IN
DROSPIRENONE	N295J34A25	DROSPIRENONE	DB01395	11636	IN
DROTAVERINE	98QS4N58TW	DROTAVERINE	DB06751	23684	IN
DROTEBANOL	7RS2Q8MCK8	DROTEBANOL	DB01547		
DROXIDOPA	J7A92W69L7	DROXIDOPA	DB06262	1489913	IN
DULOXETINE	O5TNM5N07U	DULOXETINE	DB00476	72625	IN
DUROQUINONE	X0Q8791R69	DUROQUINONE	DB01927		
DUTASTERIDE	O0J6XJN02I	DUTASTERIDE	DB01126	228790	IN
DUVOGLUSTAT	FZ56898FLE	1-DEOXYNOJIRIMYCIN	DB03206		
DYCLONINE	078A24Q30O	DYCLONINE	DB00645	23744	IN
DYDROGESTERONE	90I02KLE8K	DYDROGESTERONE	DB00378	3706	IN
ECABET	2K02669KWP	ECABET	DB05265		
ECGONINE	DX2E9E17AV	ECGONINE	DB01525		
ECGONINE METHYL ESTER	Y35FJB3QBJ	ECGONINE METHYL ESTER	DB04688		
ECHOTHIOPHATE	0F350BVT6S	ECHOTHIOPHATE	DB01057	89778	IN
ECHOTHIOPHATE IODIDE	BA9QH3P00T	ECHOTHIOPHATE	DB01057	3740	PIN
EDETIC ACID	9G34HU7RV0	EDETIC ACID	DB00974	3755	IN
EDOTECARIN	1V8X590XDP	EDOTECARIN	DB04882		
EDROPHONIUM	70FP3JLY7N	EDROPHONIUM	DB01010	3752	IN
EFAPROXIRAL	J81E81G364	2-{4-[(3,5-DIMETHYLANILINO)-CARBONYL-METHYL]-PHENOXY}-2-METHYLPROPIONIC ACID	DB08486		
EFAVIRENZ	JE6H2O27P8	EFAVIRENZ	DB00625	195085	IN
ELACRIDAR	N488540F94	ELACRIDAR	DB04881		
ELAIDAMIDE	GOU8K597IT	ELAIDOYLAMIDE	DB03784		
ELAIDIC ACID	4837010H8C	OLEIC ACID	DB04224		
ELDECALCITOL	I2JP8UE90H	ED-71	DB05295		
ELESCLOMOL	6UK191M53P	ELESCLOMOL	DB05719		
ELETRIPTAN	22QOO9B8KI	ELETRIPTAN	DB00216	231049	IN
ELLAGIC ACID	19YRN3ZS9P	2,3,7,8-TETRAHYDROXYCHROMENO[5,4,3-CDE]CHROMENE-5,10-DIONE	DB08468	1043181	IN
ELSAMITRUCIN	ZTV0FOB6NU	ELSAMITRUCIN	DB05129		
ELTROMBOPAG	S56D65XJ9G	ELTROMBOPAG	DB06210	711942	IN
EMBUTRAMIDE	3P4TQG94T1	EMBUTRAMIDE	DB01487		
EMEDASTINE	9J1H7Y9OJV	EMEDASTINE	DB01084	28144	IN
EMEDASTINE DIFUMARATE	42MB94QOSM	EMEDASTINE	DB01084	221094	PIN
EMIVIRINE	X87G8IX72O	6-BENZYL-1-ETHOXYMETHYL-5-ISOPROPYL URACIL	DB08188		
EMODIN	KA46RNI6HN	3-METHYL-1,6,8-TRIHYDROXYANTHRAQUINONE	DB07715		
EMRICASAN	P0GMS9N47Q	IDN-6556	DB05408		
EMTRICITABINE	G70B4ETF4S	EMTRICITABINE	DB00879	276237	IN
ENALAPRIL	69PN84IO1A	ENALAPRIL	DB00584	3827	IN
ENALKIREN	0U7YZ42Z47	ENALKIREN	DB03395		
ENCLOMIPHENE	R6D2UI4FLS	CLOMIFENE	DB00882		
ENILURACIL	2E2W0W5XIU	ENILURACIL	DB03516		
ENOXACIN	325OGW249P	ENOXACIN	DB00467	3925	IN
ENOXIMONE	C7Z4ITI7L7	ENOXIMONE	DB04880	49626	IN
ENPROFYLLINE	DT7DT5E518	ENPROFYLLINE	DB00824		
ENTACAPONE	4975G9NM6T	ENTACAPONE	DB00494	60307	IN
ENTECAVIR	5968Y6H45M	ENTECAVIR	DB00442	306266	IN
ENTECAVIR ANHYDROUS	NNU2O4609D	ENTECAVIR	DB00442	1546027	PIN
ENZALUTAMIDE	93T0T9GKNU	ENZALUTAMIDE	DB08899	1307298	IN
EPHEDRINE	GN83C131XS	EPHEDRINE	DB01364	3966	IN
EPICAPTOPRIL	PPW0ENH1HA	1-(3-MERCAPTO-2-METHYL-PROPIONYL)-PYRROLIDINE-2-CARBOXYLIC ACID	DB02032		
EPIGALLOCATECHIN	7Z197MG6QL	EPIGALLOCATECHIN	DB03823		
EPINEPHRINE	YKH834O4BH	EPINEPHRINE	DB00668	3992	IN
EPIRUBICIN	3Z8479ZZ5X	EPIRUBICIN	DB00445	3995	IN
EPLERENONE	6995V82D0B	EPLERENONE	DB00700	298869	IN
EPOPROSTENOL	DCR9Z582X0	EPOPROSTENOL	DB01240	8814	IN
EPOTHILONE D	T0358E0YUF	EPOTHILONE D	DB01873		
EPROSARTAN	2KH13Z0S0Y	EPROSARTAN	DB00876	83515	IN
EPROTIROME	958AQ7B6R1	KB2115	DB05035		
