CONCEPT_NAME	CONCEPT_ID	CONCEPT_NAME_2	PRECEDENCE
Deca Amuno	19070851	Deca	1
Deca Durabol.Aep	19070851	Deca	1
Deca Durabol.Bra	19070851	Deca	1
Deca Durabol.Dpx	19070851	Deca	1
Deca Durabol.Gpp	19070851	Deca	1
Deca Durabol.Mtk	19070851	Deca	1
Deca Durabol.Oti	19070851	Deca	1
Deca Durabol.Rea	19070851	Deca	1
Deca Durabol.Svp	19070851	Deca	1
Deca Durabolin	19070851	Deca	1
Decadron	19088949	Decadron	1
Decadron Opht. Alt	19088949	Decadron	1
Decadron Phos	19088949	Decadron	1
Decamethylcyclopentasiloxane	42900259	cyclomethicone	1
Decapeptyl	43131539	DECAPEPTYL	1
Decitabine	19024728	decitabine	1
Decme	43567177	Decme	1
Decoderm	43567178	Decoderm	1
Decoderm Tri	43567183	Decoderm Tri	1
Decoderm Tri.Bpm	43567183	Decoderm Tri	1
Decoderm Tri.Grk	43567183	Decoderm Tri	1
Decortin	21018944	Decortin	1
Decortin h	21018944	Decortin	1
Decostriol	43567185	Decostriol	1
Dectaflur	36879179	Dectaflur	1
Dedrogyl	43131543	DEDROGYL	1
Deferasirox	1786055	deferasirox	1
Deferiprone	19011091	deferiprone	1
Deferoxamine	1711947	Deferoxamine	1
Defibrotide	42898933	Defibrotide	1
Deflatop	43567188	Deflatop	1
Deflazacort	19086888	deflazacort	1
Degarelix	19058410	degarelix	1
Dehydro Sanol Tri	43567189	Dehydro Sanol Tri	1
Dehydroacetic Acid	42903434	dehydroacetic acid	1
Dehydrocholic Acid	19052817	Dehydrocholate	1
Dekristol	21018223	Dekristol	1
Dekristol 400	21018223	Dekristol	1
Dekristol 5400	21018223	Dekristol	1
Dekristol A	21018223	Dekristol	1
Delagil	43567191	Delagil	1
Delamanid	36879076	Delamanid	1
Delapril	36878917	delapril hydrochloride	1
Delfen	19021402	Delfen	1
Delimmun	43567196	Delimmun	1
Delix	43567197	Delix	1
Delmuno	43567204	Delmuno	1
Delphicort	43567205	Delphicort	1
Delphin-Apotheke	43580389	Delphin-Apotheke Dr. Holger Wicht	1
Delphin-Apotheke	43578162	Delphin-Apotheke Buesum	2
Delphin-Apotheke	43580410	Delphin-Apotheke Dr.Claudia Vogt	3
Delphin-Apotheke	43578609	Delphin-Apotheke [HIST] Ruediger Becker	4
Delphin-Apotheke	43579993	Delphin-Apotheke Axel Schroeder	5
Delphin-Apotheke	43580155	Delphin-Apotheke Eva Froehlich-Sporer	6
Delphinium Staphisagria	19070925	Delphinium Staphisagria Preparation	1
Delta Chemie Pauly	43578693	Delta-Chemie Pauly GmbH	1
Deltacortril	21016536	Deltacortril	1
Deltajonin	43567207	Deltajonin	1
Deltajonin Bg	43567208	Deltajonin Bg	1
Deltamin	43567215	Deltamin	1
Deltaran	43567217	Deltaran	1
Demecarium	19004718	Demecarium	1
Demeclocycline	1714527	Demeclocycline	1
Demetrin	43567220	Demetrin	1
Denaverine	19052724	denaverine	1
Denk Pharma	43579207	Denk Pharma GmbH & Co. KG	1
Denk Pharma	43578773	Denk Pharma Europe GmbH	2
Denosumab	40222444	denosumab	1
Dentinox	21016935	Dentinox	1
Dentinox N	21016935	Dentinox	1
Dentomycin	19054052	Dentomycin	1
Dentsply Konstanz	43132374	DENTSPLY	1
Deoxycholic Acid	19052896	Deoxycholate	1
"Deoxyribonuclease, Natural"	915841	Deoxyribonucleases	1
Deoxyribonucleic Acid	915841	Deoxyribonucleases	1
Depakine	43131554	DEPAKINE	1
Depigoid	43567224	Depigoid	1
Depiquick	43567235	Depiquick	1
Depo Provera	19044263	Depo-Provera	1
Depocyte	21014940	DepoCyte	1
Deponit	19020183	Deponit	1
Deponit	43567238	Deponit Nt	2
Deprenyl	43131791	DEPRENYL	1
Depuran	43567240	Depuran-Tee	1
Dequalinium	19016063	Dequalinium	1
Dequonal	43567241	Dequonal	1
Dermapharm	21019498	DermaPharm Ltd	1
Dermasept	43567245	Dermasept	1
Dermatin	40239471	Dermatin	1
Dermatodoron	21016260	Dermatodoron	1
Dermatop	19061295	Dermatop	1
Dermatophagoides Farinae	40161821	"house dust mite extract, Dermatophagoides farinae"	1
Dermatophagoides Pteronyssinus	40161835	"house dust mite extract, Dermatophagoides pteronyssinus"	1
Dermestril	21018615	Dermestril	1
Dermosolon	43567250	Dermosolon	1
Dermovate	19054054	Dermovate	1
Dermowas	43567251	Dermowas	1
Dermoxin	43567252	Dermoxin	1
Dermoxinale	43567254	Dermoxinale	1
Desderman	43567258	Desderman Pure	1
Deseril	21018256	Deseril	1
Desferal	19021406	Desferal	1
Desflurane	19002770	Desflurane	1
Desipramine	716968	Desipramine	1
Desirett	43567260	Desirett	1
Desirudin	19011712	desirudin	1
Desitin	19061411	Desitin	1
Deslanoside	19017074	Deslanoside	1
Desloraderm	43567265	Desloraderm	1
Desloratadin Abz	43567268	Desloratadin Abz	1
Desloratadin Al	43567269	Desloratadin Al	1
Desloratadin Glenmark	43567274	Desloratadin Glenmark	1
Desloratadin Heumann	43567276	Desloratadin Heumann	1
Desloratadin Hexal	43567277	Desloratadin Hexal	1
Desloratadin Stada	43567280	Desloratadin Stada	1
Desloratadine	1103006	desloratadine	1
Desma	43132731	DESMA PHARMA	1
Desmanol N	43567284	Desmanol N	1
Desmopressin	1517070	desmopressin	1
Desmopressin Teva	43567288	Desmopressin Teva	1
Desmotabs	21018498	Desmotabs	1
Desogestrel	1588000	Desogestrel	1
Desogestrel Aristo	43567294	Desogestrel Aristo	1
Desogestrel Pharbil	43567296	Desogestrel Pharbil	1
Desogestrel Pharbil Waltrop	43567297	Desogestrel Pharbil Waltrop	1
Desomed Dr Trippen	43578295	Desomed Dr. Trippen Gesellschaft mit beschraenkter Haftung	1
Desonide	917205	Desonide	1
Desoximetasone	917336	Desoximetasone	1
Desoxycortone	19017895	desoxycorticosterone	1
Detajmium	19133173	detajmium	1
Detimedac	43567300	Detimedac	1
Detrusitol	21016597	Detrusitol	1
Devatis	43579542	Devatis GmbH	1
Dexa	43567304	Dexa	1
Dexa Loscon Mono	43567308	Dexa Loscon Mono	1
Dexabene	43567321	Dexabene	1
Dexaflam	43567322	Dexaflam	1
Dexafluid	43567323	Dexafluid	1
Dexagalen	43567325	Dexagalen	1
Dexagel	43567326	Dexagel	1
Dexahexal	43567328	Dexahexal	1
Dexamethason	43567329	Dexamethason Abz	1
Dexamethason Abz	43567329	Dexamethason Abz	1
Dexamethason Acis	43567330	Dexamethason Acis	1
Dexamethasone	1518254	Dexamethasone	1
Dexamfetamine	719311	Dextroamphetamine	2
Dexamfetamine	709567	Lisdexamfetamine	1
Dexamytrex	43567336	Dexamytrex	1
Dexapos Comod	43567339	Dexapos Comod	1
Dexcel Pharma	21019670	Dexcel-Pharma Ltd	1
Dexchlorpheniramine	1188114	dexchlorpheniramine	1
Dexfenfluramine	719057	Dexfenfluramine	1
Dexibuprofen	1177480	Ibuprofen	1
Dexilant	40173364	Dexilant	1
Deximune	21018656	Deximune	1
Dexium	40231786	Dexium	1
Dexketoprofen Trometamol	19056874	Dexketoprofen	1
Dexlansoprazole	19039926	dexlansoprazole	1
Dexmedetomidine	19061088	Dexmedetomidine	1
Dexpanthenol	988294	dexpanthenol	1
Dexrazoxane	1353011	Dexrazoxane	1
Dextran	1352890	Dextran	1
Dextran Sulfate	1352890	Dextran	1
Dextranomer	19088340	dextranomer	1
Dextriferron	1360067	Iron	1
Dextrin	40171826	WHEAT DEXTRIN	1
Dextro Bolder	43567345	Dextro Bolder	1
Dextromethorphan	1119510	Dextromethorphan	1
Dextromoramide	19021940	Dextromoramide	1
Dextropropoxyphene	1153664	Propoxyphene	1
Dextrothyroxine	19022003	Dextrothyroxine	1
D-Fenchone	36879058	d-fenchon	1
Di(Hydroxymethyl)Rutin	19063981	Rutin	1
Diabesin	43567351	Diabesin	1
Diacomit	21016654	Diacomit	1
Diafarm	43578740	Diapharm GmbH & Co. KG	1
Diamicron	21014840	Diamicron	1
Diamilla	43567355	Diamilla	1
Diamox	19021494	Diamox	1
Diane	43132096	DIANE	1
Diaphal	43567360	Diaphal	1
Diaroent N	43567361	Diaroent Mono	1
Diastabol	43132101	DIASTABOL	1
Diastase	919204	Amylases	1
Diazemuls	19026300	Diazemuls	1
Diazep Ct	43567366	Diazep-Ct	1
Diazepam	723013	Diazepam	1
Diazepam Abz	43567367	Diazepam Abz	1
Diazepam Stada	43567371	Diazepam Stada	1
Diazepam Temmler	43567372	Diazepam Temmler	1
Diazoxide	1523280	Diazoxide	1
Dibekacin	19023508	Dibekacin	1
Dibenzepin	19023846	dibenzepin	1
Dibotermin Alfa	36879004	Dibotermin Alfa	1
Dibropharm	43579873	DIBROPHARM GmbH Distribution & Co. KG	1
Dibunate	19045601	DIBUNATE	1
Dichloralphenazone	1189490	dichloralphenazone	1
Dichlorodifluoro-Methane	963747	dichlorodifluoromethane	1
Dichlorophen	19091464	Dichlorophen	1
Diclac	43567378	Diclac	1
Diclo Al	43567439	Diclowal	1
Diclo Ct	43567393	Diclo-Ct	1
Diclo Dispers	43567389	Diclo Dispers	1
Diclo Divido	43567390	Diclo Divido	1
Dicloberl	43567402	Dicloberl	1
Diclofenac	1124300	Diclofenac	1
Diclofenac Abz	43567409	Diclofenac Abz	1
Diclofenac Al	43567410	Diclofenac Al	1
Diclofenac Dura	43567415	Diclofenac Dura	1
Diclofenac Meda	43567418	Diclofenac Meda	1
Diclofenac Nch	43567419	Diclofenac Nch	1
Diclofenac Ratiopharm	43132116	DICLOFENAC RATIOPHARM	1
Diclofenac Sandoz	43132119	DICLOFENAC SANDOZ	1
Diclofenac Stada	43567427	Diclofenac Stada	1
Diclofenac Temmler	43567428	Diclofenac Temmler	1
Diclofenac Zentiva	43132125	DICLOFENAC ZENTIVA	1
Diclofenamide	924296	Dichlorphenamide	1
Diclofenbeta	43567437	Diclofenbeta 100	1
Diclotin	43567438	Diclotin	1
Diclowal	43567439	Diclowal	1
Dicloxacillin	1724666	Dicloxacillin	1
Dictamnus Albus	44507537	Dictamnus dasycarpus whole extract	1
Dictamnus Albus	46221517	Dictamnus dasycarpus root bark extract	2
Dicycloverine	924724	Dicyclomine	1
Didanosine	1724869	Didanosine	1
Didecyldimethylammonium	43532296	didecyldimethylammonium	1
Didronel	19021498	Didronel	1
Dienestrol	925102	Dienestrol	1
Dienogenance	43567518	Dienogenance	1
Dienogest	19054876	dienogest	1
Dienovel	43567519	Dienovel	1
Diethylcarbamazine	19025698	Diethylcarbamazine	1
Diethylstilbestrol	1525866	Diethylstilbestrol	1
Diethyltoluamide	19079469	diethyltoluamide	1
Difenoxin	989567	Difenoxin	1
Differin	19023386	Differin	1
Differine	19023386	Differin	1
Dificlir	21016264	Dificlir	1
Diflorasone	960988	Diflorasone	1
Diflucan	19043888	Diflucan	1
Diflucortolone	19026096	Diflucortolone	1
Diflunisal	1126128	Diflunisal	1
Difrarel	43132129	DIFRAREL	1
Digacin	43567526	Digacin	1
Digestodoron	21015498	Digestodoron	1
Digimed	43567527	Digimed	1
Digimerck	43567528	Digimerck	1
Digitalin (Amorphous)	19054998	Digitalis leaf extract	1
Digitalis Lanata	19054998	Digitalis leaf extract	1
Digitalis Lanata	19060903	Digitalis preparation	2
Digitalis Purpurea	42903908	Digitalis purpurea whole extract	1
Digitoxin	19026180	Digitoxin	1
Dignofenac	43567534	Dignofenac	1
Digostada	43567535	Digostada	1
Digox Ct	42706177	Digox	1
Digoxin	1326303	Digoxin	1
Digoxin Specific Antibody Fragments	19045317	digoxin antibodies Fab fragments	1
Dihydergot	43252705	Dihydergot	1
Dihydergot Pl. Alt	43252705	Dihydergot	1
Dihydergot Plus	43252705	Dihydergot	1
Dihydralazine	19026448	Dihydralazine	1
Dihydrocodeine	1189596	dihydrocodeine	1
Dihydroergocristine	19026526	Dihydroergocristine	1
Dihydroergocryptine	19026564	Dihydroergocryptine	1
Dihydroergotamine	1126557	Dihydroergotamine	1
Dihydroergotoxine	19026637	Dihydroergotoxine	1
Dihydrostreptomycin	45776730	Dihydrostreptomycin	1
Dihydrotachysterol	19027015	Dihydrotachysterol	1
Dihydroxyaluminium	985247	Aluminum Hydroxide	1
Dihydroxyephedrine	1143374	Ephedrine	1
Diisopromine	19091237	Diisopromine	1
Diisopropylamine	43012261	diisopropylamine	1
Dilatrend	43252716	Dilatrend	1
Dilaudid	19087174	Dilaudid	1
Dilaudid Alt	19087174	Dilaudid	1
Diltahexal	43252725	Diltahexal	1
Dilti Ct	43567538	Dilti-Ct	1
Diltia	19044820	Diltia	1
Diltiazem	1328165	Diltiazem	1
Diltiazem Abz	43567611	Diltiazem Abz	1
Diltiazem Sandoz	43132148	DILTIAZEM SANDOZ	1
Dilzem	43252755	Dilzem	1
Dimaval	21016509	Dimaval	1
Dimen	43567625	Dimen 50 Heumann	1
Dimen Heumann	43567625	Dimen 50 Heumann	1
Dimenhydrinat Al	43567626	Dimenhydrinat Al	1
Dimenhydrinate	928744	Dimenhydrinate	1
Dimercaprol	1728903	Dimercaprol	1
Dimethyl Fumarate	43526424	dimethyl fumarate	1
Dimethyl Phthalate	35603921	dimethyl 4-phthalate	1
Dimethyl Sulfone	1389780	methylsulfonylmethane	1
Dimethyl Sulfoxide	928980	Dimethyl Sulfoxide	1
Dimeticone	916662	dimethicone	1
Dimetindene	19028947	Dimethindene	1
Dinacode	43132159	DINACODE ADULTES	1
Dinoprost	19029421	Dinoprost	1
Dinoprostone	1329415	Dinoprostone	1
Dinutuximab	46221699	Dinutuximab	1
Dioscorea	42899038	Dioscorea villosa tuber extract	3
Dioscorea	42899036	Dioscorea collettii var. hypoglauca root extract	4
Dioscorea	42899037	Dioscorea japonica root extract	2
Dioscorea	46221697	Dioscorea oppositifolia whole extract	1
Dioscorea Villosa	42899038	Dioscorea villosa tuber extract	1
Diosgenin	44012791	Saponins	1
Diosmin	19029488	Diosmin	1
Diovan	19062255	Diovan	1
Dipentum	19061711	Dipentum	1
Diphenhydramine	1129625	Diphenhydramine	1
Diphenoxylate	930916	Diphenoxylate	1
Diphenylpyraline	19090000	diphenylpyraline	1
Dipidolor	43567743	Dipidolor	1
Dipiperon	43132174	DIPIPERON	1
Dipivefrine	990009	Dipivefrin	1
Diprivan	19038624	Diprivan	1
Diprogenta	43567745	Diprogenta	1
Diprophylline	1140088	Dyphylline	1
Dipropyleneglycol	43013624	Dipropylene Glycol	1
Diprosalic	21016929	Diprosalic	1
Diprosone	19062340	Diprosone	1
Diprosone Depot	19062340	Diprosone	1
Dipsacus	42899076	Dipsacus asper root extract	1
Dipyridamol Ass Beta	43567751	Dipyridamol Ass Beta	1
Dipyridamole	1331270	Dipyridamole	1
Disalunil	43567752	Disalunil	1
Disc (Intervertebral)	44507485	Bos taurus intervertebral disc preparation	1
Disc (Intervertebral)	42900151	Sus scrofa intervertebral disc preparation	2
Dismenol	43567823	Dismenol N	1
Dismenol N	43567823	Dismenol N	1
Disoprivan	43567824	Disoprivan	1
Disopyramide	1335606	Disopyramide	1
Dispacromil	43567825	Dispacromil	1
Dispadex Lt	43567827	Dispadex Comp	1
Dispatenol	43567828	Dispatenol	1
Dispatim	43567829	Dispatim	1
Distigmine	19035856	distigmine	1
Districon	43578154	DISTRICON GmbH	1
Disulfiram	735850	Disulfiram	1
Dithranol	952538	Anthralin	1
Diu Venostasin	43567839	Diu Venostasin	1
Diucomb	43567840	Diucomb	1
Diuramid	43567843	Diurapid	1
Diurapid	43567843	Diurapid	1
Diuretikum Verla	43567844	Diuretikum Verla	1
Diursan	43567901	Diursan	1
Divalol	43567902	Divalol Galletropfen	1
Divalol Ga	43567902	Divalol Galletropfen	1
Divalol Galle	43567902	Divalol Galletropfen	1
Dixarit	19026393	Dixarit	1
D-Lactic Acid	19011035	Lactate	1
Dl-Lactic Acid	42903865	DL-Lactic Acid	1
Dl-Methamphetamine	704053	Methamphetamine	1
Dncg Oral Paedia	43567906	Dncg Oral Paedia	1
Dncg Stada	43567908	Dncg Stada	1
Dobendan Strepsils Dolo	43567913	Dobendan Strepsils Dolo	1
Dobendan Strepsils Mint	43567914	Dobendan Strepsils Mint	1
Dobutamin Hexal	43567924	Dobutamin Hexal	1
Dobutamine	1337720	Dobutamine	1
Dobutrex	19037766	Dobutrex	1
Doc Arnika	43567928	Doc Arnika	1
Doce Nc	43567930	Doce Nc	1
Doce Onkovis	43567931	Doce Onkovis	1
Docetaxel	1315942	docetaxel	1
Docetaxel Axios	43567934	Docetaxel Axios	1
Docetaxel Cell Pharm	43567936	Docetaxel Cell Pharm	1
Docetaxel Hospira	43127913	DOCETAXEL HOSPIRA	1
Docetaxel Kabi	43127914	DOCETAXEL KABI	1
Docetaxel Nc	43567446	Docetaxel Nc	1
Docetaxel Omnicare	43567447	Docetaxel Omnicare	1
Docetaxel Oncotrade	43567448	Docetaxel Oncotrade	1
Docetaxel Profusio	43567449	Docetaxel Profusio	1
Dociretic	43567454	Dociretic	1
Dociteren	43567455	Dociteren	1
Dociton	43567456	Dociton	1
Docmorris	43578986	Doc Morris Apotheke im Real Markt Linden	1
Docmorris	43578226	Doc Morris Apotheke im Toom Markt Winterhude	2
Docmorris	43580534	Doc Morris Apotheke Karlsruhe Zentrum	3
Docmorris	43579245	DocMorris Apotheke Bad Hersfeld e. Kfr. Saskia Hildwein	4
Doconexent	40224726	doconexent	1
Docosanol	980955	docosanol	1
Docpelin Nasenspray	43567467	Docpelin Nasenspray	1
Docpharm	43578449	DOCPHARM Arzneimittelvertrieb GmbH & Co.	1
Docusate	941258	Docusate	1
Dodecanol	43012218	Dodecanol	1
Dodecyl Benzene Sulfonic Acid	40237042	dodecylbenzenesulfonic acid	1
Dodecyl Sulfoacetic Acid	40237042	dodecylbenzenesulfonic acid	1
Dogmatil	19026956	Dogmatil	1
Dolanaest	43567476	Dolanaest	1
Dolantin	43567477	Dolantin	1
Dolasetron	903459	Dolasetron	1
Dolcontral	43567479	Dolcontral	1
Dolestan	43567480	Dolestan	1
Dolestan Baldrian	43567481	Dolestan Baldrian	1
Dolevar	43567483	Dolevar	1
Dolex	43567543	Dolex	1
Dolgit	43127918	DOLGIT	1
Dolgit Schmerzkapseln	43567551	Dolgit Schmerzkapseln	1
Dolichos Pruriens	44012613	Dolichos Pruriens	1
Dolobene Hot	43567554	Dolobene Hot	1
Dolobene Ibu	43567555	Dolobene Ibu	1
Dolocupin	43567557	Dolocupin	1
Dolodoc	43567558	Dolodoc	1
Dolomagon	43567560	Dolomagon	1
Dolomite	19055901	Dolomite	1
Dolomo	43567561	Dolomo N	1
Dolomo A	43567561	Dolomo N	1
Dolomo N	43567561	Dolomo N	1
Doloproct	43567566	Doloproct	1
Dolopyrin Al	43567567	Dolopyrin Al	1
Dolorgiet	43132273	DOLORGIET	1
Dolormin	43567568	Dolormin	1
Doloteffin	43567581	Doloteffin	1
Doloversa	43567632	Doloversa	1
Dolutegravir	43560385	dolutegravir	1
Domperidon Abz	43567638	Domperidon Abz	1
Domperidon Al	43567639	Domperidon Al	1
Domperidon Beta	43567640	Domperidon Beta	1
Domperidon Hexal	43567641	Domperidon Hexal	1
Domperidon Stada	43567642	Domperidon Stada	1
Domperidone	19037833	Domperidone	1
Dona	43567646	Dona	1
Dona 200	43567646	Dona	1
Dona Amp	43567646	Dona	1
Doneliquid Geriasan	43567649	Doneliquid Geriasan	1
Donepezil	715997	donepezil	1
Donepezil Aaa	43567650	Donepezil Aaa	1
Donepezil Al	43567651	Donepezil Al	1
Donepezil Elpen	43567652	Donepezil Elpen	1
Donepezil Hcl Ct	43567702	Donepezil-Hcl-Ct	1
Donepezil Stada	43567654	Donepezil Stada	1
Donepezilhydrochlorid Al	43567704	Donepezilhydrochlorid Al	1
Donepezilhydrochlorid Bluefish	43567705	Donepezilhydrochlorid Bluefish	1
Donepezilhydrochlorid Hennig	43567706	Donepezilhydrochlorid Hennig	1
Donepezilhydrochlorid Heumann	43567707	Donepezilhydrochlorid Heumann	1
Doneurin	43567712	Doneurin	1
Dopadura B	43567716	Dopadura B	1
Dopadura C	43567717	Dopadura C	1
Dopamine	1337860	Dopamine	1
Dopexamine	19056154	Dopexamine	1
Doppelherz Ginseng	43567754	Doppelherz Ginseng Aktiv	1
Dopram	19044693	Dopram	1
Doregrippin	43567764	Doregrippin	1
Doripenem	1713905	Doripenem	1
Dorlazept	43567768	Dorlazept	1
Dormicum	21015112	Dormicum	1
Dormutil N	43567778	Dormutil N	1
Dornase Alfa	1125443	Dornase Alfa	1
Doron	43567781	Doron	1
Dorzo Plus T Stada	43567783	Dorzo Plus T Stada	1
Dorzolamid Al	43567845	Dorzolamid Al	1
Dorzolamid Heumann	43567850	Dorzolamid Heumann	1
Dorzolamid Hexal	43567851	Dorzolamid Hexal	1
Dorzolamid Sandoz	43567853	Dorzolamid Sandoz	1
Dorzolamid Stada	43567854	Dorzolamid Stada	1
Dorzolamide	981709	dorzolamide	1
Doss	43567861	Doss	1
Dostinex	19015777	Dostinex	1
Dosulepin	19037989	Dothiepin	1
Dotarem	21014682	Dotarem	1
Dovobet	21016482	Dovobet	1
Doxacor	43567864	Doxacor	1
Doxam	43567870	Doxam	1
Doxam Mono	43567871	Doxam Mono	1
Doxapram	738152	Doxapram	1
Doxazosin	1363053	Doxazosin	1
Doxazosin Abz	43567484	Doxazosin Abz	1
Doxazosin Al	43567485	Doxazosin Al	1
Doxazosin Aurobindo	43567490	Doxazosin Aurobindo	1
Doxazosin Dura	43567491	Doxazosin Dura	1
Doxazosin Heumann	43567492	Doxazosin Heumann	1
Doxazosin Sandoz	43567495	Doxazosin Sandoz	1
Doxazosin Stada	43567496	Doxazosin Stada	1
Doxazosin Uro Hexal	43567497	Doxazosin Uro Hexal	1
Doxepin	738156	Doxepin	1
Doxepin Dura	43567514	Doxepin Dura	1
Doxepin Sandoz	43567516	Doxepin Sandoz	1
Doxepin Stada	43567583	Doxepin Stada	1
Doxorubicin	1338512	Doxorubicin	1
Doxorubicin Hexal	43567598	Doxorubicin Hexal	1
Doxy	19072898	Doxy	1
Doxy basan	19072898	Doxy	1
Doxy Ct	19072898	Doxy	1
Doxy Hp	19072898	Doxy	1
Doxy Lut	19072898	Doxy	1
Doxy Plus Stada	43567603	Doxy Plus Stada	1
Doxy Pohl	19072898	Doxy	1
Doxy Puren	19072898	Doxy	1
Doxy recip	19072898	Doxy	1
Doxy tabl.	19072898	Doxy	1
Doxy tablinen	19072898	Doxy	1
Doxy wolff	19072898	Doxy	1
Doxycyclin Abz	43567655	Doxycyclin Abz	1
Doxycyclin Denk	43567660	Doxycyclin Denk	1
Doxycyclin Heumann	43567661	Doxycyclin Heumann	1
Doxycyclin Pb	43567663	Doxycyclin Pb	1
Doxycyclin Stada	43567664	Doxycyclin Stada	1
Doxycyclin Sun	43567665	Doxycyclin Sun	1
Doxycycline	1738521	Doxycycline	1
Doxyderma	43567668	Doxyderma	1
Doxydoc	43567669	Doxydoc	1
Doxyhexal	43252796	Doxyhexal	1
Doxylamine	738818	Doxylamine	1
Drei Vau	43578379	Drei-Vau-Arzneimittel GmbH	1
Dreisacarb	43567792	Dreisacarb	1
Dreisafer	43567793	Dreisafer	1
Dreisafol	43567794	Dreisafol	1
Dreisavit	43567795	Dreisavit N	1
Dreisavit N	43567795	Dreisavit N	1
Dridase	43567796	Dridase	1
Drofenine	19078509	cycloadiphenine	1
Dronabinol	1037005	Tetrahydrocannabinol	1
Dronania	43579852	Dronania GmbH Traditionelle Arzneimittel aus Bad	1
Dronedarone	40163615	dronedarone	1
Droperidol	739323	Droperidol	1
Dropropizine	19054993	dipropizine	1
Drosera	44015346	Drosera	1
Drosera Rotundifolia	19070926	Drosera rotundifolia extract	1
Drosfemine	43567804	Drosfemine	1
Drospifem	43567807	Drospifem 20	1
Drospifem	43567808	Drospifem 30	2
Drospirenone	1512674	drospirenone	1
Drossapharm	43580642	Drossapharm Arzneimittel Handelsgesellschaft mbH	1
Drostanolone	19056571	dromostanolone	1
Drotrecogin Alfa (Activated)	36879095	Protease	1
Drula	44023941	"Drula-Fabrik, Dr. O. Druckery"	1
Dryopteris Filix-Mas	42904144	Dryopteris filix-mas root extract	1
Dtic Dome	19044355	DTIC-Dome	1
Duac	19032418	Duac	1
Duaklir Genu.	21018511	Duaklir	1
Duaklir Genuair	21018511	Duaklir	1
Dubernard	43580398	Dubernard-Hospital GmbH	1
Dubernard	43580751	Dubernard Hospital GmbH	2
Duboisia	42899069	Duboisia leichhardtii leaf extract	1
Duboisia	44012591	Duboisia Myoporoides	2
Dukoral	43128254	DUKORAL	1
Dulaglutide	45774435	dulaglutide	1
Dulcolax	19021564	Dulcolax	1
Dulcolax M Balance	19021564	Dulcolax	1
Dulcolax Np	19021564	Dulcolax	1
Dulovesic	43567820	Dulovesic	1
Duloxalta	43567821	Duloxalta	1
Duloxehexal	43567881	Duloxehexal	1
Duloxetin Abz	43567884	Duloxetin Abz	1
Duloxetin Abz Uro	43567885	Duloxetin Abz Uro	1
Duloxetin Beta	43567889	Duloxetin Beta	1
Duloxetin Hennig	43567892	Duloxetin Hennig	1
Duloxetin Heumann	43567893	Duloxetin Heumann	1
Duloxetin Zentiva	43567898	Duloxetin Zentiva	1
Duloxetine	715259	duloxetine	1
Duocover	43252850	Duocover	1
Duodart	43252851	Duodart	1
Duodenum	43526007	Bos taurus duodenum preparation	1
Duodenum	35606211	Oryctolagus cuniculus duodenum preparation	3
Duodenum	42900141	Sus scrofa duodenum preparation	2
Duodopa	43252858	Duodopa	1
Duofem	19112539	duofem	1
Duofilm	19063209	Duofilm	1
Duogalen	43566440	Duogalen	1
Duoplavin	43128261	DUOPLAVIN	1
Duotrav	21019004	DuoTrav	1
Duovent	21018133	Duovent	1
Duphalac	19021567	Duphalac	1
Duphaston	19014042	Duphaston	1
Duphaston	21014614	Duphaston HRT	2
Dura Al	21015652	Dura	1
Dura Ax	21015652	Dura	1
Dura Erythromycin	21015652	Dura	1
Dura H2	21015652	Dura	1
Dura Ibu Ret	21015652	Dura	1
Dura Mcp	21015652	Dura	1
Duradiuret	43566443	Duradiuret	1
Durafenat	43566444	Durafenat	1
Duralipon	43566447	Duralipon	1
Durapental	43566448	Durapental	1
Duraphat	43128263	DURAPHAT	1
Durapindol	43566450	Durapindol	1
Durasoptin	43566451	Durasoptin	1
Duratenol	43566452	Duratenol	1
Duraviril	43566456	Duraviril	1
Durazepam	43566457	Durazepam	1
Durogesic	21015047	Durogesic	1
Dusodril	43566462	Dusodril	1
Duspatal	43566465	Duspatal	1
Duspatalin	43128264	DUSPATALIN	1
Dutasteride	989482	Dutasteride	1
Dyckerhoff	43580126	Dyckerhoff Pharma GmbH & Co.KG	1
Dydrogesterone	19040060	Dydrogesterone	1
Dymista	42799563	Dymista	1
Dynastat	21015120	Dynastat	1
Dynepo	21018673	Dynepo	1
Dynexan	43128266	DYNEXAN	1
Dynexan Proaktiv	43566487	Dynexan Proaktiv	1
Dynorm Plus	43566493	Dynorm Plus	1
Dysmenalgit	43566494	Dysmenalgit	1
Dysmenalgit A	43566494	Dysmenalgit	1
Dysport	19021621	Dysport	1
Dysurgal	43566497	Dysurgal	1
Dysurgal A	43566497	Dysurgal	1
Dytide H	21014439	Dytide	1
Ear	42898514	Bos taurus cartilage preparation	1
Eatan N	43566629	Eatan N	1
Ebastel	43566630	Ebastel	1
Ebastin Aristo	43566631	Ebastin Aristo	1
Ebastin Lindopharm	43566632	Ebastin Lindopharm	1
Ebastine	19092433	ebastine	1
Ebenol	43566633	Ebenol	1
Eberth	43578888	Dr. Friedrich Eberth Arzneimittel GmbH	3
Eberth	43580260	Dr. Friedrich Eberth Arzneimittel e.K. [HIST]	2
Eberth	44023979	Eberth Pharmaceuticals	1
Ebixa	21016086	Ebixa	1
Ebrantil	43566636	Ebrantil	1
