CONCEPT_CODE	CONCEPT_NAME	CONCEPT_NAME_2	CONCEPT_ID	PRECEDENCE
DGC	Oral Liquid Sprays Without Gas	Oral Suspension	19082191	3
DGF	Oral Liquid Ordinary Sublingual Liquids	Oral Solution	19082170	1
DGF	Oral Liquid Ordinary Sublingual Liquids	Syrup	19082223	3
DGF	Oral Liquid Ordinary Sublingual Liquids	Oral Suspension	19082191	2
DGH	Oral Liquid Ordinary Oils	Oil	40228565	1
DGH	Oral Liquid Ordinary Oils	Oral Suspension	19082191	2
DGJ	Oral Liquid Ordinary Dry Suspensions/Syrups/Drops	Oral Solution	19082170	1
DGJ	Oral Liquid Ordinary Dry Suspensions/Syrups/Drops	Syrup	19082223	3
DGJ	Oral Liquid Ordinary Dry Suspensions/Syrups/Drops	Oral Suspension	19082191	2
DGK	Oral Liquid Ordinary Suspensions	Oral Solution	19082170	1
DGK	Oral Liquid Ordinary Suspensions	Oral Suspension	19082191	2
DGK	Oral Liquid Ordinary Suspensions	Syrup	19082223	3
DGL	Oral Liquid Ordinary Emulsions	Oral Suspension	19082191	1
DGL	Oral Liquid Ordinary Emulsions	Oral Solution	19082170	2
DGM	Oral Liquid Ordinary Syrups	Syrup	19082223	3
DGM	Oral Liquid Ordinary Syrups	Oral Solution	19082170	1
DGM	Oral Liquid Ordinary Syrups	Oral Suspension	19082191	2
DGN	Oral Liquid Ordinary Unit Dose Liquids	Oral Solution	19082170	1
DGN	Oral Liquid Ordinary Unit Dose Liquids	Oral Suspension	19082191	2
DGN	Oral Liquid Ordinary Unit Dose Liquids	Syrup	19082223	3
DGP	Oral Metered-Dose Liquids	Oral Solution	19082170	1
DGP	Oral Metered-Dose Liquids	Syrup	19082223	3
DGP	Oral Metered-Dose Liquids	Oral Suspension	19082191	2
DGR	Oral Liquid Ordinary Spirits/Wines	Oral Solution	19082170	1
DGY	Oral Liquid Ordinary Other Liquids	Oral Solution	19082170	1
DGY	Oral Liquid Ordinary Other Liquids	Oral Suspension	19082191	2
DGZ	Oral Liquid Ordinary Combination Pack Liquids	Oral Solution	19082170	1
DGZ	Oral Liquid Ordinary Combination Pack Liquids	Oral Suspension	19082191	2
DHP	Oral Liquid Unit Dose Pressurised Aerosols	Mucosal Spray	19095900	2
DHP	Oral Liquid Unit Dose Pressurised Aerosols	Oral Spray	19095911	1
DKA	Oral Liquid Ordinary Drug Teas	Oral Solution	19082170	1
DKA	Oral Liquid Ordinary Drug Teas	Oral Suspension	19082191	2
DKA	Oral Liquid Ordinary Drug Teas	Syrup	19082223	3
DKJ	Oral Liquid Ordinary Instant Teas	Oral Solution	19082170	1
DKP	Oral Liquid Ordinary Tea Bags	Oral Suspension	19082191	2
DKP	Oral Liquid Ordinary Tea Bags	Oral Solution	19082170	1
DYG	Oral Liquid Food Ready To Eat	Oral Powder	19095976	3
DYG	Oral Liquid Food Ready To Eat	Oral Solution	19082170	1
DYG	Oral Liquid Food Ready To Eat	Oral Suspension	19082191	2
DYH	Oral Liquid Food not Ready to Eat	Oral Solution	19082170	1
DYH	Oral Liquid Food not Ready to Eat	Oral Powder	19095976	3
DYH	Oral Liquid Food not Ready to Eat	Oral Suspension	19082191	2
EEP	Oral Liquid Retard Unit Dose Powders	Oral Powder	19095976	1
EEP	Oral Liquid Retard Unit Dose Powders	Oral Solution	19082170	2
EEP	Oral Liquid Retard Unit Dose Powders	Oral Suspension	19082191	3
EGA	Oral Liquid Retard Liquids	Oral Solution	19082170	1
EGA	Oral Liquid Retard Liquids	Oral Suspension	19082191	2
EGB	Oral Liquid Retard Drops	Oral Solution	19082170	1
EGB	Oral Liquid Retard Drops	Oral Suspension	19082191	2
FMA	Parenteral Ordinary Ampoules	Injectable Suspension	19082104	2
FMA	Parenteral Ordinary Ampoules	Injectable Solution	19082103	1
FMB	Parenteral Ordinary Dry Ampoules	Injectable Solution	19082103	2
FMB	Parenteral Ordinary Dry Ampoules	Injectable Suspension	19082104	1
FMC	Parenteral Ordinary Iv Ampoules	Injection	46234469	3
FMC	Parenteral Ordinary Iv Ampoules	Injectable Suspension	19082104	2
FMC	Parenteral Ordinary Iv Ampoules	Injectable Solution	19082103	1
FMD	Parenteral Ordinary Im Ampoules	Injection	46234469	3
FMD	Parenteral Ordinary Im Ampoules	Injectable Solution	19082103	1
FMD	Parenteral Ordinary Im Ampoules	Injectable Suspension	19082104	2
FME	Parenteral Ordinary Sc Ampoules	Injectable Solution	19082103	1
FME	Parenteral Ordinary Sc Ampoules	Injection	46234469	3
FME	Parenteral Ordinary Sc Ampoules	Injectable Suspension	19082104	2
FMF	Parenteral Ordinary Intradermal Ampoules	Injectable Solution	19082103	1
FMF	Parenteral Ordinary Intradermal Ampoules	Injection	46234469	3
FMF	Parenteral Ordinary Intradermal Ampoules	Injectable Suspension	19082104	2
FMY	Parenteral Ordinary Other Ampoules	Cartridge	46234468	6
FMY	Parenteral Ordinary Other Ampoules	Injection	46234469	3
FMY	Parenteral Ordinary Other Ampoules	Injectable Solution	19082103	1
FMY	Parenteral Ordinary Other Ampoules	Injectable Suspension	19082104	2
FMY	Parenteral Ordinary Other Ampoules	Prefilled Syringe	19126920	4
FMY	Parenteral Ordinary Other Ampoules	Auto-Injector	46234466	5
FMY	Parenteral Ordinary Other Ampoules	Pen Injector	46234467	7
FMZ	Parenteral Ordinary Combination Pack Ampoules	Injection	46234469	3
FMZ	Parenteral Ordinary Combination Pack Ampoules	Injectable Solution	19082103	1
FMZ	Parenteral Ordinary Combination Pack Ampoules	Injectable Suspension	19082104	2
FMZ	Parenteral Ordinary Combination Pack Ampoules	Prefilled Syringe	19126920	4
FMZ	Parenteral Ordinary Combination Pack Ampoules	Auto-Injector	46234466	5
FMZ	Parenteral Ordinary Combination Pack Ampoules	Pen Injector	46234467	7
FMZ	Parenteral Ordinary Combination Pack Ampoules	Cartridge	46234468	6
FNA	Parenteral Ordinary Pre-Filled Syringes	Cartridge	46234468	4
FNA	Parenteral Ordinary Pre-Filled Syringes	Injection	46234469	5
FNA	Parenteral Ordinary Pre-Filled Syringes	Injectable Solution	19082103	6
FNA	Parenteral Ordinary Pre-Filled Syringes	Injectable Suspension	19082104	7
FNA	Parenteral Ordinary Pre-Filled Syringes	Prefilled Syringe	19126920	1
FNA	Parenteral Ordinary Pre-Filled Syringes	Auto-Injector	46234466	3
FNA	Parenteral Ordinary Pre-Filled Syringes	Pen Injector	46234467	2
FNB	Parenteral Ordinary Dry Pre-Filled Syringes	Injectable Solution	19082103	3
FNB	Parenteral Ordinary Dry Pre-Filled Syringes	Drug Implant	19124968	4
FNB	Parenteral Ordinary Dry Pre-Filled Syringes	Injection	46234469	2
FNB	Parenteral Ordinary Dry Pre-Filled Syringes	Prefilled Syringe	19126920	1
FNC	Parenteral Ordinary Iv Pre-Filled Syringes	Injection	46234469	2
FNC	Parenteral Ordinary Iv Pre-Filled Syringes	Prefilled Syringe	19126920	1
FNC	Parenteral Ordinary Iv Pre-Filled Syringes	Injectable Solution	19082103	3
FND	Parenteral Ordinary Im Pre-Filled Syringes	Prefilled Syringe	19126920	1
FND	Parenteral Ordinary Im Pre-Filled Syringes	Injection	46234469	2
FND	Parenteral Ordinary Im Pre-Filled Syringes	Injectable Solution	19082103	3
FNE	Parenteral Ordinary Sc Pre-Filled Syringes	Injectable Solution	19082103	3
FNE	Parenteral Ordinary Sc Pre-Filled Syringes	Injection	46234469	2
FNE	Parenteral Ordinary Sc Pre-Filled Syringes	Prefilled Syringe	19126920	1
FNF	Parenteral Ordinary Intradermal Pre-Filled Syringes	Prefilled Syringe	19126920	1
FNF	Parenteral Ordinary Intradermal Pre-Filled Syringes	Drug Implant	19124968	2
FNF	Parenteral Ordinary Intradermal Pre-Filled Syringes	Pen Injector	46234467	3
FNF	Parenteral Ordinary Intradermal Pre-Filled Syringes	Auto-Injector	46234466	4
FNF	Parenteral Ordinary Intradermal Pre-Filled Syringes	Cartridge	46234468	5
FNH	Parenteral Ordinary Pre-Filled Autoinjectors	Auto-Injector	46234466	1
FNH	Parenteral Ordinary Pre-Filled Autoinjectors	Prefilled Syringe	19126920	2
FNH	Parenteral Ordinary Pre-Filled Autoinjectors	Injectable Solution	19082103	3
FNH	Parenteral Ordinary Pre-Filled Autoinjectors	Injection	46234469	4
FNY	Parenteral Ordinary Other Pre-Filled Syringes	Prefilled Syringe	19126920	1
FNY	Parenteral Ordinary Other Pre-Filled Syringes	Injectable Solution	19082103	3
FNY	Parenteral Ordinary Other Pre-Filled Syringes	Injection	46234469	2
FPA	Parenteral Ordinary Vials	Injectable Solution	19082103	1
FPA	Parenteral Ordinary Vials	Injectable Suspension	19082104	2
FPB	Parenteral Ordinary Dry Vials	Injectable Suspension	19082104	1
FPB	Parenteral Ordinary Dry Vials	Injectable Solution	19082103	2
FPC	Parenteral Ordinary Iv Vials	Injectable Solution	19082103	1
FPC	Parenteral Ordinary Iv Vials	Injectable Suspension	19082104	2
FPD	Parenteral Ordinary Im Vials	Injectable Solution	19082103	1
FPD	Parenteral Ordinary Im Vials	Injectable Suspension	19082104	2
FPE	Parenteral Ordinary Sc Vials	Injectable Solution	19082103	1
FPE	Parenteral Ordinary Sc Vials	Injectable Suspension	19082104	2
FPF	Parenteral Ordinary Intradermal Vials	Injectable Solution	19082103	1
FPF	Parenteral Ordinary Intradermal Vials	Injectable Suspension	19082104	2
FPF	Parenteral Ordinary Intradermal Vials	Injection	46234469	3
FPY	Parenteral Ordinary Other Vials	Cartridge	46234468	6
FPY	Parenteral Ordinary Other Vials	Injection	46234469	3
FPY	Parenteral Ordinary Other Vials	Injectable Solution	19082103	1
FPY	Parenteral Ordinary Other Vials	Injectable Suspension	19082104	2
FPY	Parenteral Ordinary Other Vials	Prefilled Syringe	19126920	4
FPY	Parenteral Ordinary Other Vials	Auto-Injector	46234466	5
FPY	Parenteral Ordinary Other Vials	Pen Injector	46234467	7
FPZ	Parenteral Ordinary Combination Pack Vials	Cartridge	46234468	6
FPZ	Parenteral Ordinary Combination Pack Vials	Injection	46234469	3
FPZ	Parenteral Ordinary Combination Pack Vials	Injectable Solution	19082103	1
FPZ	Parenteral Ordinary Combination Pack Vials	Injectable Suspension	19082104	2
FPZ	Parenteral Ordinary Combination Pack Vials	Prefilled Syringe	19126920	4
FPZ	Parenteral Ordinary Combination Pack Vials	Auto-Injector	46234466	5
FPZ	Parenteral Ordinary Combination Pack Vials	Pen Injector	46234467	7
FQA	Parenteral Ordinary Infusion Ampoules	Injectable Solution	19082103	1
FQA	Parenteral Ordinary Infusion Ampoules	Injectable Suspension	19082104	2
FQB	Parenteral Ordinary Infusion Dry Ampoules	Cartridge	46234468	6
FQB	Parenteral Ordinary Infusion Dry Ampoules	Injection	46234469	3
FQB	Parenteral Ordinary Infusion Dry Ampoules	Injectable Solution	19082103	1
FQB	Parenteral Ordinary Infusion Dry Ampoules	Injectable Suspension	19082104	2
FQB	Parenteral Ordinary Infusion Dry Ampoules	Prefilled Syringe	19126920	4
FQB	Parenteral Ordinary Infusion Dry Ampoules	Auto-Injector	46234466	5
FQB	Parenteral Ordinary Infusion Dry Ampoules	Pen Injector	46234467	7
FQC	Parenteral Ordinary Infusion Vials/Bottles	Injectable Solution	19082103	1
FQC	Parenteral Ordinary Infusion Vials/Bottles	Injectable Suspension	19082104	2
FQD	Parenteral Ordinary Infusion Dry Vials/Bottles	Injectable Solution	19082103	2
FQD	Parenteral Ordinary Infusion Dry Vials/Bottles	Injectable Suspension	19082104	1
FQE	Parenteral Ordinary Infusion Bags	Prefilled Syringe	19126920	4
FQE	Parenteral Ordinary Infusion Bags	Auto-Injector	46234466	2
FQE	Parenteral Ordinary Infusion Bags	Injectable Solution	19082103	3
FQE	Parenteral Ordinary Infusion Bags	Pen Injector	46234467	1
FQF	Parenteral Ordinary Infusion Cartridges	Prefilled Syringe	19126920	3
FQF	Parenteral Ordinary Infusion Cartridges	Injectable Solution	19082103	4
FQF	Parenteral Ordinary Infusion Cartridges	Injectable Suspension	19082104	2
FQF	Parenteral Ordinary Infusion Cartridges	Cartridge	46234468	1
FQY	Parenteral Ordinary Other Infusions	Injectable Solution	19082103	1
FQY	Parenteral Ordinary Other Infusions	Injectable Suspension	19082104	2
FRA	Parenteral Ordinary Cartridges	Prefilled Syringe	19126920	3
FRA	Parenteral Ordinary Cartridges	Injectable Solution	19082103	4
FRA	Parenteral Ordinary Cartridges	Injectable Suspension	19082104	2
FRA	Parenteral Ordinary Cartridges	Cartridge	46234468	1
FRB	Parenteral Ordinary Dry Cartridges	Prefilled Syringe	19126920	3
FRB	Parenteral Ordinary Dry Cartridges	Injectable Solution	19082103	4
FRB	Parenteral Ordinary Dry Cartridges	Cartridge	46234468	1
FRB	Parenteral Ordinary Dry Cartridges	Injectable Suspension	19082104	2
FRF	Parenteral Ordinary Pre-Filled Pens	Pen Injector	46234467	1
FRF	Parenteral Ordinary Pre-Filled Pens	Injectable Solution	19082103	3
FRF	Parenteral Ordinary Pre-Filled Pens	Auto-Injector	46234466	2
FRF	Parenteral Ordinary Pre-Filled Pens	Prefilled Syringe	19126920	4
FRG	Parenteral Ordinary Dry Pre-Filled Pens	Cartridge	46234468	4
FRG	Parenteral Ordinary Dry Pre-Filled Pens	Injection	46234469	5
FRG	Parenteral Ordinary Dry Pre-Filled Pens	Injectable Solution	19082103	6
FRG	Parenteral Ordinary Dry Pre-Filled Pens	Injectable Suspension	19082104	7
FRG	Parenteral Ordinary Dry Pre-Filled Pens	Prefilled Syringe	19126920	1
FRG	Parenteral Ordinary Dry Pre-Filled Pens	Auto-Injector	46234466	3
FRG	Parenteral Ordinary Dry Pre-Filled Pens	Pen Injector	46234467	2
FRP	Parenteral Ordinary Unit Dose Cartridges	Cartridge	46234468	4
FRP	Parenteral Ordinary Unit Dose Cartridges	Injection	46234469	5
FRP	Parenteral Ordinary Unit Dose Cartridges	Injectable Solution	19082103	6
FRP	Parenteral Ordinary Unit Dose Cartridges	Injectable Suspension	19082104	7
FRP	Parenteral Ordinary Unit Dose Cartridges	Prefilled Syringe	19126920	1
FRP	Parenteral Ordinary Unit Dose Cartridges	Auto-Injector	46234466	3
FRP	Parenteral Ordinary Unit Dose Cartridges	Pen Injector	46234467	2
GMA	Parenteral Retard Ampoules	Injectable Suspension	19082104	2
GMA	Parenteral Retard Ampoules	Injectable Solution	19082103	1
GMB	Parenteral Retard Dry Ampoules	Cartridge	46234468	6
GMB	Parenteral Retard Dry Ampoules	Injection	46234469	3
GMB	Parenteral Retard Dry Ampoules	Injectable Solution	19082103	1
GMB	Parenteral Retard Dry Ampoules	Injectable Suspension	19082104	2
GMB	Parenteral Retard Dry Ampoules	Prefilled Syringe	19126920	4
GMB	Parenteral Retard Dry Ampoules	Auto-Injector	46234466	5
GMB	Parenteral Retard Dry Ampoules	Pen Injector	46234467	7
GMD	Parenteral Retard Im Ampoules	Injectable Solution	19082103	1
GMD	Parenteral Retard Im Ampoules	Injectable Suspension	19082104	2
GME	Parenteral Retard Sc Ampoules	Injectable Solution	19082103	1
GME	Parenteral Retard Sc Ampoules	Injectable Suspension	19082104	2
GME	Parenteral Retard Sc Ampoules	Injection	46234469	3
GMY	Parenteral Retard Other Ampoules	Injectable Solution	19082103	1
GMY	Parenteral Retard Other Ampoules	Injectable Suspension	19082104	2
GNA	Parenteral Retard Pre-Filled Syringes	Injection	46234469	2
GNA	Parenteral Retard Pre-Filled Syringes	Prefilled Syringe	19126920	1
GNA	Parenteral Retard Pre-Filled Syringes	Injectable Solution	19082103	3
GNB	Parenteral Retard Dry Pre-Filled Syringes	Injectable Suspension	19082104	3
GNB	Parenteral Retard Dry Pre-Filled Syringes	Prefilled Syringe	19126920	1
GNB	Parenteral Retard Dry Pre-Filled Syringes	Drug Implant	19124968	4
GNB	Parenteral Retard Dry Pre-Filled Syringes	Injection	46234469	2
GND	Parenteral Retard Im Pre-Filled Syringes	Prefilled Syringe	19126920	1
GND	Parenteral Retard Im Pre-Filled Syringes	Injection	46234469	2
GND	Parenteral Retard Im Pre-Filled Syringes	Injectable Solution	19082103	3
GNE	Parenteral Retard Sc Pre-Filled Syringes	Injection	46234469	2
GNE	Parenteral Retard Sc Pre-Filled Syringes	Injectable Solution	19082103	3
GNE	Parenteral Retard Sc Pre-Filled Syringes	Prefilled Syringe	19126920	1
GNH	Parenteral Retard Pre-Filled Autoinjectors	Cartridge	46234468	4
GNH	Parenteral Retard Pre-Filled Autoinjectors	Injection	46234469	5
GNH	Parenteral Retard Pre-Filled Autoinjectors	Injectable Solution	19082103	6
GNH	Parenteral Retard Pre-Filled Autoinjectors	Injectable Suspension	19082104	7
GNH	Parenteral Retard Pre-Filled Autoinjectors	Prefilled Syringe	19126920	3
GNH	Parenteral Retard Pre-Filled Autoinjectors	Auto-Injector	46234466	1
GNH	Parenteral Retard Pre-Filled Autoinjectors	Pen Injector	46234467	2
GPA	Parenteral Retard Vials	Injectable Suspension	19082104	2
GPA	Parenteral Retard Vials	Injectable Solution	19082103	1
GPB	Parenteral Retard Dry Vials	Injectable Suspension	19082104	2
GPB	Parenteral Retard Dry Vials	Injectable Solution	19082103	1
GPD	Parenteral Retard Im Vials	Injectable Solution	19082103	1
GPD	Parenteral Retard Im Vials	Injectable Suspension	19082104	2
GPE	Parenteral Retard Sc Vials	Injectable Solution	19082103	1
GPE	Parenteral Retard Sc Vials	Injectable Suspension	19082104	2
GPY	Parenteral Retard Other Vials	Cartridge	46234468	6
GPY	Parenteral Retard Other Vials	Injection	46234469	3
GPY	Parenteral Retard Other Vials	Injectable Solution	19082103	1
GPY	Parenteral Retard Other Vials	Injectable Suspension	19082104	2
GPY	Parenteral Retard Other Vials	Prefilled Syringe	19126920	4
GPY	Parenteral Retard Other Vials	Auto-Injector	46234466	5
GPY	Parenteral Retard Other Vials	Pen Injector	46234467	7
GRA	Parenteral Retard Cartridges	Prefilled Syringe	19126920	3
GRA	Parenteral Retard Cartridges	Cartridge	46234468	1
GRA	Parenteral Retard Cartridges	Injectable Solution	19082103	4
GRA	Parenteral Retard Cartridges	Injectable Suspension	19082104	2
GRF	Parenteral Retard Pre-Filled Pens	Injectable Solution	19082103	3
GRF	Parenteral Retard Pre-Filled Pens	Prefilled Syringe	19126920	4
GRF	Parenteral Retard Pre-Filled Pens	Pen Injector	46234467	1
