Drug_code	drug_form	form_code	ingredient	dosage	volume	ingr_nature	comp_number
65196707	comprimé	39727	AMLODIPINE	10 mg	un comprimé	FT	2
65196707	comprimé	52431	PÉRINDOPRIL	"6,79 mg"	un comprimé	FT	1
65196707	comprimé	69916	PÉRINDOPRIL ARGININE	10 mg	un comprimé	SA	1
65196707	comprimé	93748	BÉSILATE D'AMLODIPINE	"13,87 mg"	un comprimé	SA	2
65196753	comprimé	2202	PARACÉTAMOL	500 mg	un comprimé	SA	1
65198099	comprimé	96835	ARIPIPRAZOLE	10 mg	un comprimé	SA	1
65198590	collyre	901	CHLORURE DE SODIUM	"1,400 g"	100 ml de collyre	SA	1
65198633	solution	428	CARBONATE DE CALCIUM	"0,128 g"	une ampoule de 10 ml	SA	2
65198633	solution	1023	ACIDE ASCORBIQUE	"0,724 g"	une ampoule de 10 ml	SA	1
65198633	solution	7301	LYSINE MONOHYDRATÉE	"0,255 g"	une ampoule de 10 ml	SA	3
65198779	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,50 mg"	un comprimé	SA	2
65198779	comprimé	71153	TELMISARTAN	80 mg	un comprimé	SA	1
65198829	suppositoire	521	GAÏACOL	"0,0300 g"	un suppositoire	SA	2
65198829	suppositoire	3469	PIN (HUILE ESSENTIELLE DE)	"0,0200 g"	un suppositoire	SA	4
65198829	suppositoire	4349	SERPOLET (HUILE ESSENTIELLE DE)	"0,0100 g"	un suppositoire	SA	5
65198829	suppositoire	4827	CITRAL	"0,0030 g"	un suppositoire	SA	1
65198829	suppositoire	10791	TERPINOL	"0,0200 g"	un suppositoire	SA	3
65200340	comprimé	96835	ARIPIPRAZOLE	10 mg	un comprimé	SA	1
65201111	poudre	979	CÉFACLOR MONOHYDRATÉ			SA	1
65201111	poudre	65875	CÉFACLOR ANHYDRE	125 mg	5 ml de suspension reconstituée	FT	1
65201385	solution	25017	MIVACURIUM	"20,00 mg"	une ampoule	FT	1
65201385	solution	55432	MIVACURIUM (CHLORURE DE)	"21,40 mg"	une ampoule	SA	1
65201684	comprimé	5627	PRIMIDONE	250 mg	un comprimé	SA	1
65202423	solution	34909	SUFENTANIL	50 microgrammes	1 ml de solution injectable	FT	1
65202423	solution	48856	CITRATE DE SUFENTANIL			SA	1
65203952	comprimé	19414	HYCLATE DE DOXYXYCLINE			SA	1
65203952	comprimé	28372	DOXYCYCLINE BASE	100 mg	un comprimé	FT	1
65205177	comprimé	2092	IBUPROFÈNE	400 mg	un comprimé	SA	1
65205871	pommade	3335	MORUE (FOIE DE) (HUILE DE)	"2,0 g"	100 g de pommade	SA	1
65205871	pommade	77887	"CONCENTRAT DE VITAMINE A SYNTHÉTIQUE, FORME HUILEUSE"	qsp 40 000 UI	100 g de pommade	SA	2
65206037	comprimé	79600	CÉFUROXIME AXÉTIL			SA	1
65206037	comprimé	82384	CÉFUROXIME	250 mg	un comprimé	FT	1
65206934	comprimé	54294	FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
65206934	granules	54294	FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
65206934	pommade	54294	FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES	"2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	un comprimé	SA	25
65206934	poudre orale	54294	FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
65206934	solution buvable en ampoules	54294	FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
65206934	solution buvable en gouttes	54294	FAGOPYRUM ESCULENTUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	20
65208682	collyre	200	MALÉATE DE TIMOLOL			SA	2
65208682	collyre	15009	TIMOLOL BASE	5 mg	1 ml	FT	2
65208682	collyre	51528	DORZOLAMIDE BASE	20 mg	1 ml	FT	1
65208682	collyre	83176	CHLORHYDRATE DE DORZOLAMIDE			SA	1
65208935	comprimé	12123	BROMUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	17
65208935	granules	12123	BROMUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	19
65208935	pommade	12123	BROMUM POUR PRÉPARATIONS HOMÉOPATHIQUES	"2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	1 ml	SA	25
65208935	poudre orale	12123	BROMUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	18
65208935	solution buvable en ampoules	12123	BROMUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	23
65208935	solution buvable en gouttes	12123	BROMUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	20
65209987	comprimé	20540	ACARBOSE	100 mg	un comprimé	SA	1
65210377	poudre	4910	FACTEUR VIII DE COAGULATION HUMAIN 	1000 UI	10 ml	SA	1
65210377	poudre	94004	FACTEUR WILLEBRAND DE COAGULATION HUMAIN	2400 UI	5 ml	SA	2
65213010	solution	23185	TRÉPROSTINIL SODIQUE			SA	1
65213010	solution	98145	TRÉPROSTINIL	10 mg	1 ml de solution	FT	1
65214799	solution	39318	FOLLITROPINE BÊTA 	700 UI	une cartouche	SA	1
65214977	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,50 mg"	un comprimé	SA	2
65214977	comprimé	48528	LOSARTAN POTASSIQUE	"100,0 mg"	un comprimé	SA	1
65215068	comprimé	37	DICLOFÉNAC SODIQUE	"25,00 mg"	un comprimé	SA	1
65216234	comprimé	17723	OLANZAPINE	10 mg	un comprimé	SA	1
65216387	comprimé	16849	GABAPENTINE	600 mg	un comprimé	SA	1
65217119	comprimé	37441	MÉLOXICAM	15 mg	un comprimé	SA	1
65217418	capsule	26649	CICLOSPORINE	50 mg	une capsule	SA	1
65220275	comprimé	38524	PANTOPRAZOLE	20 mg	un comprimé	FT	1
65220275	comprimé	67373	PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ	"22,6 mg"	un comprimé	SA	1
65220720	solution	46352	DARBÉPOÉTINE ALFA 	40 microgrammes	1 ml	SA	1
65222582	comprimé	2064	HYDROCHLOROTHIAZIDE	"6,25 mg"	un comprimé	SA	2
65222582	comprimé	7436	FUMARATE DE BISOPROLOL	5 mg	un comprimé	SA	1
65222746	solution	31035	IOBENGUANE (131I)	"9,25 MBq à la date de calibration"	1 mL	SA	1
65223346	comprimé	27324	LOPÉRAMIDE (OXYDE DE) MONOHYDRATÉ	"1,04 mg"	un comprimé	SA	1
65223346	comprimé	72818	OXYDE DE LOPÉRAMIDE ANHYDRE	"1,00 mg"	un comprimé	FT	1
65224035	comprimé	1807	ÉTHINYLESTRADIOL	"0,030 mg"	un comprimé	SA	1
65224035	comprimé	8237	GESTODÈNE	"0,075 mg"	un comprimé	SA	2
65224722	comprimé	26682	LÉTROZOLE	"2,5 mg"	un comprimé	SA	1
65225870	comprimé	37430	RISPÉRIDONE	4 mg	un comprimé	SA	1
65226456	gaz	44570	OXYGÈNE	qs (sous une pression de 200 bar)	un comprimé	SA	1
65227266	comprimé	32743	FINASTÉRIDE	5 mg	un comprimé	SA	1
65227405	solution	3218	MALÉATE DE DEXCHLORPHÉNIRAMINE	"5,00 mg"	une ampoule de 1 ml	SA	1
65228400	solution	72525	INSULINE LISPRO RECOMBINANTE 	100 UI	1 ml	SA	1
65228980	granules	19933	CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	14
65228980	solution buvable en gouttes	19933	CAPSICUM ANNUUM POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	1 ml	SA	15
65230796	comprimé	987	ACÉTATE DE CYPROTÉRONE	100 mg	un comprimé	SA	1
65231229	comprimé	16849	GABAPENTINE	800 mg	un comprimé	SA	1
65231460	gélule	4773	OMÉPRAZOLE	20 mg	une gélule	SA	1
65231841	poudre	4822	COLISTIMÉTHATE SODIQUE	1 million d'unités internationales	un flacon de poudre	SA	1
65232039	gélule	2463	NIFUROXAZIDE	200 mg	une gélule	SA	1
65232587	comprimé	73953	RABÉPRAZOLE SODIQUE	20 mg	un comprimé	SA	1
65233504	gélule	16849	GABAPENTINE	400 mg	une gélule	SA	1
65233689	collyre	943	DICHLORHYDRATE DE PICLOXYDINE	"0,2 mg"	un récipient unidose	SA	2
65233689	collyre	18310	PICLOXYDINE BASE	"0,173 mg"	un récipient unidose	FT	2
65233835	comprimé	970	CHLORHYDRATE DE SOTALOL	160 mg	un comprimé	SA	1
65235359	comprimé	7436	HÉMIFUMARATE DE BISOPROLOL	10 mg	un comprimé	SA	1
65236258	solution	90	SULFATE DE POTASSIUM	"3,13 g"	un flacon	SA	3
65236258	solution	905	SULFATE DE SODIUM ANHYDRE	"17,51 g"	un flacon	SA	1
65236258	solution	3019	SULFATE DE MAGNÉSIUM HEPTAHYDRATÉ	"3,276 g"	un flacon	SA	2
65236468	comprimé	2064	HYDROCHLOROTHIAZIDE	25 mg	un comprimé	SA	2
65236468	comprimé	15734	VALSARTAN	160 mg	un comprimé	SA	1
65238711	collyre	1608	DEXAMÉTHASONE	100 mg	100 ml	SA	1
65239674	granulés	1023	ACIDE ASCORBIQUE	"0,75 g"	100 g de granulés	SA	1
65239674	granulés	3641	ASCORBATE DE CALCIUM	"7,5 g"	100 g de granulés	SA	3
65239699	comprimé	355	MALÉATE DE TRIMÉBUTINE	200 mg	un comprimé	SA	1
65241718	solution	1755	DOXÉPINE (CHLORHYDRATE DE)	"1,130 g"	100 ml	SA	1
65241718	solution	19558	DOXÉPINE	"1,000 g"	100 ml	FT	1
65242617	gaz	44570	OXYGÈNE	"qs (sous une pression inférieure ou égale à 12 bar, de -180 à -150°C)"	100 ml	SA	1
65242784	comprimé	2560	CHLORHYDRATE DE MÉBÉVÉRINE	200 mg	un comprimé	SA	1
65243256	comprimé	15734	VALSARTAN	40 mg	un comprimé	SA	1
65243459	solution	51765	DÉNOSUMAB 	120 mg	un flacon	SA	1
65243466	comprimé	76840	MOXONIDINE	"0,4 mg"	un comprimé	SA	1
65245613	solution	6494	ACÉTATE D'OCTRÉOTIDE			SA	1
65245613	solution	44322	OCTRÉOTIDE	100 microgrammes	un 1 ml de solution	FT	1
65247087	poudre	5248	AMOXICILLINE ANHYDRE	1000 mg	un sachet-dose	FT	1
65247087	poudre	28165	AMOXICILLINE TRIHYDRATÉE			SA	1
65247087	poudre	29442	CLAVULANATE DE POTASSIUM			SA	2
65247087	poudre	93286	ACIDE CLAVULANIQUE	"125,00 mg"	un sachet-dose	FT	2
65247258	comprimé	4593	BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un sachet-dose	SA	18
65247258	granules	4593	BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un sachet-dose	SA	17
65247258	pommade	4593	BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	un sachet-dose	SA	25
65247258	poudre orale	4593	BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un sachet-dose	SA	24
65247258	solution buvable en ampoules	4593	BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un sachet-dose	SA	26
65247258	solution buvable en gouttes	4593	BRYONIA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un sachet-dose	SA	19
65247265	collyre	1539	CYANOCOBALAMINE	"0,2 mg"	"0,4 ml"	SA	1
65247735	comprimé	3885	LÉVODOPA	150 mg	un comprimé	SA	1
65247735	comprimé	4090	CARBIDOPA ANHYDRE	"37,5 mg"	un comprimé	FT	2
65247735	comprimé	11448	CARBIDOPA MONOHYDRATÉE	"40,5 mg"	un comprimé	SA	2
65247735	comprimé	87471	ENTACAPONE	200 mg	un comprimé	SA	3
65248246	comprimé	91877	CAPÉCITABINE	150 mg	un comprimé	SA	1
65249362	pansement	3496	POVIDONE IODÉE	10 g	100 g	SA	1
65249476	sirop	3044	CARBOCISTÉINE	5 g	100 ml de sirop	SA	1
65249953	gélule	823	KÉTOPROFÈNE	200 mg	une gélule	SA	1
65250375	capsule	6088	ISOTRÉTINOÏNE	10 mg	une capsule	SA	1
65250560	comprimé	5621	ROXITHROMYCINE	150 mg	un comprimé	SA	1
65250838	comprimé blanc	1807	ÉTHINYLESTRADIOL	"0,030 mg"	un comprimé	SA	2
65250838	comprimé blanc	27380	DÉSOGESTREL	"0,150 mg"	un comprimé	SA	1
65251121	comprimé	1903	IPÉCA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
65251121	granules	1903	IPÉCA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
65251121	pommade	1903	IPÉCA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH (pommade à 4 %)	un comprimé	SA	24
65251121	poudre orale	1903	IPÉCA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
65251121	solution buvable en ampoules	1903	IPÉCA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	25
65251121	solution buvable en gouttes	1903	IPÉCA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
65253528	comprimé	5248	AMOXICILLINE BASE	1 g	un comprimé	FT	1
65253528	comprimé	28165	AMOXICILLINE TRIHYDRATÉE			SA	1
65254676	gélule	37973	RIVASTIGMINE	"4,5 mg"	une gélule	FT	1
65254676	gélule	55512	HYDROGÉNOTARTRATE DE RIVASTIGMINE			SA	1
65254758	comprimé	3902	FÉNOFIBRATE	160 mg	un comprimé	SA	1
65254854	comprimé	2092	IBUPROFÈNE	400 mg	un comprimé	SA	1
65254879	gélule	39727	AMLODIPINE	5 mg	une gélule	FT	1
65254879	gélule	93748	BÉSILATE D'AMLODIPINE			SA	1
65256093	solution	53859	DITARTRATE DE VINFLUNINE			SA	1
65256093	solution	62794	VINFLUNINE	25 mg	1 ml de solution à diluer	FT	1
65256289	gel	1785	ÉRYTHROMYCINE	"4,00 g"	100 g de gel	SA	1
65256474	comprimé	80180	NÉVIRAPINE ANHYDRE	200 mg	un comprimé	SA	1
65256499	solution	234	HAMAMÉLIS DE VIRGINIE (EXTRAIT D') (FLUIDE)	"6,250 g"	100 ml	SA	3
65256499	solution	2093	ESCULOSIDE	"0,125 g"	100 ml	SA	5
65256499	solution	28406	ANÉMONE PULSATILLE (EXTRAIT FLUIDE D')	"2,500 g"	100 ml	SA	7
65256499	solution	60901	MARRON D'INDE (EXTRAIT FLUIDE DE)	"6,250 g"	100 ml	SA	2
65256499	solution	67326	BOURSE À PASTEUR (EXTRAIT FLUIDE DE)	"2,500 g"	100 ml	SA	6
65256983	comprimé	1807	ÉTHINYLESTRADIOL	"0,030 mg"	un comprimé	SA	1
65256983	comprimé	8237	GESTODÈNE	"0,075 mg"	un comprimé	SA	2
65257590	solution	5249	CHLORHYDRATE DE DOPAMINE	40 mg	1 ml	SA	1
65258151	comprimé	27380	DÉSOGESTREL	"0,075 mg"	un comprimé	SA	1
65259207	comprimé	71153	TELMISARTAN	40 mg	un comprimé	SA	1
65260775	comprimé	37430	RISPÉRIDONE	2 mg	un comprimé	SA	1
65261375	solution	67056	ACIDE L FOLINIQUE	"25,00 mg"	un flacon	FT	1
65261375	solution	76079	CALCIUM (LÉVOFOLINATE DE)			SA	1
65261489	ovule	3929	NITRATE D'ÉCONAZOLE	150 mg	un ovule	SA	1
65262018	comprimé	39306	EXÉMESTANE	25 mg	un comprimé	SA	1
65262064	comprimé	5	ACIDE ACÉTYLSALICYLIQUE	500 mg	un comprimé	SA	1
65262477	comprimé	73208	PRAVASTATINE SODIQUE	20 mg	un comprimé	SA	1
65262744	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
65262744	comprimé	15734	VALSARTAN	80 mg	un comprimé	SA	1
65263198	comprimé	37011	LAMOTRIGINE	200 mg	un comprimé	SA	1
65264040	poudre	5248	AMOXICILLINE ANHYDRE	"1000,00 mg"	un sachet	FT	1
65264040	poudre	28165	AMOXICILLINE TRIHYDRATÉE	"1169,90 mg"	un sachet	SA	1
65264446	comprimé	34251	CITRATE DE SILDÉNAFIL			SA	1
65264446	comprimé	67717	SILDÉNAFIL	50 mg	un comprimé	FT	1
65264460	comprimé	2202	PARACÉTAMOL	500 mg	un comprimé	SA	1
65265313	comprimé	977	SPIRONOLACTONE	25 mg	un comprimé	SA	1
65265313	comprimé	1106	ALTIZIDE	15 mg	un comprimé	SA	2
65265758	gélule	15078	THÉOPHYLLINE	300 mg	une gélule	SA	1
65265765	comprimé	5	ACÉTYLSALICYLIQUE (ACIDE)	500 mg	un comprimé	SA	1
65268042	comprimé	6431	LORATADINE	10 mg	un comprimé	SA	1
65269984	comprimé	14049	CHLORHYDRATE DE BÉNAZÉPRIL	5 mg	un comprimé	SA	1
65270506	solution	94880	CLOFARABINE	1 mg	1 ml	SA	1
65271120	comprimé	19473	BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 5DH à 60DH	1 ml	SA	18
65271120	granules	19473	BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 5DH à 60DH	1 ml	SA	17
65271120	pommade	19473	BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 5DH à 60DH (pommade à 4 %)	1 ml	SA	24
65271120	poudre orale	19473	BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 5DH à 60DH	1 ml	SA	23
65271120	solution buvable en ampoules	19473	BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 5DH à 60DH	1 ml	SA	25
65271120	solution buvable en gouttes	19473	BARYTA CARBONICA POUR PRÉPARATIONS HOMÉOPATHIQUES	3CH à 30CH et 5DH à 60DH	1 ml	SA	19
65272215	lyophilisat	1	CHLORHYDRATE DE LOPÉRAMIDE	2 mg	un lyophilisat	SA	1
65272375	solution	18851	CHLORHYDRATE DE MITOXANTRONE			SA	1
65272375	solution	50405	MITOXANTRONE BASE	2 mg	1 ml de solution à diluer pour perfusion	FT	1
65274084	comprimé	37441	MÉLOXICAM	15 mg	un comprimé	SA	1
65275325	solution	87746	TOPOTÉCANE (CHLORHYDRATE DE)	1 mg	1 ml de solution	SA	1
65278054	comprimé	2064	HYDROCHLOROTHIAZIDE	"6,25 mg"	un comprimé	SA	2
65278054	comprimé	7436	FUMARATE DE BISOPROLOL	5 mg	un comprimé	SA	1
65281285	comprimé	1786	ESTRADIOL ANHYDRE	1 mg	un comprimé	FT	1
65281285	comprimé	71064	ESTRADIOL HÉMIHYDRATÉ	"1,0320 mg"	un comprimé	SA	1
65282234	gélule	39422	PRÉGABALINE	25 mg	une gélule	SA	1
65282348	comprimé	467	CODÉINE	"14,93 mg"	un comprimé	FT	1
65282348	comprimé	2905	SULFOGAÏACOL	"100,00 mg"	un comprimé	SA	2
65282348	comprimé	3782	CAMPHOSULFONATE DE CODÉINE	"25,00 mg"	un comprimé	SA	1
65282348	comprimé	43182	GRINDÉLIA (EXTRAIT MOU DE)	"20,00 mg"	un comprimé	SA	3
65282490	solution	3044	CARBOCISTÉINE	5 g	100 ml de solution buvable	SA	1
65283215	comprimé	2064	HYDROCHLOROTHIAZIDE	"12,5 mg"	un comprimé	SA	2
65283215	comprimé	8736	CHLORHYDRATE DE QUINAPRIL	"21,7 mg"	un comprimé	SA	1
65283215	comprimé	87533	QUINAPRIL BASE	"20,0 mg"	un comprimé	FT	1
65283311	solution	71179	USTÉKINUMAB 	45 mg	"0,5 ml"	SA	1
65283820	gélule	29335	SUNITINIB	25 mg	une gélule	FT	1
65283820	gélule	41239	MALATE DE SUNITINIB			SA	1
65283877	poudre	10157	CHLORHYDRATE DE VANCOMYCINE	513 mg	un flacon de poudre	SA	1
65283877	poudre	28416	VANCOMYCINE BASE	500 mg	un flacon de poudre	FT	1
65284210	solution	690	ACIDE SALICYLIQUE	"12,50 g"	100 g de solution pour application locale	SA	1
65284281	émulsion	3929	NITRATE D'ÉCONAZOLE	"1,000 g"	100 g	SA	1
65284993	gélule	420	CAFÉINE	"62,5 mg"	une gélule	SA	2
65284993	gélule	2202	PARACÉTAMOL	"400,0 mg"	une gélule	SA	1
65284993	gélule	74765	CODÉINE (PHOSPHATE DE) HÉMIHYDRATÉ	"20,0 mg"	une gélule	SA	3
65285180	comprimé	73594	CANDÉSARTAN CILEXÉTIL	32 mg	un comprimé	SA	1
65286898	solution	44461	INSULINE GLARGINE 	100 UI	1 ml de la solution injectable	SA	17
65288422	comprimé	37430	RISPÉRIDONE	"2,0 mg"	un comprimé	SA	1
65288721	solution	2345	MÉTHOTREXATE	"500,00 mg"	un flacon	SA	1
65289129	comprimé	3626	YOHIMBINE (CHLORHYDRATE DE)	2mg	un comprimé	SA	1
65290658	gélule	3226	ACÉTATE DE FLÉCAÏNIDE	50 mg	une gélule	SA	1
65291272	suspension	899	BICARBONATE DE SODIUM	267 mg	un sachet de 10 ml	SA	2
65291272	suspension	5356	ALGINATE DE SODIUM	500 mg	un sachet de 10 ml	SA	1
65291824	comprimé	38893	PHOSPHATE DE RUXOLITINIB	"6,6 mg"	un comprimé	SA	1
65291824	comprimé	42140	RUXOLITINIB	5 mg	un comprimé	FT	1
65292075	solution	521	GAÏACOL	"59,400 g"	100 g de solution pour usage dentaire	SA	1
65292075	solution	4307	SOLUTION DE FORMALDÉHYDE À 35 POUR CENT	"17,600 g"	100 g de solution pour usage dentaire	SA	2
65294293	solution	27368	CHLOROBUTANOL HÉMIHYDRATÉ	"0,5 g"	100 ml de solution pour bain de bouche	SA	2
65294293	solution	33959	SOLUTION DE DIGLUCONATE DE CHLORHEXIDINE	"0,5 ml"	100 ml de solution pour bain de bouche	SA	1
65294763	granulés	13556	PANCRÉATINE 	"60,12 mg"	100 mg de granulés	SA	1
65296020	comprimé	62904	CHLORHYDRATE DE GRANISÉTRON	"1,12 mg"	un comprimé	SA	1
65296020	comprimé	93168	GRANISÉTRON BASE	"1,0 mg"	un comprimé	FT	1
65296084	comprimé	85578	ACIDE CARGLUMIQUE	200 mg	une comprimé	SA	1
65301147	gélule	20256	CHLORHYDRATE DE VENLAFAXINE			SA	1
65301147	gélule	26322	VENLAFAXINE	"37,5 mg"	une gélule	FT	1
65301827	éluat	8554	SODIUM (PERTECHNÉTATE [99M TC] DE)			FT	1
65301827	éluat	84393	MOLYBDATE (VI) [99 MO] DE SODIUM	2-50 GBq à la date de référence	un générateur	SA	1
65304442	gélule	31246	TÉMOZOLOMIDE	5 mg	une gélule	SA	1
65306016	suspension	24381	BUDÉSONIDE	"0,50 mg"	un récipient unidose de 2 ml	SA	1
65306564	gélule	2463	NIFUROXAZIDE	200 mg	une gélule	SA	1
65306863	comprimé	3682	MALÉATE D'ÉNALAPRIL	20 mg	un comprimé	SA	1
65307253	comprimé	28969	CAULOPHYLLUM THALICTROIDES POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	17
65307253	granules	28969	CAULOPHYLLUM THALICTROIDES POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	19
65307253	pommade	28969	CAULOPHYLLUM THALICTROIDES POUR PRÉPARATIONS HOMÉOPATHIQUES	"2CH à 30CH et 4DH à 60DH (pommade à 1 %, 4 % ou 10 %)"	un comprimé	SA	25
65307253	poudre orale	28969	CAULOPHYLLUM THALICTROIDES POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
65307253	solution buvable en ampoules	28969	CAULOPHYLLUM THALICTROIDES POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	23
65307253	solution buvable en gouttes	28969	CAULOPHYLLUM THALICTROIDES POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	20
65309140	suppositoire	5724	TÉRÉBENTHINE (HUILE ESSENTIELLE DE) (PRODUITS D'OXYDATION DE L')	"0,06 g"	un suppositoire	SA	1
65309165	comprimé	38524	PANTOPRAZOLE	20 mg	un comprimé	FT	1
65309165	comprimé	67373	PANTOPRAZOLE SODIQUE SESQUIHYDRATÉ	"22,55 mg"	un comprimé	SA	1
65309788	comprimé	39727	AMLODIPINE	5 mg	un comprimé	FT	2
65309788	comprimé	52431	PÉRINDOPRIL	"3,395 mg"	un comprimé	FT	1
65309788	comprimé	69916	PÉRINDOPRIL ARGININE	5 mg	un comprimé	SA	1
65309788	comprimé	93748	BÉSILATE D'AMLODIPINE	"6,935 mg"	un comprimé	SA	2
65310178	comprimé	823	KÉTOPROFÈNE	200 mg	un comprimé	SA	1
65310228	comprimé	19698	MYCOPHÉNOLATE MOFÉTIL	500 mg	un comprimé	SA	1
65310242	comprimé	3902	FÉNOFIBRATE	160 mg	un comprimé	SA	1
65310452	dispositif	1786	ESTRADIOL	8 mg	un dispositif	SA	1
65311668	solution	93	POTASSIUM (CHLORURE DE)	2 g	1000 ml	SA	3
65311668	solution	529	GLUCOSE ANHYDRE	50 g	1000 ml	FT	1
65311668	solution	901	SODIUM (CHLORURE DE)	4 g	1000 ml	SA	2
65311668	solution	17150	GLUCOSE MONOHYDRATÉ	55 g	1000 ml	SA	1
65311860	comprimé	975	SPIRAMYCINE	"1,5 M U.I."	un comprimé	SA	1
65311860	comprimé	2382	MÉTRONIDAZOLE	250 mg	un comprimé	SA	2
65312567	comprimé	1796	ÉTAMSYLATE	500 mg	un comprimé	SA	1
65313021	solution	60159	FILGRASTIM 	480 microgrammes	"une seringue préremplie de 0,8 ml de solution"	SA	1
65314109	comprimé	39727	AMLODIPINE	5 mg	un comprimé	FT	2
65314109	comprimé	52431	PÉRINDOPRIL	"6,79 mg"	un comprimé	FT	1
65314109	comprimé	69916	PÉRINDOPRIL ARGININE	10 mg	un comprimé	SA	1
65314109	comprimé	93748	BÉSILATE D'AMLODIPINE	"6,935 mg"	un comprimé	SA	2
65314657	solution	45082	RITUXIMAB 	1400 mg	un flacon	SA	1
65315798	comprimé	382	LÉVOTHYROXINE SODIQUE	200 microgrammes	un comprimé	SA	1
65316156	comprimé	1807	ÉTHINYLESTRADIOL	"0,030 mg"	un comprimé	SA	6
65316156	comprimé	8237	GESTODÈNE	"0,075 mg"	un comprimé	SA	9
65316206	crème	30911	CICLOPIROX OLAMINE	1 g	100 g de créme	SA	1
65317023	solution	812	BACLOFÈNE	10 mg	une ampoule	SA	1
65317710	comprimé	762	ATÉNOLOL	100 mg	un comprimé	SA	1
65317735	comprimé	2529	HYDROCOTYLE ASIATICA POUR PRÉPARATIONS HOMÉOPATHIQUES	2CH à 30CH et 4DH à 60DH	un comprimé	SA	18
