generic_group	generic_desc	drug_code	generic_type	serial_number
464	"GESTODENE / ETHINYLESTRADIOL 0,05 mg / 0,03 mg - 0,07 mg / 0,04 mg - 0,1 mg / 0,03 mg - TRI MINULET, comprimé enrobé - PHAEVA, comprimé enrobé."	65154252	1	3
466	"FOSINOPRIL 20 mg - FOZITEC 20 mg, comprimé."	68272505	0	1
466	"FOSINOPRIL 20 mg - FOZITEC 20 mg, comprimé."	64292364	1	2
466	"FOSINOPRIL 20 mg - FOZITEC 20 mg, comprimé."	61248124	1	3
466	"FOSINOPRIL 20 mg - FOZITEC 20 mg, comprimé."	67471714	1	4
466	"FOSINOPRIL 20 mg - FOZITEC 20 mg, comprimé."	62220672	1	5
466	"FOSINOPRIL 20 mg - FOZITEC 20 mg, comprimé."	67522429	1	6
466	"FOSINOPRIL 20 mg - FOZITEC 20 mg, comprimé."	67836853	1	7
466	"FOSINOPRIL 20 mg - FOZITEC 20 mg, comprimé."	68147971	1	8
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	61939921	0	1
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	69622809	1	2
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	62544795	1	3
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	62514791	1	4
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	68546034	1	5
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	68158195	1	6
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	61351252	1	7
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	60234292	1	8
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	64891741	1	9
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	69923011	1	10
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	64612540	1	11
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	61153060	1	12
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	63657486	1	13
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	63436445	1	14
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	61058484	1	15
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	65556347	1	16
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	68688222	1	17
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	61708366	1	18
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	68096904	1	19
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	69066650	1	20
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	62920265	1	21
467	"AMLODIPINE (BESILATE D') 10 mg - AMLOR 10 mg, gélule."	68500357	1	22
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	63458349	0	1
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	62042102	1	2
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	69157452	1	3
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	66340498	1	4
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	66320225	1	5
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	65728601	1	6
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	66101135	1	7
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	68868206	1	8
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	69735867	1	9
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	63811710	1	10
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	62834784	1	11
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	67039971	1	12
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	65254879	1	13
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	62204255	1	14
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	69081556	1	15
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	65157330	1	16
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	68329212	1	17
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	66201580	1	18
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	65681660	1	19
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	68653367	1	20
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	69586423	1	21
468	"AMLODIPINE (BESILATE D') 5 mg - AMLOR 5 mg, gélule."	63566442	1	22
470	"ACECLOFENAC 100 mg - CARTREX 100 mg, comprimé pelliculé."	66300735	0	1
470	"ACECLOFENAC 100 mg - CARTREX 100 mg, comprimé pelliculé."	61003712	1	2
470	"ACECLOFENAC 100 mg - CARTREX 100 mg, comprimé pelliculé."	68600724	1	3
470	"ACECLOFENAC 100 mg - CARTREX 100 mg, comprimé pelliculé."	63092688	1	4
471	"MOXONIDINE 0,2 mg - PHYSIOTENS 0,2 mg, comprimé pelliculé."	60993898	0	1
471	"MOXONIDINE 0,2 mg - PHYSIOTENS 0,2 mg, comprimé pelliculé."	64771724	1	2
471	"MOXONIDINE 0,2 mg - PHYSIOTENS 0,2 mg, comprimé pelliculé."	64532770	1	3
471	"MOXONIDINE 0,2 mg - PHYSIOTENS 0,2 mg, comprimé pelliculé."	69307215	1	4
471	"MOXONIDINE 0,2 mg - PHYSIOTENS 0,2 mg, comprimé pelliculé."	66710549	1	5
471	"MOXONIDINE 0,2 mg - PHYSIOTENS 0,2 mg, comprimé pelliculé."	63708322	1	6
473	"MOXONIDINE 0,4 mg - PHYSIOTENS 0,4 mg, comprimé pelliculé."	68782718	0	1
473	"MOXONIDINE 0,4 mg - PHYSIOTENS 0,4 mg, comprimé pelliculé."	62036633	1	2
473	"MOXONIDINE 0,4 mg - PHYSIOTENS 0,4 mg, comprimé pelliculé."	65243466	1	3
473	"MOXONIDINE 0,4 mg - PHYSIOTENS 0,4 mg, comprimé pelliculé."	63500702	1	4
473	"MOXONIDINE 0,4 mg - PHYSIOTENS 0,4 mg, comprimé pelliculé."	61550514	1	5
473	"MOXONIDINE 0,4 mg - PHYSIOTENS 0,4 mg, comprimé pelliculé."	62425307	1	6
476	"SUMATRIPTAN (SUCCINATE DE) équivalant à SUMATRIPTAN 6 mg/0,5 ml - IMIGRANE 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie - IMIJECT 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie."	69485328	0	1
476	"SUMATRIPTAN (SUCCINATE DE) équivalant à SUMATRIPTAN 6 mg/0,5 ml - IMIGRANE 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie - IMIJECT 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie."	66276750	0	2
476	"SUMATRIPTAN (SUCCINATE DE) équivalant à SUMATRIPTAN 6 mg/0,5 ml - IMIGRANE 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie - IMIJECT 6 mg/0,5 ml, solution injectable pour voie sous-cutanée en seringue pré-remplie."	60486090	1	3
477	"AZATHIOPRINE 50 mg - IMUREL 50 mg, comprimé pelliculé."	64204250	0	1
477	"AZATHIOPRINE 50 mg - IMUREL 50 mg, comprimé pelliculé."	62824288	1	2
477	"AZATHIOPRINE 50 mg - IMUREL 50 mg, comprimé pelliculé."	60211183	1	3
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	67680190	0	1
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	61613167	0	2
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	66925249	1	3
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	66224312	1	4
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	62695007	1	5
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	62238161	1	6
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	64614712	1	7
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	62411713	1	8
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	68576038	1	9
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	61630825	1	10
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	66456983	1	11
478	"NICORANDIL 10 mg - ADANCOR 10 mg, comprimé sécable - IKOREL 10 mg, comprimé sécable."	61503831	1	12
479	"KETOPROFENE 100 mg/2 ml - PROFENID 100 mg/2 ml, solution injectable (I.M.)."	68566033	0	1
479	"KETOPROFENE 100 mg/2 ml - PROFENID 100 mg/2 ml, solution injectable (I.M.)."	65012445	1	2
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	60861252	0	1
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	61786176	0	2
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	69989602	1	3
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	67566016	1	4
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	63020475	1	5
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	60789543	1	6
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	69026022	1	7
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	67489185	1	8
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	65259246	1	9
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	61350136	1	10
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	62132158	1	11
480	"NICORANDIL 20 mg - ADANCOR 20 mg, comprimé - IKOREL 20 mg, comprimé."	61536799	1	12
481	"FLUMAZENIL 0,5 mg/5 ml - ANEXATE 0,5 mg/5 ml, solution injectable (I.V.) (AMPOULE de 5 ml)."	61410989	0	1
481	"FLUMAZENIL 0,5 mg/5 ml - ANEXATE 0,5 mg/5 ml, solution injectable (I.V.) (AMPOULE de 5 ml)."	63735910	1	2
481	"FLUMAZENIL 0,5 mg/5 ml - ANEXATE 0,5 mg/5 ml, solution injectable (I.V.) (AMPOULE de 5 ml)."	65344650	1	3
481	"FLUMAZENIL 0,5 mg/5 ml - ANEXATE 0,5 mg/5 ml, solution injectable (I.V.) (AMPOULE de 5 ml)."	68101988	1	4
481	"FLUMAZENIL 0,5 mg/5 ml - ANEXATE 0,5 mg/5 ml, solution injectable (I.V.) (AMPOULE de 5 ml)."	67209270	1	5
482	"FOSINOPRIL 10 mg - FOZITEC 10 mg, comprimé sécable."	68924434	0	1
482	"FOSINOPRIL 10 mg - FOZITEC 10 mg, comprimé sécable."	67633778	1	2
482	"FOSINOPRIL 10 mg - FOZITEC 10 mg, comprimé sécable."	62518708	1	3
482	"FOSINOPRIL 10 mg - FOZITEC 10 mg, comprimé sécable."	69847396	1	4
482	"FOSINOPRIL 10 mg - FOZITEC 10 mg, comprimé sécable."	62545096	1	5
482	"FOSINOPRIL 10 mg - FOZITEC 10 mg, comprimé sécable."	62291776	1	6
482	"FOSINOPRIL 10 mg - FOZITEC 10 mg, comprimé sécable."	66903345	1	7
482	"FOSINOPRIL 10 mg - FOZITEC 10 mg, comprimé sécable."	60095526	1	8
483	"CROMOGLICATE DE SODIUM 2 g/100 ml - OPTICRON 2 POUR CENT, collyre."	60019101	0	1
483	"CROMOGLICATE DE SODIUM 2 g/100 ml - OPTICRON 2 POUR CENT, collyre."	68737032	1	2
483	"CROMOGLICATE DE SODIUM 2 g/100 ml - OPTICRON 2 POUR CENT, collyre."	63603741	1	3
484	"CIPROFLOXACINE (CHLORHYDRATE DE) équivalant à CIPROFLOXACINE 400 mg/200 ml - CIFLOX 400 mg/200 ml, solution pour perfusion (IV)."	67020451	0	1
484	"CIPROFLOXACINE (CHLORHYDRATE DE) équivalant à CIPROFLOXACINE 400 mg/200 ml - CIFLOX 400 mg/200 ml, solution pour perfusion (IV)."	60703576	1	2
484	"CIPROFLOXACINE (CHLORHYDRATE DE) équivalant à CIPROFLOXACINE 400 mg/200 ml - CIFLOX 400 mg/200 ml, solution pour perfusion (IV)."	66255471	1	3
485	"CIPROFLOXACINE (CHLORHYDRATE DE) équivalant à CIPROFLOXACINE 200 mg/100 ml - CIFLOX 200 mg/100 ml, solution  pour perfusion (IV)."	65126598	0	1
485	"CIPROFLOXACINE (CHLORHYDRATE DE) équivalant à CIPROFLOXACINE 200 mg/100 ml - CIFLOX 200 mg/100 ml, solution  pour perfusion (IV)."	62124275	1	2
485	"CIPROFLOXACINE (CHLORHYDRATE DE) équivalant à CIPROFLOXACINE 200 mg/100 ml - CIFLOX 200 mg/100 ml, solution  pour perfusion (IV)."	60921386	1	3
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	65316156	0	1
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	64333341	0	2
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	69715754	1	3
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	67960580	1	4
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	65745006	1	5
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	63397960	1	6
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	64268630	1	7
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	67136573	1	8
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	65256983	1	9
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	63894193	1	10
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	66774427	1	11
489	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,030 mg - MINULET, comprimé enrobé -  MONEVA, comprimé enrobé."	65224035	1	12
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	67954321	0	1
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	60123363	1	2
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	69428925	1	3
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	63127452	1	4
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	63560165	1	5
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	61897600	1	6
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	69693507	1	7
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	62828991	1	8
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	69153913	1	9
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	62517392	1	10
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	66666939	1	11
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	60189609	1	12
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	67145743	1	13
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	68401423	1	14
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	62690191	1	15
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	60658750	1	16
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	62489815	1	17
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	61672151	1	18
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	62316507	1	19
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	69699613	1	20
490	"FINASTERIDE 5 mg - CHIBRO-PROSCAR 5 mg, comprimé pelliculé."	64993924	1	21
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	61294680	0	1
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	67402230	0	2
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	65940166	1	3
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	67006423	1	4
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	69122540	1	5
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	64118627	1	6
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	61485148	1	7
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	68188295	1	8
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	62524013	1	9
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	65946443	1	10
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	63591253	1	11
491	"GESTODENE 0,075 mg + ETHINYLESTRADIOL 0,020 mg - MELIANE, comprimé enrobé - HARMONET, comprimé enrobé."	65375101	1	12
492	"MIRTAZAPINE 45 mg - NORSET 45 mg, comprimé orodispersible."	62172423	0	1
492	"MIRTAZAPINE 45 mg - NORSET 45 mg, comprimé orodispersible."	65667415	1	2
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	68762014	0	1
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	69475939	0	2
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	68355716	1	3
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	68445366	1	4
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	61126679	1	5
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	64863980	1	6
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	69905807	1	7
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	69385242	1	8
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	65887169	1	9
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	60802503	1	10
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	63126101	1	11
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	64283066	1	12
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	65499145	1	13
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	67954403	1	14
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	68831072	1	15
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	67613590	1	16
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	61152649	1	17
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	69699257	1	18
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	62897959	1	19
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	62525040	1	20
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	62640879	1	21
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	69515077	1	22
493	"PERINDOPRIL TERT-BUTYLAMINE 2 mg, équivalant à 1,67 mg de PERINDOPRIL - PERINDOPRIL SERVIER 2 mg, comprimé - PERINDOPRIL ARGININE 2,5 mg, équivalant à 1,67 mg de PERINDOPRIL - COVERSYL 2,5 mg, comprimé pelliculé."	62846046	1	23
