"CONCEPT_CODE"	"CONCEPT_NAME"	"MAPPED_ID"	"MAPPED_NAME"	"Supplier_name"
"mp15610-1651"	"Lomir"	40810762	"Lomir"	"Daiichi Sankyo"
"mp15636-372"	"Lonarid N"	40810770	"Lonarid"	"Boehringer Ingelheim"
"mp15651-1818"	"Lonquex"	21015202	"Lonquex"	"Teva"
"mp37341-1701"	"Lonsurf"	35602765	"Lonsurf"	"Servier"
"mp15669-1263"	"Loortan"	36256381	"Loortan"	"MSD"
"mp15677-1263"	"Loortan Plus"	36256329	"Loortan Plus"	"MSD"
"mp15685-612"	"Loperamide EG"	43129001	"LOPERAMIDE EG"	"Eurogenerics"
"mp15693-1818"	"Loperamide Teva"	43129265	"LOPERAMIDE TEVA"	"Teva"
"mp15701-1651"	"Lopresor"	43253384	"Lopresor"	"Daiichi Sankyo"
"mp15719-1115"	"Loramet"	36256519	"Loramet"	"Meda Pharma"
"mp15719-885"	"Loramet"	36256519	"Loramet"	"Impexeco"
"mp15735-612"	"Loratadine EG"	43129277	"LORATADINE EG"	"Eurogenerics"
"mp15750-1636"	"Loratadine Sandoz"	43129284	"LORATADINE SANDOZ"	"Sandoz"
"mp15768-1818"	"Loratadine Teva"	43129286	"LORATADINE TEVA"	"Teva"
"mp15776-612"	"Lorazepam EG"	36256709	"Lorazepam EG"	"Eurogenerics"
"mp15792-216"	"Lorazetop"	36256710	"Lorazetop"	"Apotex"
"mp15800-612"	"Lormetazepam EG"	36256455	"Lormetazepam EG"	"Eurogenerics"
"mp15842-1636"	"Lormetazepam Sandoz"	36256382	"Lormetazepam Sandoz"	"Sandoz"
"mp15859-1818"	"Lormetazepam Teva"	40810701	"Lormetazepam Teva"	"Teva"
"mp15867-216"	"Losartan Apotex"	36256335	"Losartan Apotex"	"Apotex"
"mp15875-612"	"Losartan EG"	43129300	"LOSARTAN EG"	"Eurogenerics"
"mp6106-1636"	"Co-Losartan Sandoz"	40810815	"Losartan Hct Sandoz"	"Sandoz"
"mp31112-2303"	"Losartan Krka"	43129307	"LOSARTAN KRKA"	"KRKA"
"mp15883-1289"	"Losartan Mylan"	43129308	"LOSARTAN MYLAN"	"Mylan"
"mp15891-612"	"Losartan Plus EG"	36256606	"Losartan Plus EG"	"Eurogenerics"
"mp15909-1636"	"Losartan Sandoz"	43129315	"LOSARTAN SANDOZ"	"Sandoz"
"mp15917-1818"	"Losartan Teva"	43129316	"LOSARTAN TEVA"	"Teva"
"mp15925-257"	"Losec"	19014487	"Losec"	"AstraZeneca"
"mp15933-810"	"Losferron"	36256651	"Losferron"	"Grünenthal"
"mp15941-1263"	"Lotriderm"	21015743	"Lotriderm"	"MSD"
"mp15958-1222"	"Louise"	36256708	"Louise"	"Mithra"
"mp15966-1446"	"Lowette"	36256474	"Lowette"	"Pfizer"
"mp15974-1347"	"Lucentis"	19091454	"Lucentis"	"Novartis Pharma"
"mp15990-182"	"Ludiomil"	19092339	"Ludiomil"	"Amdipharm"
"mp16006-1263"	"Lueva"	36256607	"Lueva"	"MSD"
"mp16014-166"	"Lumigan"	19005577	"Lumigan"	"Allergan"
"mp16022-1818"	"Lutenyl"	43129583	"LUTENYL"	"Teva"
"mp16030-1180"	"Luveris"	19079418	"Luveris"	"Merck"
"mp32045-257"	"Lynparza"	45892583	"Lynparza"	"AstraZeneca"
"mp16048-1446"	"Lyrica"	19080788	"Lyrica"	"Pfizer"
"mp16048-1529"	"Lyrica"	19080788	"Lyrica"	"PI-Pharma"
"mp16055-1446"	"Lysanxia"	43129588	"LYSANXIA"	"Pfizer"
"mp16055-885"	"Lysanxia"	43129588	"LYSANXIA"	"Impexeco"
"mp16063-869"	"Lysodren"	19048653	"Lysodren"	"HRA Pharma"
"mp16071-2022"	"Lysomucil"	36256265	"Lysomucil"	"Zambon"
"mp16089-2022"	"Lysotossil"	36256264	"Lysotossil"	"Zambon"
"mp16097-1172"	"Lysox"	36256541	"Lysox"	"Menarini"
"mp16105-2097"	"Lyxumia"	21018477	"Lyxumia"	"Sanofi Belgium"
"mp16113-1263"	"M.M.R. VaxPro"	36256785	"M.M.R. VaxPro"	"MSD"
"mp16121-2097"	"Maalox Antacid"	19008319	"Maalox"	"Sanofi Belgium"
"mp32920-2097"	"Maalox Antacid + Antigas"	19008319	"Maalox"	"Sanofi Belgium"
"mp16139-2097"	"Maalox Control"	19008319	"Maalox"	"Sanofi Belgium"
"mp16147-1628"	"Mabthera"	21018724	"MabThera"	"Roche"
"mp16154-2386"	"Maclar"	36256427	"Maclar"	"Mylan EPD"
"mp16162-612"	"Macrogol + Electrolytes EG"	36256359	"Macrogol + Electrolytes EG"	"Eurogenerics"
"mp16170-1636"	"Macrogol + Electrolytes Sandoz"	40810634	"Macrogol Sandoz"	"Sandoz"
"mp16188-1164"	"Maglid"	36256797	"Maglid"	"Melisana"
"mp30908-1784"	"Magneclo Sterop"	36256411	"Magneclo Sterop"	"Sterop"
"mp31377-1784"	"Magnesium Sulfate Sterop"	36256772	"Magnesium Sulfate Sterop"	"Sterop"
"mp16238-828"	"Malarone"	19023671	"Malarone"	"GSK"
"mp16253-1743"	"Mann"	36256336	"Mann"	"SMB"
"mp16261-232"	"Marcaine"	40227194	"Marcaine"	"Aspen"
"mp16279-232"	"Marcaine met Adrenaline"	43525480	"Marcaine with Epinephrine"	"Aspen"
"mp16287-1115"	"Marcoumar"	21019084	"Marcoumar"	"Meda Pharma"
"mp16295-1834"	"Marevan"	21016734	"Marevan"	"Therabel"
"mp16303-1289"	"MargotMylan 20"	36256855	"MargotMylan"	"Mylan"
"mp16311-1289"	"MargotMylan 30"	36256855	"MargotMylan"	"Mylan"
"mp16329-1289"	"MarliesMylan"	36256330	"MarliesMylan"	"Mylan"
"mp16337-1263"	"Marvelon"	21018272	"Marvelon"	"MSD"
"mp16345-1800"	"Matrifen"	21017237	"Matrifen"	"Takeda"
"mp38935-1180"	"Mavenclad"	40756231	"Mavenclad"	"Merck"
"mp38364-59"	"Maviret"	40756307	"Maviret"	"AbbVie"
"mp16352-1263"	"Maxalt"	19072554	"Maxalt"	"MSD"
"mp16360-1347"	"Maxidex"	19047794	"Maxidex"	"Novartis Pharma"
"mp16378-406"	"Maxipime"	19043956	"Maxipime"	"Bristol-Myers Squibb"
"mp16386-1347"	"Maxitrol"	19015779	"Maxitrol"	"Novartis Pharma"
"mp16394-1115"	"Maxsoten"	36256300	"Maxsoten"	"Meda Pharma"
"mp16402-612"	"Mebeverine EG"	43129636	"MEBEVERINE EG"	"Eurogenerics"
"mp16410-2014"	"Mediaven"	36256331	"Mediaven"	"Will-Pharma"
"mp16428-1602"	"Medica"	36256752	"Medica"	"Qualiphar"
"mp16444-2931"	"Medikinet"	21018115	"Medikinet"	"Medice"
"mp16469-1446"	"Medrol"	19043506	"Medrol"	"Pfizer"
"mp16469-885"	"Medrol"	19043506	"Medrol"	"Impexeco"
"mp16485-1503"	"Megace"	19044798	"Megace"	"PharmaSwiss"
"mp33837-1347"	"Mekinist"	43532018	"Mekinist"	"Novartis Pharma"
"mp16501-299"	"Meliane"	43129834	"MELIANE"	"Bayer"
"mp16519-612"	"Meloxicam EG"	43129837	"MELOXICAM EG"	"Eurogenerics"
"mp16535-1636"	"Meloxicam Sandoz"	43129839	"MELOXICAM SANDOZ"	"Sandoz"
"mp16543-1818"	"Meloxicam Teva"	43129840	"MELOXICAM TEVA"	"Teva"
"mp16568-216"	"Memantine Apotex"	36256361	"Memantine Apotex"	"Apotex"
"mp16576-612"	"Memantine EG"	43129846	"MEMANTINE EG"	"Eurogenerics"
"mp16584-1636"	"Memantine Sandoz"	35406568	"MEMANTINE SANDOZ"	"Sandoz"
"mp16592-1818"	"Memantine Teva"	43129852	"MEMANTINE TEVA SANTE"	"Teva"
"mp34298-1446"	"Mencevax ACWY"	43253452	"Mencevax Acwy"	"Pfizer"
"mp16626-661"	"Menopur"	19022093	"Menopur"	"Ferring"
"mp16634-828"	"Menveo"	40173178	"Menveo"	"GSK"
"mp16642-1784"	"Mephenon"	36256285	"Mephenon"	"Sterop"
"mp39016-67"	"Mepivacaine HCl Accord"	36777130	"Mepivacaine HCl Accord"	"Accord"
"mp31294-2345"	"Mepivastesin"	43570635	"Mepivastesin"	"Denta"
"mp29322-828"	"Wellvone"	19011742	"Mepron"	"GSK"
"mp16683-1263"	"Mercilon"	21017068	"Mercilon"	"MSD"
"mp28142-2097"	"Vaccin Tegen Rabiës Merieux HDCV"	43253317	"Merieux Inactivated Rabies Vaccine"	"Sanofi Belgium"
"mp16709-1446"	"Meronem"	40756266	"Meronem"	"Pfizer"
"mp16717-711"	"Meropenem Fresenius Kabi"	43129868	"MEROPENEM KABI"	"Fresenius Kabi"
"mp16758-1818"	"Mesalazine Teva"	36256688	"Mesalazine Teva"	"Teva"
"mp16766-1115"	"Mestinon"	19044823	"Mestinon"	"Meda Pharma"
"mp16774-372"	"Metalyse"	21014870	"Metalyse"	"Boehringer Ingelheim"
"mp16782-216"	"Metatop"	36256167	"Metatop"	"Apotex"
"mp16790-1172"	"Metformax"	36256363	"Metformax"	"Menarini"
"mp16808-1289"	"Metformine Mylan"	43129892	"METFORMINE MYLAN"	"Mylan"
"mp16816-1636"	"Metformine Sandoz"	43129899	"METFORMINE SANDOZ"	"Sandoz"
"mp16832-1347"	"Methergin"	19088825	"Methergine"	"Novartis Pharma"
"mp16840-67"	"Methotrexate Accord Healthcare"	43570864	"Methotrexat Accord"	"Accord"
"mp30767-1289"	"Methylphenidate Mylan"	43570898	"Methylphenidathydrochlorid Mylan"	"Mylan"
"mp32607-1784"	"Metiblo"	36256737	"Metiblo"	"Sterop"
"mp16899-1024"	"Metoject"	21017600	"Metoject"	"Lamepro"
"mp16907-612"	"Metoprolol EG"	36256525	"Metoprolol EG"	"Eurogenerics"
"mp16923-1636"	"Metoprolol Sandoz"	43130082	"METOPROLOL SANDOZ"	"Sandoz"
"mp16931-1818"	"Metoprolol Teva"	40811129	"Metoprololsuccinat Teva"	"Teva"
"mp16949-265"	"Metronidazole B. Braun"	43130085	"METRONIDAZOLE B BRAUN"	"B. Braun"
"mp16956-745"	"Metvix"	21015706	"Metvix"	"Galderma"
"mp16964-1453"	"Mezavant"	43253333	"Mezavant"	"Pharma Logistics"
"mp16972-2956"	"Miacalcic"	19113050	"Miacalcic"	"Movianto"
"mp16980-372"	"Micardis"	19073162	"Micardis"	"Boehringer Ingelheim"
"mp16998-372"	"Micardis Plus"	21016490	"MicardisPlus"	"Boehringer Ingelheim"
"mp16998-1529"	"Micardis Plus"	21016490	"MicardisPlus"	"PI-Pharma"
"mp17004-299"	"Microgynon 20"	21014736	"Microgynon"	"Bayer"
"mp17012-299"	"Microgynon 30"	21014736	"Microgynon"	"Bayer"
"mp17020-299"	"Microgynon 50"	21014736	"Microgynon"	"Bayer"
"mp17038-943"	"Microlax"	43253352	"Microlax"	"Johnson & Johnson Consumer"
"mp17046-299"	"Microlut"	43253354	"Microlut"	"Bayer"
"mp17053-836"	"Micropaque"	43130106	"MICROPAQUE"	"Guerbet"
"mp17061-836"	"Microtrast"	43130109	"MICROTRAST"	"Guerbet"
"mp31575-1800"	"Mictonet"	43574087	"Mictonetten"	"Takeda"
"mp17087-1800"	"Mictonorm"	43574088	"Mictonorm"	"Takeda"
"mp17095-67"	"Midazolam Accord Healthcare"	43130110	"MIDAZOLAM ACCORD"	"Accord"
"mp17103-265"	"Midazolam B. Braun"	43574092	"Midazolam B. Braun"	"B. Braun"
"mp17111-1289"	"Midazolam Mylan"	43130112	"MIDAZOLAM MYLAN"	"Mylan"
"mp17137-1453"	"Mifegyne"	21016126	"Mifegyne"	"Pharma Logistics"
"mp17145-1347"	"Miflonide"	43574144	"Miflonide"	"Novartis Pharma"
"mp17152-1172"	"Migard"	21014654	"Migard"	"Menarini"
"mp17178-1545"	"Millepertuis Sint-Janskruid Pierre Fabre Medicament"	36256743	"Millepertuis Sint-Janskruid Pierre Fabre Medicament"	"Pierre Fabre Medicament"
"mp17186-1552"	"Milperinol"	36256428	"Milperinol"	"Pierre Fabre Sante"
"mp17194-190"	"Mimpara"	21018334	"Mimpara"	"Amgen"
"mp17210-1446"	"Minidiab"	19027001	"Minidiab"	"Pfizer"
"mp21717-273"	"Povidone Iodine Minims"	21016689	"Minims povidone iodine"	"Bausch & Lomb"
"mp26518-273"	"Tetracainehydrochloride Minims"	21015353	"Minims tetracaine hydrochloride"	"Bausch & Lomb"
"mp17228-1446"	"Minipress"	19012594	"Minipress"	"Pfizer"
"mp17236-661"	"Minirin"	40168796	"Minirin"	"Ferring"
"mp17244-1115"	"Minitran"	19020186	"Minitran"	"Meda Pharma"
"mp17251-1453"	"Mino-50"	36256866	"Mino"	"Pharma Logistics"
"mp17301-1453"	"Minotab"	36256866	"Mino"	"Pharma Logistics"
"mp17277-612"	"Minocycline EG"	43130136	"MINOCYCLINE EG"	"Eurogenerics"
"mp17319-984"	"Minoxidil Biorga"	43130140	"MINOXIDIL BAILLEUL"	"Laboratoire Bailleul"
"mp17327-1446"	"Minulet"	21016687	"Minulet"	"Pfizer"
"mp17335-125"	"Miostat"	40185545	"Miostat"	"Alcon"
"mp17343-372"	"Mirapexin"	21016694	"Mirapexin"	"Boehringer Ingelheim"
"mp17350-1628"	"Mircera"	45775167	"Mircera"	"Roche"
"mp17368-299"	"Mirelle"	36256526	"Mirelle"	"Bayer"
"mp17376-299"	"Mirena"	19022254	"Mirena"	"Bayer"
"mp17392-216"	"Mirtazapine Apotex"	36256798	"Mirtazapine Apotex"	"Apotex"
"mp17400-612"	"Mirtazapine EG"	43130151	"MIRTAZAPINE EG"	"Eurogenerics"
"mp17400-1529"	"Mirtazapine EG"	43130151	"MIRTAZAPINE EG"	"PI-Pharma"
"mp17418-1289"	"Mirtazapine Mylan"	43130152	"MIRTAZAPINE MYLAN"	"Mylan"
"mp17426-1636"	"Mirtazapine Sandoz"	43130156	"MIRTAZAPINE SANDOZ"	"Sandoz"
"mp17442-745"	"Mirvaso"	43560604	"Mirvaso"	"Galderma"
"mp17459-1800"	"Mitomycin-C Kyowa"	21017241	"Mitomycin-C Kyowa"	"Takeda"
"mp17467-2097"	"Mitosyl"	40811836	"Mitosyl"	"Sanofi Belgium"
"mp17475-1636"	"Mitoxantrone Sandoz"	40811860	"Mitoxantron Sandoz"	"Sandoz"
"mp32573-67"	"Mitoxantrone Accord"	35406576	"MITOXANTRONE ACCORD"	"Accord"
"mp17483-232"	"Mivacron"	19022256	"Mivacron"	"Aspen"
"mp17509-2097"	"Mizollen"	19018090	"Mizollen"	"Sanofi Belgium"
"mp17517-372"	"Mobic"	19023139	"Mobic"	"Boehringer Ingelheim"
"mp17525-1305"	"Mobilat"	40811923	"Mobilat"	"Neocare"
"mp17533-1305"	"Mobilisin"	40811945	"Mobilisin"	"Neocare"
"mp17541-1305"	"Mobistix"	36256659	"Mobistix"	"Neocare"
"mp17566-1636"	"Moclobemide Sandoz"	43573785	"Moclobemid Sandoz"	"Sandoz"
"mp17582-1115"	"Mogadon"	19014645	"Mogadon"	"Meda Pharma"
"mp17590-1115"	"Molaxole"	21015061	"Molaxole"	"Meda Pharma"
"mp38786-1636"	"Momepax"	36777160	"Momepax"	"Sandoz"
"mp30957-612"	"Mometasone EG"	36256537	"Mometasone EG"	"Eurogenerics"
"mp17608-1636"	"Mometasone Sandoz"	43130399	"MOMETASONE SANDOZ"	"Sandoz"
"mp17616-1818"	"Mometasone Teva"	43130400	"MOMETASONE TEVA"	"Teva"
"mp17624-1743"	"Monoclarium"	36256783	"Monoclarium"	"SMB"
"mp17632-1826"	"Monofree Dexamethason"	36256144	"Monofree Dexamethason"	"Thea"
"mp17640-1826"	"Monofree Oxybuprocaine"	36256279	"Monofree Oxybuprocaine"	"Thea"
"mp17657-1826"	"Monofree Tropicamide"	36256795	"Monofree Tropicamide"	"Thea"
"mp17665-1826"	"Monoprost"	43574098	"Monoprost"	"Thea"
"mp17681-216"	"Montelukast Apotex"	36256393	"Montelukast Apotex"	"Apotex"
"mp17699-612"	"Montelukast EG"	43130421	"MONTELUKAST EG"	"Eurogenerics"
"mp17707-612"	"Montelukast Eurogenerics"	43130421	"MONTELUKAST EG"	"Eurogenerics"
"mp31138-2303"	"Montelukast Krka"	43130423	"MONTELUKAST KRKA"	"KRKA"
"mp17723-1636"	"Montelukast Sandoz"	43130427	"MONTELUKAST SANDOZ"	"Sandoz"
"mp17723-885"	"Montelukast Sandoz"	43130427	"MONTELUKAST SANDOZ"	"Impexeco"
"mp17731-885"	"Montelukast Teva"	43130428	"MONTELUKAST TEVA"	"Impexeco"
"mp17731-1818"	"Montelukast Teva"	43130428	"MONTELUKAST TEVA"	"Teva"
"mp17756-2022"	"Monuril"	21016534	"Monuril"	"Zambon"
"mp17772-1784"	"Morphine HCL Sterop"	36256786	"Morphine HCL Sterop"	"Sterop"
"mp17806-2014"	"Motifene"	40756420	"Motifene"	"Will-Pharma"
"mp17814-943"	"Motilium"	19026471	"Motilium"	"Johnson & Johnson Consumer"
"mp17814-885"	"Motilium"	19026471	"Motilium"	"Impexeco"
"mp17822-885"	"Movicol"	43253544	"Movicol"	"Impexeco"
"mp17822-1529"	"Movicol"	43253544	"Movicol"	"PI-Pharma"
"mp17822-1321"	"Movicol"	43253544	"Movicol"	"Norgine"
"mp17830-1321"	"Moviprep"	19000552	"MoviPrep"	"Norgine"
"mp17848-216"	"Movolax"	36256461	"Movolax"	"Apotex"
"mp38083-711"	"Moxifloxacine Fresenius Kabi"	43573661	"Moxifloxacin Kabi"	"Fresenius Kabi"
"mp17871-612"	"Moxifloxacine EG"	43130439	"MOXIFLOXACINE EG"	"Eurogenerics"
"mp17863-1636"	"Moxifloxacin Sandoz"	43130441	"MOXIFLOXACINE SANDOZ"	"Sandoz"
"mp17905-2386"	"Moxon"	36256723	"Moxon"	"Mylan EPD"
"mp17939-1636"	"Moxonidine Sandoz"	43573679	"Moxonidin Sandoz"	"Sandoz"
"mp17913-612"	"Moxonidine EG"	43130443	"MOXONIDINE EG"	"Eurogenerics"
"mp17947-1818"	"Moxonidine Teva"	43130445	"MOXONIDINE TEVA"	"Teva"
"mp17954-2097"	"Mozobil"	19017689	"Mozobil"	"Sanofi Belgium"
"mp17962-1271"	"MS Contin"	19045914	"MS Contin"	"Mundipharma"
"mp17970-1271"	"MS Direct"	19045914	"MS Contin"	"Mundipharma"
"mp17988-1487"	"Mucinum"	43130448	"MUCINUM A L"	"Pharmacobel"
"mp18002-2097"	"Mucoangin"	43573806	"Mucoangin"	"Sanofi Belgium"
"mp18010-1115"	"Mucodox"	36256527	"Mucodox"	"Meda Pharma"
"mp18028-414"	"Multigam"	36256251	"Multigam"	"C.A.F. - D.C.F."
"mp18044-1701"	"Muphoran"	43130621	"MUPHORAN"	"Servier"
"mp18051-1453"	"Myambutol"	19012562	"Myambutol"	"Pharma Logistics"
"mp18069-1446"	"Mycobutin"	19088649	"Mycobutin"	"Pfizer"
"mp18085-992"	"Myconail"	43130628	"MYCONAIL"	"Laboratoire Bailleul-Biorga"
"mp18101-1636"	"Mycophenolat Mofetil Sandoz"	43130638	"MYCOPHENOLATE MOFETIL SANDOZ"	"Sandoz"
"mp18119-67"	"Mycophenolate Mofetil Accord Healthcare"	43573917	"Mycophenolatmofetil Accord"	"Accord"
"mp18127-1537"	"Mycosten"	36256472	"Mycosten"	"Pierre Fabre"
"mp33993-1826"	"Mydrane"	43573927	"Mydrane"	"Thea"
"mp18135-1347"	"Mydriacyl"	19048315	"Mydriacyl"	"Novartis Pharma"
"mp18143-1826"	"Mydriasert"	21014601	"Mydriasert"	"Thea"
"mp18150-1818"	"Myfenax"	21017828	"Myfenax"	"Teva"
"mp18168-1347"	"Myfortic"	19078965	"Myfortic"	"Novartis Pharma"
"mp18176-2014"	"Myk-1"	36256667	"Myk-1"	"Will-Pharma"
"mp37333-1289"	"Abacavir / Lamivudine Mylan"	44017657	"Mylan-Abacavir/Lamivudine"	"Mylan"
"mp851-1529"	"Alendronate Mylan"	44017713	"Mylan-Alendronate"	"PI-Pharma"
"mp851-1289"	"Alendronate Mylan"	44017713	"Mylan-Alendronate"	"Mylan"
"mp38091-1289"	"Imatinib Mylan"	44017899	"Mylan-Imatinib"	"Mylan"
"mp16527-1289"	"Meloxicam Mylan"	44017953	"Mylan-Meloxicam"	"Mylan"
"mp16915-1289"	"Metoprolol Mylan"	44017956	"Mylan-Metoprolol"	"Mylan"
"mp38307-1289"	"Rosuvastatine Mylan"	44016988	"Mylan-Rosuvastatin"	"Mylan"
"mp25486-1289"	"Sumatriptan Mylan"	44016995	"Mylan-Sumatriptan"	"Mylan"
"mp38075-1289"	"Tadalafil Mylan"	44016996	"Mylan-Tadalafil"	"Mylan"
"mp18184-232"	"Myleran"	19044855	"Myleran"	"Aspen"
"mp18192-1818"	"Myocet"	21017157	"Myocet"	"Teva"
"mp18200-2162"	"Myocholine-Glenwood"	43574047	"Myocholine-Glenwood Tabletten"	"BePharBel"
"mp18218-2097"	"Myozyme"	19088512	"Myozyme"	"Sanofi Belgium"
"mp18226-2428"	"Mysoline"	19044857	"Mysoline"	"SERB"
"mp18234-1818"	"Nacrez"	21016907	"Nacrez"	"Teva"
"mp18267-1032"	"Naglazyme"	19079782	"Naglazyme"	"LCA"
"mp18283-265"	"Naloxon B. Braun"	43573719	"Naloxon B. Braun"	"B. Braun"
"mp18291-67"	"Naltrexone Accord"	35406577	"NALTREXONE ACCORD"	"Accord"
"mp18309-414"	"Nanogam"	36256564	"Nanogam"	"C.A.F. - D.C.F."
"mp18317-1347"	"Naphcon"	19048504	"Naphcon"	"Novartis Pharma"
"mp18325-1347"	"Naphcon-A"	19074473	"Naphcon A"	"Novartis Pharma"
"mp18333-521"	"Naprosyne"	19014672	"Naprosyn EC"	"CSP Benelux"
"mp18341-1636"	"Naproxen Sandoz"	40812649	"Naproxen Sandoz"	"Sandoz"
"mp18366-612"	"Naproxene EG"	36256800	"Naproxene EG"	"Eurogenerics"
"mp18374-828"	"Naramig"	21014984	"Naramig"	"GSK"
"mp18382-1636"	"Naratriptan Sandoz"	43130686	"NARATRIPTAN SANDOZ"	"Sandoz"
"mp18390-1446"	"Nardelzine"	36256801	"Nardelzine"	"Pfizer"
"mp18408-232"	"Naropin"	19015750	"Naropin"	"Aspen"
"mp18416-2097"	"Nasa Rhinathiol"	36256484	"Nasa Rhinathiol"	"Sanofi Belgium"
"mp18424-943"	"Nasasinutab"	36256546	"Nasasinutab"	"Johnson & Johnson Consumer"
"mp18432-1263"	"Nasonex"	19023532	"Nasonex"	"MSD"
"mp31740-554"	"Natecal"	40756471	"Natecal"	"Effik"
"mp18457-1545"	"Navelbine"	19069370	"Navelbine"	"Pierre Fabre Medicament"
"mp18465-299"	"Nebido"	21017555	"Nebido"	"Bayer"
"mp18481-612"	"Nebivolol EG"	43130844	"NEBIVOLOL EG"	"Eurogenerics"
"mp18499-1289"	"Nebivolol Mylan"	43130847	"NEBIVOLOL MYLAN"	"Mylan"
"mp18507-1636"	"Nebivolol Sandoz"	43130850	"NEBIVOLOL SANDOZ"	"Sandoz"
"mp18515-1818"	"Nebivolol Teva"	43130851	"NEBIVOLOL TEVA"	"Teva"
"mp18523-1818"	"Nebu-Iprasal"	36256617	"Nebu-Iprasal"	"Teva"
"mp18549-596"	"Negaban"	21014633	"Negaban"	"Eumedica"
"mp18556-1446"	"Neisvac-C"	40812497	"Neisvac C"	"Pfizer"
"mp18564-1800"	"Neo-Cutigenol"	36256501	"Neo-Cutigenol"	"Takeda"
"mp18572-1743"	"Neo-Golaseptine"	36256486	"Neo-Golaseptine"	"SMB"
"mp18580-1602"	"Neo-Sabenyl"	36256760	"Neo-Sabenyl"	"Qualiphar"
"mp18598-2162"	"Neobacitracine"	36256496	"Neobacitracine"	"BePharBel"
"mp18614-1347"	"Neoral-Sandimmun"	19043942	"Neoral"	"Novartis Pharma"
"mp18622-1628"	"Neorecormon"	40756368	"NeoRecormon"	"Roche"
"mp18630-2485"	"Neotigason"	21016902	"Neotigason"	"Aurobindo"
"mp18663-1180"	"Nesivine"	36256835	"Nesivine"	"Merck"
"mp18671-1487"	"Nestosyl"	43130869	"NESTOSYL"	"Pharmacobel"
"mp18689-2998"	"Nestrolan"	36256364	"Nestrolan"	"Amophar"
"mp18697-190"	"Neulasta"	19035253	"Neulasta"	"Amgen"
"mp18705-190"	"Neupogen"	19088581	"Neupogen"	"Amgen"
"mp18713-1909"	"Neupro"	19012086	"Neupro"	"UCB"
"mp18721-1180"	"Neurobion"	43573063	"Neurobion"	"Merck"
"mp18739-1446"	"Neurontin"	19038874	"Neurontin"	"Pfizer"
"mp18739-1529"	"Neurontin"	19038874	"Neurontin"	"PI-Pharma"
"mp18747-1933"	"Neusinol"	36256466	"Neusinol"	"Vemedia"
"mp18754-1487"	"Neutroses"	43130876	"NEUTROSES"	"Pharmacobel"
"mp30692-1347"	"Nevanac"	19085915	"Nevanac"	"Novartis Pharma"
"mp18770-1289"	"Nevirapine Mylan"	43130878	"NEVIRAPINE MYLAN"	"Mylan"
"mp18762-1636"	"Nevirapine Sandoz"	43130879	"NEVIRAPINE SANDOZ"	"Sandoz"
"mp18788-1784"	"Nevrine Codeine"	36256370	"Nevrine Codeine"	"Sterop"
"mp18796-299"	"Nexavar"	19087088	"Nexavar"	"Bayer"
"mp18804-257"	"Nexiam"	36256744	"Nexiam"	"AstraZeneca"
"mp18812-2071"	"NexoBrid"	40812148	"Nexobrid"	"MediWound"
"mp31526-117"	"Nicardipine Aguettant"	43130881	"NICARDIPINE AGUETTANT"	"Aguettant"
"mp18820-943"	"Nicorette"	19048313	"Nicorette"	"Johnson & Johnson Consumer"
"mp18838-2162"	"Nicotibine"	36256441	"Nicotibine"	"BePharBel"
"mp18846-828"	"Nicotinell"	21015132	"Nicotinell"	"GSK"
"mp18861-612"	"Nifedipine EG"	43131122	"NIFEDIPINE EG"	"Eurogenerics"
"mp18887-406"	"Niflugel"	43131128	"NIFLUGEL"	"Bristol-Myers Squibb"
"mp18895-1453"	"Nilstat"	19043567	"Nilstat"	"Pharma Logistics"
"mp18903-232"	"Nimbex"	19016314	"Nimbex"	"Aspen"
"mp18911-1446"	"Nimenrix"	21014523	"Nimenrix"	"Pfizer"
"mp18929-299"	"Nimotop"	19038992	"Nimotop"	"Bayer"
"mp37853-1800"	"Ninlaro"	35606231	"Ninlaro"	"Takeda"
"mp18937-828"	"Niocitran"	36256579	"Niocitran"	"GSK"
"mp18945-1396"	"Niquitin"	21017959	"NiQuitin"	"Omega"
"mp18960-1347"	"Nitroderm"	43573151	"Nitroderm Tts"	"Novartis Pharma"
"mp18994-844"	"Nivestim"	21015073	"Nivestim"	"Hospira"
"mp19018-943"	"Nizoral"	19043477	"Nizoral"	"Johnson & Johnson Consumer"
"mp19026-1172"	"Nobiretic"	36256580	"Nobiretic"	"Menarini"
"mp19034-1172"	"Nobiten"	36256808	"Nobiten"	"Menarini"
"mp19034-1529"	"Nobiten"	36256808	"Nobiten"	"PI-Pharma"
"mp34157-661"	"Nocdurna"	1559838	"Nocdurna"	"Ferring"
"mp19042-299"	"Noctamid"	19098778	"Noctamid"	"Bayer"
"mp19042-885"	"Noctamid"	19098778	"Noctamid"	"Impexeco"
"mp19059-1222"	"Nogest"	36256365	"Nogest"	"Mithra"
"mp19067-257"	"Nolvadex"	19004028	"Nolvadex"	"AstraZeneca"
"mp33415-2162"	"Nomegestrol Stragen"	36256311	"Nomegestrol Stragen"	"BePharBel"
"mp19083-885"	"Nootropil"	36403371	"Nootropil"	"Impexeco"
"mp19083-1909"	"Nootropil"	36403371	"Nootropil"	"UCB"
"mp19109-117"	"Noradrenaline Aguettant"	36256394	"Noradrenaline Aguettant"	"Aguettant"
