source_concept_code	source_concept_name	source_concept_desc	source_concept_class_id	target_concept_id	target_concept_name	precedence	conversion_factor	invalid_indicator
"mp9712-1248"	"Eurartesim"	"Sigma-tau"	"Brand Name"	"21017017"	"Eurartesim"			
"mp15123-612"	"Levocetirizine EG"	"Eurogenerics"	"Brand Name"	"43128673"	"LEVOCETIRIZINE EG"			
"mp31179-1818"	"Seasonique"	"Teva"	"Brand Name"	"36777167"	"Seasonique"			
"mp37861-1446"	"Xeljanz"	"Pfizer"	"Brand Name"	"42901325"	"Xeljanz"			
"mp10405-1818"	"Flecateva"	"Teva"	"Brand Name"	"43129809"	"FLECAINIDE TEVA"			
"mp37994-59"	"Venclyxto"	"AbbVie"	"Brand Name"	"35406558"	"VENCLYXTO"			
"mp2329-612"	"Atenolol EG"	"Eurogenerics"	"Brand Name"	"43127643"	"ATENOLOL EG"			
"mp34306-422"	"Abraxane"	"Celgene"	"Brand Name"	"19080348"	"Abraxane"			
"mp21139-2097"	"Pentacarinat"	"Sanofi Belgium"	"Brand Name"	"40756517"	"Pentacarinat"			
"mp10447-1529"	"Flemoxin"	"PI-Pharma"	"Brand Name"	"19100736"	"Flemoxin Solutab"			
"mp13524-2485"	"Irinotecan AB"	"Aurobindo"	"Brand Name"	"43568706"	"Irinotecan Aurobindo"			
"mp16402-612"	"Mebeverine EG"	"Eurogenerics"	"Brand Name"	"43129636"	"MEBEVERINE EG"			
"mp27003-1636"	"Topiramate Sandoz"	"Sandoz"	"Brand Name"	"43128177"	"TOPIRAMATE SANDOZ"			
"mp13151-802"	"Inprosub"	"Goodlife"	"Brand Name"	"36256618"	"Inprosub"			
"mp24810-133"	"Soliris"	"Alexion"	"Brand Name"	"19125394"	"Soliris"			
"mp8995-232"	"Emla"	"Aspen"	"Brand Name"	"19092596"	"EMLA"			
"mp38828-711"	"Palonosetron Fresenius Kabi"	"Fresenius Kabi"	"Brand Name"	"36777166"	"Palonosetron Fresenius Kabi"			
"mp20594-1818"	"Paclitaxin"	"Teva"	"Brand Name"	"36256565"	"Paclitaxin"			
"mp406-1990"	"Actonel"	"Warner Chilcott"	"Brand Name"	"19021836"	"Actonel"			
"mp18226-2428"	"Mysoline"	"SERB"	"Brand Name"	"19044857"	"Mysoline"			
"mp11361-562"	"Fycompa"	"Eisai"	"Brand Name"	"42901225"	"FYCOMPA"			
"mp5363-1636"	"Ciprofloxacine Sandoz"	"Sandoz"	"Brand Name"	"43127100"	"CIPROFLOXACINE SANDOZ"			
"mp8144-612"	"Donepezil EG"	"Eurogenerics"	"Brand Name"	"43127958"	"DONEPEZIL EG"			
"mp4374-1131"	"Carbobel Mono"	"Medgenix"	"Brand Name"	"36256847"	"Carbobel Mono"			
"mp19042-885"	"Noctamid"	"Impexeco"	"Brand Name"	"19098778"	"Noctamid"			
"mp38877-562"	"Lenvima"	"Eisai"	"Brand Name"	"42629030"	"Lenvima"			
"mp9258-67"	"Epirubicine Accord Healthcare"	"Accord"	"Brand Name"	"43128887"	"EPIRUBICINE ACCORD"			
"mp31310-2337"	"Scandonest"	"Septodont"	"Brand Name"	"19072338"	"Scandonest"			
"mp19604-711"	"Octreotide Fresenius Kabi"	"Fresenius Kabi"	"Brand Name"	"43131386"	"OCTREOTIDE KABI"			
"mp19224-661"	"Norprolac"	"Ferring"	"Brand Name"	"19014783"	"Norprolac"			
"mp12450-570"	"Humuline NPH"	"Eli Lilly"	"Brand Name"	"43525530"	"Humulin"			
"mp28571-1818"	"Venlafaxine Teva"	"Teva"	"Brand Name"	"43129479"	"VENLAFAXINE TEVA"			
"mp21170-943"	"Perdolan"	"Johnson & Johnson Consumer"	"Brand Name"	"36256349"	"Perdolan"			
"mp9696-75"	"Euphon"	"ACP"	"Brand Name"	"43566207"	"Euphon"			
"mp3947-2014"	"C-Will"	"Will-Pharma"	"Brand Name"	"36256162"	"C-Will"			
"mp17418-1289"	"Mirtazapine Mylan"	"Mylan"	"Brand Name"	"43130152"	"MIRTAZAPINE MYLAN"			
"mp22020-828"	"Priorix"	"GSK"	"Brand Name"	"21016069"	"Priorix"			
"mp31880-1289"	"Duloxetine Mylan"	"Mylan"	"Brand Name"	"43128259"	"DULOXETINE MYLAN"			
"mp10231-1453"	"Fero-Gradumet"	"Pharma Logistics"	"Brand Name"	"19062360"	"Fero-Gradumet Filmtab"			
"mp7047-943"	"Daktozin"	"Johnson & Johnson Consumer"	"Brand Name"	"43252722"	"Daktozin"			
"mp33993-1826"	"Mydrane"	"Thea"	"Brand Name"	"43573927"	"Mydrane"			
"mp26310-257"	"Tenif"	"AstraZeneca"	"Brand Name"	"21015686"	"Tenif"			
"mp16980-372"	"Micardis"	"Boehringer Ingelheim"	"Brand Name"	"19073162"	"Micardis"			
"mp15685-612"	"Loperamide EG"	"Eurogenerics"	"Brand Name"	"43129001"	"LOPERAMIDE EG"			
"mp12237-265"	"Heparine Natrium B. Braun"	"B. Braun"	"Brand Name"	"43569869"	"Heparin-Natrium Braun"			
"mp11262-1040"	"Fucidin"	"Leo"	"Brand Name"	"19014244"	"Fucidin"			
"mp16998-1529"	"Micardis Plus"	"PI-Pharma"	"Brand Name"	"21016490"	"MicardisPlus"			
"mp75-1073"	"Abilify"	"Lundbeck"	"Brand Name"	"19031636"	"Abilify"			
"mp21642-1834"	"Polydexa"	"Therabel"	"Brand Name"	"43129048"	"POLYDEXA"			
"mp28266-1636"	"Valproate Sandoz"	"Sandoz"	"Brand Name"	"40818870"	"Valproat Sandoz"			
"mp10942-612"	"Fluvoxamine EG"	"Eurogenerics"	"Brand Name"	"43130303"	"FLUVOXAMINE EG"			
"mp27334-1743"	"Transityl"	"SMB"	"Brand Name"	"36256248"	"Transityl"			
"mp28282-216"	"Valsartan Apotex"	"Apotex"	"Brand Name"	"36256680"	"Valsartan Apotex"			
"mp39172-2303"	"Oprymea"	"KRKA"	"Brand Name"	"21016573"	"Oprymea"			
"mp15206-612"	"Levofloxacine EG"	"Eurogenerics"	"Brand Name"	"43128691"	"LEVOFLOXACINE EG"			
"mp37770-2303"	"Dutasteride Krka"	"KRKA"	"Brand Name"	"36256253"	"Dutasteride Krka"			
"mp22046-513"	"Privigen"	"CSL Behring"	"Brand Name"	"19022399"	"Privigen"			
"mp1107-1636"	"Allopurinol Sandoz"	"Sandoz"	"Brand Name"	"43127208"	"ALLOPURINOL SANDOZ"			
"mp653-1347"	"Afinitor"	"Novartis Pharma"	"Brand Name"	"19135079"	"Afinitor"			
"mp23226-1552"	"Revitalose C 1000"	"Pierre Fabre Sante"	"Brand Name"	"36256199"	"Revitalose C 1000"			
"mp8789-1115"	"Efudix"	"Meda Pharma"	"Brand Name"	"21016980"	"Efudix"			
"mp38893-1289"	"Efavirenz / Emtricitabine / Tenofovir disoproxil Mylan"	"Mylan"	"Brand Name"	"36777180"	"Efavirenz / Emtricitabine / Tenofovir disoproxil Mylan"			
"mp11544-1388"	"Gastricalm"	"OJG"	"Brand Name"	"36256609"	"Gastricalm"			
"mp37580-2097"	"Vaxigrip Tetra 2018-2019"	"Sanofi Belgium"	"Brand Name"	"43129444"	"VAXIGRIP"			
"mp19141-612"	"Norfloxacine EG"	"Eurogenerics"	"Brand Name"	"43131187"	"NORFLOXACINE EG"			
"mp13607-1750"	"Iruxol Mono"	"Smith & Nephew"	"Brand Name"	"43568732"	"Iruxol"			
"mp21824-1289"	"Pravastatine Mylan Pharma"	"Mylan"	"Brand Name"	"43129091"	"PRAVASTATINE MYLAN"			
"mp33928-935"	"Darzalex"	"Janssen-Cilag"	"Brand Name"	"35605748"	"Darzalex"			
"mp8086-1818"	"Domperidon Teva"	"Teva"	"Brand Name"	"43127950"	"DOMPERIDONE TEVA"			
"mp67-1818"	"Abelcet"	"Teva"	"Brand Name"	"19035347"	"Abelcet"			
"mp32003-1354"	"NovoEight"	"Novo Nordisk"	"Brand Name"	"46221193"	"Novoeight"			
"mp14423-828"	"Lamictal"	"GSK"	"Brand Name"	"19038928"	"Lamictal"			
"mp12344-1230"	"Hibiscrub"	"Mölnlycke"	"Brand Name"	"19053957"	"Hibiscrub"			
"mp22947-1263"	"Remergon"	"MSD"	"Brand Name"	"36256530"	"Remergon"			
"mp33233-257"	"Forxiga"	"AstraZeneca"	"Brand Name"	"21017512"	"Forxiga"			
"mp9852-1818"	"Exemestane Teva"	"Teva"	"Brand Name"	"43129523"	"EXEMESTANE TEVA"			
"mp13805-1263"	"Ivemend"	"MSD"	"Brand Name"	"21016978"	"Ivemend"			
"mp8870-869"	"EllaOne"	"HRA Pharma"	"Brand Name"	"21014632"	"EllaOne"			
"mp23572-1628"	"Roaccutane"	"Roche"	"Brand Name"	"21015186"	"Roaccutane"			
"mp10082-299"	"Femodene"	"Bayer"	"Brand Name"	"21014216"	"Femodene"			
"mp38711-885"	"Gestodelle"	"Impexeco"	"Brand Name"	"36777156"	"Gestodelle"			
"mp6569-1834"	"Coruno"	"Therabel"	"Brand Name"	"36256700"	"Coruno"			
"mp5777-455"	"Clipper"	"Chiesi"	"Brand Name"	"21015175"	"Clipper"			
"mp27102-1602"	"Toularynx Bromhexine"	"Qualiphar"	"Brand Name"	"36256781"	"Toularynx Bromhexine"			
"mp38224-1818"	"Rosuvastatine Teva"	"Teva"	"Brand Name"	"44022696"	"Teva-Rosuvastatin"			
"mp8722-1289"	"Efavirenz Mylan"	"Mylan"	"Brand Name"	"43128575"	"EFAVIRENZ MYLAN"			
"mp37523-1636"	"Etoricoxib Sandoz"	"Sandoz"	"Brand Name"	"36256139"	"Etoricoxib Sandoz"			
"mp22996-935"	"Reminyl"	"Janssen-Cilag"	"Brand Name"	"40756482"	"Reminyl"			
"mp33472-257"	"Tagrisso"	"AstraZeneca"	"Brand Name"	"35605526"	"Tagrisso"			
"mp11668-968"	"Gestiferrol"	"Kela"	"Brand Name"	"36256704"	"Gestiferrol"			
"mp27094-885"	"Totalip"	"Impexeco"	"Brand Name"	"36256718"	"Totalip"			
"mp8888-737"	"Elmex Medical Gel"	"Gaba"	"Brand Name"	"40805860"	"Elmex"			
"mp12880-1115"	"Imovane"	"Meda Pharma"	"Brand Name"	"43131892"	"IMOVANE"			
"mp7161-1735"	"Dedrogyl"	"SIT"	"Brand Name"	"43131543"	"DEDROGYL"			
"mp16535-1636"	"Meloxicam Sandoz"	"Sandoz"	"Brand Name"	"43129839"	"MELOXICAM SANDOZ"			
"mp40477-1289"	"Febuxostat Mylan"	"Mylan"	"Brand Name"	"782386"	"Febuxostat Mylan"			
"mp844-612"	"Alendronate EG"	"Eurogenerics"	"Brand Name"	"36256765"	"Alendronate EG"			
"mp10793-216"	"Fluoxetine Apotex"	"Apotex"	"Brand Name"	"36256774"	"Fluoxetine Apotex"			
"mp25080-1636"	"Spironolactone Sandoz"	"Sandoz"	"Brand Name"	"43131458"	"SPIRONOLACTONE SANDOZ"			
"mp5843-1529"	"Clopidogrel (HCl) Sandoz"	"PI-Pharma"	"Brand Name"	"43126976"	"CLOPIDOGREL SANDOZ"			
"mp1966-190"	"Aranesp"	"Amgen"	"Brand Name"	"19025156"	"Aranesp"			
"mp7484-2097"	"Dexa Rhinospray"	"Sanofi Belgium"	"Brand Name"	"40804691"	"Dexa Rhinospray"			
"mp32425-2303"	"Lansoprazol Krka"	"KRKA"	"Brand Name"	"43128302"	"LANSOPRAZOLE KRKA"			
"mp9126-828"	"Engerix-B"	"GSK"	"Brand Name"	"19063452"	"Engerix-B"			
"mp27250-1818"	"Tramadol / Paracetamol Teva"	"Teva"	"Brand Name"	"43128485"	"TRAMADOL/PARACETAMOL TEVA"			
"mp21105-1941"	"Peni-Oral"	"Vesale"	"Brand Name"	"36256173"	"Peni-Oral"			
"mp7815-596"	"Dipiperon"	"Eumedica"	"Brand Name"	"43132174"	"DIPIPERON"			
"mp21337-141"	"Pharmalgen Wasp"	"ALK"	"Brand Name"	"44021526"	"Pharmalgen"			
"mp17780-1818"	"Morphine Teva"	"Teva"	"Brand Name"	"44022650"	"Teva-Morphine Sr"			
"mp20875-612"	"Paracetamol EG"	"Eurogenerics"	"Brand Name"	"43128109"	"PARACETAMOL EG"			
"mp14381-2089"	"Lactulose Resolution"	"ABC Chemicals"	"Brand Name"	"36256873"	"Lactulose Resolution"			
"mp31153-1396"	"Bronchostop Duo"	"Omega"	"Brand Name"	"40801695"	"Bronchostop"			
"mp18150-1818"	"Myfenax"	"Teva"	"Brand Name"	"21017828"	"Myfenax"			
"mp37754-67"	"Bivalirudin Accord Healthcare"	"Accord"	"Brand Name"	"36256390"	"Bivalirudin Accord Healthcare"			
"mp23333-2097"	"Rhinospray"	"Sanofi Belgium"	"Brand Name"	"40815095"	"Rhinospray"			
"mp22400-299"	"Proviron"	"Bayer"	"Brand Name"	"43253941"	"Proviron"			
"mp27607-1354"	"Trisequens"	"Novo Nordisk"	"Brand Name"	"21017627"	"Trisequens"			
"mp11288-182"	"Fucithalmic"	"Amdipharm"	"Brand Name"	"19026332"	"Fucithalmic"			
"mp30874-1818"	"Fusidine Teva"	"Teva"	"Brand Name"	"36256234"	"Fusidine Teva"			
"mp3038-1446"	"Benefix"	"Pfizer"	"Brand Name"	"19000470"	"BeneFIX"			
"mp1628-1248"	"Anafranil"	"Sigma-tau"	"Brand Name"	"19022204"	"Anafranil"			
"mp12377-513"	"Hizentra"	"CSL Behring"	"Brand Name"	"40174760"	"Hizentra"			
"mp7468-1446"	"Detrusitol"	"Pfizer"	"Brand Name"	"40756448"	"Detrusitol"			
"mp28167-216"	"Valaciclovir Apotex"	"Apotex"	"Brand Name"	"36256523"	"Valaciclovir Apotex"			
"mp16956-745"	"Metvix"	"Galderma"	"Brand Name"	"21015706"	"Metvix"			
"mp8458-59"	"Duodopa"	"AbbVie"	"Brand Name"	"43252858"	"Duodopa"			
"mp21576-2998"	"Pixidin"	"Amophar"	"Brand Name"	"36256608"	"Pixidin"			
"mp6999-1529"	"Daflon"	"PI-Pharma"	"Brand Name"	"21018573"	"Daflon"			
"mp33514-1701"	"Bipressil"	"Servier"	"Brand Name"	"36256516"	"Bipressil"			
"mp17459-1800"	"Mitomycin-C Kyowa"	"Takeda"	"Brand Name"	"21017241"	"Mitomycin-C Kyowa"			
"mp30288-612"	"Zolpidem EG"	"Eurogenerics"	"Brand Name"	"43131039"	"ZOLPIDEM EG"			
"mp14951-2485"	"Letrozol Actavis"	"Aurobindo"	"Brand Name"	"40810030"	"Letrozol Actavis"			
"mp17145-1347"	"Miflonide"	"Novartis Pharma"	"Brand Name"	"43574144"	"Miflonide"			
"mp8748-1529"	"Efexor"	"PI-Pharma"	"Brand Name"	"21018651"	"Efexor"			
"mp8482-1347"	"Duotrav"	"Novartis Pharma"	"Brand Name"	"21019004"	"DuoTrav"			
"mp2642-331"	"Avonex"	"Biogen"	"Brand Name"	"19023492"	"Avonex"			
"mp6247-75"	"Colchicine Opocalcium"	"ACP"	"Brand Name"	"43127003"	"COLCHICINE OPOCALCIUM"			
"mp39230-1347"	"Kisqali"	"Novartis Pharma"	"Brand Name"	"1592923"	"Kisqali"			
"mp38315-1636"	"Rosuvastatin Sandoz"	"Sandoz"	"Brand Name"	"44023215"	"Sandoz Rosuvastatin"			
"mp3889-1818"	"Buprophar"	"Teva"	"Brand Name"	"36256175"	"Buprophar"			
"mp12245-794"	"Hepsera"	"Gilead Sciences"	"Brand Name"	"19026665"	"Hepsera"			
"mp30965-372"	"Jardiance"	"Boehringer Ingelheim"	"Brand Name"	"45774755"	"Jardiance"			
"mp2626-1347"	"Avessaron"	"Novartis Pharma"	"Brand Name"	"36256504"	"Avessaron"			
"mp3632-281"	"Brevibloc"	"Baxter"	"Brand Name"	"19021087"	"Brevibloc"			
"mp7138-1073"	"Deanxit"	"Lundbeck"	"Brand Name"	"36256818"	"Deanxit"			
"mp40386-2972"	"Veltassa"	"Vifor Fresenius"	"Brand Name"	"35602995"	"Veltassa"			
"mp26344-1289"	"TensocMylan"	"Mylan"	"Brand Name"	"36256151"	"TensocMylan"			
"mp10660-1818"	"Fludarabine Teva"	"Teva"	"Brand Name"	"43130001"	"FLUDARABINE TEVA"			
"mp2048-1636"	"Armunia 30"	"Sandoz"	"Brand Name"	"36256842"	"Armunia 30"			
"mp1933-372"	"Aptivus"	"Boehringer Ingelheim"	"Brand Name"	"19086123"	"Aptivus"			
"mp39537-3004"	"Phenylephrine Unimedic"	"Unimedic"	"Brand Name"	"782241"	"Phenylephrine Unimedic"			
"mp17814-943"	"Motilium"	"Johnson & Johnson Consumer"	"Brand Name"	"19026471"	"Motilium"			
"mp15024-1271"	"Levact"	"Mundipharma"	"Brand Name"	"21018367"	"Levact"			
"mp29314-828"	"Wellbutrin"	"GSK"	"Brand Name"	"19052186"	"Wellbutrin"			
"mp13490-1818"	"Irbesartan Teva"	"Teva"	"Brand Name"	"43132213"	"IRBESARTAN TEVA"			
"mp26815-1115"	"Timolatears"	"Meda Pharma"	"Brand Name"	"36256403"	"Timolatears"			
"mp2238-299"	"Aspirine Cafeine"	"Bayer"	"Brand Name"	"43565742"	"Aspirin Coffein"			
"mp28233-1628"	"Valium"	"Roche"	"Brand Name"	"19042583"	"Valium"			
"mp10165-1743"	"Fenosup"	"SMB"	"Brand Name"	"36256702"	"Fenosup"			
"mp7476-1610"	"Dettolmedical Chloroxylenol"	"Reckitt Benckiser"	"Brand Name"	"19026366"	"Dettol"			
"mp37549-216"	"Prostatex"	"Apotex"	"Brand Name"	"36256598"	"Prostatex"			
"mp18739-1529"	"Neurontin"	"PI-Pharma"	"Brand Name"	"19038874"	"Neurontin"			
"mp37408-2527"	"Esmocard"	"Cardiome"	"Brand Name"	"43129200"	"ESMOCARD"			
"mp25635-59"	"Synagis"	"AbbVie"	"Brand Name"	"19082130"	"Synagis"			
"mp11031-455"	"Formoair"	"Chiesi"	"Brand Name"	"43130321"	"FORMOAIR"			
"mp3210-828"	"Betnelan V"	"GSK"	"Brand Name"	"19013667"	"Betnelan"			
"mp18028-414"	"Multigam"	"C.A.F. - D.C.F."	"Brand Name"	"36256251"	"Multigam"			
"mp12039-2014"	"Gynomyk"	"Will-Pharma"	"Brand Name"	"36256485"	"Gynomyk"			
"mp7591-1826"	"Dicloabak"	"Thea"	"Brand Name"	"36256665"	"Dicloabak"			
"mp12898-2097"	"Imovax Polio"	"Sanofi Belgium"	"Brand Name"	"46275643"	"Imovax"			
"mp33381-1792"	"Elocta"	"Swedish Orphan"	"Brand Name"	"21015822"	"Elocta"			
"mp39339-125"	"Augverz"	"Alcon"	"Brand Name"	"36777137"	"Augverz"			
"mp8383-554"	"Drospibel"	"Effik"	"Brand Name"	"43128249"	"DROSPIBEL"			
"mp7088-2097"	"Daonil"	"Sanofi Belgium"	"Brand Name"	"19026878"	"Daonil"			
"mp19448-190"	"Nplate"	"Amgen"	"Brand Name"	"19032431"	"Nplate"			
"mp20966-935"	"Pariet"	"Janssen-Cilag"	"Brand Name"	"19054408"	"Pariet"			
"mp27441-1115"	"Treclinax"	"Meda Pharma"	"Brand Name"	"36256840"	"Treclinax"			
"mp22905-1446"	"Relert"	"Pfizer"	"Brand Name"	"36256367"	"Relert"			
"mp28183-1628"	"Valcyte"	"Roche"	"Brand Name"	"19011227"	"Valcyte"			
"mp29736-570"	"Yentreve"	"Eli Lilly"	"Brand Name"	"21017334"	"Yentreve"			
"mp521-1172"	"Adenuric"	"Menarini"	"Brand Name"	"21017137"	"Adenuric"			
"mp17566-1636"	"Moclobemide Sandoz"	"Sandoz"	"Brand Name"	"43573785"	"Moclobemid Sandoz"			
"mp17814-885"	"Motilium"	"Impexeco"	"Brand Name"	"19026471"	"Motilium"			
"mp22095-1743"	"Progor"	"SMB"	"Brand Name"	"36256802"	"Progor"			
"mp21436-1487"	"Picolaxine"	"Pharmacobel"	"Brand Name"	"36256292"	"Picolaxine"			
"mp26773-2097"	"Tildiem"	"Sanofi Belgium"	"Brand Name"	"19013001"	"Tildiem"			
"mp4507-1826"	"Carteabak"	"Thea"	"Brand Name"	"36256499"	"Carteabak"			
"mp7088-1529"	"Daonil"	"PI-Pharma"	"Brand Name"	"19026878"	"Daonil"			
"mp2337-1289"	"Atenolol Mylan"	"Mylan"	"Brand Name"	"43127645"	"ATENOLOL MYLAN"			
"mp38786-1636"	"Momepax"	"Sandoz"	"Brand Name"	"36777160"	"Momepax"			
"mp40451-216"	"Simvazet"	"Apotex"	"Brand Name"	"42907062"	"SIMVAZET"			
"mp14738-968"	"Laxavit"	"Kela"	"Brand Name"	"44018358"	"Laxavite"			
"mp14233-1453"	"Klinotab"	"Pharma Logistics"	"Brand Name"	"36256327"	"Klinotab"			
"mp8078-1289"	"Domperidon Mylan"	"Mylan"	"Brand Name"	"43127946"	"DOMPERIDONE MYLAN"			
"mp12427-570"	"Humatrope"	"Eli Lilly"	"Brand Name"	"19039177"	"Humatrope"			
"mp29397-1727"	"Xagrid"	"Shire"	"Brand Name"	"21014994"	"Xagrid"			
"mp21287-1628"	"Perjeta"	"Roche"	"Brand Name"	"42801064"	"Perjeta"			
"mp32391-570"	"Trulicity"	"Eli Lilly"	"Brand Name"	"45774439"	"Trulicity"			
"mp24356-1529"	"Serlain"	"PI-Pharma"	"Brand Name"	"36256666"	"Serlain"			
"mp14274-1628"	"Konakion"	"Roche"	"Brand Name"	"19022044"	"Konakion"			
"mp4432-711"	"Carboplatine Fresenius Kabi"	"Fresenius Kabi"	"Brand Name"	"43126789"	"CARBOPLATINE KABI"			
"mp8581-1446"	"Dynastat"	"Pfizer"	"Brand Name"	"21015120"	"Dynastat"			
"mp19950-1636"	"Omnitrope"	"Sandoz"	"Brand Name"	"19091494"	"Omnitrope"			
"mp19349-1115"	"Novolizer Formoterol"	"Meda Pharma"	"Brand Name"	"43569469"	"Formoterol Novolizer"			
"mp38505-1313"	"Trasylol"	"Nordic Pharma"	"Brand Name"	"19022865"	"Trasylol"			
"mp19257-1321"	"Nortussine Mono"	"Norgine"	"Brand Name"	"36256502"	"Nortussine Mono"			
"mp20727-1818"	"Pantogastrix"	"Teva"	"Brand Name"	"36256811"	"Pantogastrix"			
"mp19067-257"	"Nolvadex"	"AstraZeneca"	"Brand Name"	"19004028"	"Nolvadex"			
"mp25734-1263"	"Taloxa"	"MSD"	"Brand Name"	"21019015"	"Taloxa"			
"mp5769-711"	"Clindamycine Fresenius Kabi"	"Fresenius Kabi"	"Brand Name"	"43568539"	"Clindamycin Kabi"			
"mp30304-1636"	"Zolpidem Sandoz"	"Sandoz"	"Brand Name"	"43129723"	"ZOLPIDEM SANDOZ"			
"mp13011-273"	"Indocollyre"	"Bausch & Lomb"	"Brand Name"	"43131914"	"INDOCOLLYRE"			
"mp14795-885"	"Legalon"	"Impexeco"	"Brand Name"	"43128355"	"LEGALON"			
"mp31849-1636"	"Tolterodin Sandoz"	"Sandoz"	"Brand Name"	"44023231"	"Sandoz Tolterodine La"			
"mp18317-1347"	"Naphcon"	"Novartis Pharma"	"Brand Name"	"19048504"	"Naphcon"			
"mp4440-844"	"Carboplatine Hospira"	"Hospira"	"Brand Name"	"43126788"	"CARBOPLATINE HOSPIRA"			
"mp32995-1818"	"Voriconazole Teva"	"Teva"	"Brand Name"	"44022803"	"Teva-Voriconazole"			
"mp7112-760"	"Daylette"	"Gedeon Richter"	"Brand Name"	"21014318"	"Daylette"			
"mp27508-1347"	"Triesence"	"Novartis Pharma"	"Brand Name"	"19021969"	"Triesence"			
"mp20198-1792"	"Orfadin"	"Swedish Orphan"	"Brand Name"	"19018237"	"Orfadin"			
"mp30015-968"	"Zilium"	"Kela"	"Brand Name"	"36256593"	"Zilium"			
"mp14431-1347"	"Lamisil"	"Novartis Pharma"	"Brand Name"	"19070961"	"Lamisil"			
"mp26161-1636"	"Telmisartan / Hydrochlorothiazide Sandoz"	"Sandoz"	"Brand Name"	"43132075"	"TELMISARTAN/HYDROCHLOROTHIAZIDE SANDOZ"			
"mp31195-745"	"Efracea"	"Galderma"	"Brand Name"	"21017294"	"Efracea"			
"mp1438-612"	"Amlodipine EG"	"Eurogenerics"	"Brand Name"	"43127402"	"AMLODIPINE EG"			
"mp17822-1321"	"Movicol"	"Norgine"	"Brand Name"	"43253544"	"Movicol"			
"mp5785-745"	"Clobex"	"Galderma"	"Brand Name"	"19045996"	"Clobex"			
"mp6825-1628"	"Cymevene"	"Roche"	"Brand Name"	"19013942"	"Cymevene"			
"mp10025-612"	"Felodipine EG"	"Eurogenerics"	"Brand Name"	"36256422"	"Felodipine EG"			
"mp29850-1529"	"Zanidip"	"PI-Pharma"	"Brand Name"	"19017658"	"Zanidip"			
"mp11684-760"	"Lindynette 30"	"Gedeon Richter"	"Brand Name"	"36256861"	"Lindynette"			
"mp2519-117"	"Atropine Sulfate Aguettant"	"Aguettant"	"Brand Name"	"43126089"	"ATROPINE SULFATE AGUETTANT"			
"mp32599-2097"	"Alleophta"	"Sanofi Belgium"	"Brand Name"	"36256206"	"Alleophta"			
"mp30163-257"	"Zoladex"	"AstraZeneca"	"Brand Name"	"19079531"	"Zoladex"			
"mp17533-1305"	"Mobilisin"	"Neocare"	"Brand Name"	"40811945"	"Mobilisin"			
"mp6759-455"	"Curosurf"	"Chiesi"	"Brand Name"	"19060824"	"Curosurf"			
"mp13037-1156"	"InductOs"	"Medtronic Biopharma"	"Brand Name"	"21014966"	"InductOs"			
"mp14068-604"	"Kefzol"	"Eurocept"	"Brand Name"	"40756127"	"Kefzol"			
"mp125-1446"	"Accuretic"	"Pfizer"	"Brand Name"	"19020260"	"Accuretic"			
"mp18119-67"	"Mycophenolate Mofetil Accord Healthcare"	"Accord"	"Brand Name"	"43573917"	"Mycophenolatmofetil Accord"			
"mp10058-885"	"Femara"	"Impexeco"	"Brand Name"	"19048060"	"Femara"			
"mp30577-2485"	"Ifenin"	"Aurobindo"	"Brand Name"	"36256824"	"Ifenin"			
"mp25171-935"	"Stelara"	"Janssen-Cilag"	"Brand Name"	"40161445"	"Stelara"			
"mp1032-2097"	"Allegratab"	"Sanofi Belgium"	"Brand Name"	"36256237"	"Allegratab"			
"mp24034-1636"	"Saphirena"	"Sandoz"	"Brand Name"	"36256434"	"Saphirena"			
"mp27763-1446"	"Tygacil"	"Pfizer"	"Brand Name"	"19079770"	"Tygacil"			
"mp38372-927"	"Cabometyx"	"Ipsen"	"Brand Name"	"42629384"	"Cabometyx"			
"mp23309-257"	"Rhinocort"	"AstraZeneca"	"Brand Name"	"19038813"	"Rhinocort"			
"mp20487-1271"	"OxyContin"	"Mundipharma"	"Brand Name"	"19076182"	"Oxycontin"			
"mp32342-2303"	"Candesartan / HCTZ Krka"	"KRKA"	"Brand Name"	"43126537"	"CANDESARTAN/HYDROCHLOROTHIAZIDE KRKA"			
"mp33175-1636"	"Duloxetine Sandoz"	"Sandoz"	"Brand Name"	"44022902"	"Sandoz Duloxetine"			
"mp695-1552"	"Agyrax"	"Pierre Fabre Sante"	"Brand Name"	"43127053"	"AGYRAX"			
"mp19547-604"	"Obracin"	"Eurocept"	"Brand Name"	"36256287"	"Obracin"			
"mp27110-1602"	"Toularynx Codeine"	"Qualiphar"	"Brand Name"	"36256764"	"Toularynx Codeini"			
"mp5850-1818"	"Clopidogrel Teva"	"Teva"	"Brand Name"	"43126977"	"CLOPIDOGREL TEVA"			
"mp8771-1651"	"Efient"	"Daiichi Sankyo"	"Brand Name"	"21015170"	"Efient"			
"mp18366-612"	"Naproxene EG"	"Eurogenerics"	"Brand Name"	"36256800"	"Naproxene EG"			
"mp25692-1313"	"Tachipri"	"Nordic Pharma"	"Brand Name"	"36256462"	"Tachipri"			
"mp14530-1636"	"Lansoprazol Sandoz"	"Sandoz"	"Brand Name"	"43128310"	"LANSOPRAZOLE SANDOZ"			
"mp17368-299"	"Mirelle"	"Bayer"	"Brand Name"	"36256526"	"Mirelle"			
