COUNT	PRD_ID	PRD_NAME	CONCEPT_ID	CONCEPT_NAME	amount_value	amount_unit	denominator_value	denominator_unit	box_size		
1282	1062236	EXFORGE HCT C 5MG 160MG 25MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			98		
1282	1062236	EXFORGE HCT C 5MG 160MG 25MG 98 COMPRIMES PELLICULES	1308842	valsartan	160	mg			98		
140	7307388	FORZATEN HCT C 20MG 5MG 12.5MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			28		
140	7307388	FORZATEN HCT C 20MG 5MG 12.5MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			28		
140	7307388	FORZATEN HCT C 20MG 5MG 12.5MG 28 COMPRIMES PELLICULES	40226742	olmesartan	20	mg			28		
1451	7307389	FORZATEN HCT C 20MG 5MG 12.5MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			98		
1451	7307389	FORZATEN HCT C 20MG 5MG 12.5MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			98		
1451	7307389	FORZATEN HCT C 20MG 5MG 12.5MG 98 COMPRIMES PELLICULES	40226742	olmesartan	20	mg			98		
74	7307391	FORZATEN HCT C 40MG 10MG 12.5MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg			28		
74	7307391	FORZATEN HCT C 40MG 10MG 12.5MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			28		
74	7307391	FORZATEN HCT C 40MG 10MG 12.5MG 28 COMPRIMES PELLICULES	40226742	olmesartan	40	mg			28		
986	7307394	FORZATEN HCT C 40MG 10MG 12.5MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg			98		
986	7307394	FORZATEN HCT C 40MG 10MG 12.5MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			98		
986	7307394	FORZATEN HCT C 40MG 10MG 12.5MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg			98		
59	7307386	FORZATEN HCT C 40MG 10MG 25MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg			28		
59	7307386	FORZATEN HCT C 40MG 10MG 25MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg			28		
59	7307386	FORZATEN HCT C 40MG 10MG 25MG 28 COMPRIMES PELLICULES	40226742	olmesartan	40	mg			28		
1122	7307387	FORZATEN HCT C 40MG 10MG 25MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg			98		
1122	7307387	FORZATEN HCT C 40MG 10MG 25MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			98		
1122	7307387	FORZATEN HCT C 40MG 10MG 25MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg			98		
91	7307392	FORZATEN HCT C 40MG 5MG 12.5MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			28		
91	7307392	FORZATEN HCT C 40MG 5MG 12.5MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			28		
91	7307392	FORZATEN HCT C 40MG 5MG 12.5MG 28 COMPRIMES PELLICULES	40226742	olmesartan	40	mg			28		
1334	7307390	FORZATEN HCT C 40MG 5MG 12.5MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			98		
1334	7307390	FORZATEN HCT C 40MG 5MG 12.5MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg			98		
1334	7307390	FORZATEN HCT C 40MG 5MG 12.5MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg			98		
42	7307393	FORZATEN HCT C 40MG 5MG 25MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			28		
42	7307393	FORZATEN HCT C 40MG 5MG 25MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg			28		
42	7307393	FORZATEN HCT C 40MG 5MG 25MG 28 COMPRIMES PELLICULES	40226742	olmesartan	40	mg			28		
655	7307395	FORZATEN HCT C 40MG 5MG 25MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg			98		
655	7307395	FORZATEN HCT C 40MG 5MG 25MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg			98		
655	7307395	FORZATEN HCT C 40MG 5MG 25MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg			98		
18392	165067	FOSAVANCE C 70MG 2800UI 12 COMPRIMES	1557272	Alendronate	70	mg			12		
18392	165067	FOSAVANCE C 70MG 2800UI 12 COMPRIMES	19095164	Cholecalciferol	2800	IU			12		
3194	1572	HIRUDOID C 300MG 100G 1 CREME	19113045	Heparinoids	300	mg	100	g			
3918	43005	HIRUDOID C 300MG 100G 1 CREME	19113045	Heparinoids	300	mg	100	g			
239	44220	LAXAVIT C 250MG 14.85G 1 LAVEMENTS RECTIOLES	961145	Glycerin	250	mg					
239	44220	LAXAVIT C 250MG 14.85G 1 LAVEMENTS RECTIOLES	941258	Docusate	14.85	g					
527	2007	LAXAVIT C 250MG 14.85G 3 LAVEMENTS RECTIOLES	961145	Glycerin	250	mg			3		
527	2007	LAXAVIT C 250MG 14.85G 3 LAVEMENTS RECTIOLES	941258	Docusate	14.85	g			3		
6	54891	LAXAVIT C 250MG 14.85G 50 LAVEMENTS RECTIOLES	961145	Glycerin	250	mg			50		
6	54891	LAXAVIT C 250MG 14.85G 50 LAVEMENTS RECTIOLES	941258	Docusate	14.85	g			50		
7	23866234	LIPERTANCE C 20MG 10MG 5MG 90 COMPRIMES PELLICULES	1332418	Amlodipine	20	mg			90		
7	23866234	LIPERTANCE C 20MG 10MG 5MG 90 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg			90		
7	23866234	LIPERTANCE C 20MG 10MG 5MG 90 COMPRIMES PELLICULES	1373225	Perindopril	5	mg			90		
14	24120059	LIPERTANCE C 20MG 5MG 5MG 90 COMPRIMES PELLICULES	1332418	Amlodipine	20	mg			90		
14	24120059	LIPERTANCE C 20MG 5MG 5MG 90 COMPRIMES PELLICULES	1545958	atorvastatin	5	mg			90		
14	24120059	LIPERTANCE C 20MG 5MG 5MG 90 COMPRIMES PELLICULES	1373225	Perindopril	5	mg			90		
6	23866239	LIPERTANCE C 40MG 10MG 10MG 90 COMPRIMES PELLICULES	1332418	Amlodipine	40	mg			90		
6	23866239	LIPERTANCE C 40MG 10MG 10MG 90 COMPRIMES PELLICULES	1545958	atorvastatin	10	mg			90		
6	23866239	LIPERTANCE C 40MG 10MG 10MG 90 COMPRIMES PELLICULES	1373225	Perindopril	10	mg			90		
2	25007174	ODEFSEY C 200MG 25MG 25MG 30 COMPRIMES PELLICULES	1703069	emtricitabine	200	mg			30		
2	25007174	ODEFSEY C 200MG 25MG 25MG 30 COMPRIMES PELLICULES	40238930	Rilpivirine	25	mg			30		
2	25007174	ODEFSEY C 200MG 25MG 25MG 30 COMPRIMES PELLICULES	35605546	tenofovir alafenamide	25	mg			30		
1481	116548	REACTINE PSEUDOEPHEDRINE C 5MG 120MG 14 COMPRIMES LIBERATION MODIFIEE	1149196	Cetirizine	120	mg			14		
1481	116548	REACTINE PSEUDOEPHEDRINE C 5MG 120MG 14 COMPRIMES LIBERATION MODIFIEE	1154332	Pseudoephedrine	5	mg			14		
204	223933	RENNIE MINT SANS SUCRE C 680MG 80MG 120 COMPRIMES A MACHER	19035704	Calcium Carbonate	680	mg			120		
204	223933	RENNIE MINT SANS SUCRE C 680MG 80MG 120 COMPRIMES A MACHER	908464	magnesium carbonate	80	mg			120		
60	19746699	RENNIE MINT SANS SUCRE C 680MG 80MG 24 COMPRIMES A MACHER	19035704	Calcium Carbonate	680	mg			24		
60	19746699	RENNIE MINT SANS SUCRE C 680MG 80MG 24 COMPRIMES A MACHER	908464	magnesium carbonate	80	mg			24		
6	84348	RENNIE MINT SANS SUCRE C 680MG 80MG 36 COMPRIMES A MACHER	19035704	Calcium Carbonate	680	mg			36		
6	84348	RENNIE MINT SANS SUCRE C 680MG 80MG 36 COMPRIMES A MACHER	908464	magnesium carbonate	80	mg			36		
174	162622	RENNIE MINT SANS SUCRE C 680MG 80MG 48 COMPRIMES A MACHER	19035704	Calcium Carbonate	680	mg			48		
174	162622	RENNIE MINT SANS SUCRE C 680MG 80MG 48 COMPRIMES A MACHER	908464	magnesium carbonate	80	mg			48		
175	223934	RENNIE MINT SANS SUCRE C 680MG 80MG 60 COMPRIMES A MACHER	19035704	Calcium Carbonate	680	mg			60		
175	223934	RENNIE MINT SANS SUCRE C 680MG 80MG 60 COMPRIMES A MACHER	908464	magnesium carbonate	80	mg			60		
189	112123	RENNIE MINT SANS SUCRE C 680MG 80MG 96 COMPRIMES A MACHER	19035704	Calcium Carbonate	680	mg			96		
189	112123	RENNIE MINT SANS SUCRE C 680MG 80MG 96 COMPRIMES A MACHER	908464	magnesium carbonate	80	mg			96		
12	19746700	RENNIE ORANGE C 680MG 80MG 36 COMPRIMES A MACHER	19035704	Calcium Carbonate	680	mg			36		
12	19746700	RENNIE ORANGE C 680MG 80MG 36 COMPRIMES A MACHER	908464	magnesium carbonate	80	mg			36		
784	109465	SANDOZ CA D C 600MG 400UI 40 COMPRIMES EFFERVESCENTS	19018544	Calcium	600	mg			40		
784	109465	SANDOZ CA D C 600MG 400UI 40 COMPRIMES EFFERVESCENTS	19095164	Cholecalciferol	400	IU			40		
424	3914	SANDOZ CALCIUM 500MG C 500MG CA 20 COMPRIMES EFFERVESCENTS	19018544	Calcium	500	mg			20		
269	187010	SANDOZ CALCIUM 500MG C 500MG CA 40 COMPRIMES EFFERVESCENTS	19018544	Calcium	500	mg			40		
35	9331475	SANDOZ CALCIUM D3 C 1000MG 880UI 30 COMPRIMES A MACHER	19018544	Calcium	1000	mg			30		
35	9331475	SANDOZ CALCIUM D3 C 1000MG 880UI 30 COMPRIMES A MACHER	19095164	Cholecalciferol	880	IU			30		
134	9331476	SANDOZ CALCIUM D3 C 1000MG 880UI 90 COMPRIMES A MACHER	19018544	Calcium	1000	mg			90		
134	9331476	SANDOZ CALCIUM D3 C 1000MG 880UI 90 COMPRIMES A MACHER	19095164	Cholecalciferol	880	IU			90		
141	188088	SEVIKAR C 20MG 5MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
141	188088	SEVIKAR C 20MG 5MG 28 COMPRIMES PELLICULES	40226742	olmesartan	20	mg					
2516	188089	SEVIKAR C 20MG 5MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
2516	188089	SEVIKAR C 20MG 5MG 98 COMPRIMES PELLICULES	40226742	olmesartan	20	mg					
86	188087	SEVIKAR C 40MG 10MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg					
86	188087	SEVIKAR C 40MG 10MG 28 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
2069	188086	SEVIKAR C 40MG 10MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg					
2069	188086	SEVIKAR C 40MG 10MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
188	188090	SEVIKAR C 40MG 5MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
188	188090	SEVIKAR C 40MG 5MG 28 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
93	6648679	SEVIKAR HCT C 20MG 5MG 12.5MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
93	6648679	SEVIKAR HCT C 20MG 5MG 12.5MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg					
93	6648679	SEVIKAR HCT C 20MG 5MG 12.5MG 28 COMPRIMES PELLICULES	40226742	olmesartan	20	mg					
1047	6648680	SEVIKAR HCT C 20MG 5MG 12.5MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
1047	6648680	SEVIKAR HCT C 20MG 5MG 12.5MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg					
1047	6648680	SEVIKAR HCT C 20MG 5MG 12.5MG 98 COMPRIMES PELLICULES	40226742	olmesartan	20	mg					
42	6648677	SEVIKAR HCT C 40MG 10MG 12.5MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg					
42	6648677	SEVIKAR HCT C 40MG 10MG 12.5MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg					
42	6648677	SEVIKAR HCT C 40MG 10MG 12.5MG 28 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
790	6648678	SEVIKAR HCT C 40MG 10MG 12.5MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg					
790	6648678	SEVIKAR HCT C 40MG 10MG 12.5MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg					
790	6648678	SEVIKAR HCT C 40MG 10MG 12.5MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
49	6648685	SEVIKAR HCT C 40MG 10MG 25MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg					
49	6648685	SEVIKAR HCT C 40MG 10MG 25MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg					
49	6648685	SEVIKAR HCT C 40MG 10MG 25MG 28 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
1283	6648686	SEVIKAR HCT C 40MG 10MG 25MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg					
1283	6648686	SEVIKAR HCT C 40MG 10MG 25MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg					
1283	6648686	SEVIKAR HCT C 40MG 10MG 25MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
114	6648683	SEVIKAR HCT C 40MG 5MG 12.5MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
114	6648683	SEVIKAR HCT C 40MG 5MG 12.5MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg					
114	6648683	SEVIKAR HCT C 40MG 5MG 12.5MG 28 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
1733	6648684	SEVIKAR HCT C 40MG 5MG 12.5MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
1733	6648684	SEVIKAR HCT C 40MG 5MG 12.5MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	12.5	mg					
1733	6648684	SEVIKAR HCT C 40MG 5MG 12.5MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
65	6648681	SEVIKAR HCT C 40MG 5MG 25MG 28 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
65	6648681	SEVIKAR HCT C 40MG 5MG 25MG 28 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg					
65	6648681	SEVIKAR HCT C 40MG 5MG 25MG 28 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
1163	6648682	SEVIKAR HCT C 40MG 5MG 25MG 98 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
1163	6648682	SEVIKAR HCT C 40MG 5MG 25MG 98 COMPRIMES PELLICULES	974166	Hydrochlorothiazide	25	mg					
1163	6648682	SEVIKAR HCT C 40MG 5MG 25MG 98 COMPRIMES PELLICULES	40226742	olmesartan	40	mg					
2637	152904	STALEVO C 100MG 25MG 200MG 100 COMPRIMES PELLICULES	740560	Carbidopa	25	mg					
2637	152904	STALEVO C 100MG 25MG 200MG 100 COMPRIMES PELLICULES	782211	entacapone	200	mg					
2637	152904	STALEVO C 100MG 25MG 200MG 100 COMPRIMES PELLICULES	789578	Levodopa	100	mg					
30	153019	STALEVO C 100MG 25MG 200MG 30 COMPRIMES PELLICULES	740560	Carbidopa	25	mg					
30	153019	STALEVO C 100MG 25MG 200MG 30 COMPRIMES PELLICULES	782211	entacapone	200	mg					
30	153019	STALEVO C 100MG 25MG 200MG 30 COMPRIMES PELLICULES	789578	Levodopa	100	mg					
1527	152906	STALEVO C 150MG 37.5MG 200MG 100 COMPRIMES PELLICULES	740560	Carbidopa	37.5	mg					
1527	152906	STALEVO C 150MG 37.5MG 200MG 100 COMPRIMES PELLICULES	782211	entacapone	200	mg					
1527	152906	STALEVO C 150MG 37.5MG 200MG 100 COMPRIMES PELLICULES	789578	Levodopa	150	mg					
43	153020	STALEVO C 150MG 37.5MG 200MG 30 COMPRIMES PELLICULES	740560	Carbidopa	37.5	mg					
43	153020	STALEVO C 150MG 37.5MG 200MG 30 COMPRIMES PELLICULES	782211	entacapone	200	mg					
43	153020	STALEVO C 150MG 37.5MG 200MG 30 COMPRIMES PELLICULES	789578	Levodopa	150	mg					
335	187133	STALEVO C 200MG 50MG 200MG 100 COMPRIMES PELLICULES	740560	Carbidopa	50	mg					
335	187133	STALEVO C 200MG 50MG 200MG 100 COMPRIMES PELLICULES	782211	entacapone	200	mg					
335	187133	STALEVO C 200MG 50MG 200MG 100 COMPRIMES PELLICULES	789578	Levodopa	200	mg					
1189	152905	STALEVO C 50MG 12.5MG 200MG 100 COMPRIMES PELLICULES	740560	Carbidopa	12.5	mg					
1189	152905	STALEVO C 50MG 12.5MG 200MG 100 COMPRIMES PELLICULES	782211	entacapone	200	mg					
1189	152905	STALEVO C 50MG 12.5MG 200MG 100 COMPRIMES PELLICULES	789578	Levodopa	50	mg					
26	153021	STALEVO C 50MG 12.5MG 200MG 30 COMPRIMES PELLICULES	740560	Carbidopa	12.5	mg					
26	153021	STALEVO C 50MG 12.5MG 200MG 30 COMPRIMES PELLICULES	782211	entacapone	200	mg					
26	153021	STALEVO C 50MG 12.5MG 200MG 30 COMPRIMES PELLICULES	789578	Levodopa	50	mg					
68	187889	STREPSILS COOL MINT C 1.2 MG 0.6MG 36 COMPRIMES A SUCER	36878731	2,4-dichlorbenzylalcohol	1.2	mg					
68	187889	STREPSILS COOL MINT C 1.2 MG 0.6MG 36 COMPRIMES A SUCER	19055907	amylmetacresol	0.6	mg					
86	5052	STREPSILS HONING CITROEN C 1.2MG 0.6MG 24 COMPRIMES A SUCER	36878731	2,4-dichlorbenzylalcohol	1.2	mg					
86	5052	STREPSILS HONING CITROEN C 1.2MG 0.6MG 24 COMPRIMES A SUCER	19055907	amylmetacresol	0.6	mg					
794	187177	STREPSILS HONING CITROEN C 1.2MG 0.6MG 36 COMPRIMES A SUCER	36878731	2,4-dichlorbenzylalcohol	1.2	mg					
794	187177	STREPSILS HONING CITROEN C 1.2MG 0.6MG 36 COMPRIMES A SUCER	19055907	amylmetacresol	0.6	mg					
16	23866275	TRINOMIA C 100MG 20MG 10MG 28 GELULE	1112807	Aspirin	100	mg					
16	23866275	TRINOMIA C 100MG 20MG 10MG 28 GELULE	1545958	atorvastatin	20	mg					
16	23866275	TRINOMIA C 100MG 20MG 10MG 28 GELULE	1334456	Ramipril	10	mg					
93	24121646	TRINOMIA C 100MG 20MG 10MG 98 GELULE	1112807	Aspirin	100	mg					
93	24121646	TRINOMIA C 100MG 20MG 10MG 98 GELULE	1545958	atorvastatin	20	mg					
93	24121646	TRINOMIA C 100MG 20MG 10MG 98 GELULE	1334456	Ramipril	10	mg					
2	23866277	TRINOMIA C 100MG 20MG 2.5MG 28 GELULE	1112807	Aspirin	100	mg					
2	23866277	TRINOMIA C 100MG 20MG 2.5MG 28 GELULE	1545958	atorvastatin	20	mg					
2	23866277	TRINOMIA C 100MG 20MG 2.5MG 28 GELULE	1334456	Ramipril	2.5	mg					
34	23866276	TRINOMIA C 100MG 20MG 2.5MG 98 GELULE	1112807	Aspirin	100	mg					
34	23866276	TRINOMIA C 100MG 20MG 2.5MG 98 GELULE	1545958	atorvastatin	20	mg					
34	23866276	TRINOMIA C 100MG 20MG 2.5MG 98 GELULE	1334456	Ramipril	2.5	mg					
8	23866278	TRINOMIA C 100MG 20MG 5MG 28 GELULE	1112807	Aspirin	100	mg					
8	23866278	TRINOMIA C 100MG 20MG 5MG 28 GELULE	1545958	atorvastatin	20	mg					
8	23866278	TRINOMIA C 100MG 20MG 5MG 28 GELULE	1334456	Ramipril	5	mg					
80	23866279	TRINOMIA C 100MG 20MG 5MG 98 GELULE	1112807	Aspirin	100	mg					
80	23866279	TRINOMIA C 100MG 20MG 5MG 98 GELULE	1545958	atorvastatin	20	mg					
80	23866279	TRINOMIA C 100MG 20MG 5MG 98 GELULE	1334456	Ramipril	5	mg					
138	12279567	TRIPLIXAM C 10MG 2.5MG 10MG 30 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg					
138	12279567	TRIPLIXAM C 10MG 2.5MG 10MG 30 COMPRIMES PELLICULES	978555	Indapamide	2.5	mg					
138	12279567	TRIPLIXAM C 10MG 2.5MG 10MG 30 COMPRIMES PELLICULES	1373225	Perindopril	10	mg					
1464	12279568	TRIPLIXAM C 10MG 2.5MG 10MG 90 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg					
1464	12279568	TRIPLIXAM C 10MG 2.5MG 10MG 90 COMPRIMES PELLICULES	978555	Indapamide	2.5	mg					
1464	12279568	TRIPLIXAM C 10MG 2.5MG 10MG 90 COMPRIMES PELLICULES	1373225	Perindopril	10	mg					
197	12279561	TRIPLIXAM C 5MG 1.25MG 5MG 30 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
197	12279561	TRIPLIXAM C 5MG 1.25MG 5MG 30 COMPRIMES PELLICULES	978555	Indapamide	1.25	mg					
197	12279561	TRIPLIXAM C 5MG 1.25MG 5MG 30 COMPRIMES PELLICULES	1373225	Perindopril	5	mg					
1320	12279562	TRIPLIXAM C 5MG 1.25MG 5MG 90 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
1320	12279562	TRIPLIXAM C 5MG 1.25MG 5MG 90 COMPRIMES PELLICULES	978555	Indapamide	1.25	mg					
1320	12279562	TRIPLIXAM C 5MG 1.25MG 5MG 90 COMPRIMES PELLICULES	1373225	Perindopril	5	mg					
17	23866359	TRIPLIXAM IMPEXECO C 10MG 2.5MG 10MG 90 COMPRIMES PELLICULES	1332418	Amlodipine	10	mg					
17	23866359	TRIPLIXAM IMPEXECO C 10MG 2.5MG 10MG 90 COMPRIMES PELLICULES	978555	Indapamide	2.5	mg					
17	23866359	TRIPLIXAM IMPEXECO C 10MG 2.5MG 10MG 90 COMPRIMES PELLICULES	1373225	Perindopril	10	mg					
2	23866358	TRIPLIXAM IMPEXECO C 5MG 1.25MG 5MG 90 COMPRIMES PELLICULES	1332418	Amlodipine	5	mg					
2	23866358	TRIPLIXAM IMPEXECO C 5MG 1.25MG 5MG 90 COMPRIMES PELLICULES	978555	Indapamide	1.25	mg					
2	23866358	TRIPLIXAM IMPEXECO C 5MG 1.25MG 5MG 90 COMPRIMES PELLICULES	1373225	Perindopril	5	mg					
79	16502892	TRIUMEQ C 50MG 600MG 300MG 30 COMPRIMES PELLICULES	1736971	abacavir	600	mg					
79	16502892	TRIUMEQ C 50MG 600MG 300MG 30 COMPRIMES PELLICULES	43560385	dolutegravir	50	mg					
79	16502892	TRIUMEQ C 50MG 600MG 300MG 30 COMPRIMES PELLICULES	1704183	Lamivudine	300	mg					
80	15738373	TRYPLERA C 140MG 125MG 125MG 120 GELULES	958134	bismuth subcitrate	140	mg					
80	15738373	TRYPLERA C 140MG 125MG 125MG 120 GELULES	1707164	Metronidazole	125	mg					
80	15738373	TRYPLERA C 140MG 125MG 125MG 120 GELULES	1836948	Tetracycline	125	mg					
213	12279149	ULTIBRO BREEZHALER C 85MCG 43MCG 30 CAPSULES POUR INHALATION	963353	Glycopyrrolate	85	mcg					
213	12279149	ULTIBRO BREEZHALER C 85MCG 43MCG 30 CAPSULES POUR INHALATION	40240664	indacaterol	43	mcg					
2941	12279148	ULTIBRO BREEZHALER C 85MCG 43MCG 90 CAPSULES POUR INHALATION	963353	Glycopyrrolate	85	mcg					
2941	12279148	ULTIBRO BREEZHALER C 85MCG 43MCG 90 CAPSULES POUR INHALATION	40240664	indacaterol	43	mcg					
1535	223860	ZALDIAR C 37.5MG 325MG 20 COMPRIMES EFFERVESCENTS	1125315	Acetaminophen	325	mg					
1535	223860	ZALDIAR C 37.5MG 325MG 20 COMPRIMES EFFERVESCENTS	1103314	Tramadol	37.5	mg					
2059	223861	ZALDIAR C 37.5MG 325MG 40 COMPRIMES EFFERVESCENTS	1125315	Acetaminophen	325	mg					
2059	223861	ZALDIAR C 37.5MG 325MG 40 COMPRIMES EFFERVESCENTS	1103314	Tramadol	37.5	mg					
3449	4394104	ZALDIAR C 37.5MG 325MG 60 COMPRIMES EFFERVESCENTS	1125315	Acetaminophen	325	mg					
3449	4394104	ZALDIAR C 37.5MG 325MG 60 COMPRIMES EFFERVESCENTS	1103314	Tramadol	37.5	mg					
944	12005506	ZALDIAR C 37.5MG 325MG UD 60 COMPRIMES PELLICULES	1125315	Acetaminophen	325	mg					
944	12005506	ZALDIAR C 37.5MG 325MG UD 60 COMPRIMES PELLICULES	1103314	Tramadol	37.5	mg					
26	24714586	ZALDIAR PI PHARMA C 37.5MG 325MG 60 COMPRIMES PELLICULES	1125315	Acetaminophen	325	mg					
26	24714586	ZALDIAR PI PHARMA C 37.5MG 325MG 60 COMPRIMES PELLICULES	1103314	Tramadol	37.5	mg					
1274	45132	ZINERYT C 40MG ML 12MG ML 1 SOLUTION U E	1746940	Erythromycin	40	mg	1	ml			
1274	45132	ZINERYT C 40MG ML 12MG ML 1 SOLUTION U E	979096	Zinc Acetate	12	mg	1	ml			
2339	187874	ACTONEL COMBI D C 35MG 1000MG 880UI 1 CONDITIONNEMENT COMBINE	1516800	Risedronate	35	mg					
2339	187874	ACTONEL COMBI D C 35MG 1000MG 880UI 1 CONDITIONNEMENT COMBINE	19035704	Calcium Carbonate	1000	mg					
2339	187874	ACTONEL COMBI D C 35MG 1000MG 880UI 1 CONDITIONNEMENT COMBINE	19095164	Cholecalciferol	880	IU					
48	24431332	ALENSTEO C 70 MG 1000 MG 800 IU 112 CONDITIONNEMENT COMBINE	1557272	Alendronate	70	mg					
48	24431332	ALENSTEO C 70 MG 1000 MG 800 IU 112 CONDITIONNEMENT COMBINE	19035704	Calcium Carbonate	1000	mg					
48	24431332	ALENSTEO C 70 MG 1000 MG 800 IU 112 CONDITIONNEMENT COMBINE	19095164	Cholecalciferol	800	IU					
9	24431331	ALENSTEO C 70 MG 1000 MG 800 IU 28 CONDITIONNEMENT COMBINE	1557272	Alendronate	70	mg					
9	24431331	ALENSTEO C 70 MG 1000 MG 800 IU 28 CONDITIONNEMENT COMBINE	19035704	Calcium Carbonate	1000	mg					
9	24431331	ALENSTEO C 70 MG 1000 MG 800 IU 28 CONDITIONNEMENT COMBINE	19095164	Cholecalciferol	800	IU					
5	15712372	CORBILTA C 100 MG 25 MG 200 MG 100 COMPRIMES PELLICULES	740560	Carbidopa	25	mg					
5	15712372	CORBILTA C 100 MG 25 MG 200 MG 100 COMPRIMES PELLICULES	782211	entacapone	200	mg					
5	15712372	CORBILTA C 100 MG 25 MG 200 MG 100 COMPRIMES PELLICULES	789578	Levodopa	100	mg					
12	15712373	CORBILTA C 150 MG 37 5 MG 200 MG 100 COMPRIMES PELLICULES	740560	Carbidopa	37.5	mg					
12	15712373	CORBILTA C 150 MG 37 5 MG 200 MG 100 COMPRIMES PELLICULES	782211	entacapone	200	mg					
12	15712373	CORBILTA C 150 MG 37 5 MG 200 MG 100 COMPRIMES PELLICULES	789578	Levodopa	150	mg					
1	15712371	CORBILTA C 50 MG 12 5 MG 200 MG 100 COMPRIMES PELLICULES	740560	Carbidopa	12.5	mg					
1	15712371	CORBILTA C 50 MG 12 5 MG 200 MG 100 COMPRIMES PELLICULES	782211	entacapone	200	mg					
1	15712371	CORBILTA C 50 MG 12 5 MG 200 MG 100 COMPRIMES PELLICULES	789578	Levodopa	50	mg					
