concept_name	concept_class_id	concept_id	precedence	conversion_factor
"Vpriv"	"Brand Name"	"40174068"	"1"	
"Paclitaxel Accord Healthcare"	"Brand Name"	"43572629"	"1"	
"Bydureon"	"Brand Name"	"42705841"	"1"	
"Oxcarbazepine Mylan"	"Brand Name"	"43132004"	"1"	
"Colestid"	"Brand Name"	"19021323"	"1"	
"Deso 20"	"Brand Name"	"36256875"	"1"	
"Pravastatine EG"	"Brand Name"	"43129086"	"1"	
"Epirubicine Teva"	"Brand Name"	"43128896"	"1"	
"Acidozol"	"Brand Name"	"36256511"	"1"	
"Olmetec"	"Brand Name"	"21017495"	"1"	
"Cerulyx"	"Brand Name"	"36256282"	"1"	
"Reflexspray"	"Brand Name"	"36256554"	"1"	
"Neo-Sabenyl"	"Brand Name"	"36256760"	"1"	
"Ciprofloxacine Teva"	"Brand Name"	"43127101"	"1"	
"Veinofytol"	"Brand Name"	"36256654"	"1"	
"Migard"	"Brand Name"	"21014654"	"1"	
"Galantamin Sandoz"	"Brand Name"	"43130582"	"1"	
"Phenylephrine Unimedic"	"Brand Name"	"782241"	"1"	
"Aculare"	"Brand Name"	"19023202"	"1"	
"Timolatears"	"Brand Name"	"36256403"	"1"	
"Xultophy"	"Brand Name"	"1718707"	"1"	
"Valdispert Sleep"	"Brand Name"	"43576059"	"1"	
"Zyprexa"	"Brand Name"	"19015934"	"1"	
"Elocom"	"Brand Name"	"44015685"	"1"	
"Dermovate"	"Brand Name"	"19054054"	"1"	
"Bisoprolol Teva"	"Brand Name"	"43126303"	"1"	
"Losartan EG"	"Brand Name"	"43129300"	"1"	
"Cefadroxil Sandoz"	"Brand Name"	"43127241"	"1"	
"Rivotril"	"Brand Name"	"19026308"	"1"	
"Duloxetine Teva"	"Brand Name"	"44022579"	"1"	
"Aceclofenac EG"	"Brand Name"	"43126830"	"1"	
"Tamsulosine HCl Yamanouchi"	"Brand Name"	"36256577"	"1"	
"Levorichter 30"	"Brand Name"	"36777131"	"1"	
"Otrivine Anti-Allergie"	"Brand Name"	"19053627"	"1"	
"Lambipol"	"Brand Name"	"36256650"	"1"	
"Aripiprazole EG"	"Brand Name"	"35406509"	"1"	
"Tuberculin PPD RT23 SSI"	"Brand Name"	"36777154"	"1"	
"Kayexalate Ca"	"Brand Name"	"19067301"	"1"	
"Mysoline"	"Brand Name"	"19044857"	"1"	
"Seroquel"	"Brand Name"	"19046811"	"1"	
"Tavanic"	"Brand Name"	"21017118"	"1"	
"Travoprost EG"	"Brand Name"	"36256508"	"1"	
"Zomig"	"Brand Name"	"19023495"	"1"	
"Kovaltry"	"Brand Name"	"35606355"	"1"	
"Arteoptic"	"Brand Name"	"43565591"	"1"	
"Itraconazole Mylan"	"Brand Name"	"43132250"	"1"	
"Desloratadine Teva"	"Brand Name"	"43131821"	"1"	
"Retrovir"	"Brand Name"	"19043794"	"1"	
"Lowette"	"Brand Name"	"36256474"	"1"	
"Mozobil"	"Brand Name"	"19017689"	"1"	
"Etomidate-Lipuro"	"Brand Name"	"40805633"	"1"	
"Corbilta"	"Brand Name"	"35406589"	"1"	
"Fucicort"	"Brand Name"	"43570059"	"1"	
"Neurobion"	"Brand Name"	"43573063"	"1"	
"Quinapril EG"	"Brand Name"	"43129680"	"1"	
"Kefzol"	"Brand Name"	"40756127"	"1"	
"Memantine Sandoz"	"Brand Name"	"35406568"	"1"	
"Orlistat Sandoz"	"Brand Name"	"36256346"	"1"	
"Mometasone Sandoz"	"Brand Name"	"43130399"	"1"	
"Carbosin"	"Brand Name"	"36256235"	"1"	
"Augmentin"	"Brand Name"	"19020435"	"1"	
"Meronem"	"Brand Name"	"40756266"	"1"	
"Olbetam"	"Brand Name"	"21017065"	"1"	
"Votrient"	"Brand Name"	"40167395"	"1"	
"Taradyl"	"Brand Name"	"36256792"	"1"	
"Tamoplex"	"Brand Name"	"44022405"	"1"	
"Azithromycine EG"	"Brand Name"	"43126117"	"1"	
"Tepadina"	"Brand Name"	"43012977"	"1"	
"Xalatan"	"Brand Name"	"19023349"	"1"	
"Orfadin"	"Brand Name"	"19018237"	"1"	
"Heria"	"Brand Name"	"36256794"	"1"	
"Duracef"	"Brand Name"	"36256191"	"1"	
"Doxycycline Sandoz"	"Brand Name"	"43128220"	"1"	
"Aromasin"	"Brand Name"	"19100386"	"1"	
"Co-Candesartan Teva"	"Brand Name"	"43126542"	"1"	
"Prevenar 13"	"Brand Name"	"36256788"	"1"	
"Aceclofenac Sintesa"	"Brand Name"	"36256399"	"1"	
"Etoricoxib Krka"	"Brand Name"	"36256662"	"1"	
"Bromatop"	"Brand Name"	"36256157"	"1"	
"Sovaldi"	"Brand Name"	"44784957"	"1"	
"Ezetimibe / Simvastatine EG"	"Brand Name"	"782384"	"1"	
"Betmiga"	"Brand Name"	"21019070"	"1"	
"Copegus"	"Brand Name"	"19032373"	"1"	
"Vesicare"	"Brand Name"	"19069986"	"1"	
"Fampyra"	"Brand Name"	"21018503"	"1"	
"Iressa"	"Brand Name"	"19004026"	"1"	
"Omnitrope"	"Brand Name"	"19091494"	"1"	
"Tobi"	"Brand Name"	"19082884"	"1"	
"Neurontin"	"Brand Name"	"19038874"	"1"	
"Magneclo Sterop"	"Brand Name"	"36256411"	"1"	
"Citalopram EG"	"Brand Name"	"43127121"	"1"	
"Dysport"	"Brand Name"	"19021621"	"1"	
"Tritace"	"Brand Name"	"40756475"	"1"	
"Dutasteride Sandoz"	"Brand Name"	"44022903"	"1"	
"Fucidin"	"Brand Name"	"19014244"	"1"	
"Flemoxin"	"Brand Name"	"19100736"	"1"	
"Finasteride Mylan"	"Brand Name"	"43129786"	"1"	
"Sufentanil Mylan"	"Brand Name"	"43131733"	"1"	
"Sedergine"	"Brand Name"	"36256304"	"1"	
"Abilify"	"Brand Name"	"19031636"	"1"	
"Epiduo"	"Brand Name"	"19044560"	"1"	
"Klinotab"	"Brand Name"	"36256327"	"1"	
"Anastrozol Sandoz"	"Brand Name"	"43127509"	"1"	
"Drosana 30"	"Brand Name"	"36256876"	"1"	
"Movolax"	"Brand Name"	"36256461"	"1"	
"Ibuprofen B. Braun"	"Brand Name"	"782387"	"1"	
"Pethisom"	"Brand Name"	"36256533"	"1"	
"Foradil"	"Brand Name"	"19023132"	"1"	
"Amukin"	"Brand Name"	"43127489"	"1"	
"Dr Scheffler Vitamin C"	"Brand Name"	"36256320"	"1"	
"Tamsulosine EG"	"Brand Name"	"43132029"	"1"	
"Effortil"	"Brand Name"	"21014221"	"1"	
"Priligy"	"Brand Name"	"21015690"	"1"	
"Hyperiplant"	"Brand Name"	"36256649"	"1"	
"Alendronaat + Calcium/Vitamine D Combi Sandoz"	"Brand Name"	"36256559"	"1"	
"Duavive"	"Brand Name"	"44015419"	"1"	
"Vermox"	"Brand Name"	"19044549"	"1"	
"Genotonorm"	"Brand Name"	"43130762"	"1"	
"Biktarvy"	"Brand Name"	"964016"	"1"	
"Flexium"	"Brand Name"	"36256664"	"1"	
"Tusso Rhinathiol"	"Brand Name"	"36256266"	"1"	
"Eliquis"	"Brand Name"	"43012676"	"1"	
"Inderal"	"Brand Name"	"19021945"	"1"	
"Tetravac"	"Brand Name"	"43577064"	"1"	
"Pregabaline EG"	"Brand Name"	"43129383"	"1"	
"Novolizer Budesonide"	"Brand Name"	"36256503"	"1"	
"Ezetimibe Teva"	"Brand Name"	"44022589"	"1"	
"Noctamid"	"Brand Name"	"19098778"	"1"	
"Cathejell"	"Brand Name"	"44014827"	"1"	
"Pantoprazol Apotex"	"Brand Name"	"36256787"	"1"	
"Baclofen Mylan"	"Brand Name"	"36256846"	"1"	
"Soluvit Novum"	"Brand Name"	"43254121"	"1"	
"Certican"	"Brand Name"	"21018066"	"1"	
"Riastap"	"Brand Name"	"19044982"	"1"	
"Zestoretic"	"Brand Name"	"19135784"	"1"	
"Colistineb"	"Brand Name"	"40803839"	"1"	
"Gemcitabine AB"	"Brand Name"	"43570238"	"1"	
"Mezavant"	"Brand Name"	"43253333"	"1"	
"Omacor"	"Brand Name"	"21015689"	"1"	
"Descovy"	"Brand Name"	"35604226"	"1"	
"Lansoprazole Teva"	"Brand Name"	"43571789"	"1"	
"Gestodelle"	"Brand Name"	"36777156"	"1"	
"Antebor"	"Brand Name"	"36256193"	"1"	
"Co-Candesartan Mylan"	"Brand Name"	"43126538"	"1"	
"Buccolam"	"Brand Name"	"21015066"	"1"	
"Fluconazol Fresenius Kabi"	"Brand Name"	"43129985"	"1"	
"APO-GO-AMP"	"Brand Name"	"43565782"	"1"	
"Siccagent"	"Brand Name"	"36256660"	"1"	
"Lyrica"	"Brand Name"	"19080788"	"1"	
"Azithromycin AB"	"Brand Name"	"782378"	"1"	
"Nifedipine EG"	"Brand Name"	"43131122"	"1"	
"Sinutab"	"Brand Name"	"40235844"	"1"	
"Siroctid"	"Brand Name"	"43131214"	"1"	
"Myocet"	"Brand Name"	"21017157"	"1"	
"Lamotrigine EG"	"Brand Name"	"43128035"	"1"	
"Roxithromycine EG"	"Brand Name"	"43130702"	"1"	
"Livostin"	"Brand Name"	"19013937"	"1"	
"Mydriasert"	"Brand Name"	"21014601"	"1"	
"Sprycel"	"Brand Name"	"19091137"	"1"	
"Daraprim"	"Brand Name"	"19021400"	"1"	
"Soluprick Positieve Controle"	"Brand Name"	"21015555"	"1"	
"Cerazette"	"Brand Name"	"40803234"	"1"	
"Contramal"	"Brand Name"	"43126416"	"1"	
"Docetaxel AB"	"Brand Name"	"40805260"	"1"	
"Meloxicam Mylan"	"Brand Name"	"44017953"	"1"	
"Cyclocur"	"Brand Name"	"36256817"	"1"	
"Amarylle"	"Brand Name"	"19023584"	"1"	
"Minipress"	"Brand Name"	"19012594"	"1"	
"Ramipril / HCTZ Krka"	"Brand Name"	"36256431"	"1"	
"Zavicefta"	"Brand Name"	"35406567"	"1"	
"Amisulpride EG"	"Brand Name"	"43127386"	"1"	
"Gammanorm"	"Brand Name"	"21014307"	"1"	
"Algostase"	"Brand Name"	"36256568"	"1"	
"Carbamazepine Mylan"	"Brand Name"	"43126767"	"1"	
"Microgynon 20"	"Brand Name"	"21014736"	"1"	
"Mobic"	"Brand Name"	"19023139"	"1"	
"Kayexalate Na"	"Brand Name"	"19067301"	"1"	
"Algis-Spray"	"Brand Name"	"36256188"	"1"	
"Atorvastatin Apotex"	"Brand Name"	"36256513"	"1"	
"Nevrine Codeine"	"Brand Name"	"36256370"	"1"	
"Atarax"	"Brand Name"	"19039137"	"1"	
"Kamferzalf"	"Brand Name"	"36256209"	"1"	
"Epipen"	"Brand Name"	"19015480"	"1"	
"Pantogastrix"	"Brand Name"	"36256811"	"1"	
"Fludara"	"Brand Name"	"36416849"	"1"	
"Nicotibine"	"Brand Name"	"36256441"	"1"	
"Adempas"	"Brand Name"	"44506453"	"1"	
"Millepertuis Sint-Janskruid Pierre Fabre Medicament"	"Brand Name"	"36256743"	"1"	
"Flemoxin"	"Brand Name"	"19100736"	"1"	
"Pharmalgen Wasp"	"Brand Name"	"44021526"	"1"	
"Exacyl"	"Brand Name"	"43129510"	"1"	
"Gabapentine EG"	"Brand Name"	"43130562"	"1"	
"Depo-Eligard"	"Brand Name"	"19032761"	"1"	
"Olumiant"	"Brand Name"	"1510633"	"1"	
"Nicotinell"	"Brand Name"	"21015132"	"1"	
"Selenium Aguettant"	"Brand Name"	"36256420"	"1"	
"Sulpiride EG"	"Brand Name"	"43127386"	"1"	
"Motilium"	"Brand Name"	"19026471"	"1"	
"Co-Diovane"	"Brand Name"	"21015285"	"1"	
"Invokana"	"Brand Name"	"43526233"	"1"	
"Forsteo"	"Brand Name"	"21015304"	"1"	
"Flumazenil B. Braun"	"Brand Name"	"43570171"	"1"	
"Tremfya"	"Brand Name"	"1593703"	"1"	
"Nimotop"	"Brand Name"	"19038992"	"1"	
"Pramipexole Mylan"	"Brand Name"	"43129069"	"1"	
"Betoptic"	"Brand Name"	"19042027"	"1"	
"Cozaar"	"Brand Name"	"19021364"	"1"	
"Antabuse"	"Brand Name"	"19020354"	"1"	
"Voltaren Emulgel"	"Brand Name"	"43575778"	"1"	
"Pravafenix"	"Brand Name"	"40815047"	"1"	
"Toplexil"	"Brand Name"	"43128181"	"1"	
"Dermestril"	"Brand Name"	"21018615"	"1"	
"Scandicaine"	"Brand Name"	"43574278"	"1"	
"Cayston"	"Brand Name"	"40173802"	"1"	
"Iqymune"	"Brand Name"	"43569296"	"1"	
"Fasturtec"	"Brand Name"	"21017540"	"1"	
"Wellbutrin"	"Brand Name"	"19052186"	"1"	
"Ezetimibe EG"	"Brand Name"	"36777176"	"1"	
"Octanine"	"Brand Name"	"40812885"	"1"	
"Ibandronate EG"	"Brand Name"	"36256404"	"1"	
"Hypoloc"	"Brand Name"	"21015129"	"1"	
"Isopto Tears"	"Brand Name"	"40808758"	"1"	
"Dutasteride Krka"	"Brand Name"	"36256253"	"1"	
"Rupatadine Teva"	"Brand Name"	"36256368"	"1"	
"Ceftriaxone Sandoz"	"Brand Name"	"43127326"	"1"	
"Sildenafil Apotex"	"Brand Name"	"36256423"	"1"	
"Dulcolax Bisacodyl"	"Brand Name"	"19021564"	"1"	
"Octagam"	"Brand Name"	"19088002"	"1"	
"Farmorubicine"	"Brand Name"	"43129538"	"1"	
"Teveten"	"Brand Name"	"19100564"	"1"	
"Tobradex"	"Brand Name"	"19082889"	"1"	
"Propofol B. Braun"	"Brand Name"	"36256345"	"1"	
"Felodipine EG"	"Brand Name"	"36256422"	"1"	
"Furosemide Sandoz"	"Brand Name"	"43130549"	"1"	
"NovoMix 50"	"Brand Name"	"44020986"	"1"	
"Pamidronaatdinatrium Hospira"	"Brand Name"	"43127826"	"1"	
"Wellbutrin"	"Brand Name"	"19052186"	"1"	
"Olanzapine EG"	"Brand Name"	"43131643"	"1"	
"Niocitran"	"Brand Name"	"36256579"	"1"	
"Ciprofloxacine Sandoz"	"Brand Name"	"43127100"	"1"	
"Tenif"	"Brand Name"	"21015686"	"1"	
"Seretide"	"Brand Name"	"21016198"	"1"	
"tropicamide"	"Ingredient"	"906072"	"1"	
"testosteron propionaat"	"Ingredient"	"1636780"	"1"	
"azithromycine"	"Ingredient"	"1734104"	"1"	
"apremilast"	"Ingredient"	"44816294"	"1"	
"fenoterol hydrobromide"	"Ingredient"	"19053979"	"1"	
"peginterferon alfa-2a"	"Ingredient"	"1714165"	"1"	
"gestodeen"	"Ingredient"	"19097684"	"1"	
"Thymi herba (droog extract)"	"Ingredient"	"19015670"	"1"	
"chloormadinon acetaat"	"Ingredient"	"19026733"	"1"	
"Silybum marianum (silymarine)"	"Ingredient"	"36879045"	"1"	
"loperamide hydrochloride"	"Ingredient"	"991876"	"1"	
"calcitonine (zalm)"	"Ingredient"	"1537655"	"1"	
"calcifediol"	"Ingredient"	"19035569"	"1"	
"vigabatrine"	"Ingredient"	"19020002"	"1"	
"zirconiumdioxide"	"Ingredient"	"19044747"	"1"	
"fluorouracil"	"Ingredient"	"955632"	"1"	
"adapaleen"	"Ingredient"	"981774"	"1"	
"cinacalcet hydrochloride"	"Ingredient"	"1548111"	"1"	
"ivacaftor"	"Ingredient"	"42709323"	"1"	
"escitalopram oxalaat"	"Ingredient"	"715939"	"1"	
"Melissa officinalis (droog extract)"	"Ingredient"	"42899425"	"1"	
"lanthaan carbonaat"	"Ingredient"	"990028"	"1"	
"paraffine (vloeibaar)"	"Ingredient"	"19129738"	"1"	
"methylergometrine maleaat"	"Ingredient"	"1305637"	"1"	
"sulconazol nitraat"	"Ingredient"	"940535"	"1"	
"lanoline (vloeibaar)"	"Ingredient"	"19087317"	"1"	
"zink citraat"	"Ingredient"	"19092061"	"1"	
"rufinamide"	"Ingredient"	"19006586"	"1"	
"sumatriptan"	"Ingredient"	"1140643"	"1"	
"ichtammol"	"Ingredient"	"977949"	"1"	
"ibuprofen"	"Ingredient"	"1177480"	"1"	
"etilefrine hydrochloride"	"Ingredient"	"19050419"	"1"	
"factor XIII"	"Ingredient"	"19106100"	"1"	
"tacrolimus"	"Ingredient"	"950637"	"1"	
"mesterolon"	"Ingredient"	"19003140"	"1"	
"tenofovir disoproxil (onder de vorm van succinaat)"	"Ingredient"	"19011093"	"2"	
"dichloorbenzylalcohol"	"Ingredient"	"19054875"	"1"	
"collagenase"	"Ingredient"	"980311"	"1"	
"glucose"	"Ingredient"	"1560524"	"1"	
"amylase"	"Ingredient"	"919204"	"1"	
"atovaquon"	"Ingredient"	"1781733"	"1"	
"clomipramine hydrochloride"	"Ingredient"	"798834"	"1"	
"ijzer(II) fumaraat"	"Ingredient"	"1595799"	"1"	
"basiliximab"	"Ingredient"	"19038440"	"1"	
"pegfilgrastim"	"Ingredient"	"1325608"	"1"	
"cyclopentolaat hydrochloride"	"Ingredient"	"910232"	"1"	
"amfotericine B (lipidencomplex)"	"Ingredient"	"964299"	"1"	
"propafenon hydrochloride"	"Ingredient"	"1353256"	"1"	
"reslizumab"	"Ingredient"	"35603983"	"1"	
"L-leucine"	"Ingredient"	"19088571"	"1"	
"chloortetracycline hydrochloride"	"Ingredient"	"19095043"	"1"	
"bicalutamide"	"Ingredient"	"1344381"	"1"	
"mycofenolaat mofetil (onder de vorm van hydrochloride)"	"Ingredient"	"19003999"	"1"	
"sulfoguaiacol"	"Ingredient"	"40181642"	"1"	
"hydrocortison acetaat"	"Ingredient"	"975125"	"1"	
"isoconazol nitraat"	"Ingredient"	"19003491"	"1"	
"selexipag"	"Ingredient"	"35604848"	"1"	
"glibenclamide"	"Ingredient"	"1559684"	"1"	
"cefotaxim natrium"	"Ingredient"	"1774470"	"1"	
"fenelzine sulfaat"	"Ingredient"	"733896"	"1"	
"tigecycline"	"Ingredient"	"1742432"	"1"	
"nifedipine"	"Ingredient"	"1318853"	"1"	
"oseltamivir fosfaat"	"Ingredient"	"1799139"	"1"	
"indometacine"	"Ingredient"	"1178663"	"1"	
"follitropine alfa"	"Ingredient"	"1542948"	"1"	
"proxymetacaïne hydrochloride"	"Ingredient"	"929504"	"1"	
"ocriplasmine"	"Ingredient"	"42904298"	"1"	
"carvedilol"	"Ingredient"	"1346823"	"1"	
"Harpagophytum procumbens droog extract"	"Ingredient"	"42544021"	"2"	
"corifollitropine alfa"	"Ingredient"	"36878940"	"1"	
"ethambutol dihydrochloride"	"Ingredient"	"1749301"	"1"	
"fludrocortison acetaat"	"Ingredient"	"1555120"	"1"	
"barium sulfaat"	"Ingredient"	"42898624"	"1"	
"felodipine"	"Ingredient"	"1353776"	"1"	
"moxifloxacine"	"Ingredient"	"1716903"	"1"	
"etoposide"	"Ingredient"	"1350504"	"1"	
"clobetason butyraat"	"Ingredient"	"19005129"	"1"	
"salicylaat methyl"	"Ingredient"	"909440"	"1"	
"Capsicum (oliehars)"	"Ingredient"	"19055492"	"1"	
"fosaprepitant dimeglumine"	"Ingredient"	"35605594"	"1"	
"flutamide"	"Ingredient"	"1356461"	"1"	
"spironolacton"	"Ingredient"	"970250"	"1"	
"vardenafil hydrochloride"	"Ingredient"	"1311276"	"1"	
"saxagliptine hydrochloride"	"Ingredient"	"40166035"	"1"	
"digoxine"	"Ingredient"	"1326303"	"1"	
"salicylzuur"	"Ingredient"	"964407"	"1"	
"tinidazol"	"Ingredient"	"1702559"	"1"	
"rupatadine fumaraat"	"Ingredient"	"36879144"	"1"	
"ranibizumab"	"Ingredient"	"19080982"	"1"	
"terbinafine"	"Ingredient"	"1741309"	"1"	
"ketamine hydrochloride"	"Ingredient"	"785649"	"1"	
"propranolol hydrochloride"	"Ingredient"	"1353766"	"1"	
"Chelidonium majus (tinctuur)"	"Ingredient"	"43013541"	"2"	
"betahistine dihydrochloride"	"Ingredient"	"19020124"	"1"	
"Echinacea purpurea (sap)"	"Ingredient"	"1399063"	"1"	
"octreotide"	"Ingredient"	"1522957"	"1"	
"sacubitril"	"Ingredient"	"46275719"	"1"	
"bethanechol chloride"	"Ingredient"	"937439"	"1"	
"cyanocobalamine"	"Ingredient"	"1308738"	"2"	
"mebendazol"	"Ingredient"	"1794280"	"1"	
"caspofungine acetaat"	"Ingredient"	"1718054"	"1"	
"tiagabine hydrochloride"	"Ingredient"	"715458"	"1"	
"dornase alfa"	"Ingredient"	"1125443"	"1"	
"ramipril"	"Ingredient"	"1334456"	"1"	
"somatropine"	"Ingredient"	"1584910"	"1"	
"dimethylfumaraat"	"Ingredient"	"43526424"	"1"	
"pantoprazol"	"Ingredient"	"948078"	"1"	
"feniramine maleaat"	"Ingredient"	"933952"	"1"	
"histamine dihydrochloride"	"Ingredient"	"19069019"	"1"	
"solifenacine succinaat"	"Ingredient"	"916005"	"1"	
"lidocaïne"	"Ingredient"	"989878"	"1"	
"rivastigmine"	"Ingredient"	"733523"	"1"	
"empagliflozine"	"Ingredient"	"45774751"	"1"	
"macitentan"	"Ingredient"	"44507580"	"1"	
"sertraline hydrochloride"	"Ingredient"	"739138"	"1"	
"oxcarbazepine"	"Ingredient"	"718122"	"1"	
"cyproteron acetaat"	"Ingredient"	"19010792"	"1"	
"ciprofloxacine waterstofsulfaat"	"Ingredient"	"1797513"	"1"	
"acarbose"	"Ingredient"	"1529331"	"1"	
"icatibant acetaat"	"Ingredient"	"40242044"	"1"	
"tocilizumab"	"Ingredient"	"40171288"	"1"	
"cromoglicaat dinatrium"	"Ingredient"	"19008867"	"1"	
"ranitidine hydrochloride"	"Ingredient"	"961047"	"1"	
"varenicline tartraat"	"Ingredient"	"780442"	"1"	
"mifepriston"	"Ingredient"	"1508439"	"1"	
"triptoreline embonaat"	"Ingredient"	"1343039"	"1"	
"ganciclovir natrium"	"Ingredient"	"1757803"	"1"	
"suxamethonium chloride"	"Ingredient"	"836208"	"1"	
"gentamicine sulfaat"	"Ingredient"	"45892419"	"1"	
"glecaprevir"	"Ingredient"	"793843"	"1"	
"midazolam hydrochloride"	"Ingredient"	"708298"	"1"	
"alprostadil"	"Ingredient"	"1381504"	"1"	
"Ginkgo biloba (extract, EGb761)"	"Ingredient"	"19098505"	"1"	
"esomeprazol magnesium"	"Ingredient"	"904453"	"1"	
"prednisolon caproaat"	"Ingredient"	"1550557"	"1"	
"clorazepaat dikalium"	"Ingredient"	"790253"	"1"	
"vernakalant hydrochloride"	"Ingredient"	"40799192"	"1"	
"cobicistat"	"Ingredient"	"42874220"	"1"	
"norelgestromin"	"Ingredient"	"1518198"	"1"	
"Hedera helix (droog extract)"	"Ingredient"	"42904005"	"3"	
"paroxetine hydrochloride"	"Ingredient"	"722031"	"1"	
"methylprednisolon aceponaat"	"Ingredient"	"1506270"	"1"	
"ambrisentan"	"Ingredient"	"1337068"	"1"	
"papaverine hydrochloride"	"Ingredient"	"1326901"	"1"	
"insuline aspart protamine"	"Ingredient"	"1531601"	"1"	
"chloorhexidine hydrochloride"	"Ingredient"	"1790812"	"1"	
"polystyreensulfonaat calcium"	"Ingredient"	"45775570"	"1"	
"magaldraat"	"Ingredient"	"908360"	"1"	
"fentanyl citraat"	"Ingredient"	"1154029"	"1"	
"lutropine alfa"	"Ingredient"	"1543112"	"1"	
"dexamethason natriumfosfaat"	"Ingredient"	"1518254"	"1"	
"methylaminolevulinaat hydrochloride"	"Ingredient"	"19025194"	"1"	
"tacalcitol"	"Ingredient"	"19008361"	"1"	
"atorvastatine calcium"	"Ingredient"	"1545958"	"1"	
"salicylaat glycol"	"Ingredient"	"19068028"	"1"	
"formoterol fumaraat"	"Ingredient"	"1196677"	"1"	
"abatacept"	"Ingredient"	"1186087"	"1"	
"lercanidipine hydrochloride"	"Ingredient"	"19015802"	"1"	
"clotiazepam"	"Ingredient"	"19068821"	"1"	
"levosimendan"	"Ingredient"	"40173184"	"1"	
"olmesartan medoxomil"	"Ingredient"	"40226742"	"1"	
"nonacog alfa"	"Ingredient"	"1351935"	"1"	
"fluspirileen"	"Ingredient"	"19056465"	"1"	
"tiapride hydrochloride"	"Ingredient"	"19008012"	"1"	
"cetuximab"	"Ingredient"	"1315411"	"1"	
"benralizumab"	"Ingredient"	"792993"	"1"	
"riboflavine natriumfosfaat"	"Ingredient"	"1592332"	"1"	
"telmisartan"	"Ingredient"	"1317640"	"1"	
"factor X"	"Ingredient"	"44785022"	"1"	
"trastuzumab emtansine"	"Ingredient"	"1387104"	"1"	
"Crataegus (droog extract)"	"Ingredient"	"40176021"	"2"	
"protamine sulfaat"	"Ingredient"	"19054242"	"1"	
"Vitis vinifera (poeder)"	"Ingredient"	"42900068"	"3"	
"dextraan"	"Ingredient"	"1352890"	"1"	
"magnesiumoxide"	"Ingredient"	"993631"	"1"	
"norfloxacine"	"Ingredient"	"1721543"	"1"	
"budesonide"	"Ingredient"	"939259"	"1"	
"vilanterol trifenataat"	"Ingredient"	"43532539"	"1"	
"nicotinamide"	"Ingredient"	"19018419"	"1"	
"linaclotide"	"Ingredient"	"42900505"	"1"	
"minoxidil"	"Ingredient"	"1309068"	"1"	
"ciprofibraat"	"Ingredient"	"19050375"	"1"	
"doxorubicine hydrochloride (in liposomen)"	"Ingredient"	"19051649"	"1"	
"insuline glulisine"	"Ingredient"	"1544838"	"1"	
"Arctostaphylos uva-ursi (droog extract met 16 à 24% arbutine)"	"Ingredient"	"46275331"	"2"	
"atenolol"	"Ingredient"	"1314002"	"1"	
"bromperidol"	"Ingredient"	"19039227"	"1"	
"somatoreline acetaat"	"Ingredient"	"19056701"	"1"	
"dabrafenib mesilaat"	"Ingredient"	"43532299"	"1"	
"nonacog gamma"	"Ingredient"	"35602783"	"1"	
"nitroglycerine"	"Ingredient"	"1361711"	"1"	
"quinapril hydrochloride"	"Ingredient"	"1331235"	"1"	
"tinzaparine natrium"	"Ingredient"	"1308473"	"1"	
"pamidronaat dinatrium"	"Ingredient"	"1511646"	"1"	
"leflunomide"	"Ingredient"	"1101898"	"1"	
"baclofen"	"Ingredient"	"715233"	"1"	
"rituximab"	"Ingredient"	"1314273"	"1"	
"estriol"	"Ingredient"	"19049038"	"1"	
"pregabaline"	"Ingredient"	"734354"	"1"	
"Plantago ovata (zaad)"	"Ingredient"	"42899921"	"1"	
"rilpivirine hydrochloride"	"Ingredient"	"40238930"	"1"	
"acipimox"	"Ingredient"	"19029644"	"1"	
"Crataegus (droog extract)"	"Ingredient"	"19050237"	"1"	
"teriflunomide"	"Ingredient"	"42900584"	"1"	
"umeclidinium bromide"	"Ingredient"	"44785907"	"1"	
"natrium chloride"	"Ingredient"	"967823"	"1"	
"meclozine dihydrochloride"	"Ingredient"	"994341"	"1"	
"valganciclovir hydrochloride"	"Ingredient"	"1703063"	"1"	
"selenium (onder vorm van natriumseleniet)"	"Ingredient"	"966282"	"2"	
"pseudo-efedrine sulfaat"	"Ingredient"	"1154332"	"1"	
"oxymetazoline hydrochloride"	"Ingredient"	"925636"	"1"	
"Lactobacillus acidophilus"	"Ingredient"	"987153"	"1"	
"epinefrine waterstoftartraat"	"Ingredient"	"1343916"	"1"	
"tenoxicam"	"Ingredient"	"19041220"	"1"	
"abirateron acetaat"	"Ingredient"	"40239056"	"1"	
"magnesium gluconaat"	"Ingredient"	"19067971"	"1"	
"busulfan"	"Ingredient"	"1333357"	"1"	
"celiprolol hydrochloride"	"Ingredient"	"19049145"	"1"	
"Humulus lupulus (droog extract)"	"Ingredient"	"35605669"	"2"	
"octreotide acetaat"	"Ingredient"	"1522957"	"1"	
"clopidogrel hydrochloride"	"Ingredient"	"1322184"	"1"	
"noscapine hydrochloride"	"Ingredient"	"19021930"	"1"	
"tetryzoline hydrochloride"	"Ingredient"	"941577"	"1"	
"procaïne hydrochloride"	"Ingredient"	"751698"	"1"	
"glucosamine sulfaat-kaliumchloride"	"Ingredient"	"1360332"	"1"	
"lincomycine hydrochloride"	"Ingredient"	"1790692"	"1"	
"rasagiline hemitartraat"	"Ingredient"	"715710"	"1"	
