concept_code,note
J98.1,"Collapse of lung"
J98.2,"Mediastinal emphysema"
J98.4,"Calcification of lung"
J98.4,"Cystic lung disease (acquired)"
J98.4,"Lung disease NOS"
J98.4,"Pulmolithiasis"
J98.5,"Mediastinitis"
J98.6,"Diaphragmatitis"
J98.6,"Paralysis of diaphragm"
J98.6,"Relaxation of diaphragm"
J98.9,"Respiratory disease (chronic) NOS"
J99.1,"Respiratory disorders in dermatomyositis (M33.0-M33.1+)"
J99.1,"Respiratory disorders in polymyositis (M33.2+)"
J99.1,"Respiratory disorders in sicca syndrome [Sj&ouml;gren] (M35.0+)"
J99.1,"&nbsp;&nbsp;&middot; lupus erythematosus (M32.1+)"
J99.1,"&nbsp;&nbsp;&middot; sclerosis (M34.8+)"
J99.1,"&nbsp;&nbsp;&middot; sclerosis Wegener's granulomatosis (M31.3+)"
J99.8,"Respiratory disorders in amoebiasis (A06.5+)"
J99.8,"Respiratory disorders in ankylosing spondylitis (M45+)"
J99.8,"Respiratory disorders in cryoglobulinaemia (D89.1+)"
J99.8,"Respiratory disorders in sporotrichosis (B42.0+)"
J99.8,"Respiratory disorders in syphilis (A52.7+)"
K00.0,"Hypodontia"
K00.0,"Oligodontia"
K00.1,"Distomolar"
K00.1,"Fourth molar"
K00.1,"Mesiodens"
K00.1,"Paramolar"
K00.1,"Supplementary teeth"
K00.2,"Dens evaginatus"
K00.2,"Dens in dente"
K00.2,"Dens invaginatus"
K00.2,"Enamel pearls"
K00.2,"Macrodontia"
K00.2,"Microdontia"
K00.2,"Peg-shaped [conical] teeth"
K00.2,"Taurodontism"
K00.2,"Tuberculum paramolare"
K00.3,"Dental fluorosis"
K00.3,"Mottling of enamel"
K00.3,"Nonfluoride enamel opacities"
K00.4,"Aplasia and hypoplasia of cementum"
K00.4,"Dilaceration of tooth"
K00.4,"Enamel hypoplasia (neonatal)(postnatal)(prenatal)"
K00.4,"Regional odontodysplasia"
K00.4,"Turner's tooth"
K00.5,"Dentinal dysplasia"
K00.5,"Shell teeth"
K00.6,"Dentia praecox"
K00.6,"Premature eruption of tooth"
K00.6,"Premature shedding of primary [deciduous] tooth"
K00.6,"Retained [persistent] primary tooth"
K00.8,"Colour changes during tooth formation"
K00.8,"Intrinsic staining of teeth NOS"
K00.9,"Disorder of odontogenesis NOS"
K02.0,"White spot lesions [initial caries]"
K02.4,"Infantile melanodontia"
K02.4,"Melanodontoclasia"
K03.2,"Erosion of teeth NOS"
K03.2,"&nbsp;&nbsp;&middot; diet"
K03.2,"&nbsp;&nbsp;&middot; drugs and medicaments"
K03.2,"&nbsp;&nbsp;&middot; persistent vomiting"
K03.2,"&nbsp;&nbsp;&middot; persistent vomitingidiopathic"
K03.2,"&nbsp;&nbsp;&middot; persistent vomitingoccupational"
K03.3,"Internal granuloma of pulp"
K03.3,"Resorption of teeth (external)"
K03.4,"Cementation hyperplasia"
K03.6,"Dental calculus subgingival"
K03.6,"Dental calculus supragingival"
K03.6,"Deposits [accretions] on teeth betel"
K03.6,"Deposits [accretions] on teeth black"
K03.6,"Deposits [accretions] on teeth green"
K03.6,"Deposits [accretions] on teeth materia alba"
K03.6,"Deposits [accretions] on teeth orange"
K03.6,"Deposits [accretions] on teeth tobacco"
K03.6,"Staining of teeth NOS"
K03.6,"Staining of teeth extrinsic NOS"
K03.8,"Irradiated enamel"
K03.8,"Sensitive dentine"
K04.0,"Pulpal abscess"
K04.0,"Pulpal polyp"
K04.0,"Pulpitis acute"
K04.0,"Pulpitis chronic (hyperplastic)(ulcerative)"
K04.0,"Pulpitis suppurative"
K04.1,"Pulpal gangrene"
K04.2,"Denticles"
K04.2,"Pulpal calcifications"
K04.2,"Pulpal stones"
K04.3,"Secondary or irregular dentine"
K04.4,"Acute apical periodontitis NOS"
K04.5,"Apical or periapical granuloma"
K04.5,"Apical periodontitis NOS"
K04.8,"Cyst apical (periodontal)"
K04.8,"Cyst periapical"
K04.8,"Cyst residual radicular"
K05.1,"Gingivitis (chronic) NOS"
K05.1,"Gingivitis (chronic) desquamative"
K05.1,"Gingivitis (chronic) hyperplastic"
K05.1,"Gingivitis (chronic) simple marginal"
K05.1,"Gingivitis (chronic) ulcerative"
K05.2,"Acute pericoronitis"
K05.2,"Parodontal abscess"
K05.2,"Periodontal abscess"
K05.3,"Chronic pericoronitis"
K05.3,"Periodontitis NOS"
K05.3,"Periodontitis complex"
K05.3,"Periodontitis simplex"
K05.4,"Juvenile periodontosis"
K06.0,"Gingival recession (generalized)(localized)(postinfective)(post-operative)"
K06.1,"Gingival fibromatosis"
K06.2,"Irritative hyperplasia of edentulous ridge [denture hyperplasia]"
K06.8,"Fibrous epulis"
K06.8,"Flabby ridge"
K06.8,"Giant cell epulis"
K06.8,"Peripheral giant cell granuloma"
K06.8,"Pyogenic granuloma of gingiva"
K07.0,"Hyperplasia, hypoplasia mandibular"
K07.0,"Hyperplasia, hypoplasia maxillary"
K07.0,"Macrognathism (mandibular)(maxillary)"
K07.0,"Micrognathism (mandibular)(maxillary)"
K07.1,"Asymmetry of jaw"
K07.1,"Prognathism (mandibular)(maxillary)"
K07.1,"Retrognathism (mandibular)(maxillary)"
K07.2,"Crossbite (anterior)(posterior)"
K07.2,"Disto-occlusion"
K07.2,"Mesio-occlusion"
K07.2,"Midline deviation of dental arch"
K07.2,"Openbite (anterior)(posterior)"
K07.2,"Overbite (excessive) deep"
K07.2,"Overbite (excessive) horizontal"
K07.2,"Overbite (excessive) vertical"
K07.2,"Overjet"
K07.2,"Posterior lingual occlusion of mandibular teeth"
K07.3,"Impacted or embedded teeth with abnormal position of such teeth or adjacent teeth"
K07.5,"Abnormal jaw closure"
K07.5,"Malocclusion due to abnormal swallowing"
K07.5,"Malocclusion due to mouth breathing"
K07.5,"Malocclusion due to tongue, lip or finger habits"
K07.6,"Costen's complex or syndrome"
K07.6,"Derangement of temporomandibular joint"
K07.6,"Snapping jaw"
K07.6,"Temporomandibular joint-pain-dysfunction syndrome"
K08.8,"Enlargement of alveolar ridge NOS"
K08.8,"Irregular alveolar process"
K08.8,"Toothache NOS"
K09.0,"Cyst dentigerous"
K09.0,"Cyst eruption"
K09.0,"Cyst follicular"
K09.0,"Cyst gingival"
K09.0,"Cyst lateral periodontal"
K09.0,"Cyst primordial"
K09.0,"Keratocyst"
K09.1,"Cyst (of) globulomaxillary"
K09.1,"Cyst (of) incisive canal"
K09.1,"Cyst (of) median palatal"
K09.1,"Cyst (of) nasopalatine"
K09.1,"Cyst (of) palatine papilla"
K09.2,"Cyst of jaw NOS"
K09.2,"Cyst of jaw aneurysmal"
K09.2,"Cyst of jaw haemorrhagic"
K09.2,"Cyst of jaw traumatic"
K09.8,"Epstein's pearl"
K09.8,"Nasoalveolar cyst"
K09.8,"Nasolabial cyst"
K10.0,"Latent bone cyst of jaw"
K10.0,"Stafne's cyst"
K10.0,"Torus mandibularis"
K10.0,"Torus palatinus"
K10.1,"Giant cell granuloma NOS"
K10.2,"Sequestrum of jaw bone"
K10.3,"Alveolar osteitis"
K10.3,"Dry socket"
K10.8,"Cherubism"
K10.8,"Unilateral condylar hyperplasia"
K10.8,"Unilateral condylar hypoplasia"
K11.6,"Ranula"
K11.7,"Hypoptyalism"
K11.7,"Ptyalism"
K11.7,"Xerostomia"
K11.8,"Benign lymphoepithelial lesion of salivary gland"
K11.8,"Mikulicz' disease"
K11.8,"Necrotizing sialometaplasia"
K11.8,"Sialectasia"
K11.9,"Sialoadenopathy NOS"
K12.0,"Aphthous stomatitis (major)(minor)"
K12.0,"Bednar's aphthae"
K12.0,"Periadenitis mucosa necrotica recurrens"
K12.0,"Recurrent aphthous ulcer"
K12.0,"Stomatitis herpetiformis"
K12.1,"Stomatitis NOS"
K12.1,"Stomatitis denture"
K12.1,"Stomatitis ulcerative"
K12.1,"Stomatitis vesicular"
K12.2,"Cellulitis of mouth (floor)"
K12.2,"Submandibular abscess"
K13.0,"Cheilitis NOS"
K13.0,"Cheilitis angular"
K13.0,"Cheilitis exfoliative"
K13.0,"Cheilitis glandular"
K13.0,"Cheilodynia"
K13.0,"Cheilosis"
K13.0,"Perl&egrave;che NEC"
K13.2,"Leukokeratosis nicotina palati"
K13.2,"Smoker's palate"
K13.5,"Submucous fibrosis of tongue"
K13.7,"Focal oral mucinosis"
K14.1,"Benign migratory glossitis"
K14.1,"Glossitis areata exfoliativa"
K14.3,"Black hairy tongue"
K14.3,"Coated tongue"
K14.3,"Hypertrophy of foliate papillae"
K14.3,"Lingua villosa nigra"
K14.4,"Atrophic glossitis"
K14.6,"Glossopyrosis"
K14.6,"Painful tongue"
K14.9,"Glossopathy NOS"
,"hiatus hernia (K44.-)"
K20,"Abscess of oesophagus"
K20,"Oesophagitis NOS"
K20,"Oesophagitis chemical"
K20,"Oesophagitis peptic"
K21.0,"Reflux oesophagitis"
K21.9,"Oesophageal reflux NOS"
K22.0,"Achalasia NOS"
K22.0,"Cardiospasm"
K22.1,"Erosion of oesophagus"
K22.1,"Ulcer of oesophagus NOS"
K22.1,"&nbsp;&nbsp;&middot; chemicals"
K22.1,"&nbsp;&nbsp;&middot; drugs and medicaments"
K22.1,"&nbsp;&nbsp;&middot; drugs and medicamentsfungal"
K22.1,"&nbsp;&nbsp;&middot; drugs and medicamentspeptic"
K22.3,"Rupture of oesophagus"
K22.4,"Corkscrew oesophagus"
K22.4,"Diffuse oesophageal spasm"
K22.4,"Spasm of oesophagus"
K22.5,"Oesophageal pouch, acquired"
K22.6,"Mallory-Weiss syndrome"
K22.8,"Haemorrhage of oesophagus NOS"
K29.0,"Acute (erosive) gastritis with haemorrhage"
K29.4,"Gastric atrophy"
K29.5,"Chronic gastritis antral"
K29.5,"Chronic gastritis fundal"
K29.6,"Giant hypertrophic gastritis"
K29.6,"Granulomatous gastritis"
K29.6,"M&eacute;n&eacute;trier's disease"
K30,"Indigestion"
K31.0,"Acute distension of stomach"
K31.1,"Pyloric stenosis NOS"
K31.5,"Duodenal ileus (chronic)"
K31.6,"Gastrocolic fistula"
K31.6,"Gastrojejunocolic fistula"
K31.8,"Achlorhydria"
K31.8,"Gastroptosis"
K31.8,"Hourglass contraction of stomach"
K35.0,"Appendicitis (acute) with perforation"
K35.0,"Appendicitis (acute) with peritonitis (generalized)(localized) following rupture or perforation"
K35.0,"Appendicitis (acute) with rupture"
K35.1,"Abscess of appendix"
K35.9,"Acute appendicitis with peritonitis, localized or NOS"
K35.9,"Acute appendicitis without generalized peritonitis"
K35.9,"Acute appendicitis without perforation"
K35.9,"Acute appendicitis without peritoneal abscess"
K35.9,"Acute appendicitis without rupture"
K36,"Appendicitis chronic"
K36,"Appendicitis recurrent"
K38.8,"Intussusception of appendix"
,"hernia acquired"
,"hernia congenital [except diaphragmatic or hiatus]"
,"hernia recurrent"
K40.2,"Bilateral inguinal hernia NOS"
K40.4,"Inguinal hernia NOS with gangrene"
K40.9,"Inguinal hernia (unilateral) NOS"
K41.2,"Bilateral femoral hernia NOS"
K41.9,"Femoral hernia (unilateral) NOS"
K42.1,"Gangrenous umbilical hernia"
K42.9,"Umbilical hernia NOS"
K43.1,"Gangrenous ventral hernia"
K43.9,"Ventral hernia NOS"
K44.1,"Gangrenous diaphragmatic hernia"
K44.9,"Diaphragmatic hernia NOS"
K45.1,"Any condition listed under K45 specified as gangrenous"
K46.1,"Any condition listed under K46 specified as gangrenous"
K46.9,"Abdominal hernia NOS"
,"noninfective inflammatory bowel disease"
,"irritable bowel syndrome (K58.-)"
,"megacolon (K59.3)"
K50.0,"Crohn's disease [regional enteritis] of duodenum"
K50.0,"Crohn's disease [regional enteritis] of ileum"
K50.0,"Crohn's disease [regional enteritis] of jejunum"
K50.0,"Ileitis regional"
K50.0,"Ileitis terminal"
K50.1,"Colitis granulomatous"
K50.1,"Colitis regional"
K50.1,"Crohn's disease [regional enteritis] of colon"
K50.1,"Crohn's disease [regional enteritis] of large bowel"
K50.1,"Crohn's disease [regional enteritis] of rectum"
K50.8,"Crohn's disease of both small and large intestine"
K50.9,"Regional enteritis NOS"
K51.9,"Ulcerative enteritis NOS"
K52.2,"Food hypersensitivity gastroenteritis or colitis"
K52.8,"Eosinophilic gastritis or gastroenteritis"
K55.0,"Acute fulminant ischaemic colitis"
K55.0,"Acute intestinal infarction"
K55.0,"Acute small intestine ischaemia"
K55.0,"Mesenteric (artery)(vein) embolism"
K55.0,"Mesenteric (artery)(vein) infarction"
K55.0,"Mesenteric (artery)(vein) thrombosis"
K55.0,"Subacute ischaemic colitis"
K55.1,"Chronic ischaemic colitis"
K55.1,"Chronic ischaemic enteritis"
K55.1,"Chronic ischaemic enterocolitis"
K55.1,"Ischaemic stricture of intestine"
K55.1,"Mesenteric atherosclerosis"
K55.1,"Mesenteric vascular insufficiency"
K56.0,"Paralysis of bowel"
K56.0,"Paralysis of colon"
K56.0,"Paralysis of intestine"
K56.1,"Intussusception or invagination of bowel"
K56.1,"Intussusception or invagination of colon"
K56.1,"Intussusception or invagination of intestine"
K56.1,"Intussusception or invagination of rectum"
K56.3,"Obstruction of intestine by gallstone"
K56.4,"Enterolith"
K56.4,"Impaction (of) colon"
K56.4,"Impaction (of) faecal"
K56.5,"Peritoneal adhesions [bands] with intestinal obstruction"
K56.6,"Enterostenosis"
K56.6,"Obstructive ileus NOS"
K57.0,"Diverticular disease of small intestine with peritonitis"
K57.1,"Diverticular disease of small intestine NOS"
K57.2,"Diverticular disease of colon with peritonitis"
K57.3,"Diverticular disease of colon NOS"
K57.4,"Diverticular disease of both small and large intestine with peritonitis"
K57.5,"Diverticular disease of both small and large intestine NOS"
K57.8,"Diverticular disease of intestine NOS with peritonitis"
K57.9,"Diverticular disease of intestine NOS"
K58.9,"Irritable bowel syndrome NOS"
K59.3,"Dilatation of colon"
K59.3,"Toxic megacolon"
K59.4,"Proctalgia fugax"
K59.8,"Atony of colon"
K60.4,"Fistula of rectum to skin"
K61.0,"Perianal abscess"
K61.1,"Perirectal abscess"
K61.3,"Abscess of ischiorectal fossa"
K62.2,"Prolapse of anal canal"
K62.3,"Prolapse of rectal mucosa"
K62.4,"Stricture of anus (sphincter)"
K62.6,"Ulcer solitary"
K62.6,"Ulcer stercoral"
K62.8,"Perforation (nontraumatic) of rectum"
K62.8,"Proctitis NOS"
K63.3,"Primary ulcer of small intestine"
K65.0,"Abscess (of) abdominopelvic"
K65.0,"Abscess (of) mesenteric"
K65.0,"Abscess (of) omentum"
K65.0,"Abscess (of) peritoneum"
K65.0,"Abscess (of) retrocaecal"
K65.0,"Abscess (of) retroperitoneal"
K65.0,"Abscess (of) subdiaphragmatic"
K65.0,"Abscess (of) subhepatic"
K65.0,"Abscess (of) subphrenic"
K65.0,"Peritonitis (acute) generalized"
K65.0,"Peritonitis (acute) pelvic, male"
K65.0,"Peritonitis (acute) subphrenic"
K65.0,"Peritonitis (acute) suppurative"
K65.8,"Chronic proliferative peritonitis"
K65.8,"Mesenteric fat necrosis"
K65.8,"Mesenteric saponification"
K65.8,"Peritonitis due to bile"
K65.8,"Peritonitis due to urine"
K66.0,"Adhesions (of) abdominal (wall)"
K66.0,"Adhesions (of) diaphragm"
K66.0,"Adhesions (of) intestine"
K66.0,"Adhesions (of) male pelvis"
K66.0,"Adhesions (of) mesenteric"
K66.0,"Adhesions (of) omentum"
K66.0,"Adhesions (of) stomach"
K66.0,"Adhesive bands"
,"haemochromatosis (E83.1)"
,"jaundice NOS (R17)"
,"Reye's syndrome (G93.7)"
,"viral hepatitis (B15-B19)"
,"Wilson's disease (E83.0)"
K70.3,"Alcoholic cirrhosis NOS"
K70.4,"Alcoholic hepatic failure NOS"
K70.4,"Alcoholic hepatic failure acute"
K70.4,"Alcoholic hepatic failure chronic"
K70.4,"Alcoholic hepatic failure subacute"
K70.4,"Alcoholic hepatic failure with or without hepatic coma"
K71.0,"Cholestasis with hepatocyte injury"
K71.0,""Pure" cholestasis"
K71.1,"Hepatic failure (acute)(chronic) due to drugs"
K71.5,"Toxic liver disease with lupoid hepatitis"
K71.8,"Toxic liver disease with focal nodular hyperplasia"
K71.8,"Toxic liver disease with hepatic granulomas"
K71.8,"Toxic liver disease with peliosis hepatis"
K71.8,"Toxic liver disease with veno-occlusive disease of liver"
K73.2,"Lupoid hepatitis NEC"
K74.3,"Chronic nonsuppurative destructive cholangitis"
K74.6,"Cirrhosis (of liver) NOS"
K74.6,"Cirrhosis (of liver) cryptogenic"
K74.6,"Cirrhosis (of liver) macronodular"
K74.6,"Cirrhosis (of liver) micronodular"
K74.6,"Cirrhosis (of liver) mixed type"
K74.6,"Cirrhosis (of liver) portal"
K74.6,"Cirrhosis (of liver) postnecrotic"
K75.0,"Hepatic abscess NOS"
K75.0,"Hepatic abscess cholangitic"
K75.0,"Hepatic abscess haematogenic"
K75.0,"Hepatic abscess lymphogenic"
K75.0,"Hepatic abscess pylephlebitic"
K75.1,"Pylephlebitis"
K75.9,"Hepatitis NOS"
K76.4,"Hepatic angiomatosis"
K76.8,"Focal nodular hyperplasia of liver"
K76.8,"Hepatoptosis"
K77.0,"Hepatitis cytomegaloviral (B25.1+)"
K77.0,"Hepatitis herpesviral [herpes simplex] (B00.8+)"
K77.0,"Hepatitis toxoplasma (B58.1+)"
K77.0,"Hepatosplenic schistosomiasis (B65.-+)"
K77.0,"Portal hypertension in schistosomiasis (B65.-+)"
K77.0,"Syphilitic liver disease (A52.7+)"
K77.8,"Hepatic granulomas in berylliosis (J63.2+)"
K77.8,"Hepatic granulomas in sarcoidosis (D86.8+)"
K80.0,"Any condition listed in K80.2 with acute cholecystitis"
K80.1,"Any condition listed in K80.2 with cholecystitis (chronic)"
K80.1,"Cholecystitis with cholelithiasis NOS"
K80.3,"Any condition listed in K80.5 with cholangitis"
K80.4,"Any condition listed in K80.5 with cholecystitis (with cholangitis)"
K82.1,"Mucocele of gallbladder"
K82.2,"Rupture of cystic duct or gallbladder"
K82.4,"Strawberry gallbladder"
K83.0,"Cholangitis NOS"
K83.0,"Cholangitis ascending"
K83.0,"Cholangitis primary"
K83.0,"Cholangitis recurrent"
K83.0,"Cholangitis sclerosing"
K83.0,"Cholangitis secondary"
K83.0,"Cholangitis stenosing"
K83.0,"Cholangitis suppurative"
K83.2,"Rupture of bile duct"
K83.3,"Choledochoduodenal fistula"
K85,"Abscess of pancreas"
K85,"Necrosis of pancreas acute"
K85,"Necrosis of pancreas infective"
K85,"Pancreatitis NOS"
K85,"Pancreatitis acute (recurrent)"
K85,"Pancreatitis haemorrhagic"
K85,"Pancreatitis subacute"
K85,"Pancreatitis suppurative"
K86.1,"Chronic pancreatitis NOS"
K86.1,"Chronic pancreatitis infectious"
K86.1,"Chronic pancreatitis recurrent"
K86.1,"Chronic pancreatitis relapsing"
K86.8,"Pancreatic infantilism"
K86.8,"&nbsp;&nbsp;&middot; NOS"
K86.8,"&nbsp;&nbsp;&middot; aseptic"
K86.8,"&nbsp;&nbsp;&middot; fat"
K87.1,"Cytomegaloviral pancreatitis (B25.2+)"
K87.1,"Mumps pancreatitis (B26.3+)"
K90.0,"Gluten-sensitive enteropathy"
K90.0,"Idiopathic steatorrhoea"
K90.0,"Nontropical sprue"
K90.1,"Sprue NOS"
K90.1,"Tropical steatorrhoea"
K90.2,"Blind loop syndrome NOS"
K90.4,"Malabsorption due to intolerance to carbohydrate"
K90.4,"Malabsorption due to intolerance to fat"
K90.4,"Malabsorption due to intolerance to protein"
K90.4,"Malabsorption due to intolerance to starch"
K90.8,"Whipple's disease+ (M14.8*)"
K91.1,"Syndrome dumping"
K91.1,"Syndrome postgastrectomy"
K91.1,"Syndrome postvagotomy"
K91.2,"Postsurgical blind loop syndrome"
K92.2,"Haemorrhage gastric NOS"
K92.2,"Haemorrhage intestinal NOS"
,"hordeolum (H00.0)"
,"infective dermatitis (L30.3)"
,"local infections of skin classified in Chapter I, such as erysipelas (A46)"
,"local infections of skin classified in Chapter I, such as erysipeloid (A26.-)"
,"local infections of skin classified in Chapter I, such as herpesviral [herpes simplex] infection (B00.-)"
,"&nbsp;&nbsp;&middot; anogenital (A60.-)"
,"&nbsp;&nbsp;&middot; anogenital molluscum contagiosum (B08.1)"
,"&nbsp;&nbsp;&middot; anogenital mycoses (B35-B49)"
,"&nbsp;&nbsp;&middot; anogenital pediculosis, acariasis and other infestations (B85-B89)"
,"&nbsp;&nbsp;&middot; anogenital viral warts (B07)"
,"panniculitis (of) NOS (M79.3)"
,"panniculitis (of) lupus (L93.2)"
,"panniculitis (of) neck and back (M54.0)"
,"panniculitis (of) relapsing [Weber-Christian] (M35.6)"
,"perl&egrave;che (due to) NOS (K13.0)"
,"perl&egrave;che (due to) candidiasis (B37.-)"
,"perl&egrave;che (due to) riboflavin deficiency (E53.0)"
,"pyogenic granuloma (L98.0)"
,"zoster (B02.-)"
L00,"Pemphigus neonatorum"
L00,"Ritter's disease"
L01.0,"Bockhart's impetigo"
L02.2,"Abdominal wall"
L02.2,"Back [any part, except buttock]"
L02.2,"Chest wall"
L02.2,"Groin"
L02.2,"Perineum"
L02.2,"Umbilicus"
L02.3,"Gluteal region"
L02.4,"Axilla"
L02.4,"Hip"
L02.4,"Shoulder"
L02.8,"Head [any part, except face]"
L02.8,"Scalp"
L02.9,"Furunculosis NOS"
L03.0,"Infection of nail"
L03.0,"Onychia"
L03.0,"Paronychia"
L03.0,"Perionychia"
L03.1,"Axilla"
L03.1,"Hip"
L03.1,"Shoulder"
L03.3,"Abdominal wall"
L03.3,"Back [any part]"
L03.3,"Chest wall"
L03.3,"Groin"
L03.3,"Perineum"
L03.3,"Umbilicus"
L03.8,"Head [any part, except face]"
L03.8,"Scalp"
L04.2,"Axilla"
L04.2,"Shoulder"
L04.3,"Hip"
L05.9,"Pilonidal cyst NOS"
L08.0,"Dermatitis purulent"
L08.0,"Dermatitis septic"
L08.0,"Dermatitis suppurative"
,"benign familial pemphigus [Hailey-Hailey] (Q82.8)"
,"staphylococcal scalded skin syndrome (L00)"
,"toxic epidermal necrolysis [Lyell] (L51.2)"
L10.4,"Senear-Usher syndrome"
L12.1,"Benign mucous membrane pemphigoid"
L12.2,"Juvenile dermatitis herpetiformis"
L13.0,"Duhring's disease"
L13.1,"Sneddon-Wilkinson disease"
,"chronic (childhood) granulomatous disease (D71)"
,"dermatitis dry skin (L85.3)"
,"dermatitis factitial (L98.1)"
,"dermatitis gangrenosa (L88)"
,"dermatitis herpetiformis (L13.0)"
,"dermatitis perioral (L71.0)"
,"dermatitis stasis (I83.1-I83.2)"
,"radiation-related disorders of the skin and subcutaneous tissue (L55-L59)"
L20.8,"Eczema flexural NEC"
L20.8,"Eczema infantile (acute)(chronic)"
L20.8,"Eczema intrinsic (allergic)"
L20.8,"Neurodermatitis atopic"
L20.8,"Neurodermatitis diffuse"
L21.0,"Cradle cap"
L22,"Diaper or napkin erythema"
L22,"Diaper or napkin rash"
L22,"Psoriasiform napkin rash"
L23.0,"Chromium"
L23.0,"Nickel"
L23.5,"Cement"
L23.5,"Insecticide"
L23.5,"Plastic"
L23.5,"Rubber"
L23.9,"Allergic contact eczema NOS"
L24.2,"Solvents chlorocompound"
L24.2,"Solvents cyclohexane"
L24.2,"Solvents ester"
L24.2,"Solvents glycol"
L24.2,"Solvents hydrocarbon"
L24.2,"Solvents ketone"
L24.5,"Cement"
L24.5,"Insecticide"
L24.8,"Dyes"
L24.9,"Irritant contact eczema NOS"
L25.3,"Cement"
L25.3,"Insecticide"
L25.9,"Contact dermatitis (occupational) NOS"
L25.9,"Contact eczema (occupational) NOS"
L26,"Hebra's pityriasis"
L28.0,"Circumscribed neurodermatitis"
L28.0,"Lichen NOS"
L28.2,"Prurigo NOS"
L28.2,"Prurigo Hebra"
L28.2,"Prurigo mitis"
L28.2,"Urticaria papulosa"
L29.9,"Itch NOS"
L30.2,"Candidid [levurid]"
L30.2,"Dermatophytid"
L30.2,"Eczematid"
L30.3,"Infectious eczematoid dermatitis"
L30.9,"Eczema NOS"
L40.0,"Nummular psoriasis"
L40.0,"Plaque psoriasis"
L40.1,"Impetigo herpetiformis"
L40.1,"Von Zumbusch's disease"
L40.8,"Flexural psoriasis"
L41.0,"Mucha-Habermann disease"
L43.3,"Lichen planus tropicus"
,"Lyme disease (A69.2)"
,"rosacea (L71.-)"
L50.8,"Urticaria chronic"
L50.8,"Urticaria recurrent periodic"
L51.1,"Stevens-Johnson syndrome"
L53.9,"Erythema NOS"
L53.9,"Erythroderma NOS"
L57.0,"Keratosis NOS"
L57.0,"Keratosis senile"
L57.0,"Keratosis solar"
L57.4,"Elastosis senilis"
L57.8,"Farmer's skin"
L57.8,"Sailor's skin"
L57.8,"Solar dermatitis"
,"congenital malformations of integument (Q84.-)"
L65.9,"Alopecia NOS"
L66.1,"Follicular lichen planus"
L67.1,"Canities"
L67.1,"Greyness, hair (premature)"
L67.1,"Heterochromia of hair"
L67.1,"Poliosis NOS"
L67.1,"Poliosis circumscripta, acquired"
L67.8,"Fragilitas crinium"
L70.2,"Acne necrotica miliaris"
L72.1,"Pilar cyst"
L72.1,"Sebaceous cyst"
L73.8,"Sycosis barbae"
L74.2,"Miliaria tropicalis"
L74.4,"Hypohidrosis"
L74.9,"Sweat gland disorder NOS"
L75.2,"Fox-Fordyce disease"
L81.4,"Lentigo"
L81.7,"Angioma serpiginosum"
L81.8,"Iron pigmentation"
L81.8,"Tattoo pigmentation"
L82,"Dermatosis papulosa nigra"
L82,"Leser-Tr&eacute;lat disease"
L83,"Confluent and reticulated papillomatosis"
L84,"Callus"
L84,"Clavus"
L85.3,"Dry skin dermatitis"
L85.8,"Cutaneous horn"
L87.0,"Hyperkeratosis follicularis penetrans"
L88,"Dermatitis gangrenosa"
L88,"Phagedenic pyoderma"
L89,"Bedsore"
L89,"Plaster ulcer"
L89,"Pressure ulcer"
L90.5,"Adherent scar (skin)"
L90.5,"Cicatrix"
L90.5,"Disfigurement due to scar"
L90.5,"Scar NOS"
L91.0,"Hypertrophic scar"
L91.0,"Keloid"
L92.0,"Perforating granuloma annulare"
L93.0,"Lupus erythematosus NOS"
L93.2,"Lupus erythematosus profundus"
L93.2,"Lupus panniculitis"
L94.0,"Circumscribed scleroderma"
L94.1,"En coup de sabre lesion"
L95.0,"Atrophie blanche (en plaque)"
L98.1,"Neurotic excoriation"
L98.4,"Chronic ulcer of skin NOS"
L98.4,"Tropical ulcer NOS"
L98.4,"Ulcer of skin NOS"
L98.5,"Focal mucinosis"
L98.5,"Lichen myxoedematosus"
L99.0,"Lichen amyloidosis"
L99.0,"Macular amyloid"
L99.8,"Syphilitic alopecia (A51.3+)"
L99.8,"Syphilitic leukoderma (A51.3A52.7+)"
,"Disorders affecting predominantly peripheral (limb) joints"
M00.9,"Infective arthritis NOS"
M01.3,"Arthritis in leprosy [Hansen's disease] (A30.-+)"
M01.3,"Arthritis in localized salmonella infection (A02.2+)"
M01.3,"Arthritis in typhoid or paratyphoid fever (A01.-+)"
M01.3,"Gonococcal arthritis (A54.4+)"
M01.5,"Arthritis in mumps (B26.8+)"
M01.5,"Arthritis in O'nyong-nyong fever (A92.1+)"
M03.1,"Clutton's joints (A50.5+)"
M03.2,"Postinfectious arthropathy in enteritis due to Yersinia enterocolitica (A04.6+)"
M03.2,"Postinfectious arthropathy in viral hepatitis (B15-B19+)"
M03.6,"Arthropathy in infective endocarditis (I33.0+)"
,"Disorders affecting predominantly peripheral (limb) joints"
M05.0,"Rheumatoid arthritis with splenoadenomegaly and leukopenia"
M05.3,"Rheumatoid carditis (I52.8*)"
M05.3,"Rheumatoid endocarditis (I39.-*)"
M05.3,"Rheumatoid myocarditis (I41.8*)"
M05.3,"Rheumatoid myopathy (G73.7*)"
M05.3,"Rheumatoid pericarditis (I32.8*)"
M05.3,"Rheumatoid polyneuropathy (G63.6*)"
