concept_code,note
M54.3,"sciatica with lumbago (M54.4)"
M54.4,"that due to intervertebral disc disorder (M51.1)"
M54.5,"lumbago due to intervertebral disc displacement (M51.2)"
M54.5,"lumbago with sciatica (M54.4)"
M54.6,"pain due to intervertebral disc disorder (M51.-)"
M60.2,"foreign body granuloma of skin and subcutaneous tissue (L92.3)"
M61.4,"calcific tendinitis (M65.2)"
M61.4,"calcific tendinitis of shoulder (M75.3)"
M62,"cramp and spasm (R25.2)"
M62,"myalgia (M79.1)"
M62,"myopathy alcoholic (G72.1)"
M62,"myopathy drug-induced (G72.0)"
M62,"stiff-man syndrome (G25.8)"
M62.1,"rupture of tendon (M66.-)"
M62.1,"traumatic rupture of muscle - see injury of muscle by body region"
M62.2,"compartment syndrome (T79.6)"
M62.2,"traumatic ischaemia of muscle (T79.6)"
M62.2,"Volkmann's ischaemic contracture (T79.6)"
M62.4,"contracture of joint (M24.5)"
M62.6,"current injury - see injury of muscle by body region"
M63,"myopathy in endocrine diseases (G73.5*)"
M63,"myopathy in metabolic diseases (G73.6*)"
M65,"chronic crepitant synovitis of hand and wrist (M70.0)"
M65,"current injury - see injury of ligament or tendon by body region"
M65,"soft tissue disorders related to use, overuse and pressure (M70.-)"
M65.2,"of shoulder (M75.3)"
M65.2,"specified tendinitis (M75-M77)"
M66,"rotator cuff syndrome (M75.1)"
M66,"rupture where an abnormal force is applied to normal tissue - see injury of tendon by body region"
M66.1,"rupture of popliteal cyst (M66.0)"
M67,"palmar fascial fibromatosis [Dupuytren] (M72.0)"
M67,"tendinitis NOS (M77.9)"
M67,"xanthomatosis localized to tendons (E78.2)"
M67.1,"with contracture of joint (M24.5)"
M67.2,"villonodular synovitis (pigmented) (M12.2)"
M67.3,"palindromic rheumatism (M12.3)"
M67.4,"ganglion in yaws (A66.6)"
M70,"bursitis (of) NOS (M71.9)"
M70,"bursitis (of) shoulder (M75.5)"
M70,"enthesopathies (M76-M77)"
M71,"bunion (M20.1)"
M71,"bursitis related to use, overuse and pressure (M70.-)"
M71,"enthesopathies (M76-M77)"
M71.2,"with rupture (M66.0)"
M71.3,"synovial cyst with rupture (M66.1)"
M71.4,"of shoulder (M75.3)"
M71.5,"bursitis (of) NOS (M71.9)"
M71.5,"bursitis (of) shoulder (M75.5)"
M71.5,"bursitis (of) tibial collateral [Pellegrini-Stieda] (M76.4)"
M72,"retroperitoneal fibromatosis (D48.3)"
M72.8,"fasciitis diffuse (eosinophilic) (M35.4)"
M72.8,"fasciitis necrotizing (M72.6)"
M72.8,"fasciitis nodular (M72.4)"
M72.8,"&nbsp;&nbsp;&middot; NOS (N13.5)"
M72.8,"&nbsp;&nbsp;&middot; with infection (N13.6)"
M72.8,"&nbsp;&nbsp;&middot; with infection plantar (M72.2)"
M75,"shoulder-hand syndrome (M89.0)"
M76,"bursitis due to use, overuse and pressure (M70.-)"
M77,"bursitis NOS (M71.9)"
M77,"bursitis due to use, overuse and pressure (M70.-)"
M77,"osteophyte (M25.7)"
M77,"spinal enthesopathy (M46.0)"
M77.4,"Morton's metatarsalgia (G57.6)"
M79,"soft tissue pain, psychogenic (F45.4)"
M79.0,"palindromic rheumatism (M12.3)"
M79.1,"myositis (M60.-)"
M79.2,"mononeuropathies (G56-G58)"
M79.2,"sciatica (M54.3-M54.4)"
M79.3,"panniculitis lupus (L93.2)"
M79.3,"panniculitis neck and back (M54.0)"
M79.3,"panniculitis relapsing [Weber-Christian] (M35.6)"
M79.5,"foreign body granuloma of skin and subcutaneous tissue (L92.3)"
M79.5,"foreign body granuloma of soft tissue (M60.2)"
M80,"collapsed vertebra NOS (M48.5)"
M80,"pathological fracture NOS (M84.4)"
M80,"wedging of vertebra NOS (M48.5)"
M81,"osteoporosis with pathological fracture (M80.-)"
M81.2,"Sudeck's atrophy (M89.0)"
M81.6,"Sudeck's atrophy (M89.0)"
M83,"osteomalacia infantile and juvenile (E55.0)"
M83,"osteomalacia vitamin-D-resistant (E83.3)"
M83,"renal osteodystrophy (N25.0)"
M83,"rickets (active) (E55.0)"
M83,"rickets (active) sequelae (E64.3)"
M83,"rickets (active) vitamin-D-resistant (E83.3)"
M84.1,"pseudarthrosis after fusion or arthrodesis (M96.0)"
M84.3,"stress fracture of vertebra (M48.4)"
M84.4,"collapsed vertebra NEC (M48.5)"
M84.4,"pathological fracture in osteoporosis (M80.-)"
M85,"osteogenesis imperfecta (Q78.0)"
M85,"osteopetrosis (Q78.2)"
M85,"osteopoikilosis (Q78.8)"
M85,"polyostotic fibrous dysplasia (Q78.1)"
M85.0,"fibrous dysplasia of jaw (K10.8)"
M85.4,"solitary cyst of jaw (K09.1-K09.2)"
M85.5,"aneurysmal cyst of jaw (K09.2)"
M85.6,"cyst of jaw NEC (K09.1-K09.2)"
M85.6,"osteitis fibrosa cystica generalisata [von Recklinghausen's disease of bone] (E21.0)"
M85.8,"diffuse idiopathic skeletal hyperostosis [DISH] (M48.1)"
M86,"osteomyelitis (of) due to salmonella (A01-A02)"
M86,"osteomyelitis (of) jaw (K10.2)"
M86,"osteomyelitis (of) vertebra (M46.2)"
M87,"osteochondropathies (M91-M93)"
M90.0,"tuberculosis of spine (M49.0*)"
M90.7,"collapse of vertebra in neoplastic disease (M49.5*)"
M91,"slipped upper femoral epiphysis (nontraumatic) (M93.0)"
M93,"osteochondrosis of spine (M42.-)"
M94.2,"chondromalacia patellae (M22.4)"
M95,"acquired absence of limbs and organs (Z89-Z90)"
M95,"acquired deformities of limbs (M20-M21)"
M95,"congenital malformations and deformations of the musculoskeletal system (Q65-Q79)"
M95,"deforming dorsopathies (M40-M43)"
M95,"dentofacial anomalies [including malocclusion] (K07.-)"
M95,"postprocedural musculoskeletal disorders (M96.-)"
M95.0,"deviated nasal septum (J34.2)"
M95.1,"other acquired deformities of ear (H61.1)"
M95.5,"maternal care for known or suspected disproportion (O33.-)"
M96,"arthropathy following intestinal bypass (M02.0)"
M96,"disorders associated with osteoporosis (M80-M81)"
M96,"presence of functional implants and other devices (Z95-Z97)"
M96.6,"complication of internal orthopaedic devices, implants or grafts (T84.-)"
N00,"acute infectious tubulo-interstitial nephritis (N10)"
N00,"nephritic syndrome NOS (N05.-)"
N01,"nephritic syndrome NOS (N05.-)"
N02,"haematuria NOS (R31)"
N03,"chronic tubulo-interstitial nephritis (N11.-)"
N03,"diffuse sclerosing glomerulonephritis (N18.-)"
N03,"nephritic syndrome NOS (N05.-)"
N05,"nephropathy NOS with no stated morphological lesion (N28.9)"
N05,"renal disease NOS with no stated morphological lesion (N28.9)"
N05,"tubulo-interstitial nephritis NOS (N12)"
N06,"proteinuria NOS (R80)"
N06,"proteinuria Bence Jones (R80)"
N06,"proteinuria gestational (O12.1)"
N06,"proteinuria isolated NOS (R80)"
N06,"proteinuria orthostatic NOS (N39.2)"
N06,"proteinuria persistent NOS (N39.1)"
N07,"Alport's syndrome (Q87.8)"
N07,"hereditary amyloid nephropathy (E85.0)"
N07,"nail patella syndrome (Q87.2)"
N07,"non-neuropathic heredofamilial amyloidosis (E85.0)"
N08,"renal tubulo-interstitial disorders in diseases classified elsewhere (N16.-*)"
N11.0,"vesicoureteral reflux NOS (N13.7)"
N11.1,"calculous pyelonephritis (N20.9)"
N11.1,"obstructive uropathy (N13.-)"
N12,"calculous pyelonephritis (N20.9)"
N13,"calculus of kidney and ureter without hydronephrosis (N20.-)"
N13,"congenital obstructive defects of renal pelvis and ureter (Q62.0-Q62.3)"
N13,"obstructive pyelonephritis (N11.1)"
N13.0,"with infection (N13.6)"
N13.1,"with infection (N13.6)"
N13.2,"with infection (N13.6)"
N13.3,"with infection (N13.6)"
N13.4,"with infection (N13.6)"
N13.5,"with infection (N13.6)"
N13.7,"reflux-associated pyelonephritis (N11.0)"
N15.9,"urinary tract infection NOS (N39.0)"
N18,"chronic renal failure with hypertension (I12.0)"
N19,"renal failure with hypertension (I12.0)"
N19,"uraemia of newborn (P96.0)"
N20,"with hydronephrosis (N13.2)"
N21.0,"staghorn calculus (N20.0)"
N25,"metabolic disorders classifiable to E70-E90"
N26,"contracted kidney with hypertension (I12.-)"
N26,"diffuse sclerosing glomerulonephritis (N18.-)"
N26,"hypertensive nephrosclerosis (arteriolar)(arteriosclerotic) (I12.-)"
N26,"small kidney of unknown cause (N27.-)"
N28,"hydroureter (N13.4)"
N28,"renal disease acute NOS (N00.9)"
N28,"renal disease chronic NOS (N03.9)"
N28,"ureteric kinking and stricture with hydronephrosis (N13.1)"
N28,"ureteric kinking and stricture without hydronephrosis (N13.5)"
N28.0,"Goldblatt's kidney (I70.1)"
N28.0,"renal artery (extrarenal part) atherosclerosis (I70.1)"
N28.0,"renal artery (extrarenal part) congenital stenosis (Q27.1)"
N28.1,"cystic kidney disease (congenital) (Q61.-)"
N28.9,"nephropathy NOS and renal disease NOS with morphological lesion specified in .0-.8 before N00.- (N05.-)"
N30,"prostatocystitis (N41.3)"
N30.0,"irradiation cystitis (N30.4)"
N30.0,"trigonitis (N30.3)"
N31,"cord bladder NOS (G95.8)"
N31,"due to spinal cord lesion (G95.8)"
N31,"neurogenic bladder due to cauda equina syndrome (G83.4)"
N31,"urinary incontinence NOS (R32)"
N31,"urinary incontinence specified (N39.3-N39.4)"
N32,"calculus in bladder (N21.0)"
N32,"cystocele (N81.1)"
N32,"hernia or prolapse of bladder, female (N81.1)"
N32.2,"fistula between bladder and female genital tract (N82.0-N82.1)"
N32.3,"calculus in diverticulum of bladder (N21.0)"
N34,"Reiter's disease (M02.3)"
N34,"urethritis in diseases with a predominantly sexual mode of transmission (A50-A64)"
N34,"urethrotrigonitis (N30.3)"
N34.0,"urethral caruncle (N36.2)"
N35,"postprocedural urethral stricture (N99.1)"
N36.0,"fistula urethroscrotal (N50.8)"
N36.0,"fistula urethrovaginal (N82.1)"
N36.3,"urethrocele, female (N81.0)"
N39,"haematuria NOS (R31)"
N39,"haematuria recurrent and persistent (N02.-)"
N39,"haematuria with specified morphological lesion (N02.-)"
N39,"proteinuria NOS (R80)"
N39.1,"complicating pregnancy, childbirth and the puerperium (O11-O15)"
N39.1,"with specified morphological lesion (N06.-)"
N39.2,"with specified morphological lesion (N06.-)"
N39.4,"enuresis NOS (R32)"
N39.4,"urinary incontinence (of) NOS (R32)"
N39.4,"urinary incontinence (of) nonorganic origin (F98.0)"
N40,"benign neoplasms, except adenoma, fibroma and myoma of prostate (D29.1)"
N43,"congenital hydrocele (P83.5)"
N48.0,"carcinoma in situ of penis (D07.4)"
N48.4,"psychogenic impotence (F52.2)"
N49,"inflammation of penis (N48.1-N48.2)"
N49,"orchitis and epididymitis (N45.-)"
N50,"torsion of testis (N44)"
N60.1,"with epithelial proliferation (N60.3)"
N60.2,"fibroadenoma of breast (D24)"
N61,"neonatal infective mastitis (P39.0)"
N72,"erosion and ectropion of cervix without cervicitis (N86)"
N73.6,"postprocedural pelvic peritoneal adhesions (N99.4)"
N76,"senile (atrophic) vaginitis (N95.2)"
N81,"genital prolapse complicating pregnancy, labour or delivery (O34.5)"
N81,"prolapse and hernia of ovary and fallopian tube (N83.4)"
N81,"prolapse of vaginal vault after hysterectomy (N99.3)"
N81.0,"urethrocele with cystocele (N81.1)"
N81.0,"urethrocele with prolapse of uterus (N81.2-N81.4)"
N81.1,"cystocele with prolapse of uterus (N81.2-N81.4)"
N81.5,"enterocele with prolapse of uterus (N81.2-N81.4)"
N81.6,"rectal prolapse (K62.3)"
N81.6,"rectocele with prolapse of uterus (N81.2-N81.4)"
N82,"vesicointestinal fistulae (N32.1)"
N83,"hydrosalpinx (N70.1)"
N83.2,"ovarian cyst developmental (Q50.1)"
N83.2,"ovarian cyst neoplastic (D27)"
N83.2,"polycystic ovarian syndrome (E28.2)"
N83.6,"haematosalpinx with haematocolpos (N89.7)"
N83.6,"haematosalpinx with haematometra (N85.7)"
N84,"adenomatous polyp (D28.-)"
N84,"placental polyp (O90.8)"
N84.0,"polypoid endometrial hyperplasia (N85.0)"
N85,"endometriosis (N80.-)"
N85,"inflammatory diseases of uterus (N71.-)"
N85,"noninflammatory disorders of cervix (N86-N88)"
N85,"polyp of corpus uteri (N84.0)"
N85,"uterine prolapse (N81.-)"
N85.2,"puerperal hypertrophy of uterus (O90.8)"
N85.3,"puerperal subinvolution of uterus (O90.8)"
N85.4,"that complicating pregnancy, labour or delivery (O34.5, O65.5)"
N85.5,"current obstetric trauma (O71.2)"
N85.5,"postpartum inversion of uterus (O71.2)"
N85.7,"haematometra with haematocolpos (N89.7)"
N86,"with cervicitis (N72)"
N87,"carcinoma in situ of cervix (D06.-)"
N87.2,"cervical intraepithelial neoplasia [CIN], grade III, with or without mention of severe dysplasia (D06.-)"
N88,"inflammatory disease of cervix (N72)"
N88,"polyp of cervix (N84.1)"
N88.1,"current obstetric trauma (O71.3)"
N88.2,"complicating labour (O65.5)"
N88.3,"affecting fetus or newborn (P01.0)"
N88.3,"complicating pregnancy (O34.3)"
N88.8,"current obstetric trauma (O71.3)"
N89,"carcinoma in situ of vagina (D07.2)"
N89,"inflammation of vagina (N76.-)"
N89,"senile (atrophic) vaginitis (N95.2)"
N89,"trichomonal leukorrhoea (A59.0)"
N89.2,"vaginal intraepithelial neoplasia [VAIN], grade III, with or without mention of severe dysplasia (D07.2)"
N89.5,"postoperative adhesions of vagina (N99.2)"
N89.6,"imperforate hymen (Q52.3)"
N89.8,"current obstetric trauma (O70.-, O71.4, O71.7-O71.8)"
N89.8,"old laceration involving muscles of pelvic floor (N81.8)"
N90,"carcinoma in situ of vulva (D07.1)"
N90,"current obstetric trauma (O70.-, O71.7-O71.8)"
N90,"inflammation of vulva (N76.-)"
N90.2,"vulvar intraepithelial neoplasia grade III, [VIN] with or without mention of severe dysplasia (D07.1)"
N91,"ovarian dysfunction (E28.-)"
N92,"postmenopausal bleeding (N95.0)"
N92.6,"irregular menstruation with lengthened intervals or scanty bleeding (N91.3-N91.5)"
N92.6,"irregular menstruation with shortened intervals or excessive bleeding (N92.1)"
N93,"neonatal vaginal haemorrhage (P54.6)"
N93,"pseudomenses (P54.6)"
N94.1,"psychogenic dyspareunia (F52.6)"
N94.2,"psychogenic vaginismus (F52.5)"
N95,"excessive bleeding in the premenopausal period (N92.4)"
N95,"postmenopausal osteoporosis (M81.0)"
N95,"&nbsp;&nbsp;&middot; with pathological fracture (M80.0)"
N95,"&nbsp;&nbsp;&middot; with pathological fracture urethritis (N34.2)"
N95,"premature menopause NOS (E28.3)"
N95.0,"that associated with artificial menopause (N95.3)"
N95.1,"those associated with artificial menopause (N95.3)"
N95.2,"that associated with artificial menopause (N95.3)"
N96,"currently pregnant (O26.2)"
N96,"with current abortion (O03-O06)"
N97,"relative infertility (N96)"
N99,"irradiation cystitis (N30.4)"
N99,"postoophorectomy osteoporosis (M81.1)"
N99,"postoophorectomy osteoporosis with pathological fracture (M80.1)"
N99,"states associated with artificial menopause (N95.3)"
O00.0,"delivery of viable fetus in abdominal pregnancy (O83.3)"
O00.0,"maternal care for viable fetus in abdominal pregnancy (O36.7)"
O01,"malignant hydatidiform mole (D39.2)"
O02,"papyraceous fetus (O31.0)"
O02.1,"missed abortion with blighted ovum (O02.0)"
O02.1,"&nbsp;&nbsp;&middot; hydatidiform (O01.-)"
O02.1,"&nbsp;&nbsp;&middot; nonhydatidiform (O02.0)"
O02.8,"those with blighted ovum (O02.0)"
O02.8,"&nbsp;&nbsp;&middot; hydatidiform (O01.-)"
O02.8,"&nbsp;&nbsp;&middot; nonhydatidiform (O02.0)"
O07,"incomplete abortion (O03-O06)"
O08.0,"septic or septicopyaemic embolism (O08.2)"
O08.0,"urinary tract infection (O08.8)"
O08.3,"septic shock (O08.0)"
O10,"that with increased or superimposed proteinuria (O11)"
O14,"superimposed pre-eclampsia (O11)"
O20,"pregnancy with abortive outcome (O00-O08)"
O22,"obstetric pulmonary embolism (O88.-)"
O22,"the listed conditions as complications of abortion or ectopic or molar pregnancy (O00-O07, O08.7)"
O22,"the listed conditions as complications of childbirth and the puerperium (O87.-)"
O26.0,"gestational oedema (O12.0, O12.2)"
O26.2,"habitual aborter with current abortion (O03-O06)"
O26.2,"habitual aborter without current pregnancy (N96)"
O26.6,"hepatorenal syndrome following labour and delivery (O90.4)"
O26.7,"traumatic separation of symphysis (pubis) during childbirth (O71.6)"
O28,"diagnostic findings classified elsewhere - see Alphabetical Index"
O28,"maternal care related to the fetus and amniotic cavity and possible delivery problems (O30-O48)"
O29,"complications of anaesthesia during abortion or ectopic or molar pregnancy (O00-O08)"
O29,"complications of anaesthesia during labour and delivery (O74.-)"
O29,"complications of anaesthesia during puerperium (O89.-)"
O30,"complications specific to multiple gestation (O31.-)"
O31,"conjoined twins causing disproportion (O33.7)"
O31,"delayed delivery of second twin, triplet, etc. (O63.2)"
O31,"malpresentation of one fetus or more (O32.5)"
O31,"with obstructed labour (O64-O66)"
O32,"the listed conditions with obstructed labour (O64.-)"
O33,"the listed conditions with obstructed labour (O65-O66)"
O34,"the listed conditions with obstructed labour (O65.5)"
O34.1,"maternal care for tumour of cervix (O34.4)"
O34.2,"vaginal delivery following previous caesarean section NOS (O75.7)"
O34.6,"maternal care for vaginal varices in pregnancy (O22.1)"
O34.7,"maternal care for perineal and vulval varices in pregnancy (O22.1)"
O35,"maternal care for known or suspected disproportion (O33.-)"
O35.0,"chromosomal abnormality in fetus (O35.1)"
O35.2,"chromosomal abnormality in fetus (O35.1)"
O35.5,"fetal distress in labour and delivery due to drug administration (O68.-)"
O36,"labour and delivery complicated by fetal stress [distress] (O68.-)"
O36,"placental transfusion syndromes (O43.0)"
O36.4,"missed abortion (O02.1)"
O41,"premature rupture of membranes (O42.-)"
O42.1,"with labour delayed by therapy (O42.2)"
O43,"maternal care for poor fetal growth due to placental insufficiency (O36.5)"
O43,"placenta praevia (O44.-)"
O43,"premature separation of placenta [abruptio placentae] (O45.-)"
O44.1,"labour and delivery complicated by haemorrhage from vasa praevia (O69.4)"
O46,"haemorrhage in early pregnancy (O20.-)"
O46,"intrapartum haemorrhage NEC (O67.-)"
O46,"placenta praevia (O44.-)"
O46,"premature separation of placenta [abruptio placentae] (O45.-)"
O62.4,"dystocia (fetal)(maternal) NOS (O66.9)"
O64.4,"impacted shoulders (O66.0)"
O64.4,"shoulder dystocia (O66.0)"
O65.4,"dystocia due to abnormality of fetus (O66.2-O66.3)"
O67,"antepartum haemorrhage NEC (O46.-)"
O67,"placenta praevia (O44.-)"
O67,"postpartum haemorrhage (O72.-)"
O67,"premature separation of placenta [abruptio placentae] (O45.-)"
O68.0,"with meconium in amniotic fluid (O68.2)"
O68.1,"with fetal heart rate anomaly (O68.2)"
O70,"obstetric high vaginal laceration alone (O71.4)"
O70.1,"that involving anal sphincter (O70.2)"
O70.2,"that involving anal or rectal mucosa (O70.3)"
O71.4,"with perineal laceration (O70.-)"
O75,"puerperal infection (O86.-)"
O75,"puerperal sepsis (O85)"
O75.4,"complications of anaesthesia during labour and delivery (O74.-)"
O75.4,"obstetric (surgical) wound disruption (O90.0-O90.1)"
O75.4,"obstetric (surgical) wound haematoma (O90.2)"
O75.4,"obstetric (surgical) wound infection (O86.0)"
O75.6,"spontaneous premature rupture of membranes (O42.-)"
O81,"failed application of vacuum extractor or forceps (O66.5)"
O85,"obstetric pyaemic and septic embolism (O88.3)"
O85,"septicaemia during labour (O75.3)"
O86,"infection during labour (O75.3)"
O86.4,"puerperal fever (O85)"
O86.4,"pyrexia during labour (O75.2)"
O87,"obstetric embolism (O88.-)"
O87,"venous complications in pregnancy (O22.-)"
O88,"embolism complicating abortion or ectopic or molar pregnancy (O00-O07, O08.2)"
O92.6,"galactorrhoea not associated with childbirth (N64.3)"
O98,"asymptomatic human immunodeficiency virus [HIV] infection status (Z21)"
O98,"human immunodeficiency virus [HIV] disease (B20-B24)"
O98,"laboratory evidence of human immunodeficiency virus [HIV] (R75)"
O98,"obstetrical tetanus (A34)"
O98,"puerperal infection (O86.-)"
O98,"puerperal sepsis (O85)"
O98,"when the reason for maternal care is that the disease is known or suspected to have affected the fetus (O35-O36)"
O99,"infectious and parasitic diseases (O98.-)"
O99,"injury, poisoning and certain other consequences of external causes (S00-T98)"
O99,"when the reason for maternal care is that the condition is known or suspected to have affected the fetus (O35-O36)"
O99.1,"haemorrhage with coagulation defects (O46.0, O67.0, O72.3)"
O99.2,"diabetes mellitus (O24.-)"
O99.2,"malnutrition (O25)"
O99.2,"postpartum thyroiditis (O90.5)"
O99.3,"postnatal depression (F53.0)"
O99.3,"pregnancy-related peripheral neuritis (O26.8)"
O99.3,"puerperal psychosis (F53.1)"
O99.4,"cardiomyopathy in the puerperium (O90.3)"
O99.4,"hypertensive disorders (O10-O16)"
O99.4,"obstetric embolism (O88.-)"
O99.4,"venous complications and cerebrovenous sinus thrombosis in labour, childbirth and the puerperium (O87.-)"
O99.4,"venous complications and cerebrovenous sinus thrombosis in pregnancy (O22.-)"
O99.6,"liver disorders in pregnancy, childbirth and the puerperium (O26.6)"
O99.7,"herpes gestationis (O26.4)"
O99.8,"genitourinary infections in pregnancy (O23.-)"
O99.8,"infection of genitourinary tract following delivery (O86.0-O86.3)"
O99.8,"maternal care for known or suspected abnormality of maternal pelvic organs (O34.-)"
O99.8,"postpartum acute renal failure (O90.4)"
,"the listed maternal conditions only when specified as a cause of mortality or morbidity in fetus or newborn"
P00,"fetus and newborn affected by maternal complications of pregnancy (P01.-)"
P00,"fetus and newborn affected by maternal endocrine and metabolic disorders (P70-P74)"
P00,"fetus and newborn affected by noxious influences transmitted via placenta or breast milk (P04.-)"
P00.2,"infections specific to the perinatal period (P35-P39)"
P00.2,"maternal genital tract and other localized infections (P00.8)"
P00.6,"caesarean section for present delivery (P03.4)"
P00.6,"damage to placenta from amniocentesis, caesarean section or surgical induction (P02.1)"
P00.6,"previous surgery to uterus or pelvic organs (P03.8)"
P00.6,"termination of pregnancy, fetus (P96.4)"
P00.7,"damage to placenta from amniocentesis, caesarean section or surgical induction (P02.1)"
P00.7,"fetus or newborn affected by other complications of labour and delivery (P03.-)"
P00.8,"transitory neonatal endocrine and metabolic disorders (P70-P74)"
P01.2,"when due to premature rupture of membranes (P01.1)"
P02.6,"single umbilical artery (Q27.0)"
P04,"congenital malformations (Q00-Q99)"
P04,"neonatal jaundice from other excessive haemolysis due to drugs or toxins transmitted from mother (P58.4)"
P04.1,"dysmorphism due to warfarin (Q86.2)"
P04.1,"fetal hydantoin syndrome (Q86.1)"
P04.1,"maternal use of drugs of addiction (P04.4)"
P04.3,"fetal alcohol syndrome (Q86.0)"
P04.4,"maternal anaesthesia and analgesia (P04.0)"
P04.4,"withdrawal symptoms from maternal use of drugs of addiction (P96.1)"
P05.2,"fetal malnutrition with mention of light for gestational age (P05.0)"
P05.2,"fetal malnutrition with mention of small for gestational age (P05.1)"
P07,"low birth weight due to slow fetal growth and fetal malnutrition (P05.-)"
P08.0,"syndrome of infant of diabetic mother (P70.1)"
P08.0,"syndrome of infant of mother with gestational diabetes (P70.0)"
P10,"intracranial haemorrhage of fetus or newborn NOS (P52.9)"
P10,"intracranial haemorrhage of fetus or newborn due to anoxia or hypoxia (P52.-)"
P10.0,"subdural haemorrhage accompanying tentorial tear (P10.4)"
P13,"birth injury to spine (P11.5)"
P13.1,"cephalhaematoma (P12.0)"
P20,"intracranial haemorrhage due to anoxia or hypoxia (P52.-)"
P21,"intrauterine hypoxia or asphyxia (P20.-)"
P22,"respiratory failure of newborn (P28.5)"
P23,"neonatal pneumonia resulting from aspiration (P24.-)"
P23.0,"congenital rubella pneumonitis (P35.0)"
P28,"congenital malformations of the respiratory system (Q30-Q34)"
P28.2,"apnoea of newborn (P28.3-P28.4)"
P28.8,"early congenital syphilitic rhinitis (A50.0)"
P29,"congenital malformations of the circulatory system (Q20-Q28)"
P37,"congenital syphilis (A50.-)"
P37,"necrotizing enterocolitis of fetus or newborn (P77)"
P37,"neonatal diarrhoea infectious (A00-A09)"
P37,"neonatal diarrhoea noninfective (P78.3)"
P37,"ophthalmia neonatorum due to gonococcus (A54.3)"
P37,"tetanus neonatorum (A33)"
P39.0,"breast engorgement of newborn (P83.4)"
P39.0,"noninfective mastitis of newborn (P83.4)"
P39.1,"gonococcal conjunctivitis (A54.3)"
P39.4,"pemphigus neonatorum (L00)"
P39.4,"staphylococcal scalded skin syndrome (L00)"
P50,"congenital anaemia from fetal blood loss (P61.3)"
P51,"omphalitis with mild haemorrhage (P38)"
P52,"intracranial haemorrhage due to injury birth (P10.-)"
P52,"intracranial haemorrhage due to injury maternal (P00.5)"
P52,"intracranial haemorrhage due to injury other (S06.-)"
P54,"fetal blood loss (P50.-)"
P54,"pulmonary haemorrhage originating in the perinatal period (P26.-)"
P54.0,"that due to swallowed maternal blood (P78.2)"
P54.1,"that due to swallowed maternal blood (P78.2)"
P54.5,"bruising of scalp due to birth injury (P12.3)"
P54.5,"cephalhaematoma due to birth injury (P12.0)"
P56,"hydrops fetalis NOS (P83.2)"
P56,"hydrops fetalis NOS not due to haemolytic disease (P83.2)"
P57.8,"Crigler-Najjar syndrome (E80.5)"
P58,"jaundice due to isoimmunization (P55-P57)"
P59,"due to inborn errors of metabolism (E70-E90)"
P59,"kernicterus (P57.-)"
P59.2,"congenital viral hepatitis (P35.3)"
P61,"transient hypogammaglobulinaemia of infancy (D80.7)"
P71.1,"neonatal hypoparathyroidism (P71.4)"
P72,"congenital hypothyroidism with or without goitre (E03.0-E03.1)"
P72,"dyshormogenetic goitre (E07.1)"
P72,"Pendred's syndrome (E07.1)"
P76,"intestinal obstruction classifiable to K56.-"
P76.1,"Hirschsprung's disease (Q43.1)"
P78,"neonatal gastrointestinal haemorrhages (P54.0-P54.3)"
P78.3,"neonatal diarrhoea NOS in countries where the condition can be presumed to be of infectious origin (A09)"
P80.0,"mild hypothermia of newborn (P80.8)"
P83,"congenital malformations of skin and integument (Q80-Q84)"
P83,"cradle cap (L21.0)"
P83,"diaper [napkin] dermatitis (L22)"
P83,"hydrops fetalis due to haemolytic disease (P56.-)"
P83,"neonatal skin infection (P39.4)"
P83,"staphylococcal scalded skin syndrome (L00)"
P90,"benign neonatal convulsions (familial) (G40.3)"
P93,"jaundice due to drugs or toxins transmitted from mother or given to newborn (P58.4)"
P93,"reactions and intoxications from maternal opiates, tranquillizers and other medication (P04.0-P04.1, P04.4)"
P93,"withdrawal symptoms from maternal use of drugs of addiction (P96.1)"
P93,"withdrawal symptoms from therapeutic use of drugs in newborn (P96.2)"
P94.0,"myasthenia gravis (G70.0)"
P96.1,"reactions and intoxications from maternal opiates and tranquillizers administered during labour and delivery (P04.0)"
P96.4,"termination of pregnancy (mother) (O04.-)"
Q01,"Meckel-Gruber syndrome (Q61.9)"
Q02,"Meckel-Gruber syndrome (Q61.9)"
Q03,"Arnold-Chiari syndrome (Q07.0)"
Q03,"hydrocephalus acquired (G91.-)"
Q03,"hydrocephalus due to congenital toxoplasmosis (P37.1)"
Q03,"hydrocephalus with spina bifida (Q05.0-Q05.4)"
Q04,"cyclopia (Q87.0)"
Q04,"macrocephaly (Q75.3)"
Q04.3,"congenital malformations of corpus callosum (Q04.0)"
Q04.6,"acquired porencephalic cyst (G93.0)"
Q05,"Arnold-Chiari syndrome (Q07.0)"
Q05,"spina bifida occulta (Q76.0)"
Q07,"familial dysautonomia [Riley-Day] (G90.1)"
Q07,"neurofibromatosis (nonmalignant) (Q85.0)"
Q10,"cryptophthalmos NOS (Q11.2)"
Q10,"cryptophthalmos syndrome (Q87.0)"
Q11.2,"cryptophthalmos syndrome (Q87.0)"
Q11.3,"macrophthalmos in congenital glaucoma (Q15.0)"
Q15,"congenital nystagmus (H55)"
Q15,"ocular albinism (E70.3)"
Q15,"retinitis pigmentosa (H35.5)"
Q16,"congenital deafness (H90.-)"
Q17,"preauricular sinus (Q18.1)"
