MAST_PRD_NAME	CONCEPT_ID	CONCEPT_NAME	VOCABULARY_ID
VOGALENE	43130274	VOGALENE	RxNorm Extension
VOKANAMET	21018433	Vokanamet	RxNorm Extension
VOLTAFLEX	43130277	VOLTAFLEX	RxNorm Extension
VOLTAREN	19044580	Voltaren	RxNorm
VOLTAREN IMPEXECO	19044580	Voltaren	RxNorm
VOLTAREN EMULGEL	43575778	Voltaren Emulgel	RxNorm Extension
VOLTAREN EMULGEL IMPEXECO	43575778	Voltaren Emulgel	RxNorm Extension
VOLTAREN OPHTHA	44022250	Voltaren Ophtha	RxNorm Extension
VOLTAREN RETARD	19015920	Voltaren Retard	RxNorm
VOLTAREN RETARD IMPEXECO	19015920	Voltaren Retard	RxNorm
VOLTAREN SPRAY	43575785	Voltaren Spray	RxNorm Extension
VOLUVEN	19058060	Voluven	RxNorm
WARTEC	19015925	Wartec	RxNorm
WELLCOPRIM	40819638	Wellcoprim	RxNorm Extension
WILZIN	21014363	Wilzin	RxNorm Extension
XADAGO	1594351	Xadago	RxNorm
XADAGO	40819544	Xadago	RxNorm Extension
XAGRID	21014994	Xagrid	RxNorm Extension
XALACOM	21017926	Xalacom	RxNorm Extension
XALATAN	19023349	Xalatan	RxNorm
XAMIOL	21014985	Xamiol	RxNorm Extension
XANAX	19041942	Xanax	RxNorm
XANAX IMPEXECO	19041942	Xanax	RxNorm
XARELTO	40241222	Xarelto	RxNorm
XELODA	19085739	Xeloda	RxNorm
XENETIX	43130977	XENETIX	RxNorm Extension
XENICAL	19088039	Xenical	RxNorm
XENICAL IMPEXECO	19088039	Xenical	RxNorm
XEPLION	21018230	Xeplion	RxNorm Extension
XGEVA	40230509	Xgeva	RxNorm
XIAPEX	21017568	Xiapex	RxNorm Extension
XIGDUO	45775387	Xigduo	RxNorm
XOLAIR	19036317	Xolair	RxNorm
XTANDI	42900005	Xtandi	RxNorm
XYLOCAINE	19042223	Xylocaine	RxNorm
XYLOCARD	19052832	Xylocard	RxNorm
XYLONOR SPRAY	44021722	Xylonor Spray	RxNorm Extension
XYLOPROCT	21014624	Xyloproct	RxNorm Extension
XYREM	19035069	Xyrem	RxNorm
YASMIN	19071676	Yasmin	RxNorm
YASMINELLE	43575944	Yasminelle	RxNorm Extension
YAZ	19088547	Yaz	RxNorm
YENTREVE	21017334	Yentreve	RxNorm Extension
YOCORAL	43130990	YOCORAL	RxNorm Extension
YOMESAN	21016837	Yomesan	RxNorm Extension
YONDELIS	35603025	Yondelis	RxNorm
ZADITEN	19068865	Zaditen	RxNorm
ZALDIAR	43130996	ZALDIAR	RxNorm Extension
ZANIDIP	19017658	Zanidip	RxNorm
ZANIDIP IMPEXECO	19017658	Zanidip	RxNorm
ZANTAC	19023014	Zantac	RxNorm
ZANTAC IMPEXECO	19023014	Zantac	RxNorm
ZARONTIN	19044630	Zarontin	RxNorm
ZEFFIX	21018849	Zeffix	RxNorm Extension
ZELITREX	43131005	ZELITREX	RxNorm Extension
ZERIT	19047923	Zerit	RxNorm
ZESTORETIC	19135784	Zestoretic	RxNorm
ZESTRIL	19038723	Zestril	RxNorm
ZIAGEN	19086089	Ziagen	RxNorm
ZINACEF	19010670	Zinacef	RxNorm
ZINBRYTA	36249694	Zinbryta	RxNorm
ZINCFRIN	19063812	Zincfrin	RxNorm
ZINDACLIN	43254419	Zindaclin	RxNorm Extension
ZINERYT	21016806	Zineryt	RxNorm Extension
ZINNAT	19054806	Zinnat	RxNorm
ZITROMAX	40820104	Zitromax	RxNorm Extension
ZOCOR	19038966	Zocor	RxNorm
ZOELY	21016100	Zoely	RxNorm Extension
ZOFRAN	19000633	Zofran	RxNorm
ZOLADEX	19079531	Zoladex	RxNorm
ZOLMITRIPTAN SANDOZ	43131029	ZOLMITRIPTAN SANDOZ	RxNorm Extension
ZOLPIDEM EG	43131039	ZOLPIDEM EG	RxNorm Extension
ZOLPIDEM MYLAN	43129720	ZOLPIDEM MYLAN	RxNorm Extension
ZOLPIDEM SANDOZ	43129723	ZOLPIDEM SANDOZ	RxNorm Extension
ZOLPIDEM SANDOZ IMPEXECO	43129723	ZOLPIDEM SANDOZ	RxNorm Extension
ZOLPIDEM TEVA	43129724	ZOLPIDEM TEVA	RxNorm Extension
ZOMACTON	46221378	Zomacton	RxNorm
ZOMETA	19006762	Zometa	RxNorm
ZOPICLONE EG	43129736	ZOPICLONE EG	RxNorm Extension
ZOPICLONE EG IMPEXECO	43129736	ZOPICLONE EG	RxNorm Extension
ZOPICLONE MYLAN	43129737	ZOPICLONE MYLAN	RxNorm Extension
ZOPICLONE TEVA	43129740	ZOPICLONE TEVA	RxNorm Extension
ZORAC	19017492	Zorac	RxNorm
ZOROXIN	40820172	Zoroxin	RxNorm Extension
ZOSTAVAX	19093846	Zostavax	RxNorm
ZOVIRAX	19023073	Zovirax	RxNorm
ZOVIRAX DUO	43577839	Zovirax Duo	RxNorm Extension
ZUMENON	19015968	Zumenon	RxNorm
ZUTECTRA	21017414	Zutectra	RxNorm Extension
ZYBAN	40170297	Zyban	RxNorm
ZYLORIC	21015965	Zyloric	RxNorm Extension
ZYPADHERA	21018297	Zypadhera	RxNorm Extension
ZYPREXA	19015934	Zyprexa	RxNorm
ZYPREXA VELOTAB	43129748	ZYPREXA VELOTAB	RxNorm Extension
ZYRTEC	19080316	Zyrtec	RxNorm
ZYRTEC IMPEXECO	19080316	Zyrtec	RxNorm
ZYVOXID	43129750	ZYVOXID	RxNorm Extension
1 ALPHA LEO	19014891	One-Alpha	RxNorm
1 ALPHA LEO I V	19014891	One-Alpha	RxNorm
A D CURE			
A T			
A VOGEL ATROSANMED			
A VOGEL PROSTAFORCE	44158473	Prostafort	RxNorm Extension
AACIDEXAM			
AACIFEMINE			
ABAMAL			
ACATAR			
ACCURETIC EURO MEDIC	19020260	Accuretic	RxNorm
ACEBUTOLOL IPS			
ACECLOFENAC EUROGENERICS	43126830	ACECLOFENAC EG	RxNorm Extension
ACECLOFENAC SINTESA			
ACECLOFENAC TEVA			
ACENTERINE			
ACETYLCODONE			
ACETYLCYSTEINE APOTEX			
ACETYLCYSTEINE BEXAL			
ACETYLCYSTEINE RATIOPHARM	43126843	ACETYLCYSTEINE RATIOPHARM CONSEIL	RxNorm Extension
ACETYLCYSTEINE SANDOZ	43563579	Acetylcystein Sandoz	RxNorm Extension
ACICLOMED			
ACICLOPHAR			
ACICLOVIR APOTEX			
ACICLOVIR EG LABIALIS	43126860	ACICLOVIR EG	RxNorm Extension
ACICLOVIR KELA			
ACICLOVIR TEVA LABIALIS	43126871	ACICLOVIR TEVA	RxNorm Extension
ACIDCARE			
ACIDE FOLIQUE	43126892	ACIDE FOLIQUE CCD	RxNorm Extension
ACIDINE			
ACNEPLUS			
ACNERYNE			
ACTEBRAL			
ACTIFED NEW	19029676	Actifed	RxNorm
ACTIVELLE	44013088	Activelle Ld	RxNorm Extension
ACTONEL COMBI D	19021836	Actonel	RxNorm
ACTRAPID HM NOVOLET	19016127	Human Actrapid	RxNorm
ACTRAPID HM PENFILL	19026845	Human Actrapid Penfill	Brand Name
ACTRAPID PENFILL	21016315	Actrapid	RxNorm Extension
ACULARE	19023202	Acular	RxNorm
ACYCLOPHAR			
ADALAT OROS	151131	Adalat	RxNorm
ADALAT OROS PI PHARMA	151131	Adalat	RxNorm
ADALAT RETARD	151131	Adalat	RxNorm
ADALAT RETARD PI PHARMA	151131	Adalat	RxNorm
ADONGUENT			
ADRENALINE	44814295	Adrenalin	RxNorm
ADRENALINE DENOLIN			
ADRENALINE HCL STEROP			
ADRENALINE STELLA			
ADRESON			
ADULFEN CODEINE			
ADULFEN LYSINE			
ADVIL MONO	43127040	ADVIL	RxNorm Extension
ADVIL MONO LIQUID CAPS	43127040	ADVIL	RxNorm Extension
AERIUS PI PHARMA	43127046	AERIUS	RxNorm Extension
AFEBRYL			
AFEBRYL JUNIOR MONO			
AFFUSINE			
AGREAL			
AIR TAL			
AKILENJUR			
AKINDEX AD VOLW			
AKINDEX KIND ENF			
AKINSPRAY			
AKTON			
ALBALON LIQUIFILM	19053072	Albalon	RxNorm
ALBICORT			
ALBICORT COMPOSITUM			
ALBICORT OTICUM			
ALBISTAT			
ALBUMIN DILUENT	44016009	Diluent Allergenic Extract Albumin Saline With Phenol	RxNorm Extension
ALBUMINE			
ALBUMINE HUM	43569027	Human Albumin	RxNorm Extension
ALCASOL			
ALCON ADEQUAD			
ALCON EYE GEL			
ALDACTAZINE			
ALDACTONE PHARMAPARTNER	19020268	Aldactone	RxNorm
ALDACTONE PI PHARMA	19020268	Aldactone	RxNorm
ALDECIN			
ALENCA			
ALENDROMONO			
ALENDRONATE APOTEX			
ALENDRONATE EG			
ALENDRONATE EG PI PHARMA			
ALENDRONATE MYLAN	44017713	Mylan-Alendronate	
ALENDRONATE MYLAN PI PHARMA	44017713	Mylan-Alendronate	
ALENDRONATE RATIOPHARM	44019114	Ratio Alendronate	RxNorm Extension
ALENDRONATE SANDOZ	44019483	Sandoz Alendronate	RxNorm Extension
ALENDRONATE VIT			
ALENSTEO			
ALFAVIT			
ALFUZOSINE MYLAN	43127169	ALFUZOSINE MYLAN L	RxNorm Extension
ALFUZOSINE SANDOZ	40800425	Alfuzosin Sandoz	RxNorm Extension
ALGIDOL			
ALGIPAN BAUME			
ALGIS SPRAY			
ALGOCOD			
ALGOPHENE SMB			
ALGOSTASE			
ALGOSTASE MONO			
ALGOTRA			
ALLEGRA NASAL	19016452	Allegra	RxNorm
ALLEGRATAB	19016452	Allegra	RxNorm
ALLEOPHTA UNIDOSIS			
ALLERGO COMOD	43564013	Allergo-Comod	RxNorm Extension
ALLERGO RHINATHIOL			
ALLERGODIL COLLYRE	43127197	ALLERGODIL	RxNorm Extension
ALLOPURINOL EG PI PHARMA	43127202	ALLOPURINOL EG	RxNorm Extension
ALOPATE			
ALPHA RIX			
ALPHA RIX TETRA			
ALPHACAINE N	43127227	ALPHACAINE	RxNorm Extension
ALPRATOP			
ALPRAZ			
ALPRAZOLAM BEXAL	43127238	ALPRAZOLAM SANDOZ	
ALPRAZOLAM KELA			
ALPRAZOMED			
ALPURIC			
ALTRIABAK			
ALUCID			
ALYOSTAL ST VESPULA	43127346	ALYOSTAL	RxNorm Extension
AMANTADINE	40800163	Amantadin	RxNorm Extension
AMANTAN			
AMARYLLE	19023584	Amaryl	RxNorm
AMICHLOR			
AMICLA	21014861	Amiclav	RxNorm Extension
AMIKACINE MAYNE PHARMA			
AMINO SLOW			
AMISULPRID SANDOZ	43127391	AMISULPRIDE SANDOZ	RxNorm Extension
AMLOBEMED			
AMLODIPIN BESILAAT SANDOZ	43127412	AMLODIPINE SANDOZ	RxNorm Extension
AMLODIPIN BESILAAT SANDOZ IMPEX	43127412	AMLODIPINE SANDOZ	RxNorm Extension
AMLODIPINE ACTAVIS	40799815	Amlodipin Actavis	RxNorm Extension
AMLODIPINE APOTEX	44013470	Apo-Amlodipine	
AMLODIPINE BESILAAT EG PI PHARMA	43127402	AMLODIPINE EG	RxNorm Extension
AMLODIPINE BESILAAT SANDOZ	43127412	AMLODIPINE SANDOZ	RxNorm Extension
AMLODIPINE BESILATE DOCPHARMA			
AMLODIPINE BESILATE EG	43127402	AMLODIPINE EG	RxNorm Extension
AMLODIPINE BESILATE MYLAN	43127405	AMLODIPINE MYLAN	RxNorm Extension
AMLODIPINE BESILATE RATIOPHARM	43127411	AMLODIPINE RATIOPHARM	RxNorm Extension
AMLODIPINE BEXAL	43127412	AMLODIPINE SANDOZ	
AMLODIPINE EG PI PHARMA	43127402	AMLODIPINE EG	RxNorm Extension
AMLODIPINE SANDOZ PI PHARMA	43127412	AMLODIPINE SANDOZ	RxNorm Extension
AMLODIPINE VALSARTAN SANDOZ			
AMLOGAL DIVULE			
AMOCLANE	19133669	Amoclan	RxNorm
AMOCLANEEG	19133669	Amoclan	RxNorm
AMOSAN KNOX	43252217	Amosan	RxNorm Extension
AMOXICILLIN CLAVULANIC ACID AB	40799982	Amoxi Clavulan Aurobindo	
AMOXICILLINE APOTEX	19113229	Amoxicillinan	RxNorm
AMOXICILLINE ATHLONE			
AMOXICILLINE BEXAL	43127457	AMOXICILLINE SANDOZ	
AMOXICILLINE EG (C) 1000MG	43127448	AMOXICILLINE EG	RxNorm Extension
AMOXICILLINE EG PI PHARMA	43127448	AMOXICILLINE EG	RxNorm Extension
AMOXICILLINE FAR			
AMOXICLAV BEXAL	43127441	AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ	
AMOXICLAV MYLAN	43127439	AMOXICILLINE ACIDE CLAVULANIQUE MYLAN	
AMOXICLAV SANDOZ	43127441	AMOXICILLINE ACIDE CLAVULANIQUE SANDOZ	
AMOXICLAV TEVA	43127479	AMOXICILLINE/ACIDE CLAVULANIQUE TEVA	
AMOXICLAVAPOTEX	44013474	Apo-Amoxi Clav	
AMOXIMED			
AMOXIPHAR DISPERSIBLE			
AMUKIN	43127489	AMUKINE	RxNorm Extension
AMUKIN LYOPHILIZED	43127489	AMUKINE	RxNorm Extension
ANAFRANIL RETARD DIVITABS	19022204	Anafranil	RxNorm
ANAFRANIL RETARD PI PHARMA	19022204	Anafranil	RxNorm
ANALGINE STEROP	40799868	Analgin	RxNorm Extension
ANASTROZOL AB	40799913	Anastrozol	RxNorm Extension
ANASTROZOL APOTEX	44013477	Apo-Anastrozole	
ANASTROZOL SANDOZ	43127509	ANASTROZOLE SANDOZ	RxNorm Extension
ANDANTOL	40799972	Andantol Neomycin	RxNorm Extension
ANDROCUR DEPOT	21018407	Androcur	RxNorm Extension
ANGELIQ PI PHARMA	19058478	Angeliq	RxNorm
ANGIN SAN	0		
ANGINAMIDE	0		
ANGINOL LIDOCAINE	44157753	Anginol	RxNorm Extension
ANGIOCINE			
ANGIOPHTAL			
ANNABELLE			
ANNAIS			
ANNAIS CONTINU			
ANORAN			
ANTEBOR			
ANTICHLORIC			
ANTICORS DIABLE VERT			
ANTIGRIPHINE			
ANTIPIOL			
ANTISEPTINE			
ANTISTAX FORTE	43127533	ANTISTAX	RxNorm Extension
ANXIOCALM			
APEROP			
APO GO AMP	40800871	Apo Go	RxNorm Extension
APO GO PEN	40800871	Apo Go	RxNorm Extension
APOCARD RETARD	40800893	Apocard	RxNorm Extension
APOMORPHINE HCL			
APOMORPHINE HCL STEROP			
APORIL			
APRA GEL	19054820	Apra	RxNorm
APRANAX PI PHARMA	43127546	APRANAX	RxNorm Extension
APROVEL PI PHARMA	21016918	Aprovel	RxNorm Extension
APTINE RETARD	40801043	Aptin	RxNorm Extension
AQUA AD INIECT			
AQUA AD INIECT BAXTER	43575832	OMOP895039	Wasser Fuer Injektionszwecke Baxter
AQUA AD INIECT DENOLIN			
AQUA AD INIECT STELLA			
AQUA AD INIECT VIAFLO	43128282	OMOP434484	EAU POUR PREPARATIONS INJECTABLES VIAFLO
AQUA AD INIECTABILIA B BRAUN			
AQUA AD INIECTABILIA WOLFS			
AQUA CUPROZINCICA CONFORMA			
AQUA STEROP			
ARGYROPHEDRINE			
ARICEPT PI PHARMA	19016002	Aricept	RxNorm
ARIPIPRAZOL FOCUS	43127558	ARIPIPRAZOLE FOCUS	RxNorm Extension
ARIPIPRAZOL SANDOZ	43127559	ARIPIPRAZOLE SANDOZ	RxNorm Extension
ARIPIPRAZOLE AB	44157732	Aripiprazol	RxNorm Extension
ARIVICS			
ARLEVERTAN	21016810	Arlevert	RxNorm Extension
ARMUNIA			
AROMASIN PI PHARMA	19100386	Aromasin	RxNorm
ARTELAC EDO	21017419	Artelac	RxNorm Extension
ARTEOPTIC LA	43565591	Arteoptic	RxNorm Extension
ARTEOPTIC LA PI PHARMA	43565591	Arteoptic	RxNorm Extension
ARTHROL			
ARTIFLAM			
ARTIFLAM FORTE			
ASA	0		
ASA MYLAN			
ASA RATIOPHARM	40800674	Ass Ratiopharm	
ASA SANDOZ	43565862	Ass Sandoz	
ASAFLOW			
ASARID			
ASEPTOSYL			
ASODAL			
ASPEGIC INJECTABLE	43127624	ASPEGIC INJECTABLE	RxNorm Extension
ASPEGIC PI PHARMA	21015470	Aspegic	RxNorm Extension
ASPIRINE	43127626	ASPIRINE	RxNorm Extension
ASPIRINE C	40800578	Aspirine C	RxNorm Extension
ASPIRINE CAFEINE	43565742	Aspirin Coffein	RxNorm Extension
ASPIRINE FASTTABS	43127626	ASPIRINE	RxNorm Extension
ASPIRINE INSTANT	43127626	ASPIRINE	RxNorm Extension
ASTREXINE			
ATACAND PI PHARMA	19055329	Atacand	RxNorm
ATENOLOL APOTEX	44013480	Apo-Atenol	
ATENOLOL CHLOORTALIDONE EG			
ATENOLOL CHLORTALIDONE MYLAN			
ATENOLOL CHLORTALIDONE SANDOZ			
ATENOLOL EG PI PHARMA	43127643	ATENOLOL EG	RxNorm Extension
ATENOLOL KELA			
ATENOMED			
ATEPHAR			
ATHENOL			
ATORASAT			
ATORSTATINEG	43127664	ATORVASTATINE EG	
ATORSTATINEG D	43127664	ATORVASTATINE EG	
ATORSTATINEG IMPEXECO	43127664	ATORVASTATINE EG	
ATORVASTACALC			
ATORVASTATIN APOTEX	44013482	Apo-Atorvastatin	
ATORVASTATIN CALCIUM AB	43565070	Atorvastatin Aurobindo	
ATORVASTATIN KRKA	43127668	ATORVASTATINE KRKA	RxNorm Extension
ATORVASTATIN SANDOZ	43127676	ATORVASTATINE SANDOZ	RxNorm Extension
ATORVASTATINE BEPB			
ATORVASTATINE MYLAN PHARMA	43127669	ATORVASTATINE MYLAN	RxNorm Extension
ATORVASTATINE TEVA	43127677	ATORVASTATINE TEVA SANTE	
ATORVASTATINE TEVA IMPEXECO	43127677	ATORVASTATINE TEVA SANTE	
ATOVAQUONE PROGUANIL MYLAN	43127683	ATOVAQUONE/PROGUANIL MYLAN	
ATOVAQUONE PROGUANIL TEVA	43127686	ATOVAQUONE/PROGUANIL TEVA	
ATRACTIL			
ATROMIDIN	19020407	Atromid	RxNorm
ATRONASE			
ATROPINE MEDA PHARMA			
ATROPINE SULFAAT SULFATE			
ATROPINE SULFATE STEROP			
ATROVENT HFA	19020409	Atrovent	RxNorm
AUBELINE	43126095	AUBELINE ARKOGELULES	RxNorm Extension
AUGMENTIN P	19020435	Augmentin	RxNorm
AUGMENTIN PHARMAPARTNER	19020435	Augmentin	RxNorm
AUGMENTIN PI PHARMA	19020435	Augmentin	RxNorm
AUGMENTIN RETARD	19020435	Augmentin	RxNorm
AUREOMYCIN ERFA			
AUREOMYCINE	19087117	Aureomycin	RxNorm
AUREOMYCINE MEDA PHARMA	19087117	Aureomycin	RxNorm
AUTOPLEX T			
AVODART PI PHARMA	19031908	Avodart	RxNorm
AXETINE			
AZACORTINE			
AZATHIOPRIN SANDOZ	40801366	Azathioprine Sandoz	RxNorm Extension
AZICALM			
AZITHROMED			
AZITHROMYCIN AB			
AZITHROMYCIN APOTEX	44013484	Apo-Azithromycin	
AZUCORT			
BABYGENCAL			
BACAMPICIN			
BACIFURANE			
BACLOFEN MYLAN	44017731	Mylan-Baclofen	
BACOCIL			
BACTIMED			
BACTRIM FORTE	19020462	Bactrim	RxNorm
BALSOCLASE			
BALSOCLASE ANTITUSSIVUM			
BALSOCLASE D			
BALSOCLASE DEXTROM			
BALSOCLASE MUCOLYTICUM			
BAREXAL			
BARNETIL			
BASELER HAUSSALBE			
BAUME DALET			
BAUME PULMONAIRE			
BAXIL			
BAYPRESS MITIS	43126154	BAYPRESS	RxNorm Extension
BECANTEX EXPECTORANS	0		
BECLOMETASONE APOTEX	44013487	Apo-Beclomethasone	
BECLOPHAR	0		
BECONASE AQUA	19049317	Beconase AQ	RxNorm
BECOZYME FORTE	43126163	BECOZYME	RxNorm Extension
BEDOXINE	0		
BEENOS	0		
BEFACT	0		
BEFACT FORTE	0		
BEFORPLEX	0		
BELIDRAL	0		
BELLINA	0		
BELLOZAL	0		
BELSAR PLUS	40801272	Belsar Plus	RxNorm Extension
BENEUROL	0		
BENYLIN ANTIHISTAMINICUM	19021082	Benylin	RxNorm
BENZAC WASH	19056269	Benzac	RxNorm
BENZADERMINE	0		
BENZODODECINIUM BOURNONVILLE	0		
BERIVINE	0		
BESPRES	0		
BETA ADALAT	21014247	Beta-Adalat	RxNorm Extension
BETA OPHTIOLE	0		
BETADERMYL	0		
BETADERMYL SAVON LIQUIDE	0		
BETAHISTINE APOTEX	0		
BETAHISTOP	0		
BETAMINE	43252346	Betamin	RxNorm Extension
BETAPYR	0		
BETASERC PI PHARMA	43126213	BETASERC	RxNorm Extension
BETNELAN V	19013667	Betnelan	RxNorm
BETNELAN VC	19013667	Betnelan	RxNorm
BETNELAN VN	19013667	Betnelan	RxNorm
BETOPTIC S SINGLE DOSE	19056459	Betoptic S	RxNorm
BETOPTIC SUSPENSION	19042027	Betoptic	RxNorm
BEVIPLEX	0		
BEVOREN	0		
BI PRETERAX	43126278	BIPRETERAX	RxNorm Extension
BIARTAC	0		
BICARBONATE SODIQUE	0		
BICLAR FORTE	40801322	Biclar	RxNorm Extension
BICLAR I V	40801322	Biclar	RxNorm Extension
BICLAR KIDS	40801322	Biclar	RxNorm Extension
BICLAR UNO	40801322	Biclar	RxNorm Extension
BICOLD	0		
BILOPTINE	19018260	Biloptin	RxNorm
BIMATOPROST EG	0		
BINORDIOL	0		
BIOCODONE	0		
BIOFENAC PI PHARMA	40802211	Biofenac	RxNorm Extension
BIPRESSIL	0		
BIROFENID	0		
BISACODYL EG	0		
BISACODYL TEVA	0		
BISOLABO	0		
BISOLTUSSIN	0		
BISOPROLANMYL	0		
BISOPROLOL APOTEX	44013493	Apo-Bisoprolol	
BISOSANDOZ	43126302	BISOPROLOL SANDOZ	RxNorm Extension
BITHIOL QUALIPHAR	0		
BLEOMIN	0		
BLEU DE METHYLENE	44017926	Methylene Bleu	RxNorm Extension
BLOKIUM	0		
BOLDOFLORINE INFUSETTE	43126323	BOLDOFLORINE	RxNorm Extension
BONENDRO	0		
BONVIVA PI PHARMA	21014585	Bonviva	RxNorm Extension
BOOSTRIX POLIO	43564365	Boostrix Polio	RxNorm Extension
BORADRINE	0		
BRADLEY	0		
BRAINTOP	0		
BRANDOCARE	0		
BRAUNODERM COLORE	43564387	Braunoderm	RxNorm Extension
BRAUNODINE	0		
BRAUNOL GEL	43564389	Braunol	RxNorm Extension
BRAUNOL H PLUS	43564389	Braunol	RxNorm Extension
BRAUNOL H PLUS SAVON	43564389	Braunol	RxNorm Extension
BRAUNOL TULLE	43564389	Braunol	RxNorm Extension
BRETARIS GENUAIR	43252395	Bretaris Genuair	RxNorm Extension
BREXINE	43126333	BREXIN	RxNorm Extension
BREXINE DRYFIZ	43126333	BREXIN	RxNorm Extension
BREXINE EUROMEDIC	43126333	BREXIN	RxNorm Extension
BREXINE PI PHARMA	43126333	BREXIN	RxNorm Extension
BRICANYL AEROSOL	43126333	BREXIN	RxNorm Extension
BRICANYL DURETTES	43126333	BREXIN	RxNorm Extension
BRICANYL INHALET	43126333	BREXIN	RxNorm Extension
BRICANYL POTIO	43126333	BREXIN	RxNorm Extension
BRICANYL TURBOHALER	43126335	BRICANYL TURBUHALER	RxNorm Extension
BRINZOLAMID SANDOZ	44022818	Sandoz Brinzolamide	
BROMATOP	0		
BROMAZEMED	0		
BROMAZEPAM KELA	0		
BROMEX	0		
BROMHEXINE EG	0		
BROMHEXINE RATIOPHARM	0		
BROMIDEM	0		
BROMOPHAR	0		
BRONCAL	0		
BRONCASMA BERNA	0		
BRONCHALENE AD VOLW	0		
BRONCHALENE KIND ENF	0		
BRONCHATHIOL	0		
BRONCHI MEREPRINE	0		
BRONCHO PECTORALIS	0		
BRONCHO PECTORALIS CARBOCIST JUNIOR	0		
BRONCHO PECTORALIS CARBOCISTEINE	0		
BRONCHO PECTORALIS CODEINE	0		
BRONCHO PECTORALIS PHOLCODINE	0		
BRONCHO VAXOM ADULTES	40801908	Broncho Vaxom	
BRONCHO VAXOM ADULTES IMPEXECO	40801908	Broncho Vaxom	
BRONCHO VAXOM ADULTES PI PHARMA	40801908	Broncho Vaxom	
BRONCHO VAXOM ENFANTS	40801908	Broncho Vaxom	
BRONCHO VAXOM ENFANTS IMPEXECO	40801908	Broncho Vaxom	
BRONCHOBEL	0		
BRONCHOCIL	0		
BRONCHODINE	0		
BRONCHOSEDAL CODEINE	0		
BRONCHOSEDAL DEXTROMETHORPHAN	0		
BRONCHOSEDAL MUCUS MENTHOL	0		
BRONCHOSEDAL MUCUS MIELCITR	0		
BRONCORT	0		
BRUFEN FORTE	19026302	 Brufen	
BRUFEN FORTE IMPEXECO	19026302	 Brufen	
BRUFEN GRANULES	19026302	 Brufen	
BUCCALIN	0		
BUCCALSONE TOPICS	0		
BUCCO SPRAY	40801834	Bucco	
BUCCOSAN	0		
BUDESONID SANDOZ	43126388	BUDESONIDE SANDOZ	
BUDESONIDE EASYHALER	43564682	Budesonid Easyhaler	
BUFEXINE	0		
BUFLOMEDIL EG	0		
BUFLOMEDIL KELA	0		
BUFLOMEMED	0		
BUFLOTOP	0		
BUFOMIX EASYHALER	0		
BUPRENORFINE SANDOZ	0		
BUPROPHAR	0		
BURGODIN	0		
BURINEX AKTUAPHARMA	19013700	Burinex	
BURINEX LEO	19013700	Burinex	
BURONIL	0		
BUSCOPAN COMPOSITUM	19026930	Buscopan	
BUSCOPAN COMPOSITUM AD VOLW	19026930	Buscopan	
BUSCOPAN COMPOSITUM KIND ENF	19026930	Buscopan	
BUTAZOLIDINE	19026337	 Butazolidin	
C DOSE	0		
C WILL	0		
CA C	0		
CACIT VITAMINE	21018412	Cacit	
CAD3MYLAN	0		
CAFEINE	0		
CAFEINE BENZ NA STEROP	0		
CALCI BONE	40802808	Calci Boned	
CALCI CHEW	40802808	Calci Boned	
CALCIUM GLUCONAAT GLUCONATE	0		
CALCIUM GLUCONATE	0		
CALCIUM GLUCONATE STEROP	0		
CALCIUM SANDOZ	0		
CALISVIT	0		
CALMAMED	0		
CALMDAY	0		
CALMIPLANT	0		
CALMISTREP LIDOCAINE	0		
CALPARINE SC	0		
CALSYNAR INTRANASA	19013817	Calsynar	
CANDESARTAN APOTEX	44013500	Apo-Candesartan	
CANDESARTAN HCTZ KRKA	43126537	CANDESARTAN/HYDROCHLOROTHIAZIDE KRKA	
CANDESARTAN PLUS HCT EG	43126536	CANDESARTAN/HYDROCHLOROTHIAZIDE EG LABO	
CANDIZOLE	0		
CANESTENE CLOTRIMAZOLE	19026368	 Canesten	
CANESTENE DERM BIFONAZOLE	21018660	Canesten Bifonazole Once Daily	
CANESTENE DERM CLOTRIMAZOLE	21015401	Canesten Dermatological	
CANESTENE GYN	43564751	Canesten Gyn	
CANESTENE GYN CLOTRIMAZOLE	43564751	Canesten Gyn	
CANRENOL	0		
CAPOTEN AKTUAPHARMA	19021167	Capoten	
CAPOTEN EURO MEDIC	19021167	Capoten	
CAPSYL	0		
CAPTOPRIL APOTEX	44013503	Apo-Capto	
CAPTOPRIL KELA	0		
CAPTOPRIL RATIOPHARM	44019572	Ratio-Captopril	
CAPTOPRIMED	0		
CARBAMAZEPINE RETARD MYLAN	43126767	CARBAMAZEPINE MYLAN	
CARBOBEL MONO	0		
CARBOBEL SIMPLEX	0		
CARBOLACTANOSE	0		
CARBOPLATINE MAYNE	0		
CARDEGIC	0		
CARDIOASPIRINE	0		
CARDIOFLOW	0		
CARDIPHAR	0		
CARTEABAK	0		
CARTEOL MONODOSE	43126805	CARTEOL	
CARTEOPIL	0		
CARTERS	0		
CARVEDILOL APOTEX	44013505	Apo-Carvedilol	
CARVEDILOL BEXAL	43568245	Carvedilol Sandoz	
CASCALAX	0		
CATABEX	0		
CATABEX EXPECTORANS	0		
CATABEX EXPECTORANS S SUCRE Z SUIKER	0		
CATABEX SANS SUCRE ZONDER SUIKER	0		
