concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
"Destruction of diseased tissue in the retina and choroid other"		"OPS"			"5-155.x"			
"Other operations on the retina Implantation of a retinal prosthesis"		"OPS"			"5-156.a"			
"Construction and reconstruction of the external auditory canal NOS"		"OPS"			"5-185.y"			
"Percutaneous biopsy on hepatobiliärem system, and pancreas with control by imaging techniques pancreas"		"OPS"			"1-442.2"			
"Fixation of the retina by scleral buckling surgery By permanent seal"		"OPS"			"5-152.0"			
"Closed reduction of fracture without internal fixation radius end"		"OPS"			"8-200.5"			
"Biopsy of mediastinal and other intrathoracic organs by incision, lung"		"OPS"			"1-581.3"			
"Combined operations on the eye muscles Operation on 1 straight eye muscle and 1 oblique eye muscle"		"OPS"			"5-10k.5"			
"Closed reduction of fracture without internal fixation tarsal"		"OPS"			"8-200.u"			
"diagnostic pharyngoscopy other"		"OPS"			"1-611.x"			
"(Secondary) introducing and changing a lens alloplastic"		"OPS"			"5-146"			
"Myringoplasty [tympanoplasty type I] NOS"		"OPS"			"5-194.y"			
"Complex endocrine function test"		"OPS"			"1-797"			
"Endoscopic biopsy respiratory organs"		"OPS"			"1-430"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs epididymis"		"OPS"			"1-463.5"			
"Vitrectomy with other access and other operations on vitreous Removal of vitreous strands"		"OPS"			"5-159.2"			
"Other outer ear surgery, other"		"OPS"			"5-189.x"			
"Other manipulations of the urinary tract not otherwise specified"		"OPS"			"8-139.y"			
"Foreign body removal by endoscopy with tongs"		"OPS"			"8-100.30"			
"Wound care on the outer ear, other"		"OPS"			"5-183.x"			
"Percutaneous biopsy of intracranial tissue with control by imaging techniques cerebrum"		"OPS"			"1-401.0"			
"Electrophysiological examination of the heart catheter-based, In atrial fibrillation"		"OPS"			"1-265.e"			
"Therapeutic percutaneous puncture of male sex organs seminal vesicle"		"OPS"			"8-156.3"			
"Other operations on the oblique muscles Making an eye muscle"		"OPS"			"5-10j.2"			
"Special dressing techniques 8 to 14 days"		"OPS"			"8-190.41"			
"Other operations on the lens Introduction of a capsular tension ring"		"OPS"			"5-149.0"			
"Registration of evoked potentials Early somatosensory [FSSEP]"		"OPS"			"1-208.3"			
"Closed reduction of joint dislocation without internal fixation Wrist not otherwise specified"		"OPS"			"8-201.7"			
"Change and removal of a Jejunostomiekatheters other"		"OPS"			"8-124.x"			
"Resection of fatty tissue from the orbita"		"OPS"			"5-169.1"			
"Therapeutic percutaneous puncture of male sex organs not otherwise specified"		"OPS"			"8-156.y"			
"Closed reduction of fracture without internal fixation fibula distally"		"OPS"			"8-200.r"			
"Other operations for fixation of the retina By heavy liquids"		"OPS"			"5-154.4"			
"Therapeutic purging of a joint sternoclavicular"		"OPS"			"8-178.3"			
"Therapeutic percutaneous puncture of urinary organs renal pelvis"		"OPS"			"8-155.1"			
"Biopsy without incision to the bone marrow"		"OPS"			"1-424"			
"Percutaneous biopsy on respiratory organs with control by imaging techniques By punch biopsy with clip flag of the biopsy region"		"OPS"			"1-432.02"			
"Applying and changing a duodenal or jejunal feeding tube"		"OPS"			"8-125"			
"Removal of ear cartilage for transplant"		"OPS"			"5-189.0"			
"Biopsy of other urinary organs by incision Perivesikales tissue"		"OPS"			"1-562.3"			
"Percutaneous (needle) biopsy of peripheral nerves Nerve bar and pelvic floor"		"OPS"			"1-405.7"			
"Therapeutic lavage (lavage) of the eye other"		"OPS"			"8-170.x"			
"Other operations on the retina Subretinal retinal prosthesis"		"OPS"			"5-156.a0"			
"Biopsy of prostate tissue by incision and periprostatischem Periprostatisches tissue"		"OPS"			"1-563.1"			
"Esophageal manometry"		"OPS"			"1-313"			
"Conjunctivoplasty not otherwise specified"		"OPS"			"5-113.y"			
"Investigation of cerebro spinal fluid system Suboccipital puncture for cerebrospinal fluid collection"		"OPS"			"1-204.3"			
"Other operations for fixation of the retina Endotamponade (gas)"		"OPS"			"5-154.3"			
"Capsulotomy of the lens Laser polishing of intraocular lens"		"OPS"			"5-142.0"			
"Lowering of intraocular pressure by filtering operations Bay with other implant"		"OPS"			"5-131.6x"			
"Therapeutic percutaneous puncture of a joint metatarsophalangeal"		"OPS"			"8-158.q"			
"Other lens extractions Removal of a dislocated lens from the glass body"		"OPS"			"5-145.2"			
"diagnostic colonoscopy not otherwise specified"		"OPS"			"1-650.y"			
"Removing a foreign body from the eye lens by incision"		"OPS"			"5-140.1"			
"Biopsy of the colon through the incision ascending colon"		"OPS"			"1-556.0"			
"Registration of evoked potentials Somatosensory [SSEP]"		"OPS"			"1-208.2"			
"Other excision, destruction and exenteration of the orbita and orbital skin"		"OPS"			"5-164"			
"Diagnostic endoscopy of the intestine through a stoma other"		"OPS"			"1-652.x"			
"Transseptal left heart catheterization oximetry"		"OPS"			"1-274.1"			
"Association for large-scale and serious skin diseases 3500 cm² to 4000 cm² under the body surface"		"OPS"			"8-191.77"			
"Tympanoplasty (a tympanic membrane closure and reconstruction of the ossicles)"		"OPS"			"5-195"			
"Other operations on conjunctiva Incision and drainage"		"OPS"			"5-119.0"			
"Change and removal of a Nephrostomiekatheters"		"OPS"			"8-138"			
"Registration of evoked potentials other"		"OPS"			"1-208.x"			
"Biopsy of intracranial tissue through the incision and trepanation of the skull bones brainstem"		"OPS"			"1-510.2"			
"Closed reduction of joint dislocation without internal fixation Thoracoscapular joint (space)"		"OPS"			"8-201.2"			
"Diagnostic sialendoscopy of the submandibular or parotid gland"		"OPS"			"1-683"			
"diagnostic Tracheobronchoscopy With catheter-based air flow measurement"		"OPS"			"1-620.11"			
"Endoscopic biopsy respiratory organs Zangenbiospie"		"OPS"			"1-430.30"			
"Endoscopic biopsy respiratory organs other"		"OPS"			"1-430.1x"			
"Stapesplasty, other"		"OPS"			"5-197.x"			
"Excision and destruction of (diseased) tissues of the conjunctiva other"		"OPS"			"5-112.0x"			
"Endosonographic fine needle aspiration on hepatobiliary system"		"OPS"			"1-448"			
"Change of an orbital implant, Sheathed alloplastic implant"		"OPS"			"5-165.31"			
"Biopsy of other female sex organs by incision not otherwise specified"		"OPS"			"1-579.y"			
"Other operations on the lens other"		"OPS"			"5-149.2x"			
"Percutaneous biopsy on endocrine organs with control by imaging techniques adrenal"		"OPS"			"1-407.5"			
"Excision and destruction of diseased tissue of the iris, ciliary body and sclera not otherwise specified"		"OPS"			"5-135.y"			
"Other therapeutic catheterization and insert cannula Therapeutic exploratory the tear ducts with intubation"		"OPS"			"8-149.3"			
"Other diagnostic catheterization to heart and blood vessels Functional tests of the digestive tract"		"OPS"			"1-31"			
"Incision on the outer ear, Outer ear canal"		"OPS"			"5-180.1"			
"Other diagnostic endoscopy"		"OPS"			"1-68"			
"Therapeutic purging of a joint other"		"OPS"			"8-178.x"			
"Association for large-scale and serious skin diseases With debridement Bad"		"OPS"			"8-191.01"			
"Invasive intraoperative diagnosis of epilepsy Electrical stimulation during wakefulness"		"OPS"			"1-212.2"			
"Biopsy in other parts of the eye through the incision choroid"		"OPS"			"1-529.5"			
"Removal of the eye contents [evisceration] other"		"OPS"			"5-162.x"			
"Biopsy on peripheral nerves by incision not otherwise specified"		"OPS"			"1-513.y"			
"Diagnostic endoscopy of the digestive tract by incision and intraoperatively By incision of the bile ducts, gall bladder or the Zystikusstumpf"		"OPS"			"1-695.42"			
"Revision, bills and removal of a cerclage or seal that has been created for the fixation of the retina"		"OPS"			"5-153"			
"Diagnostic endoscopy of the urinary tract through a stoma not otherwise specified"		"OPS"			"1-668.y"			
"Inserting an intraocular drug carrier"		"OPS"			"5-169.2"			
"Removal of an orbital implant"		"OPS"			"5-165.4"			
"diagnostic Tracheobronchoscopy"		"OPS"			"1-620"			
"Therapeutic purging of a joint Temporomandibular joint"		"OPS"			"8-178.s"			
"Applying and changing a duodenal or jejunal feeding tube Transnasal, not otherwise specified"		"OPS"			"8-125.0"			
"Biopsy of muscles and soft tissues by incision shoulder region"		"OPS"			"1-502.1"			
"Foreign body removal by endoscopy By esophagoscopy with flexible instrument"		"OPS"			"8-100.6"			
"Percutaneous biopsy on urinary organs and male sex organs with control by imaging techniques: Epididymis"		"OPS"			"1-465.5"			
"pH monitoring of the esophagus Simple"		"OPS"			"1-316.0"			
"Diagnostic endoscopy by puncture, incision and intra-operatively to the central nervous system Intraspinal diagnostic endoscopy"		"OPS"			"1-698.1"			
"Destruction of diseased tissue in the retina and choroid By Transpupillary thermotherapy"		"OPS"			"5-155.5"			
"Extracorporeal shock wave therapy on the musculoskeletal system other"		"OPS"			"8-115.x"			
"Biopsy of nerve tissue, pituitary, pineal by incision and trepanation of the skull bones"		"OPS"			"1-51"			
"Association for large-scale and serious skin diseases With debridement Bad"		"OPS"			"8-191.11"			
"Other operations on the choroid Excision of subretinal tissue"		"OPS"			"5-157.1"			
"Removal of diseased tissue of skin and subcutaneous tissue without anesthesia (as part of a dressing change) in the presence of a wound Widespread"		"OPS"			"8-192.1"			
"Endosonographic fine needle aspiration biopsy of the pancreas"		"OPS"			"1-447"			
"Closed reduction of joint dislocation without internal fixation proximal tibiofibular joint"		"OPS"			"8-201.j"			
"pH-metry of the stomach Long-term pH monitoring"		"OPS"			"1-317.1"			
"Therapeutic drainage of other organs and tissues perirenal"		"OPS"			"8-148.2"			
"Biopsy of other digestive organs, the peritoneum and retroperitoneal tissue by incision"		"OPS"			"1-559"			
"Endoscopic biopsy respiratory organs other"		"OPS"			"1-430.2x"			
"(Percutaneous) (needle) biopsy of lymph nodes, spleen and thymus Lymph nodes, pelvin"		"OPS"			"1-425.6"			
"diagnostic Tracheobronchoscopy With autofluorescence light"		"OPS"			"1-620.2"			
"Biopsy on the eyelid by incision"		"OPS"			"1-520"			
"Removing a foreign body from the eye lens not otherwise specified"		"OPS"			"5-140.y"			
"Biopsy rectum and perirektalem tissue incision by Perirektales tissue"		"OPS"			"1-557.1"			
"Removal of the eyeball [enucleation], other"		"OPS"			"5-163.x"			
"Construction and reconstruction of the external auditory canal, reconstruction of an (existing) external auditory canal"		"OPS"			"5-185.2"			
"Diagnostic retrograde view of the pancreas way"		"OPS"			"1-641"			
"Therapeutic drainage of organs of the abdominal cavity not otherwise specified"		"OPS"			"8-146.y"			
"Olfactometry and Gustometrie Studies of the electrophysiological activity of the heart"		"OPS"			"1-26"			
"Biopsy of mediastinal and other intrathoracic organs by incision"		"OPS"			"1-581"			
"Lowering of intraocular pressure by enhancing aqueous humor circulation not otherwise specified"		"OPS"			"5-133.y"			
"Therapeutic percutaneous puncture of a joint humeroulnar"		"OPS"			"8-158.4"			
"Combined operations on the eye muscles Operation on 1 straight muscle and 2 oblique muscles"		"OPS"			"5-10k.6"			
"Closed reduction of joint dislocation without internal fixation"		"OPS"			"8-201"			
"Other therapeutic catheterization and insert cannula Therapeutic aspiration and drainage by puncture"		"OPS"			"8-15"			
"Percutaneous biopsy on hepatobiliärem system, and pancreas with control by imaging techniques liver"		"OPS"			"1-442.0"			
"Operations on the sclera primary suture"		"OPS"			"5-138.10"			
"Revision of a stapedectomy"		"OPS"			"5-192"			
"Endoscopic biopsy respiratory organs forceps biopsy"		"OPS"			"1-430.20"			
"Endosonographic fine needle puncture in the upper digestive tract"		"OPS"			"1-445"			
"Biopsy of intracranial tissue through the incision and trepanation of the skull bones Skull base"		"OPS"			"1-510.8"			
"Therapeutic drainage of organs of the abdominal cavity liver"		"OPS"			"8-146.0"			
"Therapeutic purging of a joint metatarsophalangeal"		"OPS"			"8-178.q"			
"Endoscopic biopsy respiratory organs stages biopsy"		"OPS"			"1-430.3"			
"diagnostic esophagoscopy With flexible instrument"		"OPS"			"1-630.0"			
"Enhancing operations on a straight eye muscle not otherwise specified"		"OPS"			"5-10a.y"			
"Association for large-scale and serious skin diseases Occlusive dressing with oxygen therapy"		"OPS"			"8-191.6"			
"Reduce intraocular pressure by operations on the ciliary body by cyclophotocoagulation, transscleral"		"OPS"			"5-132.22"			
"Other operations on the lens Operations on retina, choroid and vitreous"		"OPS"			"5-15"			
"Diagnostic endoscopy of the digestive tract by incision and intraoperatively Percutaneous transhepatic with normalkalibrigem cholangioscope"		"OPS"			"1-695.43"			
"Therapeutic drainage of other organs and tissues other"		"OPS"			"8-148.x"			
"Electrophysiological examination of the heart catheter-based, In atrial flutter"		"OPS"			"1-265.f"			
"Excision and destruction of (diseased) tissue of the cornea destruction"		"OPS"			"5-123.0"			
"cardiac mapping Functional / morphological univentricular heart"		"OPS"			"1-268.5"			
"Right heart catheterization Measurement of pulmonary vasoreactivity"		"OPS"			"1-273.5"			
"Other operations on sclera, anterior chamber of the eye, the iris and ciliary body Fixation of the ciliary body"		"OPS"			"5-139.4"			
"Biopsy without incision on pharynx uvula"		"OPS"			"1-422.00"			
"Diagnostic endoscopy of the intestine through a stoma proctoscopy"		"OPS"			"1-652.3"			
"Debilitating operations on a straight eye muscle Tenotomy, myotomy, Tenektomie and / or myectomy"		"OPS"			"5-10b.2"			
"Foreign body removal from the skin without incision foot"		"OPS"			"8-102.a"			
"Other operations on orbita, eye and eyeball, NOS"		"OPS"			"5-169.y"			
"Closed reduction of fracture without internal fixation tibial shaft"		"OPS"			"8-200.m"			
"Other operations on the iris Solution anterior synechiae (between the iris and cornea)"		"OPS"			"5-137.2"			
"High-resolution electroencephalography [hdEEG] For localization of epileptic foci"		"OPS"			"1-20d.0"			
"Lowering of intraocular pressure by not filtering operations Without the introduction of drugs to inhibit fibrosis"		"OPS"			"5-134.10"			
"Endoscopic biopsy respiratory organs forceps biopsy"		"OPS"			"1-430.10"			
"Change of an orbital implant, Bulb placeholder made of non-absorbable, microporous material with fibrovascular integration without titanium mesh"		"OPS"			"5-165.33"			
"Plastic reconstruction of parts of the auricle"		"OPS"			"5-186"			
"diagnostic Sigmoideoscopy"		"OPS"			"1-651"			
"Diagnostic direct endoscopy of the bile ducts [Ductal Endoscopy] [POCS]"		"OPS"			"1-643"			
"Transposition of a straight eye muscle Whole muscle"		"OPS"			"5-10d.0"			
"Therapeutic percutaneous puncture of the central nervous system and eye ventricles"		"OPS"			"8-151.1"			
"Trans Arterial left heart catheterization Coronary angiography, pressure measurement and ventriculography in the left ventricle, pressure measurement in the aorta and Aortenbogendarstellung"		"OPS"			"1-275.3"			
"Transposition of a straight eye muscle not otherwise specified"		"OPS"			"5-10d.y"			
"body plethysmography"		"OPS"			"1-710"			
"Biopsy in other parts of the eye through the incision sclera"		"OPS"			"1-529.2"			
"Therapeutic purging of a joint tarsal joint"		"OPS"			"8-178.n"			
"Biopsy without incision of the mouth and oral cavity other"		"OPS"			"1-420.x"			
"diagnostic esophagogastroduodenoscopy not otherwise specified"		"OPS"			"1-631.y"			
"Biopsy of the adrenal gland by incision"		"OPS"			"1-584"			
"Other biopsy without incision of other digestive organs"		"OPS"			"1-449"			
"Vitrectomy with other access and other operations on vitreous"		"OPS"			"5-159"			
"Special dressing techniques More than 21 days"		"OPS"			"8-190.23"			
"Trans Arterial left heart catheterization Coronary angiography and pressure measurements in the left ventricle"		"OPS"			"1-275.1"			
"Insert, change and removal of a ureteral stent [Ureteral] change"		"OPS"			"8-137.1"			
"Fixation of the retina by scleral buckling surgery other"		"OPS"			"5-152.x"			
"Biopsy of kidney and perirenal tissues by incision kidney"		"OPS"			"1-560.0"			
"Insert, change and removal of a ureteral stent [Ureteral] intraoperative"		"OPS"			"8-137.13"			
"Operations for pterygium With drug relapse prevention"		"OPS"			"5-122.3"			
"Trans Arterial left heart catheterization other"		"OPS"			"1-275.x"			
"Therapeutic percutaneous puncture of male sex organs hydrocele"		"OPS"			"8-156.0"			
"Angiokardiographie as an independent measure"		"OPS"			"1-276"			
"Therapeutic lavage of the abdominal cavity in case of laying drainage and temporary abdominal closure For temporary abdominal closure (programmed lavage)"		"OPS"			"8-176.1"			
"Endoscopic biopsy respiratory organs trachea"		"OPS"			"1-430.0"			
"Biopsy of intracranial tissue through the incision and trepanation of the skull bones"		"OPS"			"1-510"			
"Percutaneous (needle) biopsy of respiratory organs pleura"		"OPS"			"1-431.1"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in the gallbladder and bile ducts other"		"OPS"			"8-111.x"			
"Vitrectomy with other access and other operations on vitreous Front vitrectomy other access as pars plana"		"OPS"			"5-159.0"			
"Other operations on the iris Plastic pupil by laser"		"OPS"			"5-137.0"			
"Reconstruction of the orbital wall, With osteoplasty"		"OPS"			"5-167.0"			
"Secondary insertion of an orbital implant outside the Tenon capsule, Sheathed alloplastic implant"		"OPS"			"5-165.11"			
"Manipulation of the urinary bladder instillation"		"OPS"			"8-132.0"			
"Closed reduction of joint dislocation without internal fixation tarsal joint"		"OPS"			"8-201.n"			
"Biopsy of other organs of the neck by incision"		"OPS"			"1-583"			
"Plastic correction of protruding ears, By correction of the ear cartilage"		"OPS"			"5-184.0"			
"Reinforcing interventions at an oblique eye muscle preliminary storage"		"OPS"			"5-10f.2"			
"Investigation of Pharmacosensitivity with quantitative testing"		"OPS"			"1-20a.20"			
"Early Rehabilitation Assessment of patients with head and neck cancer Duration of at least 60 to 90 minutes"		"OPS"			"1-775.0"			
"Therapeutic purging of a joint humeroulnar"		"OPS"			"8-178.4"			
"Biopsy without incision on the larynx glottis"		"OPS"			"1-421.1"			
"Other therapeutic percutaneous puncture Therapeutic percutaneous puncture of a cephalhaematoma"		"OPS"			"8-159.4"			
"Change of an orbital implant, alloplastic implant"		"OPS"			"5-165.30"			
"Capsulotomy of the lens"		"OPS"			"5-142"			
"Excision and destruction of (diseased) tissue of the cornea keratectomy"		"OPS"			"5-123.2"			
"Biopsy on other parts of the ear by incision middle ear"		"OPS"			"1-532.0"			
"Electrophysiological examination of the heart catheter-based, In WPW syndrome"		"OPS"			"1-265.5"			
"Other therapeutic catheterization and insert cannula not otherwise specified"		"OPS"			"8-149.y"			
"Biopsy on peripheral nerves by incision"		"OPS"			"1-513"			
"Excision and destruction of (diseased) tissue of the cornea not otherwise specified"		"OPS"			"5-123.y"			
"Reinforcing interventions at an oblique eye muscle folding"		"OPS"			"5-10f.1"			
"diagnostic colonoscopy"		"OPS"			"1-650"			
"Invasive Video-EEG-intensive diagnosis of epilepsy to clarify an epilepsy surgical indication for surgery"		"OPS"			"1-211"			
"Special dressing techniques Continuous Sogbehandlung with other systems in a vacuum therapy"		"OPS"			"8-190.3"			
"diagnostic Hysterosalpingoscopy"		"OPS"			"1-673"			
"Determination of the CO diffusion capacity"		"OPS"			"1-711"			
"Dickdarmmanometrie Examination of the urinary tract"		"OPS"			"1-33"			
"Biopsy of the liver by incision"		"OPS"			"1-551"			
"Diagnostic bronchoscopy and Tracheoscopy by incision and intraoperatively"		"OPS"			"1-690"			
"Therapeutic percutaneous puncture of organs of the abdominal cavity gallbladder"		"OPS"			"8-154.2"			
"Therapeutic drainage of organs of the abdominal cavity pancreas"		"OPS"			"8-146.2"			
"Biopsy of the sinuses by incision"		"OPS"			"1-538"			
"Reconstruction of the orbital wall"		"OPS"			"5-167"			
"Extracorporeal shock wave lithotripsy [ESWL] of stones in the urinary organs ureter"		"OPS"			"8-110.1"			
"Diagnostic endoscopy of the intestine through a stoma Ileoscopy"		"OPS"			"1-652.0"			
"Biopsy without incision of eyelid and eyebrow eyelid"		"OPS"			"1-412.0"			
"Other extracorporeal shock wave therapy not otherwise specified"		"OPS"			"8-119.y"			
"Biopsy without incision on the facial skin Biopsy without incision at the mouth, oral cavity, larynx, pharynx and blood forming organs"		"OPS"			"1-42"			
"Association for large-scale and serious skin diseases 2,000 cm² to 2500 cm² under the body surface"		"OPS"			"8-191.74"			
"Preparation and adjustment of facial prostheses with adhesive or glasses fixation ear"		"OPS"			"8-220.0"			
"Removal of the eye contents [evisceration] not otherwise specified"		"OPS"			"5-162.y"			
"Tympanoplasty with antrotomy or mastoidectomy, Without implantation of a prosthesis"		"OPS"			"5-195.b0"			
"Other operations on the cornea tattoo"		"OPS"			"5-129.0"			
"Biopsy of other digestive organs, the peritoneum and retroperitoneal tissue by incision, omentum"		"OPS"			"1-559.3"			
"Conjunctivoplasty allogeneic"		"OPS"			"5-113.02"			
"Therapeutic percutaneous puncture of a joint knee"		"OPS"			"8-158.h"			
"Exenteration of the orbita without preservation of the eyelid skin, other"		"OPS"			"5-164.4x"			
"Diagnostic direct endoscopy of the bile ducts [Ductal Endoscopy] [POCS] biliary tract cholangioscopy distally the hepatic"		"OPS"			"1-643.2"			
"Biopsy without incision on the nose Sinuses"		"OPS"			"1-414.1"			
"Therapeutic percutaneous puncture of female sex organs uterus"		"OPS"			"8-157.1"			
"Endoscopic biopsy respiratory organs lung"		"OPS"			"1-430.2"			
"Percutaneous (needle) biopsy of endocrine organs Not otherwise specified"		"OPS"			"1-406.y"			
"Other diagnostic catheterization to heart and blood vessels Intracardiac contraction analysis"		"OPS"			"1-279.5"			
"Foreign body removal without incision From the pharynx"		"OPS"			"8-101.5"			
"Therapeutic drainage of urinary organs kidney"		"OPS"			"8-147.0"			
"Therapeutic percutaneous puncture of the central nervous system and eye Anterior chamber"		"OPS"			"8-151.5"			
"Other therapeutic percutaneous puncture not otherwise specified"		"OPS"			"8-159.y"			
"Excision of diseased tissue of the optic nerve"		"OPS"			"5-168.1"			
"Excision and destruction of diseased tissue of the iris, ciliary body and sclera Excision of diseased tissue of the ciliary body"		"OPS"			"5-135.1"			
"Excision retroauricular"		"OPS"			"5-181.5"			
"Lowering of intraocular pressure by filtering operations With no nahtfixiertem implant, with drain into the anterior chamber angle"		"OPS"			"5-131.61"			
"Cardiac catheterization at functional / morphological univentricular heart Not otherwise specified"		"OPS"			"1-277.y"			
"Other diagnostic catheterization to heart and blood vessels Exploratory a surgically created shunt"		"OPS"			"1-279.7"			
"Association for large-scale and serious skin diseases Fettgazeverband with antiseptic ointments"		"OPS"			"8-191.2"			
"Registration of evoked potentials Otoacoustic emissions [OAU]"		"OPS"			"1-208.8"			
"Biopsy of thyroid and parathyroid glands by incision"		"OPS"			"1-582"			
"Revision, bills and removal of a cerclage or seal that has been created for the fixation of the retina distance"		"OPS"			"5-153.2"			
"Transurethral biopsy of urinary organs and prostate stages biopsy"		"OPS"			"1-460.5"			
"(Secondary) introducing and changing a lens alloplastic not otherwise specified"		"OPS"			"5-146.y"			
"Revision and reconstruction of the orbita and eyeball"		"OPS"			"5-166"			
"Transrectal biopsy at the male sex organs Less than 20 cylinders"		"OPS"			"1-464.00"			
"Registration of evoked potentials Acoustically [AEP]"		"OPS"			"1-208.0"			
"Operations on the auricle and external auditory canal"		"OPS"			"5-18"			
"Combined operations on the eye muscles"		"OPS"			"5-10k"			
"Extracorporeal shock wave therapy on the musculoskeletal system shoulders"		"OPS"			"8-115.0"			
"Biopsy without incision of the mouth and oral cavity Salivary gland and salivary duct"		"OPS"			"1-420.7"			
"Biopsy on joints and bursae by incision"		"OPS"			"1-504"			
"Biopsy without incision of the mouth and oral cavity buccal mucosa"		"OPS"			"1-420.5"			
"Foreign body removal without incision From the urethra"		"OPS"			"8-101.9"			
"Other operations on the lens accommodative intraocular lens"		"OPS"			"5-149.22"			
"Biopsy without incision on pharynx other"		"OPS"			"1-422.0x"			
"Special dressing techniques 8 to 14 days"		"OPS"			"8-190.31"			
"Biopsy on the larynx by incision glottis"		"OPS"			"1-549.1"			
"Therapeutic percutaneous puncture of a joint tarsal joint"		"OPS"			"8-158.n"			
"Investigation of cerebro spinal fluid system other"		"OPS"			"1-204.x"			
"diagnostic Tracheobronchoscopy other"		"OPS"			"1-620.x"			
"Excision and destruction of diseased tissue of the iris, ciliary body and sclera Destruction of diseased tissue of the iris"		"OPS"			"5-135.3"			
"Revision of the orbital cavity"		"OPS"			"5-166.3"			
"Biopsy of the stomach by incision"		"OPS"			"1-554"			
"posturography"		"OPS"			"1-20a.33"			
"Percutaneous biopsy on urinary organs and male sex organs with control by imaging techniques Not otherwise specified"		"OPS"			"1-465.y"			
"Surgical removal of a foreign body from the conjunctiva by incision"		"OPS"			"5-110.1"			
"Quengelbehandlung"		"OPS"			"8-212"			
"Biopsy ovary, tuba (s) uterine (e), and ligaments of the uterus through incision"		"OPS"			"1-570"			
"Destruction of diseased tissue in the retina and choroid"		"OPS"			"5-155"			
"Angiokardiographie as an independent measure ventriculography"		"OPS"			"1-276.2"			
"Biopsy in other parts of the eye through the incision ciliary body"		"OPS"			"1-529.1"			
"Percutaneous (needle) biopsy of endocrine organs pineal"		"OPS"			"1-406.1"			
"Percutaneous (needle) biopsy system, and pancreas hepatobiliärem"		"OPS"			"1-441"			
"Debilitating operations on a straight eye muscle Rear storage in slings"		"OPS"			"5-10b.1"			
"Operations for pterygium With phototherapeutic keratectomy"		"OPS"			"5-122.2"			
"Other therapeutic percutaneous puncture Lavage (lavage)"		"OPS"			"8-17"			
"pH-metry of the stomach Not otherwise specified"		"OPS"			"1-317.y"			
"Incision of the cornea not otherwise specified"		"OPS"			"5-121.y"			
"Biopsy at the male perineum by incision"		"OPS"			"1-566"			
"Exenteration of the orbita without preservation of the eyelid skin, With Transplantation / transposition of other tissues"		"OPS"			"5-164.42"			
"Removal of the eyeball [enucleation], With simultaneous insertion of an orbital implant outside the Tenon capsule,  Bulb placeholder made of non-resorbable, microporous material, with fibrovascular integration, without titanium mesh"		"OPS"			"5-163.23"			
"audiometry"		"OPS"			"1-242"			
"Destruction of diseased tissue in the retina and choroid Brachytherapy by sewing a radiating applicator"		"OPS"			"5-155.8"			
"Conjunctivoplasty Transplantation of conjunctiva or stem cells of the limbus"		"OPS"			"5-113.0"			
"Complex diagnosis of spina bifida"		"OPS"			"1-209"			
"Cardiorespiratory polygraphy"		"OPS"			"1-791"			
"Biopsy urethra and periurethral tissue incision by periurethral tissue"		"OPS"			"1-561.1"			
"Plastic reconstruction of the entire auricle, With cartilage transplant"		"OPS"			"5-187.2"			
"Biopsy on other parts of the nose by incision"		"OPS"			"1-539"			
"Percutaneous (needle) biopsy of urinary organs and male sex organs other"		"OPS"			"1-463.x"			
"Other operations on the retina Fixing marking plates for radiotherapy"		"OPS"			"5-156.5"			
"(Percutaneous) biopsy of lymph nodes, spleen and thymus with control by imaging techniques Lymph nodes, pelvin"		"OPS"			"1-426.6"			
"Therapeutic lavage (lavage) of the ear other"		"OPS"			"8-171.x"			
"Examination of the operational treatability of movement disorders"		"OPS"			"1-20a.21"			
"Removal of the eyeball [enucleation], With simultaneous insertion of an orbital implant outside the Tenon capsule, Subcutaneous fatty tissue graft"		"OPS"			"5-163.22"			
"Removing a foreign body from the eye lens"		"OPS"			"5-140"			
"Removing a foreign body from the eye lens with magnet"		"OPS"			"5-140.0"			
"Insert, change and removal of a ureteral stent [Ureteral] not otherwise specified"		"OPS"			"8-137.y"			
"Other excision, destruction and exenteration of the orbita and orbital skin, not otherwise specified"		"OPS"			"5-164.y"			
"Lowering of intraocular pressure by filtering operations Revision of a Sklerafistel"		"OPS"			"5-131.4"			
"Removal of the eyeball [enucleation], With simultaneous insertion of an orbital implant outside the Tenon capsule, other"		"OPS"			"5-163.2x"			
"cardiac mapping left ventricle"		"OPS"			"1-268.4"			
"Instrumental 3D function analysis of the spine Short-term measurement"		"OPS"			"1-799.0"			
"Other therapeutic percutaneous puncture Therapeutic percutaneous puncture of bursae"		"OPS"			"8-159.0"			
"Other operations on the retina, retinotomy"		"OPS"			"5-156.0"			
"Navigated transcranial magnetic stimulation [NTMs] other"		"OPS"			"1-20c.x"			
"Stapesplasty"		"OPS"			"5-197"			
"Corneal transplantation and keratoprosthetics Autorotation keratoplasty"		"OPS"			"5-125.2"			
"Diagnostic endoscopy of the digestive tract by incision and intraoperatively"		"OPS"			"1-695"			
"Other therapeutic percutaneous puncture Therapeutic percutaneous puncture lymphocele"		"OPS"			"8-159.2"			
"Change and removal of a gastrostomy distance"		"OPS"			"8-123.1"			
